player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Wendell Carter Jr,player_assists,Underdog,Over,1.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Wendell Carter Jr,player_assists,Underdog,Under,1.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Franz Wagner,player_points,Underdog,Over,28.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Franz Wagner,player_points,Underdog,Under,28.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Brandon Miller,player_points,Underdog,Over,21.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Brandon Miller,player_points,Underdog,Under,21.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Jalen Suggs,player_points,Underdog,Over,15.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Jalen Suggs,player_points,Underdog,Under,15.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Wendell Carter Jr,player_points,Underdog,Over,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Wendell Carter Jr,player_points,Underdog,Under,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Josh Green,player_points,Underdog,Over,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Josh Green,player_points,Underdog,Under,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Tristan da Silva,player_points,Underdog,Over,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Tristan da Silva,player_points,Underdog,Under,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Moussa Diabate,player_points,Underdog,Over,5.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Moussa Diabate,player_points,Underdog,Under,5.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Franz Wagner,player_assists,PrizePicks,Over,6.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Franz Wagner,player_assists,PrizePicks,Under,6.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
LaMelo Ball,player_assists,PrizePicks,Over,7.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
LaMelo Ball,player_assists,PrizePicks,Under,7.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Jalen Suggs,player_assists,PrizePicks,Over,4.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Jalen Suggs,player_assists,PrizePicks,Under,4.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Wendell Carter Jr,player_assists,PrizePicks,Over,1.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Wendell Carter Jr,player_assists,PrizePicks,Under,1.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Brandon Miller,player_points,PrizePicks,Over,21.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Brandon Miller,player_points,PrizePicks,Under,21.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Franz Wagner,player_points,PrizePicks,Over,28.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Franz Wagner,player_points,PrizePicks,Under,28.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Jalen Suggs,player_points,PrizePicks,Over,15.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Jalen Suggs,player_points,PrizePicks,Under,15.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Kentavious Caldwell-Pope,player_points,PrizePicks,Over,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Kentavious Caldwell-Pope,player_points,PrizePicks,Under,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Tristan da Silva,player_points,PrizePicks,Over,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Tristan da Silva,player_points,PrizePicks,Under,8.5,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
Josh Green,player_points,PrizePicks,Over,9.0,-137,Charlotte Hornets,Orlando Magic,4a4a2472a449232216e801c0081d6aeb,2024-11-26T00:00:00Z
