player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Josh Hart,player_assists,Underdog,Over,5.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_assists,Underdog,Under,5.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Davion Mitchell,player_assists,Underdog,Over,3.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Davion Mitchell,player_assists,Underdog,Under,3.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jalen Brunson,player_points,Underdog,Over,26.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jalen Brunson,player_points,Underdog,Under,26.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Scottie Barnes,player_points,Underdog,Over,20.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Scottie Barnes,player_points,Underdog,Under,20.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Karl-Anthony Towns,player_points,Underdog,Over,24.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Karl-Anthony Towns,player_points,Underdog,Under,24.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
R.J. Barrett,player_points,Underdog,Over,22.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
R.J. Barrett,player_points,Underdog,Under,22.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Gradey Dick,player_points,Underdog,Over,15.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Gradey Dick,player_points,Underdog,Under,15.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_points,Underdog,Over,13.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_points,Underdog,Under,13.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Ja'Kobe Walter,player_points,Underdog,Over,6.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Ja'Kobe Walter,player_points,Underdog,Under,6.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jakob Poeltl,player_rebounds,Underdog,Over,10.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jakob Poeltl,player_rebounds,Underdog,Under,10.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jalen Brunson,player_assists,PrizePicks,Over,7.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jalen Brunson,player_assists,PrizePicks,Under,7.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_assists,PrizePicks,Over,5.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_assists,PrizePicks,Under,5.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
R.J. Barrett,player_assists,PrizePicks,Over,5.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
R.J. Barrett,player_assists,PrizePicks,Under,5.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Scottie Barnes,player_assists,PrizePicks,Over,8.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Scottie Barnes,player_assists,PrizePicks,Under,8.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jalen Brunson,player_points,PrizePicks,Over,26.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jalen Brunson,player_points,PrizePicks,Under,26.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Gradey Dick,player_points,PrizePicks,Over,15.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Gradey Dick,player_points,PrizePicks,Under,15.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_points,PrizePicks,Over,13.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Josh Hart,player_points,PrizePicks,Under,13.5,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jakob Poeltl,player_points,PrizePicks,Over,14.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Jakob Poeltl,player_points,PrizePicks,Under,14.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Karl-Anthony Towns,player_points,PrizePicks,Over,24.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Karl-Anthony Towns,player_points,PrizePicks,Under,24.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
Ochai Agbaji,player_points,PrizePicks,Over,8.0,-137,Toronto Raptors,New York Knicks,081e6621470f217e705dfdb7a7002270,2024-12-10T00:40:00Z
