player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Brandon Ingram,player_points,Underdog,Over,24.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Brandon Ingram,player_points,Underdog,Under,24.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Cam Thomas,player_points,Underdog,Over,23.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Cam Thomas,player_points,Underdog,Under,23.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Yves Missi,player_points,Underdog,Over,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Yves Missi,player_points,Underdog,Under,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Cameron Johnson,player_points,Underdog,Over,15.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Cameron Johnson,player_points,Underdog,Under,15.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Jose Alvarado,player_points,Underdog,Over,14.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Jose Alvarado,player_points,Underdog,Under,14.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
B.J. Boston Jr,player_points,Underdog,Over,15.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
B.J. Boston Jr,player_points,Underdog,Under,15.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Brandon Ingram,player_rebounds,Underdog,Over,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Brandon Ingram,player_rebounds,Underdog,Under,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Yves Missi,player_rebounds,Underdog,Over,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Yves Missi,player_rebounds,Underdog,Under,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Dorian Finney-Smith,player_rebounds,Underdog,Over,4.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Dorian Finney-Smith,player_rebounds,Underdog,Under,4.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Jose Alvarado,player_rebounds,Underdog,Over,3.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Jose Alvarado,player_rebounds,Underdog,Under,3.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Brandon Ingram,player_assists,PrizePicks,Over,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Brandon Ingram,player_assists,PrizePicks,Under,5.5,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Dennis Schroder,player_assists,PrizePicks,Over,6.0,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
Dennis Schroder,player_assists,PrizePicks,Under,6.0,-137,New Orleans Pelicans,Brooklyn Nets,4c65fb969ac80375654b3bf008db7e8a,2024-11-12T01:10:00Z
