player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Donovan Mitchell,player_points,Underdog,Over,25.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Donovan Mitchell,player_points,Underdog,Under,25.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Trae Young,player_points,Underdog,Over,21.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Trae Young,player_points,Underdog,Under,21.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Darius Garland,player_points,Underdog,Over,20.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Darius Garland,player_points,Underdog,Under,20.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Evan Mobley,player_points,Underdog,Over,17.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Evan Mobley,player_points,Underdog,Under,17.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Isaac Okoro,player_points,Underdog,Over,7.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Isaac Okoro,player_points,Underdog,Under,7.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Trae Young,player_assists,PrizePicks,Over,11.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Trae Young,player_assists,PrizePicks,Under,11.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Darius Garland,player_assists,PrizePicks,Over,7.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Darius Garland,player_assists,PrizePicks,Under,7.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Donovan Mitchell,player_assists,PrizePicks,Over,4.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Donovan Mitchell,player_assists,PrizePicks,Under,4.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Trae Young,player_points,PrizePicks,Over,21.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Trae Young,player_points,PrizePicks,Under,21.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Darius Garland,player_points,PrizePicks,Over,20.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Darius Garland,player_points,PrizePicks,Under,20.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Donovan Mitchell,player_points,PrizePicks,Over,26.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Donovan Mitchell,player_points,PrizePicks,Under,26.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Evan Mobley,player_points,PrizePicks,Over,17.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Evan Mobley,player_points,PrizePicks,Under,17.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Jarrett Allen,player_points,PrizePicks,Over,14.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Jarrett Allen,player_points,PrizePicks,Under,14.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Isaac Okoro,player_points,PrizePicks,Over,7.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Isaac Okoro,player_points,PrizePicks,Under,7.5,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
Donovan Mitchell,player_rebounds,PrizePicks,Over,4.0,-137,Cleveland Cavaliers,Atlanta Hawks,ec08adb1c3a277a93dc0dbfd05eee50d,2024-11-28T00:10:00Z
