player,prop,line,proj,side,diff
Scottie Barnes,Points,21.5,18.6,under,-3.9
De'Aaron Fox,Points,25.5,28.3,over,2.8
Gradey Dick,Points,18.5,16,under,-2.5
Keon Ellis,Points,4.5,7,over,2.5
Pascal Siakam,Points,20.5,22.8,over,2.3
Russell Westbrook III,Points,10.5,12.6,over,2.1
Aaron Gordon,Points,12.5,14.6,over,2.1
Kevin Huerter,Points,8.5,10.2,over,1.7
Jamal Murray,Points,19.5,21.1,over,1.6
Christian Braun,Points,12.5,10.1,under,-1.4
Obi Toppin,Points,11.5,9.5,under,-1
Kelly Olynyk,Points,7.5,8.4,over,0.9
Alperen Sengun,Points,20.5,21.4,over,0.9
Jabari Smith Jr.,Points,12.5,13.4,over,0.9
T.J. McConnell,Points,10.5,9.6,under,-0.9
Bennedict Mathurin,Points,16.5,17.4,over,0.9
Jalen Green,Points,20.5,21.2,over,0.7
Javonte Green,Points,4.5,3.8,under,-0.7
Yves Missi,Points,10.5,11.2,over,0.7
Dillon Brooks,Points,14.5,12.9,under,-0.6
Ochai Agbaji,Points,10.5,11.1,over,0.6
Amen Thompson,Points,12.5,11.9,under,-0.6
Herbert Jones,Points,11.5,12.1,over,0.6
Trey Murphy III,Points,19.5,17.9,under,-0.6
DeMar DeRozan,Points,20.5,21,over,0.5
Malik Monk,Points,16.5,17,over,0.5
Keegan Murray,Points,12.5,12,under,-0.5
Jordan Hawkins,Points,8.5,8.7,over,0.2
Andrew Nembhard,Points,10.5,10.4,under,-0.1
Dejounte Murray,Points,19.5,19.6,over,0.1
Keon Ellis,Assists,0.5,1.6,over,1.1
DeMar DeRozan,Assists,3.5,4.5,over,1
Aaron Gordon,Assists,2.5,3.3,over,0.8
Jalen Green,Assists,2.5,3.1,over,0.6
Malik Monk,Assists,5.5,4.9,under,-0.6
Kevin Huerter,Assists,1.5,2.1,over,0.6
Herbert Jones,Assists,2.5,3.1,over,0.6
Kelly Olynyk,Assists,2.5,3,over,0.5
De'Aaron Fox,Assists,6.5,6,under,-0.5
Bennedict Mathurin,Assists,1.5,1.9,over,0.4
Jordan Hawkins,Assists,0.5,0.9,over,0.4
Alperen Sengun,Assists,5.5,5.2,under,-0.3
Dillon Brooks,Assists,1.5,1.7,over,0.2
Jabari Smith Jr.,Assists,1.5,1.3,under,-0.2
Dejounte Murray,Assists,7.5,7.7,over,0.2
Christian Braun,Assists,1.5,1.7,over,0.2
Yves Missi,Assists,1.5,1.7,over,0.2
Ochai Agbaji,Assists,1.5,1.6,over,0.1
Gradey Dick,Assists,1.5,1.6,over,0.1
Myles Turner,Assists,1.5,1.6,over,0.1
T.J. McConnell,Assists,4.5,4.6,over,0.1
Obi Toppin,Assists,1.5,1.4,under,-0.1
Andrew Nembhard,Assists,4.5,4.4,under,-0.1
Keegan Murray,Assists,1.5,1.4,under,-0.1
Russell Westbrook III,Assists,6.5,6.4,under,-0.1
Javonte Green,Assists,0.5,0.6,over,0.1
Trey Murphy III,Assists,2.5,2.6,over,0.1
Malik Monk,Rebounds,4.5,3.4,under,-1.1
Yves Missi,Rebounds,9.5,8.4,under,-1.1
Trey Murphy III,Rebounds,4.5,5.5,over,1
Obi Toppin,Rebounds,4.5,3.6,under,-0.9
