player,prop,line,proj,side,diff
Shaedon Sharpe,Points,17.5,15.8,under,-3.7
Grayson Allen,Points,7.5,11,over,3.5
Russell Westbrook III,Points,11.5,10.5,under,-3
Bam Adebayo,Points,19.5,17.6,under,-2.9
Coby White,Points,21.5,19.2,under,-2.3
LeBron James,Points,26.5,25.2,under,-2.3
Josh Giddey,Points,18.5,16.3,under,-2.2
Kawhi Leonard,Points,20.5,22.7,over,2.2
Tyler Herro,Points,25.5,23.4,under,-2.1
Julius Randle,Points,15.5,17.6,over,2.1
Cody Williams,Points,7.5,5.5,under,-2
Pascal Siakam,Points,23.5,21.8,under,-1.7
OG Anunoby,Points,14.5,16.2,over,1.7
Keldon Johnson,Points,13.5,11.8,under,-1.7
Amir Coffey,Points,8.5,10.2,over,1.7
Mike Conley,Points,7.5,9.2,over,1.7
Mikal Bridges,Points,14.5,16.1,over,1.6
Gradey Dick,Points,11.5,13.1,over,1.6
Shai Gilgeous-Alexander,Points,32.5,30.9,under,-1.6
Julian Strawther,Points,7.5,8.9,over,1.4
Kris Murray,Points,5.5,4.1,under,-1.4
Miles McBride,Points,7.5,8.9,over,1.4
Jeremy Sochan,Points,9.5,10.9,over,1.4
Jose Alvarado,Points,7.5,8.9,over,1.4
Ty Jerome,Points,13.5,14.8,over,1.3
Deni Avdija,Points,15.5,13.3,under,-1.2
Kevin Huerter,Points,12.5,11.3,under,-1.2
Jakob Poeltl,Points,9.5,10.7,over,1.2
De'Aaron Fox,Points,20.5,21.7,over,1.2
Nicolas Batum,Points,2.5,3.7,over,1.2
Kevin Durant,Points,24.5,25.7,over,1.2
Devin Booker,Points,27.5,25.3,under,-1.2
Christian Braun,Points,14.5,13.4,under,-1.1
Jalen Brunson,Points,24.5,25.6,over,1.1
Jaylin Williams,Points,5.5,4.4,under,-1.1
Brice Sensabaugh,Points,15.5,14.4,under,-1.1
Tyus Jones,Points,4.5,5.6,over,1.1
Jaylen Brown,Points,25.5,23.5,under,-1
Obi Toppin,Points,9.5,10.5,over,1
Harrison Barnes,Points,9.5,10.5,over,1
Karlo Matkovic,Points,6.5,5.5,under,-1
Dalton Knecht,Points,9.5,7.5,under,-1
Jamal Murray,Points,21.5,20.6,under,-0.9
Sam Merrill,Points,8.5,7.6,under,-0.9
Donovan Clingan,Points,8.5,9.4,over,0.9
Myles Turner,Points,17.5,16.6,under,-0.9
Cason Wallace,Points,9.5,7.6,under,-0.9
Bruce Brown Jr.,Points,8.5,9.4,over,0.9
Nickeil Alexander-Walker,Points,8.5,9.4,over,0.9
Jarrett Allen,Points,12.5,13.3,over,0.8
Anfernee Simons,Points,21.5,19.7,under,-0.8
Andrew Nembhard,Points,11.5,10.7,under,-0.8
Karl-Anthony Towns,Points,23.5,22.7,under,-0.8
Wendell Carter Jr.,Points,9.5,10.3,over,0.8
Kenrich Williams,Points,6.5,5.7,under,-0.8
Kelly Olynyk,Points,9.5,10.3,over,0.8
Svi Mykhailiuk,Points,9.5,10.3,over,0.8
Jordan Hawkins,Points,10.5,11.3,over,0.8
Donte DiVincenzo,Points,10.5,11.3,over,0.8
Josh Hart,Points,13.5,12.8,under,-0.7
Paolo Banchero,Points,23.5,24.2,over,0.7
Yves Missi,Points,8.5,9.2,over,0.7
Jaxson Hayes,Points,7.5,8.2,over,0.7
Naz Reid,Points,18.5,19.2,over,0.7
Luke Kornet,Points,4.5,5.1,over,0.6
Evan Mobley,Points,20.5,18.9,under,-0.6
Scoot Henderson,Points,12.5,11.9,under,-0.6
Anthony Black,Points,7.5,8.1,over,0.6
Luguentz Dort,Points,9.5,10.1,over,0.6
James Harden,Points,21.5,22.1,over,0.6
Kris Dunn,Points,6.5,5.9,under,-0.6
Al Horford,Points,9.5,9,under,-0.5
Max Strus,Points,9.5,10,over,0.5
Duncan Robinson,Points,12.5,11,under,-0.5
Davion Mitchell,Points,8.5,9,over,0.5
Jonathan Mogbo,Points,5.5,5,under,-0.5
Nick Richards,Points,9.5,10,over,0.5
Isaac Okoro,Points,6.5,6.9,over,0.4
Immanuel Quickley,Points,16.5,16.9,over,0.4
Ja'Kobe Walter,Points,6.5,6.9,over,0.4
Derrick White,Points,17.5,17.2,under,-0.3
Scottie Barnes,Points,18.5,18.2,under,-0.3
Franz Wagner,Points,25.5,25.2,under,-0.3
Julian Champagnie,Points,7.5,7.8,over,0.3
Zion Williamson,Points,24.5,24.8,over,0.3
Darius Garland,Points,23.5,22.3,under,-0.2
Dean Wade,Points,5.5,5.7,over,0.2
Aaron Nesmith,Points,12.5,11.3,under,-0.2
Bismack Biyombo,Points,5.5,5.3,under,-0.2
Alex Caruso,Points,7.5,7.7,over,0.2
Jalen Williams,Points,21.5,21.7,over,0.2
Norman Powell,Points,21.5,20.3,under,-0.2
Mason Plumlee,Points,4.5,4.3,under,-0.2
Jaden McDaniels,Points,13.5,13.7,over,0.2
Jayson Tatum,Points,30.5,28.4,under,-0.1
Payton Pritchard,Points,13.5,13.6,over,0.1
Sam Hauser,Points,9.5,9.4,under,-0.1
Dalano Banton,Points,8.5,8.6,over,0.1
Toumani Camara,Points,11.5,11.4,under,-0.1
T.J. McConnell,Points,8.5,8.4,under,-0.1
Bogdan Bogdanovic,Assists,1.5,3,over,1.5
Devin Booker,Assists,7.5,6.1,under,-1.4
Davion Mitchell,Assists,4.5,5.8,over,1.3
Miles McBride,Assists,1.5,2.6,over,1.1
Goga Bitadze,Assists,1.5,2.5,over,1
Al Horford,Assists,1.5,2.4,over,0.9
Donovan Clingan,Assists,0.5,1.4,over,0.9
Yves Missi,Assists,0.5,1.4,over,0.9
LeBron James,Assists,7.5,8.4,over,0.9
