player,prop,line,proj,side,diff
Jaylen Brown,Points,25.5,28.2,over,2.7
Jrue Holiday,Points,19.5,14.8,under,-2.7
Dylan Harper,Points,9.5,12,over,2.5
Malik Monk,Points,15.5,17.8,over,2.3
Naz Reid,Points,11.5,13.7,over,2.2
Deni Avdija,Points,19.5,17.4,under,-2.1
Donte DiVincenzo,Points,10.5,12.4,over,1.9
Nolan Traore,Points,10.5,8.7,under,-1.8
Tyler Herro,Points,25.5,23.7,under,-1.8
Grayson Allen,Points,16.5,14.7,under,-1.8
Reed Sheppard,Points,14.5,16.3,over,1.8
Kevin Durant,Points,24.5,26.2,over,1.7
Marvin Bagley III,Points,9.5,11.1,over,1.6
P.J. Washington Jr.,Points,12.5,14.1,over,1.6
LaMelo Ball,Points,20.5,22.1,over,1.6
Aaron Nesmith,Points,12.5,14.1,over,1.6
Gui Santos,Points,15.5,13.9,under,-1.6
Cam Spencer,Points,8.5,10,over,1.5
Jaden Hardy,Points,12.5,10,under,-1.5
Ryan Kalkbrenner,Points,5.5,7,over,1.5
Bones Hyland,Points,5.5,7,over,1.5
De'Aaron Fox,Points,16.5,17.9,over,1.4
Victor Wembanyama,Points,24.5,23.1,under,-1.4
Kyle Anderson,Points,3.5,4.9,over,1.4
Toumani Camara,Points,11.5,12.8,over,1.3
Ben Sheppard,Points,9.5,7.2,under,-1.3
Josh Giddey,Points,17.5,17.2,under,-1.3
Julius Randle,Points,19.5,20.8,over,1.3
Dominick Barlow,Points,9.5,8.3,under,-1.2
Ryan Rollins,Points,15.5,16.7,over,1.2
Sandro Mamukelashvili,Points,12.5,10.3,under,-1.2
Miles Bridges,Points,15.5,16.7,over,1.2
Vit Krejci,Points,6.5,7.7,over,1.2
Ayo Dosunmu,Points,10.5,11.7,over,1.2
AJ Green,Points,7.5,8.6,over,1.1
Scottie Barnes,Points,17.5,18.6,over,1.1
Derrick White,Points,16.5,17.6,over,1.1
Keldon Johnson,Points,10.5,11.6,over,1.1
Baylor Scheierman,Points,7.5,6.4,under,-1.1
Rudy Gobert,Points,10.5,11.6,over,1.1
Duncan Robinson,Points,10.5,11.5,over,1
Bilal Coulibaly,Points,11.5,10.5,under,-1
Alex Sarr,Points,11.5,12.5,over,1
Oso Ighodaro,Points,7.5,8.5,over,1
Tari Eason,Points,10.5,11.5,over,1
Brandon Williams,Points,12.5,13.5,over,1
Collin Sexton,Points,16.5,14.5,under,-1
Ochai Agbaji,Points,6.5,5.6,under,-0.9
Giannis Antetokounmpo,Points,25.5,24.6,under,-0.9
Brandon Ingram,Points,20.5,21.4,over,0.9
Ja'Kobe Walter,Points,6.5,7.4,over,0.9
Jamal Shead,Points,5.5,6.4,over,0.9
Julian Champagnie,Points,9.5,10.4,over,0.9
Stephon Castle,Points,15.5,16.4,over,0.9
Klay Thompson,Points,9.5,10.4,over,0.9
Daniel Gafford,Points,8.5,9.4,over,0.9
Jalen Johnson,Points,24.5,22.6,under,-0.9
Isaac Okoro,Points,10.5,9.6,under,-0.9
Jaxson Hayes,Points,5.5,6.4,over,0.9
Cade Cunningham,Points,25.5,26.3,over,0.8
Jalen Green,Points,18.5,19.3,over,0.8
Ousmane Dieng,Points,10.5,8.7,under,-0.8
Dorian Finney-Smith,Points,3.5,4.3,over,0.8
Luka Garza,Points,7.5,5.7,under,-0.8
Russell Westbrook III,Points,19.5,16.7,under,-0.8
Taylor Hendricks,Points,9.5,8.8,under,-0.7
Ben Saraf,Points,5.5,4.8,under,-0.7
