player,prop,line,proj,side,diff
Kelly Oubre Jr.,Points,13.5,17,over,3.5
Ryan Rollins,Points,14.5,17.3,over,2.8
Jalen Johnson,Points,20.5,17.7,under,-2.8
Bogdan Bogdanovic,Points,8.5,11.3,over,2.8
VJ Edgecombe,Points,15.5,17.8,over,2.3
Collin Sexton,Points,17.5,19.7,over,2.2
Franz Wagner,Points,21.5,23.7,over,2.2
Grayson Allen,Points,15.5,13.3,under,-2.2
Trendon Watford,Points,3.5,5.6,over,2.1
Devin Booker,Points,28.5,26.4,under,-2.1
Sandro Mamukelashvili,Points,5.5,7.5,over,2
Desmond Bane,Points,16.5,18.5,over,2
Zaccharie Risacher,Points,10.5,12.5,over,2
Tyrese Maxey,Points,27.5,29.5,over,2
Josh Giddey,Points,21.5,18.5,under,-2
Alex Caruso,Points,7.5,5.5,under,-2
Tre Jones,Points,12.5,10.7,under,-1.8
Nicolas Batum,Points,6.5,3.7,under,-1.8
John Collins,Points,14.5,16.2,over,1.7
Bobby Portis Jr.,Points,9.5,11.1,over,1.6
Ayo Dosunmu,Points,13.5,10.9,under,-1.6
Matas Buzelis,Points,16.5,15,under,-1.5
RJ Barrett,Points,19.5,20.9,over,1.4
Derik Queen,Points,8.5,9.9,over,1.4
Jalen Suggs,Points,10.5,11.9,over,1.4
Kevin Huerter,Points,11.5,10.2,under,-1.3
Isaiah Hartenstein,Points,10.5,9.2,under,-1.3
Mouhamed Gueye,Points,3.5,4.7,over,1.2
Kyle Kuzma,Points,9.5,10.6,over,1.1
Luke Kennard,Points,8.5,9.6,over,1.1
Draymond Green,Points,8.5,9.6,over,1.1
Buddy Hield,Points,6.5,7.6,over,1.1
Cason Wallace,Points,9.5,7.4,under,-1.1
Taurean Prince,Points,5.5,4.5,under,-1
Gary Trent Jr.,Points,12.5,13.5,over,1
Kevon Looney,Points,6.5,5.5,under,-1
Jeremiah Fears,Points,14.5,15.5,over,1
Ryan Kalkbrenner,Points,9.5,10.5,over,1
Kristaps Porzingis,Points,17.5,16.5,under,-1
Jared McCain,Points,8.5,9.5,over,1
Stephen Curry,Points,26.5,24.5,under,-1
Jonathan Kuminga,Points,17.5,18.5,over,1
Brandin Podziemski,Points,11.5,12.5,over,1
Brook Lopez,Points,5.5,6.5,over,1
Chet Holmgren,Points,17.5,16.5,under,-1
Immanuel Quickley,Points,15.5,16.4,over,0.9
Collin Murray-Boyles,Points,7.5,8.3,over,0.8
Miles Bridges,Points,21.5,22.3,over,0.8
Jordan Poole,Points,19.5,18.7,under,-0.8
James Harden,Points,23.5,20.7,under,-0.8
Aaron Wiggins,Points,10.5,9.7,under,-0.8
Scottie Barnes,Points,18.5,17.8,under,-0.7
Saddiq Bey,Points,10.5,11.2,over,0.7
Jamal Shead,Points,6.5,7.1,over,0.6
Moussa Diabate,Points,9.5,8.9,under,-0.6
Jabari Walker,Points,4.5,3.9,under,-0.6
Paolo Banchero,Points,24.5,25,over,0.5
Shai Gilgeous-Alexander,Points,32.5,31,under,-0.5
Isaac Okoro,Points,7.5,6.1,under,-0.4
Patrick Williams,Points,9.5,8.1,under,-0.4
Royce O'Neale,Points,10.5,10.9,over,0.4
Ryan Dunn,Points,9.5,9.1,under,-0.4
Derrick Jones Jr.,Points,10.5,9.1,under,-0.4
Myles Turner,Points,14.5,14.8,over,0.3
Jakob Poeltl,Points,8.5,8.8,over,0.3
Trey Murphy III,Points,18.5,18.8,over,0.3
Onyeka Okongwu,Points,12.5,12.2,under,-0.3
Anthony Black,Points,10.5,10.2,under,-0.3
Tristan da Silva,Points,7.5,7.8,over,0.3
Nikola Vucevic,Points,19.5,19.8,over,0.3
Andre Drummond,Points,4.5,4.8,over,0.3
Quentin Grimes,Points,15.5,14.2,under,-0.3
Mark Williams,Points,12.5,12.2,under,-0.3
Kris Dunn,Points,8.5,8.8,over,0.3
Brandon Ingram,Points,21.5,21.7,over,0.2
Collin Gillespie,Points,11.5,11.3,under,-0.2
Luguentz Dort,Points,9.5,9.7,over,0.2
Giannis Antetokounmpo,Points,31.5,31.4,under,-0.1
Herbert Jones,Points,10.5,10.4,under,-0.1
Liam McNeeley,Points,4.5,4.4,under,-0.1
Wendell Carter Jr.,Points,10.5,10.6,over,0.1
Oso Ighodaro,Points,4.5,4.6,over,0.1
Keaton Wallace,Assists,3.5,2.1,under,-1.4
Desmond Bane,Assists,3.5,4.8,over,1.3
RJ Barrett,Assists,3.5,4.7,over,1.2
Tristan da Silva,Assists,0.5,1.5,over,1
Ayo Dosunmu,Assists,2.5,3.5,over,1
Brandon Ingram,Assists,4.5,5.4,over,0.9
VJ Edgecombe,Assists,4.5,3.6,under,-0.9
John Collins,Assists,0.5,1.4,over,0.9
Scottie Barnes,Assists,4.5,5.3,over,0.8
