player,prop,line,proj,side,diff
Dylan Harper,Points,11.5,14.8,over,3.3
Jalen Duren,Points,23.5,18.3,under,-3.2
Donovan Mitchell,Points,24.5,27.6,over,3.1
Zion Williamson,Points,19.5,22.2,over,2.7
Kris Dunn,Points,4.5,7.2,over,2.7
Trey Murphy III,Points,19.5,22.1,over,2.6
Julius Randle,Points,22.5,20,under,-2.5
Daniss Jenkins,Points,16.5,15.3,under,-2.2
Royce O'Neale,Points,7.5,9.5,over,2
Saddiq Bey,Points,16.5,18.5,over,2
Keon Ellis,Points,6.5,8.4,over,1.9
Grant Williams,Points,5.5,7.3,over,1.8
Kon Knueppel,Points,17.5,19.3,over,1.8
Deni Avdija,Points,26.5,23.7,under,-1.8
Keldon Johnson,Points,14.5,16.3,over,1.8
Kristaps Porzingis,Points,19.5,21.2,over,1.7
Ronald Holland II,Points,5.5,7.1,over,1.6
Jake LaRavia,Points,7.5,9.1,over,1.6
James Harden,Points,20.5,22.1,over,1.6
Kris Murray,Points,5.5,7.1,over,1.6
Julian Champagnie,Points,10.5,12,over,1.5
Josh Green,Points,2.5,3.9,over,1.4
Draymond Green,Points,8.5,9.9,over,1.4
Sam Merrill,Points,11.5,12.9,over,1.4
Kevin Huerter,Points,8.5,9.8,over,1.3
Grayson Allen,Points,12.5,13.8,over,1.3
Jared McCain,Points,6.5,5.2,under,-1.3
Harrison Barnes,Points,9.5,10.8,over,1.3
Chet Holmgren,Points,15.5,16.7,over,1.2
Naz Reid,Points,12.5,12.4,under,-1.1
Brandon Miller,Points,19.5,20.6,over,1.1
Luke Kennard,Points,7.5,8.6,over,1.1
Jaxson Hayes,Points,6.5,7.6,over,1.1
Max Strus,Points,9.5,8.4,under,-1.1
Bones Hyland,Points,12.5,10.5,under,-1
De'Anthony Melton,Points,13.5,12.5,under,-1
Jrue Holiday,Points,17.5,16.5,under,-1
Yves Missi,Points,5.5,6.5,over,1
Devin Vassell,Points,14.5,13.5,under,-1
Stephon Castle,Points,19.5,17.5,under,-1
Rudy Gobert,Points,12.5,10.6,under,-0.9
Sion James,Points,4.5,3.6,under,-0.9
Robert Williams III,Points,7.5,6.6,under,-0.9
Derrick Jones Jr.,Points,8.5,9.4,over,0.9
Ayo Dosunmu,Points,17.5,15.7,under,-0.8
Rui Hachimura,Points,8.5,9.3,over,0.8
Kawhi Leonard,Points,27.5,28.3,over,0.8
Caris LeVert,Points,7.5,8.2,over,0.7
Cason Wallace,Points,6.5,7.2,over,0.7
Gui Santos,Points,13.5,14.2,over,0.7
Brook Lopez,Points,11.5,10.8,under,-0.7
Donte DiVincenzo,Points,12.5,11.9,under,-0.6
Coby White,Points,14.5,12.9,under,-0.6
Jalen Green,Points,16.5,14.9,under,-0.6
