player,prop,line,proj,side,diff
Shaedon Sharpe,Points,26.5,21.9,under,-3.6
Naji Marshall,Points,11.5,15,over,3.5
Quentin Grimes,Points,25.5,21.7,under,-2.8
Paolo Banchero,Points,27.5,24.8,under,-2.7
James Harden,Points,22.5,20.9,under,-2.6
Harrison Barnes,Points,13.5,11,under,-2.5
Tyler Herro,Points,24.5,26.9,over,2.4
Keon Ellis,Points,10.5,12.7,over,2.2
Tristan Vukcevic,Points,13.5,11.4,under,-2.1
KJ Simpson,Points,13.5,11.5,under,-2
Kel'el Ware,Points,10.5,12.5,over,2
Devin Booker,Points,26.5,24.5,under,-2
Daniel Gafford,Points,9.5,11.4,over,1.9
Coby White,Points,22.5,20.7,under,-1.8
Tyus Jones,Points,7.5,9.3,over,1.8
Brandin Podziemski,Points,15.5,12.7,under,-1.8
Adem Bona,Points,13.5,11.8,under,-1.7
Kenrich Williams,Points,8.5,10.1,over,1.6
Seth Curry,Points,8.5,10,over,1.5
Scottie Barnes,Points,16.5,18,over,1.5
Jamison Battle,Points,10.5,12,over,1.5
Matas Buzelis,Points,12.5,12,under,-1.5
Jalen Williams,Points,21.5,23,over,1.5
RJ Barrett,Points,19.5,18.1,under,-1.4
Brice Sensabaugh,Points,14.5,13.1,under,-1.4
Isaiah Collier,Points,12.5,11.1,under,-1.4
Ryan Dunn,Points,8.5,7.1,under,-1.4
Jalen Pickett,Points,7.5,8.8,over,1.3
Luke Kornet,Points,11.5,9.3,under,-1.2
LeBron James,Points,23.5,24.7,over,1.2
Oso Ighodaro,Points,7.5,6.3,under,-1.2
Anthony Black,Points,7.5,8.6,over,1.1
Nikola Vucevic,Points,17.5,18.6,over,1.1
Davion Mitchell,Points,9.5,10.6,over,1.1
Dorian Finney-Smith,Points,7.5,8.5,over,1
Kyle Filipowski,Points,14.5,12.5,under,-1
Christian Braun,Points,16.5,17.5,over,1
Tari Eason,Points,13.5,14.5,over,1
Patrick Williams,Points,7.5,8.4,over,0.9
Stephon Castle,Points,18.5,16.6,under,-0.9
Jonathan Mogbo,Points,9.5,8.7,under,-0.8
Jordan Goodwin,Points,2.5,3.3,over,0.8
Duncan Robinson,Points,8.5,9.3,over,0.8
Jonas Valanciunas,Points,6.5,7.3,over,0.8
Nicolas Batum,Points,5.5,3.7,under,-0.8
Neemias Queta,Points,8.5,9.2,over,0.7
Klay Thompson,Points,13.5,14.2,over,0.7
Caleb Martin,Points,5.5,6.2,over,0.7
Max Christie,Points,7.5,8.2,over,0.7
Russell Westbrook III,Points,12.5,13.2,over,0.7
Aaron Gordon,Points,15.5,16.1,over,0.6
Keldon Johnson,Points,11.5,12.1,over,0.6
Bogdan Bogdanovic,Points,11.5,12.1,over,0.6
