player,prop,line,proj,side,diff
Cameron Johnson,Points,14.5,18.2,over,3.7
James Harden,Points,24.5,21.4,under,-3.1
Aaron Holiday,Points,8.5,11.5,over,3
Tim Hardaway Jr.,Points,12.5,15.4,over,2.9
Deni Avdija,Points,26.5,23.7,under,-2.8
Keegan Murray,Points,17.5,13.8,under,-2.7
Kevin Porter Jr.,Points,21.5,18.9,under,-2.6
John Collins,Points,11.5,13.9,over,2.4
Bobby Portis Jr.,Points,13.5,15.5,over,2
Ryan Rollins,Points,19.5,16.6,under,-1.9
Shaedon Sharpe,Points,21.5,20.6,under,-1.9
Josh Minott,Points,5.5,7.3,over,1.8
Sidy Cissoko,Points,5.5,7.3,over,1.8
Derik Queen,Points,16.5,14.8,under,-1.7
Sam Hauser,Points,7.5,9.1,over,1.6
Kobe Sanders,Points,4.5,6,over,1.5
Jordan Poole,Points,13.5,15,over,1.5
Caleb Love,Points,8.5,7.1,under,-1.4
Amen Thompson,Points,16.5,17.8,over,1.3
Kris Dunn,Points,6.5,7.7,over,1.2
Reed Sheppard,Points,10.5,11.7,over,1.2
Myles Turner,Points,12.5,13.6,over,1.1
Anfernee Simons,Points,11.5,12.6,over,1.1
Payton Pritchard,Points,17.5,15.4,under,-1.1
Kevin Durant,Points,26.5,24.5,under,-1
Gary Harris,Points,3.5,2.6,under,-0.9
Jordan Walsh,Points,7.5,8.4,over,0.9
Maxime Raynaud,Points,12.5,11.7,under,-0.8
Nicolas Batum,Points,3.5,4.2,over,0.7
Jerami Grant,Points,21.5,19.8,under,-0.7
Russell Westbrook III,Points,17.5,15.8,under,-0.7
Jamal Murray,Points,24.5,25.2,over,0.7
Keon Ellis,Points,7.5,6.8,under,-0.7
Spencer Jones,Points,6.5,7.2,over,0.7
Yves Missi,Points,4.5,5.1,over,0.6
Jaylen Brown,Points,29.5,28,under,-0.5
Jeremiah Fears,Points,15.5,15,under,-0.5
Derrick White,Points,18.5,18.9,over,0.4
Neemias Queta,Points,10.5,10.9,over,0.4
Jericho Sims,Points,4.5,4.9,over,0.4
Toumani Camara,Points,12.5,12.9,over,0.4
DeMar DeRozan,Points,22.5,21.1,under,-0.4
Jonas Valanciunas,Points,8.5,8.9,over,0.4
Bruce Brown Jr.,Points,8.5,8.1,under,-0.4
Herbert Jones,Points,10.5,9.2,under,-0.3
Trey Murphy III,Points,21.5,21.2,under,-0.3
Kris Murray,Points,6.5,6.8,over,0.3
Gary Trent Jr.,Points,10.5,10.7,over,0.2
Kawhi Leonard,Points,22.5,22.7,over,0.2
Jabari Smith Jr.,Points,14.5,14.7,over,0.2
Bogdan Bogdanovic,Points,8.5,8.6,over,0.1
Josh Okogie,Points,6.5,6.4,under,-0.1
Alperen Sengun,Points,22.5,21.4,under,-0.1
Jose Alvarado,Points,9.5,9.6,over,0.1
Malik Monk,Points,14.5,14.6,over,0.1
Ryan Rollins,Assists,6.5,5.5,under,-1
Jerami Grant,Assists,3.5,2.7,under,-0.8
Saddiq Bey,Assists,2.5,1.7,under,-0.8
Jericho Sims,Assists,0.5,1.2,over,0.7
Alperen Sengun,Assists,6.5,5.8,under,-0.7
Jordan Poole,Assists,2.5,3.2,over,0.7
Caleb Love,Assists,2.5,1.8,under,-0.7
Bruce Brown Jr.,Assists,1.5,2.2,over,0.7
Precious Achiuwa,Assists,1.5,0.8,under,-0.7
Kawhi Leonard,Assists,2.5,3.1,over,0.6
John Collins,Assists,0.5,1.1,over,0.6
Jose Alvarado,Assists,2.5,3.1,over,0.6
Jeremiah Fears,Assists,3.5,2.9,under,-0.6
Jamal Murray,Assists,6.5,7.1,over,0.6
Anfernee Simons,Assists,2.5,3,over,0.5
Kevin Porter Jr.,Assists,6.5,6,under,-0.5
Josh Okogie,Assists,0.5,1,over,0.5
Sidy Cissoko,Assists,1.5,2,over,0.5
Malik Monk,Assists,3.5,4,over,0.5
Bobby Portis Jr.,Assists,1.5,1.9,over,0.4
Derrick White,Assists,5.5,5.9,over,0.4
Kevin Durant,Assists,3.5,3.9,over,0.4
Bogdan Bogdanovic,Assists,2.5,2.9,over,0.4
Shaedon Sharpe,Assists,2.5,2.9,over,0.4
Tim Hardaway Jr.,Assists,1.5,1.9,over,0.4
Nique Clifford,Assists,2.5,2.9,over,0.4
Kyle Kuzma,Assists,2.5,2.8,over,0.3
Sam Hauser,Assists,1.5,1.2,under,-0.3
Yves Missi,Assists,0.5,0.8,over,0.3
Jaylen Brown,Assists,5.5,4.8,under,-0.2
Jordan Walsh,Assists,1.5,1.3,under,-0.2
James Harden,Assists,7.5,7.7,over,0.2
Nicolas Batum,Assists,0.5,0.7,over,0.2
Kris Dunn,Assists,2.5,2.7,over,0.2
Herbert Jones,Assists,2.5,2.3,under,-0.2
Toumani Camara,Assists,2.5,2.7,over,0.2
Keon Ellis,Assists,0.5,0.7,over,0.2
