player,prop,line,proj,side,diff
Norman Powell,Points,24.5,21.1,under,-3.4
Paul George,Points,15.5,18.5,over,3
Neemias Queta,Points,9.5,12.2,over,2.7
Brook Lopez,Points,11.5,14.1,over,2.6
Jaime Jaquez Jr.,Points,15.5,13.2,under,-2.3
Ryan Nembhard,Points,4.5,6.7,over,2.2
Dru Smith,Points,6.5,8.6,over,2.1
Marcus Sasser,Points,7.5,9.5,over,2
Dominick Barlow,Points,6.5,8.5,over,2
Nique Clifford,Points,7.5,9.5,over,2
Lauri Markkanen,Points,26.5,23.5,under,-2
Brandon Williams,Points,12.5,14.4,over,1.9
Anfernee Simons,Points,12.5,14.2,over,1.7
Kevin Durant,Points,23.5,25.1,over,1.6
Andrew Wiggins,Points,14.5,16.1,over,1.6
Javonte Green,Points,7.5,9,over,1.5
John Collins,Points,13.5,15,over,1.5
Jalen Duren,Points,17.5,16.1,under,-1.4
Luka Garza,Points,7.5,8.9,over,1.4
Kris Dunn,Points,8.5,9.9,over,1.4
Dennis Schroder,Points,11.5,9.2,under,-1.3
Jabari Smith Jr.,Points,14.5,15.7,over,1.2
Nikola Jovic,Points,9.5,10.7,over,1.2
Maxime Raynaud,Points,13.5,14.7,over,1.2
Amen Thompson,Points,16.5,17.6,over,1.1
P.J. Washington Jr.,Points,13.5,14.6,over,1.1
Jaylen Brown,Points,30.5,28.4,under,-1.1
Ziaire Williams,Points,10.5,7.5,under,-1
Nicolas Batum,Points,5.5,6.5,over,1
Drake Powell,Points,8.5,7.6,under,-0.9
Keon Ellis,Points,4.5,5.4,over,0.9
Noah Clowney,Points,14.5,13.7,under,-0.8
Kawhi Leonard,Points,29.5,30.3,over,0.8
Walter Clayton Jr.,Points,11.5,12.3,over,0.8
Max Christie,Points,8.5,9.2,over,0.7
Duncan Robinson,Points,11.5,12.1,over,0.6
Derrick White,Points,19.5,20.1,over,0.6
Bam Adebayo,Points,16.5,17,over,0.5
Cooper Flagg,Points,19.5,20,over,0.5
Payton Pritchard,Points,17.5,18,over,0.5
Sam Hauser,Points,6.5,7,over,0.5
Svi Mykhailiuk,Points,10.5,11,over,0.5
Alperen Sengun,Points,20.5,20.9,over,0.4
Nolan Traore,Points,6.5,6.9,over,0.4
Cade Cunningham,Points,27.5,26.1,under,-0.4
Davion Mitchell,Points,8.5,8.9,over,0.4
Klay Thompson,Points,9.5,9.9,over,0.4
Tyrese Maxey,Points,27.5,27.9,over,0.4
Hugo Gonzalez,Points,5.5,5.9,over,0.4
Derrick Jones Jr.,Points,8.5,8.9,over,0.4
Tari Eason,Points,12.5,12.2,under,-0.3
Reed Sheppard,Points,12.5,12.8,over,0.3
Naji Marshall,Points,12.5,11.2,under,-0.3
Nic Claxton,Points,12.5,12.7,over,0.2
Precious Achiuwa,Points,6.5,6.3,under,-0.2
Isaiah Stewart,Points,10.5,10.4,under,-0.1
Ausar Thompson,Points,12.5,11.4,under,-0.1
Ronald Holland II,Points,9.5,9.4,under,-0.1
DeMar DeRozan,Points,18.5,18.6,over,0.1
Malik Monk,Points,6.5,6.6,over,0.1
Jordan Walsh,Points,5.5,5.6,over,0.1
James Harden,Points,27.5,27.6,over,0.1
Kobe Sanders,Points,5.5,5.4,under,-0.1
Cade Cunningham,Assists,10.5,9.2,under,-1.3
Marcus Sasser,Assists,2.5,3.6,over,1.1
Reed Sheppard,Assists,3.5,4.4,over,0.9
Dru Smith,Assists,2.5,3.4,over,0.9
Jalen Duren,Assists,1.5,2.4,over,0.9
Duncan Robinson,Assists,1.5,2.3,over,0.8
Cooper Flagg,Assists,4.5,4.2,under,-0.8
Svi Mykhailiuk,Assists,1.5,2.3,over,0.8
Javonte Green,Assists,0.5,1.2,over,0.7
Luka Garza,Assists,0.5,1.2,over,0.7
Cody Williams,Assists,0.5,1.2,over,0.7
P.J. Washington Jr.,Assists,1.5,2.1,over,0.6
Daniel Gafford,Assists,0.5,1.1,over,0.6
Brandon Williams,Assists,4.5,5.1,over,0.6
Dennis Schroder,Assists,4.5,3.9,under,-0.6
Derrick White,Assists,5.5,6.1,over,0.6
Taylor Hendricks,Assists,1.5,0.9,under,-0.6
Alperen Sengun,Assists,5.5,6,over,0.5
Jaylen Brown,Assists,5.5,5,under,-0.5
Precious Achiuwa,Assists,0.5,1,over,0.5
Sam Hauser,Assists,0.5,1,over,0.5
Jabari Smith Jr.,Assists,1.5,1.9,over,0.4
Nikola Jovic,Assists,2.5,2.9,over,0.4
VJ Edgecombe,Assists,3.5,3.9,over,0.4
Hugo Gonzalez,Assists,0.5,0.9,over,0.4
