player,prop,line,proj,side,diff
Aaron Wiggins,Points,11.5,9.8,under,-1.7
Dalano Banton,Points,6.5,8.1,over,1.6
Isaiah Joe,Points,10.5,9,under,-1.5
Jaylin Williams,Points,5.5,4.3,under,-1.2
Kenrich Williams,Points,4.5,5.5,over,1
Cason Wallace,Points,8.5,9.5,over,1
Robert Williams III,Points,4.5,5.4,over,0.9
Jalen Williams,Points,21.5,19.6,under,-0.9
Jerami Grant,Points,14.5,15.3,over,0.8
Shai Gilgeous-Alexander,Points,31.5,30.7,under,-0.8
Deni Avdija,Points,15.5,13.9,under,-0.6
Isaiah Hartenstein,Points,10.5,11,over,0.5
Scoot Henderson,Points,10.5,11,over,0.5
Toumani Camara,Points,9.5,9.9,over,0.4
Alex Caruso,Points,6.5,6.6,over,0.1
Anfernee Simons,Points,17.5,17.6,over,0.1
Shaedon Sharpe,Points,14.5,13.4,under,-0.1
Shaedon Sharpe,Assists,1.5,2.2,over,0.7
Shai Gilgeous-Alexander,Assists,5.5,6.1,over,0.6
Dalano Banton,Assists,1.5,2.1,over,0.6
Jerami Grant,Assists,2.5,2.1,under,-0.4
Robert Williams III,Assists,0.5,0.9,over,0.4
Toumani Camara,Assists,1.5,1.9,over,0.4
Anfernee Simons,Assists,4,4.3,over,0.3
Kenrich Williams,Assists,1.5,1.2,under,-0.3
Jalen Williams,Assists,4.5,4.8,over,0.3
Deni Avdija,Assists,3.5,3.3,under,-0.2
Cason Wallace,Assists,2.5,2.7,over,0.2
Donovan Clingan,Assists,0.5,0.7,over,0.2
Isaiah Hartenstein,Assists,3.5,3.6,over,0.1
Alex Caruso,Assists,2.5,2.6,over,0.1
Isaiah Joe,Assists,1.5,1.4,under,-0.1
Aaron Wiggins,Assists,1.5,1.6,over,0.1
Scoot Henderson,Assists,4.5,4.6,over,0.1
Jaylin Williams,Assists,1.5,1.6,over,0.1
Deni Avdija,Rebounds,6.5,7.5,over,1
Aaron Wiggins,Rebounds,4.5,3.5,under,-1
Jaylin Williams,Rebounds,4.5,3.7,under,-0.8
Shai Gilgeous-Alexander,Rebounds,4.5,5.2,over,0.7
Robert Williams III,Rebounds,6.5,5.8,under,-0.7
Toumani Camara,Rebounds,5.5,6.2,over,0.7
Dalano Banton,Rebounds,1.5,2.1,over,0.6
Anfernee Simons,Rebounds,2.5,3,over,0.5
Shaedon Sharpe,Rebounds,3.5,4,over,0.5
Jalen Williams,Rebounds,4.5,4.9,over,0.4
Cason Wallace,Rebounds,3.5,3.9,over,0.4
Alex Caruso,Rebounds,2.5,2.8,over,0.3
Scoot Henderson,Rebounds,2.5,2.8,over,0.3
Isaiah Hartenstein,Rebounds,10.5,10.3,under,-0.2
Kenrich Williams,Rebounds,3.5,3.3,under,-0.2
Jerami Grant,Rebounds,3.5,3.6,over,0.1
Isaiah Joe,Rebounds,2.5,2.6,over,0.1
Aaron Wiggins,Pts+Ast,13.5,11.4,under,-2.1
Jalen Williams,Pts+Ast,26.5,24.4,under,-2.1
Robert Williams III,Pts+Ast,4.5,6.3,over,1.8
Jaylin Williams,Pts+Ast,7.5,5.9,under,-1.6
Deni Avdija,Pts+Ast,18.5,17.2,under,-1.3
Isaiah Joe,Pts+Ast,11.5,10.4,under,-1.1
Jerami Grant,Pts+Ast,16.5,17.4,over,0.9
Alex Caruso,Pts+Ast,8.5,9.2,over,0.7
Shai Gilgeous-Alexander,Pts+Ast,37.5,36.8,under,-0.7
Cason Wallace,Pts+Ast,11.5,12.2,over,0.7
Toumani Camara,Pts+Ast,12.5,11.8,under,-0.7
Anfernee Simons,Pts+Ast,21.5,21.8,over,0.3
Kenrich Williams,Pts+Ast,6.5,6.7,over,0.2
Isaiah Hartenstein,Pts+Ast,14.5,14.6,over,0.1
Scoot Henderson,Pts+Ast,15.5,15.6,over,0.1
Shaedon Sharpe,Pts+Ast,15.5,15.6,over,0.1
Aaron Wiggins,Pts+Reb,16.5,13.3,under,-2.2
Robert Williams III,Pts+Reb,9.5,11.2,over,1.7
Dalano Banton,Pts+Reb,8.5,10.2,over,1.7
Jaylin Williams,Pts+Reb,10.5,8,under,-1.5
