player,prop,line,proj,side,diff
Khris Middleton,Points,10.5,14.3,over,3.8
VJ Edgecombe,Points,13.5,16.3,over,2.8
Jalen Brunson,Points,27.5,24.9,under,-2.6
Brandon Ingram,Points,24.5,22,under,-2.5
De'Aaron Fox,Points,24.5,22.1,under,-2.4
Donte DiVincenzo,Points,13.5,15.8,over,2.3
Sam Hauser,Points,6.5,8.8,over,2.3
Isaiah Joe,Points,9.5,11.8,over,2.3
Will Richard,Points,6.5,8.8,over,2.3
Immanuel Quickley,Points,17.5,19.3,over,1.8
Tristan Vukcevic,Points,9.5,11.2,over,1.7
Shaedon Sharpe,Points,17.5,15.8,under,-1.7
Justin Champagnie,Points,8.5,5.9,under,-1.6
Bub Carrington,Points,6.5,8.1,over,1.6
Rudy Gobert,Points,10.5,12.1,over,1.6
Saddiq Bey,Points,15.5,12.9,under,-1.6
Jalen Williams,Points,18.5,20.1,over,1.6
Payton Pritchard,Points,17.5,15,under,-1.5
Devin Vassell,Points,17.5,16.1,under,-1.4
Bilal Coulibaly,Points,10.5,11.8,over,1.3
Jerami Grant,Points,18.5,17.2,under,-1.3
Cason Wallace,Points,7.5,8.8,over,1.3
Ajay Mitchell,Points,13.5,14.8,over,1.3
Neemias Queta,Points,9.5,10.7,over,1.2
Tyrese Maxey,Points,32.5,31.4,under,-1.1
Jared McCain,Points,15.5,14.4,under,-1.1
Karl-Anthony Towns,Points,22.5,21.4,under,-1.1
Andre Drummond,Points,7.5,8.5,over,1
Jose Alvarado,Points,10.5,9.5,under,-1
Jordan Clarkson,Points,10.5,11.5,over,1
Draymond Green,Points,9.5,8.5,under,-1
Quentin Grimes,Points,18.5,19.4,over,0.9
Toumani Camara,Points,12.5,11.6,under,-0.9
Mike Conley,Points,4.5,5.4,over,0.9
Josh Hart,Points,12.5,11.6,under,-0.9
Dominick Barlow,Points,9.5,8.7,under,-0.8
Kelly Olynyk,Points,5.5,6.3,over,0.8
Buddy Hield,Points,8.5,6.7,under,-0.8
Chet Holmgren,Points,16.5,17.3,over,0.8
Jaylin Williams,Points,4.5,5.3,over,0.8
Julius Randle,Points,21.5,22.2,over,0.7
Gary Payton II,Points,6.5,5.8,under,-0.7
Jonathan Kuminga,Points,12.5,10.8,under,-0.7
Robert Williams III,Points,5.5,6.1,over,0.6
Naz Reid,Points,13.5,14.1,over,0.6
Jordan Hawkins,Points,6.5,4.9,under,-0.6
Derik Queen,Points,12.5,10.9,under,-0.6
Derrick White,Points,17.5,15.9,under,-0.6
Jordan Walsh,Points,5.5,6.1,over,0.6
Zion Williamson,Points,23.5,23,under,-0.5
Miles McBride,Points,12.5,12,under,-0.5
Aaron Wiggins,Points,10.5,11,over,0.5
Sandro Mamukelashvili,Points,10.5,9.1,under,-0.4
Scottie Barnes,Points,19.5,19.9,over,0.4
Jamal Shead,Points,6.5,6.1,under,-0.4
Keldon Johnson,Points,12.5,12.9,over,0.4
Cam Spencer,Points,10.5,10.9,over,0.4
Mikal Bridges,Points,15.5,15.9,over,0.4
Brandin Podziemski,Points,13.5,12.1,under,-0.4
Ja'Kobe Walter,Points,8.5,8.8,over,0.3
Luke Kornet,Points,8.5,8.8,over,0.3
Jaylen Brown,Points,27.5,26.2,under,-0.3
CJ McCollum,Points,20.5,20.7,over,0.2
Marvin Bagley III,Points,13.5,13.7,over,0.2
Kris Murray,Points,6.5,6.7,over,0.2
Julian Champagnie,Points,11.5,11.7,over,0.2
Trey Murphy III,Points,17.5,17.7,over,0.2
Jeremiah Fears,Points,14.5,14.7,over,0.2
Josh Minott,Points,5.5,4.3,under,-0.2
Shai Gilgeous-Alexander,Points,31.5,31.7,over,0.2
Sidy Cissoko,Points,4.5,4.4,under,-0.1
Donovan Clingan,Points,9.5,9.6,over,0.1
Harrison Barnes,Points,12.5,12.6,over,0.1
Jeremy Sochan,Points,5.5,5.6,over,0.1
Dylan Harper,Points,10.5,10.6,over,0.1
