player,prop,line,proj,side,diff
Vit Krejci,Points,8.5,13,over,4.5
Bruce Brown Jr.,Points,7.5,11.1,over,3.6
Kristaps Porzingis,Points,18.5,21.9,over,3.4
Jeremiah Fears,Points,16.5,19.7,over,3.2
Sion James,Points,4.5,7.6,over,3.1
Corey Kispert,Points,7.5,10.2,over,2.7
Cameron Johnson,Points,13.5,16.1,over,2.6
Daniel Gafford,Points,10.5,13,over,2.5
James Harden,Points,28.5,25.2,under,-2.3
Kyle Kuzma,Points,14.5,16.6,over,2.1
AJ Green,Points,9.5,11.5,over,2
Kris Dunn,Points,7.5,9.4,over,1.9
Jamal Murray,Points,23.5,25.3,over,1.8
Tristan da Silva,Points,13.5,10.8,under,-1.7
Dyson Daniels,Points,10.5,12.2,over,1.7
Mouhamed Gueye,Points,7.5,9.1,over,1.6
Duncan Robinson,Points,9.5,11.1,over,1.6
Tre Johnson,Points,10.5,12.1,over,1.6
Yves Missi,Points,7.5,9,over,1.5
Ryan Rollins,Points,21.5,19,under,-1.5
P.J. Washington Jr.,Points,16.5,15,under,-1.5
Russell Westbrook III,Points,13.5,12,under,-1.5
Kobe Sanders,Points,9.5,10.9,over,1.4
Jalen Johnson,Points,23.5,21.1,under,-1.4
Jonas Valanciunas,Points,9.5,10.9,over,1.4
Brook Lopez,Points,5.5,6.8,over,1.3
Kon Knueppel,Points,17.5,18.8,over,1.3
Gary Harris,Points,4.5,3.2,under,-1.3
Cade Cunningham,Points,29.5,27.2,under,-1.3
CJ McCollum,Points,18.5,19.8,over,1.3
Josh Giddey,Points,22.5,20.2,under,-1.3
Trey Murphy III,Points,21.5,19.3,under,-1.2
Gary Trent Jr.,Points,11.5,12.7,over,1.2
Brandon Williams,Points,15.5,13.3,under,-1.2
Coby White,Points,20.5,19.4,under,-1.1
Jaden Hardy,Points,8.5,9.6,over,1.1
Moussa Diabate,Points,7.5,8.5,over,1
Mikal Bridges,Points,15.5,16.5,over,1
Luke Kennard,Points,8.5,6.5,under,-1
Caris LeVert,Points,8.5,7.5,under,-1
LaMelo Ball,Points,20.5,21.4,over,0.9
Tre Jones,Points,8.5,9.4,over,0.9
Miles Bridges,Points,20.5,21.3,over,0.8
Alex Sarr,Points,18.5,16.7,under,-0.8
Max Christie,Points,11.5,10.7,under,-0.8
Josh Hart,Points,11.5,9.8,under,-0.7
Jalen Suggs,Points,14.5,13.8,under,-0.7
Jose Alvarado,Points,8.5,9.2,over,0.7
Isaiah Stewart,Points,8.5,7.8,under,-0.7
Cooper Flagg,Points,17.5,18.2,over,0.7
Franz Wagner,Points,23.5,24.1,over,0.6
