player,prop,line,proj,side,diff
Shaedon Sharpe,Points,25.5,22.1,under,-3.4
Grayson Allen,Points,7.5,10.9,over,3.4
Isaiah Joe,Points,6.5,9.7,over,3.2
Miles McBride,Points,6.5,9.6,over,3.1
Coby White,Points,23.5,20.6,under,-2.9
Evan Mobley,Points,17.5,20.2,over,2.7
Obi Toppin,Points,13.5,10.8,under,-2.7
Toumani Camara,Points,14.5,11.9,under,-2.6
Brandin Podziemski,Points,14.5,10.9,under,-2.6
Yves Missi,Points,12.5,9.9,under,-2.6
Josh Giddey,Points,19.5,16.1,under,-2.4
Sandro Mamukelashvili,Points,7.5,9.9,over,2.4
Devin Booker,Points,28.5,25.1,under,-2.4
Marcus Smart,Points,7.5,9.8,over,2.3
Jaylen Brown,Points,24.5,21.2,under,-2.3
Neemias Queta,Points,7.5,5.2,under,-2.3
Jalen Wilson,Points,12.5,9.3,under,-2.2
Deni Avdija,Points,26.5,22.3,under,-2.2
Jarred Vanderbilt,Points,2.5,4.6,over,2.1
Dean Wade,Points,3.5,5.5,over,2
Isaac Okoro,Points,4.5,6.5,over,2
Andrew Nembhard,Points,10.5,8.5,under,-2
Isaiah Hartenstein,Points,10.5,12.4,over,1.9
Alex Caruso,Points,5.5,7.4,over,1.9
Chet Holmgren,Points,14.5,16.4,over,1.9
RJ Barrett,Points,20.5,17.6,under,-1.9
Darius Garland,Points,18.5,20.4,over,1.9
Alex Sarr,Points,15.5,12.6,under,-1.9
Mikal Bridges,Points,16.5,18.2,over,1.7
Nick Smith Jr.,Points,12.5,9.9,under,-1.6
Isaiah Collier,Points,13.5,10.9,under,-1.6
Malik Monk,Points,15.5,17.1,over,1.6
Aaron Nesmith,Points,13.5,12,under,-1.5
Jarace Walker,Points,8.5,6,under,-1.5
Jordan Poole,Points,16.5,17.9,over,1.4
Josh Hart,Points,12.5,13.9,over,1.4
Harrison Barnes,Points,13.5,14.6,over,1.1
OG Anunoby,Points,18.5,17.4,under,-1.1
Royce O'Neale,Points,10.5,9.4,under,-1.1
Bennedict Mathurin,Points,15.5,13.4,under,-1.1
Nikola Vucevic,Points,17.5,18.5,over,1
Kyle Filipowski,Points,16.5,14.5,under,-1
Al Horford,Points,11.5,9.5,under,-1
Aaron Gordon,Points,15.5,14.5,under,-1
Christian Braun,Points,15.5,14.5,under,-1
Amen Thompson,Points,14.5,13.5,under,-1
Taurean Prince,Points,11.5,9.5,under,-1
Miles Bridges,Points,20.5,19.6,under,-0.9
Ty Jerome,Points,11.5,12.4,over,0.9
Derrick White,Points,18.5,16.6,under,-0.9
T.J. McConnell,Points,8.5,7.6,under,-0.9
Jordan Goodwin,Points,3.5,2.7,under,-0.8
Ziaire Williams,Points,11.5,10.7,under,-0.8
Keldon Johnson,Points,13.5,12.7,under,-0.8
Caris LeVert,Points,13.5,12.7,under,-0.8
Vit Krejci,Points,6.5,5.7,under,-0.8
Sam Hauser,Points,9.5,8.7,under,-0.8
Alperen Sengun,Points,19.5,18.7,under,-0.8
Ochai Agbaji,Points,11.5,9.8,under,-0.7
Ja'Kobe Walter,Points,13.5,11.8,under,-0.7
Sam Merrill,Points,6.5,7.2,over,0.7
Payton Pritchard,Points,16.5,14.8,under,-0.7
Jabari Smith Jr.,Points,11.5,12.2,over,0.7
Dorian Finney-Smith,Points,7.5,8.1,over,0.6
Shai Gilgeous-Alexander,Points,32.5,31.9,under,-0.6
Gabe Vincent,Points,5.5,6.1,over,0.6
Devin Vassell,Points,17.5,18.1,over,0.6
Jrue Holiday,Points,12.5,11.9,under,-0.6
Nick Richards,Points,9.5,8.9,under,-0.6
Jalen Green,Points,20.5,21.1,over,0.6
Patrick Williams,Points,8.5,9,over,0.5
LeBron James,Points,22.5,23,over,0.5
Luguentz Dort,Points,9.5,10,over,0.5
Cason Wallace,Points,7.5,8,over,0.5
DeMar DeRozan,Points,23.5,22,under,-0.5
Seth Curry,Points,10.5,9.1,under,-0.4
Rui Hachimura,Points,12.5,12.9,over,0.4
Jamison Battle,Points,9.5,9.9,over,0.4
Julian Champagnie,Points,10.5,10.9,over,0.4
Brice Sensabaugh,Points,13.5,13.9,over,0.4
Max Strus,Points,9.5,9.9,over,0.4
Keon Ellis,Points,8.5,8.1,under,-0.4
Jaxson Hayes,Points,6.5,6.2,under,-0.3
Jalen Williams,Points,20.5,19.2,under,-0.3
Donovan Clingan,Points,11.5,10.2,under,-0.3
Zaccharie Risacher,Points,13.5,13.8,over,0.3
Draymond Green,Points,10.5,9.2,under,-0.3
Tari Eason,Points,10.5,10.8,over,0.3
Terance Mann,Points,8.5,8.7,over,0.2
Karl-Anthony Towns,Points,23.5,23.3,under,-0.2
Mitchell Robinson,Points,4.5,4.7,over,0.2
Ryan Dunn,Points,7.5,6.3,under,-0.2
Myles Turner,Points,16.5,16.3,under,-0.2
Scottie Barnes,Points,16.5,15.4,under,-0.1
Collin Sexton,Points,19.5,19.6,over,0.1
Donovan Mitchell,Points,24.5,24.6,over,0.1
Russell Westbrook III,Points,13.5,13.4,under,-0.1
Dillon Brooks,Points,13.5,13.6,over,0.1
Jonathan Kuminga,Points,13.5,13.6,over,0.1
Gui Santos,Points,2.5,2.4,under,-0.1
Kyle Filipowski,Assists,1.5,3.1,over,1.6
Jonas Valanciunas,Assists,0.5,2,over,1.5
Caris LeVert,Assists,2.5,3.9,over,1.4
Collin Sexton,Assists,3.5,4.7,over,1.2
Marcus Smart,Assists,2.5,3.6,over,1.1
Nikola Vucevic,Assists,2.5,3.4,over,0.9
Keldon Johnson,Assists,2.5,1.6,under,-0.9
Aaron Nesmith,Assists,0.5,1.4,over,0.9
Dorian Finney-Smith,Assists,0.5,1.3,over,0.8
Gabe Vincent,Assists,0.5,1.3,over,0.8
Rui Hachimura,Assists,0.5,1.3,over,0.8
Chet Holmgren,Assists,1.5,2.3,over,0.8
Malik Monk,Assists,4.5,5.3,over,0.8
Luke Kornet,Assists,2.5,1.7,under,-0.8
Payton Pritchard,Assists,4.5,3.7,under,-0.8
Devin Booker,Assists,7.5,6.7,under,-0.8
Amen Thompson,Assists,4.5,3.7,under,-0.8
Miles Bridges,Assists,4.5,3.8,under,-0.7
Devin Vassell,Assists,2.5,3.2,over,0.7
Donovan Clingan,Assists,2.5,1.8,under,-0.7
Dean Wade,Assists,0.5,1.2,over,0.7
Obi Toppin,Assists,2.5,1.8,under,-0.7
Jonathan Kuminga,Assists,2.5,1.8,under,-0.7
Gui Santos,Assists,1.5,0.8,under,-0.7
Josh Giddey,Assists,9.5,7.9,under,-0.6
Sandro Mamukelashvili,Assists,0.5,1.1,over,0.6
Terance Mann,Assists,1.5,2.1,over,0.6
Isaiah Collier,Assists,7.5,8.1,over,0.6
Max Strus,Assists,2.5,3.1,over,0.6
Justin Champagnie,Assists,1.5,0.9,under,-0.6
Grayson Allen,Assists,1.5,2.1,over,0.6
Russell Westbrook III,Assists,5.5,6.1,over,0.6
Jabari Smith Jr.,Assists,0.5,1.1,over,0.6
Brook Lopez,Assists,2.5,1.9,under,-0.6
Sam Hauser,Assists,0.5,1,over,0.5
Karl-Anthony Towns,Assists,2.5,3,over,0.5
Oso Ighodaro,Assists,0.5,1,over,0.5
T.J. McConnell,Assists,4.5,4,under,-0.5
Patrick Williams,Assists,1.5,1.9,over,0.4
Jaxson Hayes,Assists,0.5,0.9,over,0.4
Jalen Williams,Assists,4.5,4.9,over,0.4
Scottie Barnes,Assists,4.5,4.9,over,0.4
Vit Krejci,Assists,2.5,2.1,under,-0.4
Brice Sensabaugh,Assists,1.5,1.9,over,0.4
Jarrett Allen,Assists,1.5,1.9,over,0.4
Donovan Mitchell,Assists,5.5,5.1,under,-0.4
Jaylen Brown,Assists,4.5,4.1,under,-0.4
Alex Sarr,Assists,2.5,2.1,under,-0.4
OG Anunoby,Assists,2.5,2.1,under,-0.4
Josh Hart,Assists,5.5,5.9,over,0.4
Miles McBride,Assists,2.5,2.9,over,0.4
Aaron Gordon,Assists,3.5,3.1,under,-0.4
Ja'Kobe Walter,Assists,2.5,2.2,under,-0.3
Jordan Poole,Assists,3.5,3.8,over,0.3
Nick Richards,Assists,0.5,0.8,over,0.3
Alperen Sengun,Assists,4.5,4.8,over,0.3
Tari Eason,Assists,1.5,1.2,under,-0.3
Brandin Podziemski,Assists,3.5,3.2,under,-0.3
Tidjane Salaun,Assists,1.5,1.3,under,-0.2
LeBron James,Assists,7.5,7.7,over,0.2
Luguentz Dort,Assists,1.5,1.7,over,0.2
Jalen Wilson,Assists,1.5,1.7,over,0.2
Jonathan Mogbo,Assists,3.5,2.3,under,-0.2
Jamison Battle,Assists,1.5,1.3,under,-0.2
Deni Avdija,Assists,5.5,5.3,under,-0.2
Shaedon Sharpe,Assists,4.5,3.3,under,-0.2
DeMar DeRozan,Assists,4.5,4.3,under,-0.2
