player,prop,line,proj,side,diff
Sam Merrill,Points,10.5,14.1,over,3.6
Myles Turner,Points,11.5,14.6,over,3.1
Donte DiVincenzo,Points,12.5,15.4,over,2.9
Jordan Poole,Points,15.5,18.4,over,2.9
Ryan Rollins,Points,14.5,17.4,over,2.9
Jalen Suggs,Points,17.5,13.7,under,-2.8
Zaccharie Risacher,Points,8.5,11.2,over,2.7
Jamal Murray,Points,27.5,23.8,under,-2.7
Kevin Porter Jr.,Points,18.5,21,over,2.5
Miles Bridges,Points,16.5,18.9,over,2.4
Jalen Johnson,Points,23.5,21.1,under,-2.4
Brandon Ingram,Points,23.5,21.1,under,-2.4
Dillon Brooks,Points,21.5,18.2,under,-2.3
Ja'Kobe Walter,Points,5.5,7.7,over,2.2
Marvin Bagley III,Points,10.5,12.7,over,2.2
Jarrett Allen,Points,11.5,13.6,over,2.1
Donovan Mitchell,Points,28.5,26.4,under,-2.1
Ayo Dosunmu,Points,17.5,14.4,under,-2.1
Collin Murray-Boyles,Points,6.5,8.5,over,2
Will Richard,Points,7.5,9.4,over,1.9
Vit Krejci,Points,8.5,10.4,over,1.9
Devin Booker,Points,25.5,27.4,over,1.9
Scottie Barnes,Points,18.5,20.4,over,1.9
Tristan da Silva,Points,8.5,10.3,over,1.8
Shaedon Sharpe,Points,21.5,18.7,under,-1.8
Goga Bitadze,Points,4.5,6.2,over,1.7
Andrew Nembhard,Points,16.5,13.8,under,-1.7
Zion Williamson,Points,23.5,25.2,over,1.7
Justin Champagnie,Points,8.5,6.8,under,-1.7
Luguentz Dort,Points,7.5,9.2,over,1.7
Karl-Anthony Towns,Points,22.5,20.9,under,-1.6
Kyle Kuzma,Points,11.5,13.1,over,1.6
Julius Randle,Points,20.5,22,over,1.5
CJ McCollum,Points,17.5,17,under,-1.5
Shai Gilgeous-Alexander,Points,31.5,33,over,1.5
Sidy Cissoko,Points,6.5,5,under,-1.5
Ajay Mitchell,Points,11.5,13,over,1.5
Kon Knueppel,Points,16.5,17.9,over,1.4
Jalen Williams,Points,19.5,20.9,over,1.4
Toumani Camara,Points,12.5,11.1,under,-1.4
T.J. McConnell,Points,10.5,9.2,under,-1.3
Bones Hyland,Points,6.5,7.8,over,1.3
LaMelo Ball,Points,21.5,20.3,under,-1.2
Ryan Dunn,Points,6.5,7.7,over,1.2
Spencer Jones,Points,8.5,9.7,over,1.2
AJ Green,Points,9.5,10.7,over,1.2
Deni Avdija,Points,24.5,22.3,under,-1.2
Stephen Curry,Points,28.5,27.4,under,-1.1
Rudy Gobert,Points,11.5,12.6,over,1.1
Evan Mobley,Points,16.5,17.6,over,1.1
Jaylon Tyson,Points,11.5,12.6,over,1.1
Mohamed Diawara,Points,5.5,6.6,over,1.1
Matas Buzelis,Points,16.5,14.4,under,-1.1
Gary Trent Jr.,Points,7.5,8.6,over,1.1
Isaiah Joe,Points,6.5,5.4,under,-1.1
Sion James,Points,6.5,4.5,under,-1
Paolo Banchero,Points,23.5,24.5,over,1
Mikal Bridges,Points,16.5,17.5,over,1
Tyler Kolek,Points,5.5,4.5,under,-1
Nikola Vucevic,Points,16.5,17.5,over,1
Trey Murphy III,Points,20.5,21.5,over,1
Immanuel Quickley,Points,16.5,15.5,under,-1
Brandon Miller,Points,21.5,19.6,under,-0.9
Tyus Jones,Points,4.5,5.4,over,0.9
Jarace Walker,Points,6.5,7.4,over,0.9
Anthony Edwards,Points,29.5,30.4,over,0.9
De'Aaron Fox,Points,20.5,21.4,over,0.9
Yves Missi,Points,4.5,5.4,over,0.9
Will Riley,Points,6.5,7.4,over,0.9
Cason Wallace,Points,8.5,9.4,over,0.9
Josh Green,Points,4.5,3.7,under,-0.8
Pascal Siakam,Points,23.5,21.7,under,-0.8
OG Anunoby,Points,17.5,16.7,under,-0.8
Zeke Nnaji,Points,4.5,3.7,under,-0.8
Sandro Mamukelashvili,Points,11.5,10.7,under,-0.8
Ochai Agbaji,Points,5.5,4.7,under,-0.8
Jamal Shead,Points,7.5,6.7,under,-0.8
