player,prop,line,proj,side,diff
Jalen Williams,Points,19.5,22.7,over,3.2
Max Strus,Points,9.5,12.5,over,3
Kelly Oubre Jr.,Points,13.5,16.5,over,3
Luguentz Dort,Points,8.5,11.4,over,2.9
De'Aaron Fox,Points,22.5,24.9,over,2.4
Duncan Robinson,Points,9.5,11.9,over,2.4
Gradey Dick,Points,14.5,13.1,under,-2.4
Devin Booker,Points,32.5,30.2,under,-2.3
Julian Champagnie,Points,5.5,7.7,over,2.2
Giannis Antetokounmpo,Points,31.5,33.6,over,2.1
Evan Mobley,Points,18.5,20.4,over,1.9
Corey Kispert,Points,14.5,12.9,under,-1.6
Paul George,Points,16.5,18.1,over,1.6
Kyle Kuzma,Points,15.5,17.1,over,1.6
Zaccharie Risacher,Points,13.5,11.9,under,-1.6
Bub Carrington,Points,11.5,9,under,-1.5
Ochai Agbaji,Points,9.5,8,under,-1.5
Chet Holmgren,Points,11.5,13,over,1.5
Darius Garland,Points,22.5,23.9,over,1.4
Bilal Coulibaly,Points,14.5,12.1,under,-1.4
D'Angelo Russell,Points,13.5,12.1,under,-1.4
Jaylon Tyson,Points,8.5,7.2,under,-1.3
Harrison Barnes,Points,10.5,11.7,over,1.2
Miles Bridges,Points,21.5,20.3,under,-1.2
Devin Vassell,Points,16.5,17.7,over,1.2
Isaiah Hartenstein,Points,10.5,11.7,over,1.2
Keldon Johnson,Points,8.5,9.6,over,1.1
LaMelo Ball,Points,25.5,23.4,under,-1.1
Gary Trent Jr.,Points,10.5,9.4,under,-1.1
Ty Jerome,Points,14.5,15.5,over,1
Marcus Sasser,Points,7.5,5.5,under,-1
Taurean Prince,Points,9.5,7.5,under,-1
Isaiah Joe,Points,10.5,9.5,under,-1
Craig Porter Jr.,Points,7.5,6.6,under,-0.9
Haywood Highsmith,Points,5.5,6.4,over,0.9
Donovan Mitchell,Points,24.5,25.3,over,0.8
Tyrese Maxey,Points,26.5,27.3,over,0.8
Vit Krejci,Points,8.5,7.7,under,-0.8
Jonathan Mogbo,Points,7.5,6.7,under,-0.8
Ja'Kobe Walter,Points,9.5,10.2,over,0.7
Nick Smith Jr.,Points,14.5,12.9,under,-0.6
Stephon Castle,Points,10.5,11.1,over,0.6
Tidjane Salaun,Points,6.5,5.9,under,-0.6
Cameron Johnson,Points,17.5,15.9,under,-0.6
Tim Hardaway Jr.,Points,13.5,11.9,under,-0.6
Brook Lopez,Points,14.5,13.9,under,-0.6
Alex Caruso,Points,6.5,5.9,under,-0.6
Svi Mykhailiuk,Points,10.5,11.1,over,0.6
Nikola Jovic,Points,13.5,14,over,0.5
