player,prop,line,proj,side,diff
Lauri Markkanen,Points,19.5,23.2,over,3.7
Scoot Henderson,Points,9.5,12.7,over,3.2
Giannis Antetokounmpo,Points,30.5,33,over,2.5
Jordan Clarkson,Points,12.5,14.9,over,2.4
John Collins,Points,12.5,14.8,over,2.3
Deandre Ayton,Points,15.5,17.8,over,2.3
Nikola Vucevic,Points,17.5,16.3,under,-2.2
Brook Lopez,Points,12.5,14.5,over,2
Taurean Prince,Points,7.5,9.5,over,2
Collin Sexton,Points,15.5,17.4,over,1.9
Stephon Castle,Points,9.5,11.3,over,1.8
Ayo Dosunmu,Points,12.5,10.8,under,-1.7
Jerami Grant,Points,18.5,20.1,over,1.6
Anfernee Simons,Points,22.5,24.1,over,1.6
Harrison Barnes,Points,11.5,13,over,1.5
Mike Conley,Points,9.5,10.9,over,1.4
Victor Wembanyama,Points,23.5,24.8,over,1.3
Rudy Gobert,Points,12.5,13.4,over,0.9
Nickeil Alexander-Walker,Points,7.5,8.4,over,0.9
Cody Williams,Points,5.5,4.6,under,-0.9
Julian Champagnie,Points,11.5,12.4,over,0.9
Deni Avdija,Points,11.5,12.2,over,0.7
Julius Randle,Points,20.5,20,under,-0.5
Josh Giddey,Points,13.5,13.9,over,0.4
Keldon Johnson,Points,14.5,14.9,over,0.4
Donte DiVincenzo,Points,12.5,12.8,over,0.3
Patrick Williams,Points,10.5,9.2,under,-0.3
Andre Jackson Jr.,Points,5.5,5.2,under,-0.3
Toumani Camara,Points,8.5,8.2,under,-0.3
Coby White,Points,19.5,17.3,under,-0.2
Jaden McDaniels,Points,10.5,10.3,under,-0.2
Bobby Portis Jr.,Points,14.5,14.7,over,0.2
Naz Reid,Points,12.5,12.6,over,0.1
Mike Conley,Assists,4.5,5.9,over,1.4
Victor Wembanyama,Assists,3.5,4.5,over,1
Andre Jackson Jr.,Assists,1.5,2.4,over,0.9
Keldon Johnson,Assists,1.5,2.3,over,0.8
Giannis Antetokounmpo,Assists,6.5,7.2,over,0.7
Jordan Clarkson,Assists,3.5,4.2,over,0.7
Donte DiVincenzo,Assists,2.5,3.1,over,0.6
Lauri Markkanen,Assists,1.5,2.1,over,0.6
Deni Avdija,Assists,2.5,3.1,over,0.6
Julian Champagnie,Assists,2.5,1.9,under,-0.6
Julius Randle,Assists,4.5,5,over,0.5
Coby White,Assists,4.5,4.1,under,-0.4
Scoot Henderson,Assists,4.5,4.9,over,0.4
Nikola Vucevic,Assists,2.5,2.8,over,0.3
Stephon Castle,Assists,2.5,2.8,over,0.3
Patrick Williams,Assists,1.5,1.3,under,-0.2
Taurean Prince,Assists,1.5,1.7,over,0.2
Deandre Ayton,Assists,1.5,1.7,over,0.2
Rudy Gobert,Assists,1.5,1.4,under,-0.1
Nickeil Alexander-Walker,Assists,2.5,2.6,over,0.1
Naz Reid,Assists,1.5,1.4,under,-0.1
Jaden McDaniels,Assists,1.5,1.6,over,0.1
Josh Giddey,Assists,5.5,5.4,under,-0.1
Brook Lopez,Assists,1.5,1.6,over,0.1
Bobby Portis Jr.,Assists,1.5,1.4,under,-0.1
John Collins,Assists,1.5,1.6,over,0.1
Collin Sexton,Assists,4.5,4.6,over,0.1
Cody Williams,Assists,1.5,1.4,under,-0.1
Harrison Barnes,Assists,1.5,1.6,over,0.1
Jerami Grant,Assists,2.5,2.6,over,0.1
Toumani Camara,Assists,1.5,1.6,over,0.1
Julian Champagnie,Rebounds,4.5,5.9,over,1.4
John Collins,Rebounds,6.5,7.8,over,1.3
Julius Randle,Rebounds,7.5,8.4,over,0.9
Nickeil Alexander-Walker,Rebounds,1.5,2.2,over,0.7
Jaden McDaniels,Rebounds,2.5,3.2,over,0.7
Jordan Clarkson,Rebounds,2.5,3.2,over,0.7
Gary Trent Jr.,Rebounds,1.5,2.2,over,0.7
Deandre Ayton,Rebounds,10.5,11.2,over,0.7
Bobby Portis Jr.,Rebounds,7.5,8.1,over,0.6
Rudy Gobert,Rebounds,11.5,12,over,0.5
Ayo Dosunmu,Rebounds,3.5,3,under,-0.5
Naz Reid,Rebounds,5.5,5.1,under,-0.4
Josh Giddey,Rebounds,6.5,6.9,over,0.4
Taurean Prince,Rebounds,3.5,3.1,under,-0.4
Harrison Barnes,Rebounds,3.5,3.9,over,0.4
Jerami Grant,Rebounds,3.5,3.9,over,0.4
Stephon Castle,Rebounds,3.5,3.1,under,-0.4
Mike Conley,Rebounds,2.5,2.8,over,0.3
Donte DiVincenzo,Rebounds,3.5,3.8,over,0.3
Patrick Williams,Rebounds,3.5,3.8,over,0.3
Giannis Antetokounmpo,Rebounds,11.5,11.2,under,-0.3
Lauri Markkanen,Rebounds,7.5,7.8,over,0.3
Cody Williams,Rebounds,3.5,3.2,under,-0.3
Keldon Johnson,Rebounds,5.5,5.2,under,-0.3
Deni Avdija,Rebounds,6.5,6.2,under,-0.3
Andre Jackson Jr.,Rebounds,4.5,4.7,over,0.2
Scoot Henderson,Rebounds,2.5,2.7,over,0.2
Victor Wembanyama,Rebounds,11.5,11.3,under,-0.2
Nikola Vucevic,Rebounds,9.5,9.4,under,-0.1
Coby White,Rebounds,3.5,3.6,over,0.1
Brook Lopez,Rebounds,5.5,5.6,over,0.1
Collin Sexton,Rebounds,2.5,2.6,over,0.1
Anfernee Simons,Rebounds,3.5,3.6,over,0.1
Toumani Camara,Rebounds,4.5,4.4,under,-0.1
Scoot Henderson,Pts+Ast,14.5,17.6,over,3.1
Deandre Ayton,Pts+Ast,16.5,19.5,over,3
Lauri Markkanen,Pts+Ast,22.5,25.3,over,2.8
John Collins,Pts+Ast,13.5,16.3,over,2.8
Giannis Antetokounmpo,Pts+Ast,37.5,40.2,over,2.7
Taurean Prince,Pts+Ast,8.5,11.2,over,2.7
Jordan Clarkson,Pts+Ast,16.5,19.1,over,2.6
Stephon Castle,Pts+Ast,11.5,14.1,over,2.6
Nikola Vucevic,Pts+Ast,21.5,19.1,under,-2.4
Collin Sexton,Pts+Ast,19.5,21.9,over,2.4
Jerami Grant,Pts+Ast,20.5,22.7,over,2.2
Anfernee Simons,Pts+Ast,27.5,29.7,over,2.2
Deni Avdija,Pts+Ast,13.5,15.3,over,1.8
Victor Wembanyama,Pts+Ast,27.5,29.3,over,1.8
Keldon Johnson,Pts+Ast,15.5,17.2,over,1.7
Brook Lopez,Pts+Ast,14.5,16.1,over,1.6
Cody Williams,Pts+Ast,7.5,6,under,-1.5
Donte DiVincenzo,Pts+Ast,14.5,15.9,over,1.4
Rudy Gobert,Pts+Ast,13.5,14.8,over,1.3
Coby White,Pts+Ast,22.5,21.4,under,-1.1
Harrison Barnes,Pts+Ast,13.5,14.6,over,1.1
Patrick Williams,Pts+Ast,11.5,10.5,under,-1
Julian Champagnie,Pts+Ast,13.5,14.3,over,0.8
Toumani Camara,Pts+Ast,10.5,9.7,under,-0.8
Bobby Portis Jr.,Pts+Ast,15.5,16.1,over,0.6
Julius Randle,Pts+Ast,25.5,25,under,-0.5
Nickeil Alexander-Walker,Pts+Ast,10.5,10.9,over,0.4
Naz Reid,Pts+Ast,13.5,13.9,over,0.4
Jaden McDaniels,Pts+Ast,11.5,11.9,over,0.4
Josh Giddey,Pts+Ast,19.5,19.3,under,-0.2
Andre Jackson Jr.,Pts+Ast,7.5,7.6,over,0.1
John Collins,Pts+Reb,18.5,22.6,over,4.1
Jordan Clarkson,Pts+Reb,14.5,18.1,over,3.6
Lauri Markkanen,Pts+Reb,27.5,31,over,3.5
Rudy Gobert,Pts+Reb,22.5,25.4,over,2.9
Scoot Henderson,Pts+Reb,12.5,15.4,over,2.9
Ayo Dosunmu,Pts+Reb,16.5,13.8,under,-2.7
Giannis Antetokounmpo,Pts+Reb,41.5,44.2,over,2.7
Brook Lopez,Pts+Reb,17.5,20.1,over,2.6
Deandre Ayton,Pts+Reb,26.5,29,over,2.5
Collin Sexton,Pts+Reb,17.5,19.9,over,2.4
Josh Giddey,Pts+Reb,18.5,20.8,over,2.3
Taurean Prince,Pts+Reb,10.5,12.6,over,2.1
Anfernee Simons,Pts+Reb,25.5,27.6,over,2.1
Deni Avdija,Pts+Reb,16.5,18.4,over,1.9
Julian Champagnie,Pts+Reb,16.5,18.3,over,1.8
Jerami Grant,Pts+Reb,22.5,24,over,1.5
Harrison Barnes,Pts+Reb,15.5,16.9,over,1.4
Mike Conley,Pts+Reb,12.5,13.7,over,1.2
Donte DiVincenzo,Pts+Reb,15.5,16.6,over,1.1
Nickeil Alexander-Walker,Pts+Reb,9.5,10.6,over,1.1
Jaden McDaniels,Pts+Reb,12.5,13.5,over,1
Julius Randle,Pts+Reb,27.5,28.4,over,0.9
Naz Reid,Pts+Reb,18.5,17.6,under,-0.9
Stephon Castle,Pts+Reb,13.5,14.4,over,0.9
Nikola Vucevic,Pts+Reb,28.5,25.7,under,-0.8
Cody Williams,Pts+Reb,9.5,7.8,under,-0.7
Coby White,Pts+Reb,23.5,20.9,under,-0.6
Andre Jackson Jr.,Pts+Reb,10.5,9.9,under,-0.6
Victor Wembanyama,Pts+Reb,35.5,36.1,over,0.6
Patrick Williams,Pts+Reb,14.5,13,under,-0.5
Keldon Johnson,Pts+Reb,20.5,20.1,under,-0.4
Bobby Portis Jr.,Pts+Reb,22.5,22.8,over,0.3
Toumani Camara,Pts+Reb,12.5,12.6,over,0.1
Lauri Markkanen,Reb+Ast,8.5,9.9,over,1.4
Mike Conley,Reb+Ast,7.5,8.7,over,1.2
Naz Reid,Reb+Ast,7.5,6.5,under,-1
Bobby Portis Jr.,Reb+Ast,8.5,9.5,over,1
Jerami Grant,Reb+Ast,5.5,6.5,over,1
Julius Randle,Reb+Ast,12.5,13.4,over,0.9
Jordan Clarkson,Reb+Ast,6.5,7.4,over,0.9
Cody Williams,Reb+Ast,5.5,4.6,under,-0.9
John Collins,Reb+Ast,8.5,9.3,over,0.8
Deni Avdija,Reb+Ast,8.5,9.3,over,0.8
Brook Lopez,Reb+Ast,6.5,7.2,over,0.7
Andre Jackson Jr.,Reb+Ast,6.5,7.1,over,0.6
Anfernee Simons,Reb+Ast,8.5,9.1,over,0.6
Toumani Camara,Reb+Ast,7.5,5.9,under,-0.6
Stephon Castle,Reb+Ast,6.5,5.9,under,-0.6
Donte DiVincenzo,Reb+Ast,6.5,6.9,over,0.4
Patrick Williams,Reb+Ast,5.5,5.1,under,-0.4
Deandre Ayton,Reb+Ast,12.5,12.9,over,0.4
Nikola Vucevic,Reb+Ast,13.5,12.2,under,-0.3
Coby White,Reb+Ast,8.5,7.7,under,-0.3
Jaden McDaniels,Reb+Ast,4.5,4.8,over,0.3
Taurean Prince,Reb+Ast,4.5,4.8,over,0.3
Victor Wembanyama,Reb+Ast,15.5,15.8,over,0.3
Nickeil Alexander-Walker,Reb+Ast,4.5,4.7,over,0.2
Josh Giddey,Reb+Ast,12.5,12.3,under,-0.2
Gary Trent Jr.,Reb+Ast,3.5,3.7,over,0.2
Rudy Gobert,Reb+Ast,13.5,13.4,under,-0.1
Giannis Antetokounmpo,Reb+Ast,18.5,18.4,under,-0.1
Harrison Barnes,Reb+Ast,5.5,5.6,over,0.1
Keldon Johnson,Reb+Ast,7.5,7.6,over,0.1
Scoot Henderson,Reb+Ast,7.5,7.6,over,0.1
Lauri Markkanen,Pts+Reb+Ast,28.5,33.1,over,4.6
John Collins,Pts+Reb+Ast,20.5,24.1,over,3.6
Deandre Ayton,Pts+Reb+Ast,27.5,30.7,over,3.2
Jordan Clarkson,Pts+Reb+Ast,19.5,22.3,over,2.8
Taurean Prince,Pts+Reb+Ast,11.5,14.3,over,2.8
Scoot Henderson,Pts+Reb+Ast,17.5,20.3,over,2.8
Anfernee Simons,Pts+Reb+Ast,30.5,33.2,over,2.7
Toumani Camara,Pts+Reb+Ast,17.5,14.1,under,-2.4
Donte DiVincenzo,Pts+Reb+Ast,17.5,19.7,over,2.2
Brook Lopez,Pts+Reb+Ast,19.5,21.7,over,2.2
Jerami Grant,Pts+Reb+Ast,24.5,26.6,over,2.1
Deni Avdija,Pts+Reb+Ast,19.5,21.5,over,2
Giannis Antetokounmpo,Pts+Reb+Ast,49.5,51.4,over,1.9
Collin Sexton,Pts+Reb+Ast,22.5,24.4,over,1.9
Bobby Portis Jr.,Pts+Reb+Ast,22.5,24.2,over,1.7
Julian Champagnie,Pts+Reb+Ast,18.5,20.2,over,1.7
Stephon Castle,Pts+Reb+Ast,15.5,17.2,over,1.7
Coby White,Pts+Reb+Ast,27.5,25,under,-1.5
Rudy Gobert,Pts+Reb+Ast,25.5,26.8,over,1.3
Cody Williams,Pts+Reb+Ast,11.5,9.2,under,-1.3
Patrick Williams,Pts+Reb+Ast,15.5,14.3,under,-1.2
Victor Wembanyama,Pts+Reb+Ast,39.5,40.6,over,1.1
Nikola Vucevic,Pts+Reb+Ast,29.5,28.5,under,-1
Harrison Barnes,Pts+Reb+Ast,17.5,18.5,over,1
Julius Randle,Pts+Reb+Ast,32.5,33.4,over,0.9
Keldon Johnson,Pts+Reb+Ast,21.5,22.4,over,0.9
Nickeil Alexander-Walker,Pts+Reb+Ast,12.5,13.1,over,0.6
Jaden McDaniels,Pts+Reb+Ast,14.5,15.1,over,0.6
Naz Reid,Pts+Reb+Ast,19.5,19,under,-0.5
Josh Giddey,Pts+Reb+Ast,26.5,26.2,under,-0.3
Andre Jackson Jr.,Pts+Reb+Ast,12.5,12.3,under,-0.2
Victor Wembanyama,Steals,3.5,4.7,over,1.2
Giannis Antetokounmpo,Steals,0.5,1.3,over,0.8
Brook Lopez,Steals,2.5,3,over,0.5
Naz Reid,Steals,0.5,0.9,over,0.4
Cody Williams,Steals,0.5,0.1,under,-0.4
Anfernee Simons,Steals,0.5,0.1,under,-0.4
Scoot Henderson,Steals,0.5,0.1,under,-0.4
Mike Conley,Steals,0.5,0.2,under,-0.3
Rudy Gobert,Steals,1.5,1.8,over,0.3
John Collins,Steals,0.5,0.8,over,0.3
Collin Sexton,Steals,0.5,0.2,under,-0.3
Gary Trent Jr.,Steals,0.5,0.2,under,-0.3
Harrison Barnes,Steals,0.5,0.2,under,-0.3
Nikola Vucevic,Steals,0.5,0.7,over,0.2
Jaden McDaniels,Steals,0.5,0.7,over,0.2
Patrick Williams,Steals,0.5,0.7,over,0.2
Deandre Ayton,Steals,0.5,0.7,over,0.2
Julian Champagnie,Steals,0.5,0.7,over,0.2
Julius Randle,Steals,0.5,0.4,under,-0.1
Donte DiVincenzo,Steals,0.5,0.4,under,-0.1
Nickeil Alexander-Walker,Steals,0.5,0.4,under,-0.1
Ayo Dosunmu,Steals,0.5,0.4,under,-0.1
