player,prop,line,proj,side,diff
Klay Thompson,Points,10.5,13.7,over,3.2
Donovan Mitchell,Points,26.5,29.5,over,3
AJ Green,Points,7.5,10.5,over,3
Sam Merrill,Points,6.5,9.3,over,2.8
Keldon Johnson,Points,10.5,13.3,over,2.8
DeMar DeRozan,Points,20.5,23.2,over,2.7
Jamal Murray,Points,19.5,21.9,over,2.4
Tobias Harris,Points,12.5,14.8,over,2.3
Franz Wagner,Points,25.5,23.2,under,-2.3
Anfernee Simons,Points,18.5,20.8,over,2.3
Myles Turner,Points,16.5,18.7,over,2.2
Jake LaRavia,Points,6.5,8.7,over,2.2
Alperen Sengun,Points,19.5,21.7,over,2.2
Tidjane Salaun,Points,8.5,6.4,under,-2.1
Taurean Prince,Points,7.5,9.6,over,2.1
Brice Sensabaugh,Points,9.5,7.4,under,-2.1
Desmond Bane,Points,16.5,18.6,over,2.1
Jabari Smith Jr.,Points,12.5,14.6,over,2.1
Jerami Grant,Points,15.5,17.6,over,2.1
Guerschon Yabusele,Points,10.5,12.5,over,2
Shai Gilgeous-Alexander,Points,31.5,33.5,over,2
Luguentz Dort,Points,10.5,12.5,over,2
Cason Wallace,Points,7.5,9.4,over,1.9
Jared McCain,Points,16.5,18.3,over,1.8
Jordan Poole,Points,21.5,20.7,under,-1.8
Bilal Coulibaly,Points,10.5,12.3,over,1.8
Josh Hart,Points,12.5,9.7,under,-1.8
Caris LeVert,Points,12.5,10.8,under,-1.7
Jarrett Allen,Points,14.5,16.2,over,1.7
Alex Sarr,Points,10.5,12.2,over,1.7
Jalen Duren,Points,8.5,10.2,over,1.7
Scottie Barnes,Points,23.5,21.8,under,-1.7
Bennedict Mathurin,Points,19.5,21.2,over,1.7
Kevon Looney,Points,7.5,4.8,under,-1.7
Simone Fontecchio,Points,5.5,7.1,over,1.6
Anthony Black,Points,6.5,8.1,over,1.6
Andrew Nembhard,Points,9.5,7.9,under,-1.6
Victor Wembanyama,Points,24.5,26.1,over,1.6
Russell Westbrook III,Points,10.5,12.1,over,1.6
Norman Powell,Points,20.5,17.9,under,-1.6
Lauri Markkanen,Points,20.5,22,over,1.5
Tyus Jones,Points,10.5,12,over,1.5
Royce O'Neale,Points,8.5,6,under,-1.5
Stephen Curry,Points,23.5,25,over,1.5
Brandin Podziemski,Points,9.5,11,over,1.5
Malik Monk,Points,16.5,18,over,1.5
Paul George,Points,17.5,18.9,over,1.4
Jeremy Sochan,Points,9.5,10.9,over,1.4
Julian Champagnie,Points,10.5,11.9,over,1.4
Stephon Castle,Points,12.5,13.9,over,1.4
Terance Mann,Points,7.5,8.9,over,1.4
Ausar Thompson,Points,4.5,5.8,over,1.3
Julian Strawther,Points,6.5,7.8,over,1.3
Mikal Bridges,Points,14.5,15.7,over,1.2
Isaiah Joe,Points,8.5,9.7,over,1.2
Mason Plumlee,Points,5.5,6.7,over,1.2
Corey Kispert,Points,12.5,13.6,over,1.1
Giannis Antetokounmpo,Points,31.5,32.6,over,1.1
Cade Cunningham,Points,23.5,22.4,under,-1.1
Tristan da Silva,Points,9.5,7.4,under,-1.1
Dillon Brooks,Points,12.5,13.6,over,1.1
Keon Ellis,Points,5.5,6.6,over,1.1
Nicolas Batum,Points,4.5,5.6,over,1.1
Brook Lopez,Points,12.5,13.5,over,1
Bobby Portis Jr.,Points,10.5,11.5,over,1
Collin Sexton,Points,16.5,17.5,over,1
Derrick Jones Jr.,Points,8.5,9.5,over,1
Dean Wade,Points,4.5,5.4,over,0.9
Isaiah Stewart,Points,6.5,7.4,over,0.9
Devin Vassell,Points,13.5,14.4,over,0.9
Kelly Oubre Jr.,Points,12.5,13.3,over,0.8
Nick Richards,Points,9.5,10.3,over,0.8
Obi Toppin,Points,9.5,10.3,over,0.8
P.J. Washington Jr.,Points,13.5,12.7,under,-0.8
Jonathan Kuminga,Points,14.5,15.3,over,0.8
De'Aaron Fox,Points,25.5,26.3,over,0.8
Amir Coffey,Points,9.5,8.7,under,-0.8
James Harden,Points,22.5,21.8,under,-0.7
Deandre Ayton,Points,14.5,15.2,over,0.7
Tim Hardaway Jr.,Points,9.5,10.1,over,0.6
Pascal Siakam,Points,20.5,21.1,over,0.6
Marcus Smart,Points,10.5,8.9,under,-0.6
Daniel Gafford,Points,10.5,11.1,over,0.6
Andrew Wiggins,Points,18.5,19.1,over,0.6
Deni Avdija,Points,11.5,12.1,over,0.6
Tyrese Maxey,Points,25.5,25,under,-0.5
Wendell Carter Jr.,Points,9.5,9,under,-0.5
Jonathan Mogbo,Points,4.5,5,over,0.5
Luke Kennard,Points,5.5,6,over,0.5
Devin Booker,Points,25.5,26,over,0.5
Christian Braun,Points,12.5,12,under,-0.5
Jalen Green,Points,17.5,18,over,0.5
Kris Dunn,Points,6.5,7,over,0.5
OG Anunoby,Points,15.5,14.1,under,-0.4
T.J. McConnell,Points,10.5,10.9,over,0.4
John Collins,Points,16.5,16.9,over,0.4
Quentin Grimes,Points,10.5,10.9,over,0.4
Toumani Camara,Points,8.5,8.9,over,0.4
Josh Green,Points,10.5,10.8,over,0.3
Darius Garland,Points,20.5,20.8,over,0.3
Kris Dunn,Assists,2.5,4.1,over,1.6
Jalen Brunson,Assists,7.5,6,under,-1.5
Goga Bitadze,Assists,2.5,1.2,under,-1.3
Donovan Mitchell,Assists,4.5,5.7,over,1.2
Josh Green,Assists,1.5,2.6,over,1.1
Tobias Harris,Assists,1.5,2.6,over,1.1
Cade Cunningham,Assists,8.5,7.6,under,-0.9
Scottie Barnes,Assists,7.5,6.6,under,-0.9
Collin Sexton,Assists,3.5,4.4,over,0.9
Jabari Smith Jr.,Assists,0.5,1.4,over,0.9
Caleb Martin,Assists,1.5,2.3,over,0.8
Caris LeVert,Assists,4.5,3.7,under,-0.8
Jordan Poole,Assists,4.5,5.3,over,0.8
Karl-Anthony Towns,Assists,2.5,3.3,over,0.8
T.J. McConnell,Assists,4.5,5.3,over,0.8
Pascal Siakam,Assists,3.5,4.3,over,0.8
Ochai Agbaji,Assists,1.5,2.3,over,0.8
Bennedict Mathurin,Assists,1.5,2.3,over,0.8
Desmond Bane,Assists,3.5,4.3,over,0.8
Tyus Jones,Assists,7.5,6.7,under,-0.8
Aaron Gordon,Assists,3.5,2.7,under,-0.8
Jamal Murray,Assists,6,6.8,over,0.8
DeMar DeRozan,Assists,3.5,4.3,over,0.8
James Harden,Assists,9.5,10.3,over,0.8
Toumani Camara,Assists,2.5,1.7,under,-0.8
Guerschon Yabusele,Assists,1.5,2.2,over,0.7
Evan Mobley,Assists,2.5,3.2,over,0.7
Lauri Markkanen,Assists,1.5,2.2,over,0.7
John Collins,Assists,2.5,1.8,under,-0.7
Shai Gilgeous-Alexander,Assists,6.5,7.2,over,0.7
Daniel Gafford,Assists,0.5,1.2,over,0.7
Trayce Jackson-Davis,Assists,1.5,2.2,over,0.7
Jalen Green,Assists,2.5,3.2,over,0.7
Nick Richards,Assists,0.5,1.1,over,0.6
Jarrett Allen,Assists,1.5,2.1,over,0.6
Gary Trent Jr.,Assists,0.5,1.1,over,0.6
AJ Green,Assists,0.5,1.1,over,0.6
Simone Fontecchio,Assists,0.5,1.1,over,0.6
Wendell Carter Jr.,Assists,1.5,2.1,over,0.6
Jalen Suggs,Assists,4.5,3.9,under,-0.6
Jakob Poeltl,Assists,2.5,3.1,over,0.6
Luguentz Dort,Assists,2.5,1.9,under,-0.6
Keldon Johnson,Assists,1.5,2.1,over,0.6
Buddy Hield,Assists,1.5,2.1,over,0.6
Christian Braun,Assists,1.5,2.1,over,0.6
Anfernee Simons,Assists,5.5,4.9,under,-0.6
Terance Mann,Assists,1.5,2.1,over,0.6
Dean Wade,Assists,0.5,1,over,0.5
P.J. Washington Jr.,Assists,1.5,2,over,0.5
De'Aaron Fox,Assists,5.5,5,under,-0.5
Derrick Jones Jr.,Assists,0.5,1,over,0.5
Brandon Miller,Assists,3.5,3.1,under,-0.4
Jared McCain,Assists,2.5,2.9,over,0.4
Giannis Antetokounmpo,Assists,6,6.4,over,0.4
Bobby Portis Jr.,Assists,1.5,1.1,under,-0.4
Jalen Duren,Assists,1.5,1.9,over,0.4
Moritz Wagner,Assists,1.5,1.1,under,-0.4
Miles McBride,Assists,2.5,2.1,under,-0.4
Anthony Black,Assists,3.5,3.9,over,0.4
Mason Plumlee,Assists,1.5,1.9,over,0.4
Devin Vassell,Assists,2.5,2.9,over,0.4
Jeremy Sochan,Assists,2.5,2.9,over,0.4
Julian Strawther,Assists,1.5,1.1,under,-0.4
Brandin Podziemski,Assists,4.5,4.9,over,0.4
Dillon Brooks,Assists,1.5,1.9,over,0.4
Tari Eason,Assists,1.5,1.1,under,-0.4
Amen Thompson,Assists,2.5,2.9,over,0.4
Amir Coffey,Assists,1.5,1.1,under,-0.4
Deni Avdija,Assists,3.5,3.1,under,-0.4
Kelly Oubre Jr.,Assists,1.5,1.2,under,-0.3
Corey Kispert,Assists,1.5,1.8,over,0.3
Alex Sarr,Assists,1.5,1.8,over,0.3
OG Anunoby,Assists,1.5,1.8,over,0.3
