player,prop,line,proj,side,diff
Devin Vassell,Points,11.5,14.9,over,3.4
Nikola Vucevic,Points,14.5,17.3,over,2.8
CJ McCollum,Points,16.5,19.2,over,2.7
Jalen Williams,Points,19.5,15.9,under,-2.6
Quentin Grimes,Points,9.5,12,over,2.5
Corey Kispert,Points,9.5,11.9,over,2.4
Isaiah Collier,Points,15.5,12.1,under,-2.4
Jeremiah Fears,Points,12.5,14.8,over,2.3
Deni Avdija,Points,21.5,20.2,under,-2.3
Christian Braun,Points,11.5,13.8,over,2.3
Kyle Kuzma,Points,11.5,13.6,over,2.1
Harrison Barnes,Points,7.5,9.6,over,2.1
Brandin Podziemski,Points,14.5,11.4,under,-2.1
Justin Champagnie,Points,10.5,8.5,under,-2
Herbert Jones,Points,8.5,10.5,over,2
Donte DiVincenzo,Points,11.5,13.5,over,2
Chet Holmgren,Points,18.5,16.5,under,-2
Nique Clifford,Points,16.5,14.5,under,-2
Dennis Schroder,Points,8.5,10.4,over,1.9
Jalen Suggs,Points,14.5,16.4,over,1.9
Jay Huff,Points,11.5,10.6,under,-1.9
Landry Shamet,Points,11.5,9.6,under,-1.9
Jaime Jaquez Jr.,Points,17.5,14.6,under,-1.9
Rudy Gobert,Points,10.5,12.4,over,1.9
Collin Gillespie,Points,16.5,12.6,under,-1.9
Jamir Watkins,Points,8.5,6.7,under,-1.8
Wendell Carter Jr.,Points,9.5,11.3,over,1.8
Caris LeVert,Points,7.5,9.3,over,1.8
Kelly Oubre Jr.,Points,16.5,14.7,under,-1.8
Bam Adebayo,Points,22.5,20.7,under,-1.8
Jerami Grant,Points,17.5,15.7,under,-1.8
De'Aaron Fox,Points,16.5,18.3,over,1.8
Victor Wembanyama,Points,22.5,24.3,over,1.8
Myles Turner,Points,11.5,13.2,over,1.7
Neemias Queta,Points,8.5,10.2,over,1.7
Jordan Miller,Points,7.5,9.2,over,1.7
Brandon Miller,Points,24.5,21.9,under,-1.6
Rob Dillingham,Points,8.5,6.9,under,-1.6
Lauri Markkanen,Points,17.5,19.1,over,1.6
VJ Edgecombe,Points,19.5,15,under,-1.5
Ryan Dunn,Points,6.5,4,under,-1.5
Cameron Johnson,Points,11.5,13,over,1.5
Keon Ellis,Points,5.5,6.9,over,1.4
AJ Green,Points,11.5,10.1,under,-1.4
Jalen Johnson,Points,23.5,22.1,under,-1.4
Karl-Anthony Towns,Points,18.5,19.9,over,1.4
Terance Mann,Points,10.5,8.2,under,-1.3
Aaron Wiggins,Points,8.5,7.2,under,-1.3
Jaylin Williams,Points,6.5,5.2,under,-1.3
Immanuel Quickley,Points,15.5,16.7,over,1.2
Alex Caruso,Points,7.5,6.3,under,-1.2
