player,prop,line,proj,side,diff
Nikola Vucevic,Points,12.5,18.8,over,6.3
Amen Thompson,Points,8.5,14.3,over,5.8
Scottie Barnes,Points,16.5,20.5,over,4
Payton Pritchard,Points,22.5,18.8,under,-3.7
Tristan Vukcevic,Points,15.5,11.8,under,-3.7
Toumani Camara,Points,15.5,12.1,under,-3.4
Myles Turner,Points,13.5,10.3,under,-3.2
Sandro Mamukelashvili,Points,12.5,9.7,under,-2.8
Javonte Green,Points,12.5,9.9,under,-2.6
Branden Carlson,Points,10.5,7.9,under,-2.6
Derrick Jones Jr.,Points,7.5,9.9,over,2.4
Jonathan Mogbo,Points,14.5,12.1,under,-2.4
Jarace Walker,Points,13.5,11.2,under,-2.3
KJ Simpson,Points,13.5,11.2,under,-2.3
Jamal Murray,Points,18.5,20.8,over,2.3
Jalen Duren,Points,9.5,11.7,over,2.2
Tyus Jones,Points,13.5,11.3,under,-2.2
Andrew Nembhard,Points,9.5,7.4,under,-2.1
Ziaire Williams,Points,7.5,9.6,over,2.1
Dillon Brooks,Points,12.5,14.6,over,2.1
Kyle Filipowski,Points,16.5,14.4,under,-2.1
Bub Carrington,Points,14.5,12.5,under,-2
Alex Sarr,Points,16.5,13.5,under,-2
Buddy Hield,Points,8.5,10.5,over,2
Tosan Evbuomwan,Points,11.5,9.6,under,-1.9
DeMar DeRozan,Points,23.5,21.6,under,-1.9
Max Christie,Points,10.5,12.4,over,1.9
Julian Champagnie,Points,14.5,12.7,under,-1.8
Jamison Battle,Points,13.5,11.7,under,-1.8
Naz Reid,Points,13.5,15.3,over,1.8
Tim Hardaway Jr.,Points,9.5,11.2,over,1.7
Gary Payton II,Points,4.5,6.1,over,1.6
Brandon Williams,Points,15.5,13.9,under,-1.6
Mike Conley,Points,7.5,9.1,over,1.6
Josh Okogie,Points,8.5,7,under,-1.5
Aaron Gordon,Points,15.5,14,under,-1.5
Jose Alvarado,Points,13.5,13,under,-1.5
Bogdan Bogdanovic,Points,8.5,9.8,over,1.3
Jaden Hardy,Points,12.5,13.8,over,1.3
Sam Hauser,Points,14.5,13.3,under,-1.2
Stephen Curry,Points,25.5,24.3,under,-1.2
Bismack Biyombo,Points,6.5,5.3,under,-1.2
Brandin Podziemski,Points,14.5,12.4,under,-1.1
Tari Eason,Points,10.5,11.6,over,1.1
A.J. Lawson,Points,13.5,14.6,over,1.1
Kyle Kuzma,Points,19.5,16.5,under,-1
Keegan Murray,Points,13.5,12.5,under,-1
