player,prop,line,proj,side,diff
Paolo Banchero,Points,30.5,28.2,under,-2.3
Stephen Curry,Points,29.5,26.2,under,-2.3
Caris LeVert,Points,11.5,10.8,under,-1.7
Wendell Carter Jr.,Points,11.5,9.9,under,-1.6
Vit Krejci,Points,4.5,6.1,over,1.6
Draymond Green,Points,11.5,9.5,under,-1
Desmond Bane,Points,20.5,21.3,over,0.8
Zaccharie Risacher,Points,10.5,11.2,over,0.7
Buddy Hield,Points,8.5,9.2,over,0.7
Gary Payton II,Points,7.5,8.1,over,0.6
Anthony Black,Points,8.5,9,over,0.5
Franz Wagner,Points,25.5,25.8,over,0.3
Mouhamed Gueye,Points,5.5,5.8,over,0.3
Kevon Looney,Points,4.5,4.8,over,0.3
Brandin Podziemski,Points,15.5,15.3,under,-0.2
Terance Mann,Points,7.5,7.4,under,-0.1
Desmond Bane,Assists,4.5,6,over,1.5
Wendell Carter Jr.,Assists,1.5,2.2,over,0.7
Zaccharie Risacher,Assists,0.5,1.1,over,0.6
Caris LeVert,Assists,2.5,3,over,0.5
Vit Krejci,Assists,1.5,2,over,0.5
Anthony Black,Assists,2.5,3,over,0.5
Draymond Green,Assists,6.5,6,under,-0.5
Brandin Podziemski,Assists,4.5,4.8,over,0.3
Paolo Banchero,Assists,5.5,5.7,over,0.2
Mouhamed Gueye,Assists,0.5,0.7,over,0.2
Stephen Curry,Assists,6,6.2,over,0.2
Terance Mann,Assists,1.5,1.6,over,0.1
Franz Wagner,Assists,5,5.1,over,0.1
Kevon Looney,Assists,1.5,1.6,over,0.1
Buddy Hield,Assists,1.5,1.4,under,-0.1
Gary Payton II,Assists,1.5,1.6,over,0.1
Desmond Bane,Rebounds,5.5,6.8,over,1.3
Franz Wagner,Rebounds,6.5,5.8,under,-0.7
Kevon Looney,Rebounds,5.5,6.2,over,0.7
Terance Mann,Rebounds,3.5,2.9,under,-0.6
Paolo Banchero,Rebounds,8.5,7.9,under,-0.6
Mouhamed Gueye,Rebounds,4.5,4.2,under,-0.3
Brandin Podziemski,Rebounds,6.5,6.8,over,0.3
Luke Kennard,Rebounds,2.5,2.7,over,0.2
Vit Krejci,Rebounds,2.5,2.4,under,-0.1
Anthony Black,Rebounds,2.5,2.6,over,0.1
Zaccharie Risacher,Rebounds,3.5,3.6,over,0.1
Stephen Curry,Rebounds,4.5,4.4,under,-0.1
Draymond Green,Rebounds,7.5,6.4,under,-0.1
Buddy Hield,Rebounds,2.5,2.6,over,0.1
Gary Payton II,Rebounds,3.5,3.6,over,0.1
Stephen Curry,Pts+Ast,35.5,32.4,under,-2.1
Draymond Green,Pts+Ast,17.5,15.5,under,-2
Desmond Bane,Pts+Ast,25.5,27.3,over,1.8
Vit Krejci,Pts+Ast,6.5,8.1,over,1.6
Paolo Banchero,Pts+Ast,35.5,33.9,under,-1.6
Anthony Black,Pts+Ast,10.5,12,over,1.5
Wendell Carter Jr.,Pts+Ast,13.5,12.1,under,-1.4
Buddy Hield,Pts+Ast,9.5,10.6,over,1.1
Mouhamed Gueye,Pts+Ast,5.5,6.5,over,1
Kevon Looney,Pts+Ast,5.5,6.4,over,0.9
Zaccharie Risacher,Pts+Ast,11.5,12.3,over,0.8
Caris LeVert,Pts+Ast,15.5,13.8,under,-0.7
Terance Mann,Pts+Ast,8.5,9.1,over,0.6
Brandin Podziemski,Pts+Ast,19.5,20.1,over,0.6
Franz Wagner,Pts+Ast,30.5,30.9,over,0.4
Gary Payton II,Pts+Ast,9.5,9.7,over,0.2
Stephen Curry,Pts+Reb,33.5,30.6,under,-2.9
Caris LeVert,Pts+Reb,17.5,13.8,under,-2.7
Draymond Green,Pts+Reb,18.5,15.9,under,-2.6
Paolo Banchero,Pts+Reb,39.5,36.1,under,-2.4
Vit Krejci,Pts+Reb,6.5,8.5,over,2
Desmond Bane,Pts+Reb,26.5,28.1,over,1.6
Mouhamed Gueye,Pts+Reb,10.5,10,under,-0.5
Kevon Looney,Pts+Reb,10.5,11,over,0.5
Brandin Podziemski,Pts+Reb,23.5,22.1,under,-0.4
Buddy Hield,Pts+Reb,11.5,11.8,over,0.3
Terance Mann,Pts+Reb,11.5,10.3,under,-0.2
Zaccharie Risacher,Pts+Reb,14.5,14.7,over,0.2
