player,prop,line,proj,side,diff
Myles Turner,Points,9.5,12.4,over,2.9
GG Jackson II,Points,19.5,15.7,under,-2.8
Kevin Huerter,Points,7.5,10,over,2.5
Victor Wembanyama,Points,23.5,26,over,2.5
Rayan Rupert,Points,11.5,9.2,under,-2.3
Jevon Carter,Points,8.5,10.7,over,2.2
Tyler Herro,Points,23.5,21.3,under,-2.2
Payton Pritchard,Points,18.5,15.3,under,-2.2
Tim Hardaway Jr.,Points,11.5,13.6,over,2.1
Jaylin Williams,Points,7.5,5.4,under,-2.1
Giannis Antetokounmpo,Points,26.5,28.4,over,1.9
Dylan Harper,Points,12.5,10.6,under,-1.9
Isaiah Joe,Points,9.5,11.4,over,1.9
Bub Carrington,Points,7.5,9.3,over,1.8
Royce O'Neale,Points,9.5,11.2,over,1.7
Marcus Sasser,Points,8.5,10.1,over,1.6
Tristan da Silva,Points,11.5,13.1,over,1.6
VJ Edgecombe,Points,19.5,18,under,-1.5
Desmond Bane,Points,22.5,21,under,-1.5
Micah Potter,Points,7.5,6,under,-1.5
Jaime Jaquez Jr.,Points,17.5,15.1,under,-1.4
Christian Braun,Points,11.5,12.9,over,1.4
Cason Wallace,Points,8.5,7.1,under,-1.4
Jalen Duren,Points,18.5,17.2,under,-1.3
Chet Holmgren,Points,15.5,16.8,over,1.3
Adem Bona,Points,7.5,6.3,under,-1.2
Jarace Walker,Points,16.5,14.3,under,-1.2
Collin Sexton,Points,15.5,14.3,under,-1.2
Paolo Banchero,Points,24.5,25.6,over,1.1
Simone Fontecchio,Points,9.5,8.4,under,-1.1
Cameron Johnson,Points,9.5,10.6,over,1.1
Khris Middleton,Points,10.5,11.6,over,1.1
Marvin Bagley III,Points,10.5,11.6,over,1.1
Jonathan Kuminga,Points,12.5,11.5,under,-1
Drake Powell,Points,8.5,7.5,under,-1
Bobby Portis Jr.,Points,10.5,11.5,over,1
Davion Mitchell,Points,10.5,8.5,under,-1
Harrison Barnes,Points,7.5,6.5,under,-1
Sam Hauser,Points,11.5,9.5,under,-1
Cade Cunningham,Points,24.5,25.4,over,0.9
Bilal Coulibaly,Points,9.5,10.4,over,0.9
Ben Sheppard,Points,8.5,6.6,under,-0.9
Rasheer Fleming,Points,5.5,4.6,under,-0.9
Ben Saraf,Points,8.5,7.6,under,-0.9
De'Aaron Fox,Points,20.5,19.6,under,-0.9
Keldon Johnson,Points,13.5,12.6,under,-0.9
Jake LaRavia,Points,7.5,8.4,over,0.9
Duncan Robinson,Points,10.5,9.7,under,-0.8
Will Riley,Points,13.5,14.3,over,0.8
Jordan Goodwin,Points,7.5,6.7,under,-0.8
Oso Ighodaro,Points,8.5,7.7,under,-0.8
Aaron Gordon,Points,14.5,12.7,under,-0.8
Stephon Castle,Points,18.5,16.7,under,-0.8
Derrick White,Points,16.5,17.3,over,0.8
P.J. Washington Jr.,Points,13.5,14.3,over,0.8
Isaiah Stewart,Points,8.5,9.2,over,0.7
Devin Booker,Points,27.5,26.8,under,-0.7
Obi Toppin,Points,8.5,7.8,under,-0.7
Collin Gillespie,Points,13.5,14.2,over,0.7
Devin Vassell,Points,15.5,16.2,over,0.7
Shai Gilgeous-Alexander,Points,31.5,29.8,under,-0.7
Ronald Holland II,Points,9.5,10.1,over,0.6
Jalen Suggs,Points,14.5,15.1,over,0.6
Jalen Johnson,Points,22.5,23.1,over,0.6
Zaccharie Risacher,Points,8.5,9.1,over,0.6
Jaylen Brown,Points,26.5,25.9,under,-0.6
Jayson Tatum,Points,18.5,19.1,over,0.6
Jarred Vanderbilt,Points,3.5,2.9,under,-0.6
Isaac Okoro,Points,9.5,8.9,under,-0.6
Naji Marshall,Points,16.5,15.9,under,-0.6
Max Christie,Points,14.5,11.9,under,-0.6
Tobias Harris,Points,12.5,13,over,0.5
Quentin Grimes,Points,17.5,18,over,0.5
Andrew Nembhard,Points,16.5,15,under,-0.5
Khaman Maluach,Points,5.5,5,under,-0.5
Jalen Wilson,Points,8.5,9,over,0.5
