player,prop,line,proj,side,diff
Darius Garland,Points,17.5,21.2,over,3.7
Klay Thompson,Points,15.5,19,over,3.5
Malik Monk,Points,13.5,16.7,over,3.2
Kevin Huerter,Points,7.5,10.6,over,3.1
Donovan Mitchell,Points,25.5,28.5,over,3
Caris LeVert,Points,10.5,13.4,over,2.9
Mike Conley,Points,8.5,11.4,over,2.9
D'Angelo Russell,Points,14.5,17.3,over,2.8
LeBron James,Points,23.5,26.2,over,2.7
Josh Giddey,Points,12.5,15.1,over,2.6
Dillon Brooks,Points,10.5,13,over,2.5
Bam Adebayo,Points,17.5,19.9,over,2.4
Jalen Green,Points,20.5,22.8,over,2.3
Alex Sarr,Points,8.5,10.7,over,2.2
Miles Bridges,Points,17.5,19.7,over,2.2
LaMelo Ball,Points,24.5,22.3,under,-2.2
Jabari Smith Jr.,Points,12.5,14.7,over,2.2
Jarrett Allen,Points,15.5,17.5,over,2
Jrue Holiday,Points,12.5,14.5,over,2
Nick Richards,Points,9.5,7.7,under,-1.8
Jamal Murray,Points,19.5,21.2,over,1.7
Luguentz Dort,Points,10.5,12.2,over,1.7
Donte DiVincenzo,Points,11.5,13.2,over,1.7
Rui Hachimura,Points,14.5,12.8,under,-1.7
Christian Braun,Points,10.5,7.9,under,-1.6
Desmond Bane,Points,20.5,22.1,over,1.6
Tyus Jones,Points,10.5,9.9,under,-1.6
Ayo Dosunmu,Points,9.5,11,over,1.5
Victor Wembanyama,Points,24.5,26,over,1.5
Shai Gilgeous-Alexander,Points,29.5,30.9,over,1.4
Rudy Gobert,Points,12.5,13.9,over,1.4
Tyler Herro,Points,19.5,20.8,over,1.3
Paolo Banchero,Points,25.5,24.2,under,-1.3
Keegan Murray,Points,15.5,16.8,over,1.3
Franz Wagner,Points,19.5,20.7,over,1.2
Jaden McDaniels,Points,9.5,10.7,over,1.2
Derrick Jones Jr.,Points,8.5,9.6,over,1.1
Coby White,Points,17.5,18.6,over,1.1
Tobias Harris,Points,13.5,14.5,over,1
Wendell Carter Jr.,Points,11.5,12.5,over,1
Alperen Sengun,Points,20.5,21.5,over,1
Evan Mobley,Points,16.5,17.4,over,0.9
Payton Pritchard,Points,10.5,11.4,over,0.9
Jalen Suggs,Points,11.5,12.4,over,0.9
Aaron Gordon,Points,13.5,14.3,over,0.8
Marcus Smart,Points,10.5,11.3,over,0.8
Jakob Poeltl,Points,11.5,10.7,under,-0.8
Bilal Coulibaly,Points,8.5,9.2,over,0.7
Luke Kornet,Points,5.5,4.8,under,-0.7
Nikola Vucevic,Points,16.5,17.2,over,0.7
Chet Holmgren,Points,18.5,17.8,under,-0.7
Harrison Barnes,Points,13.5,12.8,under,-0.7
Terance Mann,Points,9.5,10.1,over,0.6
Al Horford,Points,8.5,9.1,over,0.6
Kyle Kuzma,Points,20.5,20,under,-0.5
Jayson Tatum,Points,27.5,28,over,0.5
Naz Reid,Points,12.5,13,over,0.5
Julius Randle,Points,20.5,20.9,over,0.4
Nicolas Batum,Points,5.5,5.8,over,0.3
Grant Williams,Points,8.5,8.8,over,0.3
Jaylen Brown,Points,25.5,24.2,under,-0.3
Derrick White,Points,15.5,15.2,under,-0.3
Patrick Williams,Points,10.5,10.2,under,-0.3
Jalen Williams,Points,20.5,19.2,under,-0.3
Kris Dunn,Points,5.5,5.3,under,-0.2
Tim Hardaway Jr.,Points,10.5,10.3,under,-0.2
Keldon Johnson,Points,13.5,13.7,over,0.2
Jeremy Sochan,Points,13.5,12.3,under,-0.2
Kevin Durant,Points,27.5,27.3,under,-0.2
Nikola Jovic,Points,8.5,7.4,under,-0.1
Jalen Duren,Points,11.5,11.6,over,0.1
Darius Garland,Assists,6.5,7.9,over,1.4
Scottie Barnes,Assists,6.5,5.1,under,-1.4
Al Horford,Assists,1.5,2.6,over,1.1
Duncan Robinson,Assists,1.5,2.5,over,1
Jaylen Brown,Assists,2.5,3.5,over,1
Nickeil Alexander-Walker,Assists,1.5,2.5,over,1
