player,prop,line,proj,side,diff
Ryan Rollins,Points,14.5,18.9,over,4.4
Jalen Williams,Points,18.5,22,over,3.5
Jaylen Brown,Points,30.5,27.2,under,-3.3
Duncan Robinson,Points,10.5,13.6,over,3.1
Zion Williamson,Points,23.5,26.5,over,3
Myles Turner,Points,10.5,13.5,over,3
Ajay Mitchell,Points,12.5,15.3,over,2.8
Kelly Oubre Jr.,Points,13.5,11.1,under,-2.4
Karl-Anthony Towns,Points,20.5,22.7,over,2.2
Stephon Castle,Points,18.5,16.3,under,-2.2
Shai Gilgeous-Alexander,Points,31.5,33.7,over,2.2
Quentin Grimes,Points,12.5,14.6,over,2.1
Miles Bridges,Points,18.5,20.6,over,2.1
Kawhi Leonard,Points,29.5,26.4,under,-2.1
Jase Richardson,Points,8.5,10.6,over,2.1
Ace Bailey,Points,8.5,10.6,over,2.1
Justin Champagnie,Points,9.5,11.5,over,2
Jalen Brunson,Points,28.5,26.5,under,-2
Victor Wembanyama,Points,21.5,18.5,under,-2
Kristaps Porzingis,Points,14.5,16.4,over,1.9
Kevin Porter Jr.,Points,17.5,19.4,over,1.9
Jamal Murray,Points,26.5,23.7,under,-1.8
Devin Booker,Points,26.5,28.3,over,1.8
Royce O'Neale,Points,8.5,10.3,over,1.8
Kevin Huerter,Points,12.5,14.2,over,1.7
Matas Buzelis,Points,16.5,14.8,under,-1.7
Luke Kennard,Points,8.5,10.2,over,1.7
Mikal Bridges,Points,14.5,16.2,over,1.7
De'Aaron Fox,Points,19.5,21.2,over,1.7
AJ Green,Points,9.5,11.2,over,1.7
Moussa Diabate,Points,8.5,10.1,over,1.6
Tidjane Salaun,Points,6.5,8.1,over,1.6
Bruce Brown Jr.,Points,5.5,7.1,over,1.6
VJ Edgecombe,Points,17.5,19,over,1.5
LaMelo Ball,Points,18.5,20,over,1.5
Vit Krejci,Points,11.5,13,over,1.5
Yves Missi,Points,5.5,7,over,1.5
Stephen Curry,Points,28.5,26,under,-1.5
Dorian Finney-Smith,Points,3.5,5,over,1.5
Isaac Okoro,Points,8.5,9.9,over,1.4
Zeke Nnaji,Points,4.5,5.9,over,1.4
Chet Holmgren,Points,18.5,19.9,over,1.4
Giannis Antetokounmpo,Points,28.5,29.9,over,1.4
Ayo Dosunmu,Points,13.5,14.8,over,1.3
Corey Kispert,Points,9.5,10.8,over,1.3
Miles McBride,Points,10.5,11.8,over,1.3
Dillon Brooks,Points,19.5,18.2,under,-1.3
Luguentz Dort,Points,8.5,9.8,over,1.3
Nikola Vucevic,Points,18.5,19.7,over,1.2
Javonte Green,Points,8.5,9.7,over,1.2
Isaiah Stewart,Points,12.5,11.3,under,-1.2
Bub Carrington,Points,9.5,10.7,over,1.2
Dyson Daniels,Points,13.5,14.7,over,1.2
Keldon Johnson,Points,12.5,13.7,over,1.2
Aaron Wiggins,Points,11.5,12.7,over,1.2
Gabe Vincent,Points,4.5,3.4,under,-1.1
Derrick White,Points,18.5,19.6,over,1.1
Kyle Kuzma,Points,9.5,10.6,over,1.1
Tre Johnson,Points,13.5,14.5,over,1
Josh Green,Points,3.5,2.5,under,-1
Sandro Mamukelashvili,Points,10.5,11.5,over,1
James Harden,Points,24.5,22.5,under,-1
LeBron James,Points,21.5,22.5,over,1
GG Jackson II,Points,9.5,7.5,under,-1
Brice Sensabaugh,Points,10.5,11.5,over,1
Isaiah Collier,Points,7.5,6.5,under,-1
Walter Clayton Jr.,Points,5.5,6.5,over,1
Draymond Green,Points,7.5,8.5,over,1
Paul Reed,Points,11.5,12.4,over,0.9
Marvin Bagley III,Points,9.5,8.6,under,-0.9
Noah Clowney,Points,11.5,12.4,over,0.9
Jarred Vanderbilt,Points,7.5,5.6,under,-0.9
Cason Wallace,Points,7.5,8.4,over,0.9
Gary Payton II,Points,6.5,5.6,under,-0.9
Sion James,Points,5.5,6.3,over,0.8
Micah Peavy,Points,7.5,8.3,over,0.8
Brook Lopez,Points,5.5,6.3,over,0.8
Nic Claxton,Points,13.5,11.7,under,-0.8
Luke Kornet,Points,7.5,8.3,over,0.8
Jake LaRavia,Points,12.5,11.7,under,-0.8
Oso Ighodaro,Points,5.5,6.3,over,0.8
Kyle Filipowski,Points,7.5,8.3,over,0.8
Clint Capela,Points,4.5,5.3,over,0.8
Bilal Coulibaly,Points,10.5,11.2,over,0.7
Collin Sexton,Points,12.5,13.2,over,0.7
Jordan Hawkins,Points,8.5,6.8,under,-0.7
Terance Mann,Points,7.5,8.2,over,0.7
Anfernee Simons,Points,13.5,14.2,over,0.7
DaRon Holmes II,Points,5.5,4.8,under,-0.7
Ausar Thompson,Points,12.5,13.1,over,0.6
RJ Barrett,Points,18.5,19.1,over,0.6
Jamal Shead,Points,6.5,5.9,under,-0.6
Jalen Johnson,Points,24.5,22.9,under,-0.6
Kris Dunn,Points,8.5,9.1,over,0.6
Drake Powell,Points,4.5,5.1,over,0.6
Payton Pritchard,Points,16.5,17.1,over,0.6
Robert Williams III,Points,4.5,5.1,over,0.6
Rayan Rupert,Points,5.5,4.9,under,-0.6
Ronald Holland II,Points,9.5,10,over,0.5
Kon Knueppel,Points,18.5,17,under,-0.5
Devin Booker,Assists,5.5,7.4,over,1.9
Brandon Ingram,Assists,3.5,5,over,1.5
AJ Johnson,Assists,3.5,2.2,under,-1.3
Keldon Johnson,Assists,0.5,1.8,over,1.3
Cason Wallace,Assists,1.5,2.5,over,1
Nikola Vucevic,Assists,4.5,3.6,under,-0.9
Tre Jones,Assists,6.5,5.6,under,-0.9
Tyrese Maxey,Assists,7.5,6.6,under,-0.9
RJ Barrett,Assists,3.5,4.4,over,0.9
Sion James,Assists,2.5,1.6,under,-0.9
Terance Mann,Assists,3.5,2.6,under,-0.9
Jalen Pickett,Assists,2.5,1.6,under,-0.9
Ryan Rollins,Assists,5.5,6.4,over,0.9
Paul Reed,Assists,1.5,2.3,over,0.8
Corey Kispert,Assists,2.5,1.7,under,-0.8
John Collins,Assists,0.5,1.3,over,0.8
Deandre Ayton,Assists,0.5,1.3,over,0.8
Chet Holmgren,Assists,1.5,2.3,over,0.8
Ayo Dosunmu,Assists,4.5,3.8,under,-0.7
Kelly Oubre Jr.,Assists,0.5,1.2,over,0.7
Sandro Mamukelashvili,Assists,1.5,2.2,over,0.7
Nickeil Alexander-Walker,Assists,3.5,4.2,over,0.7
Tyler Kolek,Assists,2.5,3.2,over,0.7
Paolo Banchero,Assists,4.5,5.2,over,0.7
Jaylen Brown,Assists,5.5,4.8,under,-0.7
Anfernee Simons,Assists,2.5,3.2,over,0.7
Christian Braun,Assists,2.5,1.8,under,-0.7
Bobby Portis Jr.,Assists,0.5,1.2,over,0.7
AJ Green,Assists,1.5,2.2,over,0.7
Jabari Smith Jr.,Assists,2.5,1.8,under,-0.7
Javonte Green,Assists,0.5,1.1,over,0.6
Dominick Barlow,Assists,1.5,0.9,under,-0.6
Alex Sarr,Assists,2.5,3.1,over,0.6
Scottie Barnes,Assists,5.5,6.1,over,0.6
Tidjane Salaun,Assists,0.5,1.1,over,0.6
Jamal Shead,Assists,4.5,5.1,over,0.6
Vit Krejci,Assists,1.5,2.1,over,0.6
Mouhamed Gueye,Assists,0.5,1.1,over,0.6
Derik Queen,Assists,4.5,3.9,under,-0.6
Nic Claxton,Assists,3.5,2.9,under,-0.6
Desmond Bane,Assists,4.5,5.1,over,0.6
Anthony Black,Assists,4.5,3.9,under,-0.6
Luke Kornet,Assists,1.5,2.1,over,0.6
Gabe Vincent,Assists,0.5,1.1,over,0.6
Sam Hauser,Assists,0.5,1.1,over,0.6
Jordan Walsh,Assists,1.5,0.9,under,-0.6
Grayson Allen,Assists,3.5,2.9,under,-0.6
GG Jackson II,Assists,1.5,0.9,under,-0.6
Ajay Mitchell,Assists,3.5,4.1,over,0.6
Gary Payton II,Assists,1.5,2.1,over,0.6
Kevin Porter Jr.,Assists,7.5,6.9,under,-0.6
Paul George,Assists,3.5,4,over,0.5
Bub Carrington,Assists,5.5,5,under,-0.5
Gradey Dick,Assists,0.5,1,over,0.5
James Harden,Assists,7.5,8,over,0.5
Bruce Brown Jr.,Assists,2.5,2,under,-0.5
Dillon Brooks,Assists,1.5,2,over,0.5
Royce O'Neale,Assists,2.5,3,over,0.5
Brandin Podziemski,Assists,2.5,3,over,0.5
Ausar Thompson,Assists,2.5,2.9,over,0.4
Marvin Bagley III,Assists,1.5,1.1,under,-0.4
Bilal Coulibaly,Assists,2.5,2.9,over,0.4
Kristaps Porzingis,Assists,2.5,2.1,under,-0.4
Karlo Matkovic,Assists,1.5,1.9,over,0.4
Zaccharie Risacher,Assists,1.5,1.9,over,0.4
Nicolas Batum,Assists,0.5,0.9,over,0.4
Karl-Anthony Towns,Assists,2.5,2.9,over,0.4
OG Anunoby,Assists,2.5,2.1,under,-0.4
Wendell Carter Jr.,Assists,2.5,2.1,under,-0.4
Derrick White,Assists,6.5,6.1,under,-0.4
Ryan Dunn,Assists,1.5,1.1,under,-0.4
Oso Ighodaro,Assists,1.5,1.9,over,0.4
Shai Gilgeous-Alexander,Assists,6.5,6.9,over,0.4
Aaron Wiggins,Assists,1.5,1.9,over,0.4
Stephen Curry,Assists,4.5,4.9,over,0.4
Kyle Kuzma,Assists,1.5,1.9,over,0.4
Gary Trent Jr.,Assists,0.5,0.9,over,0.4
Dorian Finney-Smith,Assists,0.5,0.9,over,0.4
Sidy Cissoko,Assists,1.5,1.9,over,0.4
Rayan Rupert,Assists,1.5,1.1,under,-0.4
Kevin Huerter,Assists,2.5,2.8,over,0.3
Patrick Williams,Assists,0.5,0.8,over,0.3
VJ Edgecombe,Assists,4,4.3,over,0.3
Tre Johnson,Assists,2.5,2.2,under,-0.3
Ja'Kobe Walter,Assists,0.5,0.8,over,0.3
Kon Knueppel,Assists,3.5,3.2,under,-0.3
Collin Murray-Boyles,Assists,2.5,2.2,under,-0.3
Jordan Hawkins,Assists,1.5,1.2,under,-0.3
Yves Missi,Assists,1.5,1.2,under,-0.3
Micah Peavy,Assists,1.5,1.8,over,0.3
Brook Lopez,Assists,0.5,0.8,over,0.3
Kris Dunn,Assists,3.5,3.2,under,-0.3
Mikal Bridges,Assists,3.5,3.8,over,0.3
Mitchell Robinson,Assists,0.5,0.8,over,0.3
Miles McBride,Assists,2.5,2.8,over,0.3
Jaxson Hayes,Assists,0.5,0.8,over,0.3
Victor Wembanyama,Assists,2.5,2.8,over,0.3
Spencer Jones,Assists,1.5,1.2,under,-0.3
Lauri Markkanen,Assists,1.5,1.8,over,0.3
Jalen Williams,Assists,5.5,5.8,over,0.3
Myles Turner,Rebounds,4.5,6.1,over,1.6
Ausar Thompson,Rebounds,5.5,7,over,1.5
Mark Williams,Rebounds,7.5,8.8,over,1.3
Amen Thompson,Rebounds,7.5,8.7,over,1.2
Derik Queen,Rebounds,7.5,8.6,over,1.1
Kristaps Porzingis,Rebounds,4.5,5.5,over,1
Dyson Daniels,Rebounds,6.5,7.5,over,1
Mouhamed Gueye,Rebounds,5.5,4.5,under,-1
Mitchell Robinson,Rebounds,8.5,7.5,under,-1
LeBron James,Rebounds,5.5,6.5,over,1
Devin Booker,Rebounds,3.5,4.5,over,1
Royce O'Neale,Rebounds,4.5,5.5,over,1
Cam Spencer,Rebounds,5.5,2.5,under,-1
De'Anthony Melton,Rebounds,2.5,3.5,over,1
Paul Reed,Rebounds,8.5,9.4,over,0.9
Scottie Barnes,Rebounds,8.5,7.6,under,-0.9
Ja'Kobe Walter,Rebounds,2.5,1.6,under,-0.9
Yves Missi,Rebounds,5.5,6.4,over,0.9
Deandre Ayton,Rebounds,8.5,9.4,over,0.9
Nick Smith Jr.,Rebounds,1.5,0.6,under,-0.9
Tari Eason,Rebounds,6.5,7.4,over,0.9
Kevin Huerter,Rebounds,3.5,4.3,over,0.8
Paul George,Rebounds,6.5,5.7,under,-0.8
Miles Bridges,Rebounds,6.5,7.3,over,0.8
Tidjane Salaun,Rebounds,4.5,5.3,over,0.8
Julian Champagnie,Rebounds,5.5,6.3,over,0.8
Stephen Curry,Rebounds,3.5,4.3,over,0.8
Giannis Antetokounmpo,Rebounds,10.5,11.3,over,0.8
Clint Capela,Rebounds,4.5,5.3,over,0.8
Robert Williams III,Rebounds,6.5,4.7,under,-0.8
Kon Knueppel,Rebounds,4.5,5.2,over,0.7
Terance Mann,Rebounds,2.5,3.2,over,0.7
Zeke Nnaji,Rebounds,2.5,3.2,over,0.7
Ryan Dunn,Rebounds,4.5,3.8,under,-0.7
Draymond Green,Rebounds,5.5,6.2,over,0.7
Bobby Portis Jr.,Rebounds,5.5,6.2,over,0.7
Rayan Rupert,Rebounds,2.5,3.2,over,0.7
Duncan Robinson,Rebounds,2.5,3.1,over,0.6
Isaac Okoro,Rebounds,3.5,2.9,under,-0.6
Daniss Jenkins,Rebounds,2.5,1.9,under,-0.6
Alex Sarr,Rebounds,7.5,8.1,over,0.6
Gradey Dick,Rebounds,1.5,2.1,over,0.6
Collin Murray-Boyles,Rebounds,5.5,6.1,over,0.6
Nickeil Alexander-Walker,Rebounds,3.5,4.1,over,0.6
Jordan Poole,Rebounds,2.5,3.1,over,0.6
Jordan Clarkson,Rebounds,1.5,2.1,over,0.6
Kris Dunn,Rebounds,2.5,3.1,over,0.6
Jonathan Isaac,Rebounds,2.5,3.1,over,0.6
Goga Bitadze,Rebounds,4.5,5.1,over,0.6
Desmond Bane,Rebounds,4.5,5.1,over,0.6
Luke Kornet,Rebounds,6.5,5.9,under,-0.6
Stephon Castle,Rebounds,4.5,3.9,under,-0.6
Jaylen Brown,Rebounds,6.5,5.9,under,-0.6
Cason Wallace,Rebounds,2.5,3.1,over,0.6
AJ Green,Rebounds,2.5,3.1,over,0.6
Shaedon Sharpe,Rebounds,3.5,4.1,over,0.6
Toumani Camara,Rebounds,4.5,5.1,over,0.6
Kelly Oubre Jr.,Rebounds,3.5,4,over,0.5
Marvin Bagley III,Rebounds,4.5,5,over,0.5
AJ Johnson,Rebounds,3.5,2,under,-0.5
Josh Green,Rebounds,1.5,1,under,-0.5
Sandro Mamukelashvili,Rebounds,5.5,5,under,-0.5
OG Anunoby,Rebounds,5.5,5,under,-0.5
Jalen Brunson,Rebounds,3.5,3,under,-0.5
Paolo Banchero,Rebounds,8.5,8,under,-0.5
Anthony Black,Rebounds,4.5,4,under,-0.5
Grayson Allen,Rebounds,2.5,3,over,0.5
GG Jackson II,Rebounds,4.5,4,under,-0.5
Lauri Markkanen,Rebounds,6.5,7,over,0.5
Chet Holmgren,Rebounds,8.5,9,over,0.5
Kyle Kuzma,Rebounds,4.5,4,under,-0.5
Tyrese Maxey,Rebounds,4.5,4.1,under,-0.4
Collin Sexton,Rebounds,1.5,1.9,over,0.4
RJ Barrett,Rebounds,4.5,4.9,over,0.4
Luke Kennard,Rebounds,2.5,2.9,over,0.4
Tyler Kolek,Rebounds,2.5,2.1,under,-0.4
Harrison Barnes,Rebounds,2.5,2.9,over,0.4
Marcus Smart,Rebounds,3.5,3.1,under,-0.4
Jordan Goodwin,Rebounds,4.5,4.9,over,0.4
Ace Bailey,Rebounds,3.5,3.9,over,0.4
Ryan Rollins,Rebounds,4.5,4.9,over,0.4
Deni Avdija,Rebounds,6.5,6.9,over,0.4
Caleb Love,Rebounds,2.5,2.9,over,0.4
Isaiah Stewart,Rebounds,7.5,7.8,over,0.3
Quentin Grimes,Rebounds,4.5,4.2,under,-0.3
Bilal Coulibaly,Rebounds,5.5,5.2,under,-0.3
Tre Johnson,Rebounds,2.5,2.8,over,0.3
Vit Krejci,Rebounds,2.5,2.8,over,0.3
Jalen Johnson,Rebounds,10.5,10.8,over,0.3
Nicolas Batum,Rebounds,2.5,2.8,over,0.3
Luka Garza,Rebounds,5.5,5.2,under,-0.3
Neemias Queta,Rebounds,8.5,7.2,under,-0.3
Sam Hauser,Rebounds,3.5,3.2,under,-0.3
Collin Gillespie,Rebounds,3.5,3.8,over,0.3
Shai Gilgeous-Alexander,Rebounds,4.5,4.8,over,0.3
Luguentz Dort,Rebounds,3.5,3.8,over,0.3
Al Horford,Rebounds,3.5,3.8,over,0.3
Gary Harris,Rebounds,1.5,1.2,under,-0.3
Gary Payton II,Rebounds,3.5,3.8,over,0.3
Gary Trent Jr.,Rebounds,1.5,1.2,under,-0.3
Isaiah Joe,Pts+Ast,8.5,12.9,over,4.4
Ajay Mitchell,Pts+Ast,15.5,19.4,over,3.9
Mark Williams,Pts+Ast,10.5,14.3,over,3.8
John Collins,Pts+Ast,13.5,17.1,over,3.6
Nickeil Alexander-Walker,Pts+Ast,25.5,23,under,-3.5
Karlo Matkovic,Pts+Ast,10.5,14,over,3.5
Myles Turner,Pts+Ast,11.5,15,over,3.5
Jalen Williams,Pts+Ast,24.5,27.8,over,3.3
Zion Williamson,Pts+Ast,28.5,31.7,over,3.2
Devin Booker,Pts+Ast,32.5,35.7,over,3.2
Jalen Johnson,Pts+Ast,34.5,30.4,under,-3.1
Shai Gilgeous-Alexander,Pts+Ast,37.5,40.6,over,3.1
Collin Murray-Boyles,Pts+Ast,11.5,14.5,over,3
AJ Green,Pts+Ast,10.5,13.4,over,2.9
Luguentz Dort,Pts+Ast,8.5,11.3,over,2.8
Justin Champagnie,Pts+Ast,10.5,13.2,over,2.7
Dyson Daniels,Pts+Ast,18.5,21.2,over,2.7
Chet Holmgren,Pts+Ast,19.5,22.2,over,2.7
Vit Krejci,Pts+Ast,12.5,15.1,over,2.6
Stephen Curry,Pts+Ast,33.5,30.9,under,-2.6
Jordan Hawkins,Pts+Ast,10.5,8,under,-2.5
LeBron James,Pts+Ast,27.5,30,over,2.5
Cason Wallace,Pts+Ast,8.5,10.9,over,2.4
Javonte Green,Pts+Ast,8.5,10.8,over,2.3
Luke Kennard,Pts+Ast,11.5,13.8,over,2.3
Terance Mann,Pts+Ast,8.5,10.8,over,2.3
Matas Buzelis,Pts+Ast,19.5,16.3,under,-2.2
