player,prop,line,proj,side,diff
GG Jackson II,Points,8.5,11.7,over,3.2
Nickeil Alexander-Walker,Points,9.5,12.4,over,2.9
Jeremy Sochan,Points,10.5,13,over,2.5
Luke Kennard,Points,6.5,8.9,over,2.4
Caris LeVert,Points,13.5,11.3,under,-2.2
Franz Wagner,Points,25.5,23.3,under,-2.2
Brook Lopez,Points,10.5,12.7,over,2.2
De'Aaron Fox,Points,25.5,27.7,over,2.2
Jrue Holiday,Points,8.5,10.5,over,2
Sam Hauser,Points,5.5,7.5,over,2
Dyson Daniels,Points,15.5,13.5,under,-2
AJ Green,Points,6.5,8.5,over,2
Amir Coffey,Points,12.5,10.6,under,-1.9
Kevin Durant,Points,25.5,27.4,over,1.9
Devin Booker,Points,25.5,27.4,over,1.9
Immanuel Quickley,Points,17.5,19.4,over,1.9
Simone Fontecchio,Points,5.5,7.3,over,1.8
Ronald Holland II,Points,5.5,7.3,over,1.8
Grayson Allen,Points,9.5,11.3,over,1.8
Duncan Robinson,Points,7.5,9.2,over,1.7
Isaiah Hartenstein,Points,9.5,11.2,over,1.7
Alex Caruso,Points,5.5,7.2,over,1.7
Luguentz Dort,Points,8.5,10.2,over,1.7
Naji Marshall,Points,10.5,12.1,over,1.6
Terance Mann,Points,6.5,8.1,over,1.6
Isaiah Stewart,Points,5.5,7.1,over,1.6
Jordan Poole,Points,22.5,19.9,under,-1.6
Bruce Brown Jr.,Points,7.5,9.1,over,1.6
Jaylen Brown,Points,21.5,23,over,1.5
Payton Pritchard,Points,11.5,13,over,1.5
T.J. McConnell,Points,7.5,9,over,1.5
Kris Dunn,Points,7.5,6,under,-1.5
Jakob Poeltl,Points,11.5,13,over,1.5
Cason Wallace,Points,5.5,7,over,1.5
OG Anunoby,Points,13.5,14.9,over,1.4
Luke Kornet,Points,3.5,4.9,over,1.4
Anthony Black,Points,8.5,9.9,over,1.4
Bub Carrington,Points,11.5,9.1,under,-1.4
Jaylen Clark,Points,5.5,4.1,under,-1.4
Bogdan Bogdanovic,Points,11.5,12.8,over,1.3
Aaron Nesmith,Points,8.5,9.8,over,1.3
Taurean Prince,Points,8.5,9.8,over,1.3
Jarrett Allen,Points,13.5,14.8,over,1.3
Anthony Edwards,Points,27.5,27.2,under,-1.3
Mikal Bridges,Points,15.5,16.7,over,1.2
Ausar Thompson,Points,12.5,10.3,under,-1.2
Mason Plumlee,Points,3.5,4.7,over,1.2
Ja'Kobe Walter,Points,6.5,7.7,over,1.2
Isaiah Joe,Points,7.5,8.7,over,1.2
Derrick White,Points,14.5,15.6,over,1.1
Precious Achiuwa,Points,5.5,6.6,over,1.1
Stephen Curry,Points,27.5,24.4,under,-1.1
Desmond Bane,Points,18.5,19.6,over,1.1
Evan Mobley,Points,17.5,18.6,over,1.1
Chet Holmgren,Points,15.5,16.6,over,1.1
Derrick Jones Jr.,Points,12.5,10.5,under,-1
Nikola Jovic,Points,10.5,9.5,under,-1
Ochai Agbaji,Points,6.5,5.6,under,-0.9
Gary Trent Jr.,Points,10.5,11.4,over,0.9
Kelly Olynyk,Points,7.5,8.4,over,0.9
Zion Williamson,Points,25.5,26.4,over,0.9
Naz Reid,Points,18.5,17.6,under,-0.9
Kristaps Porzingis,Points,18.5,19.3,over,0.8
Olivier-Maxence Prosper,Points,4.5,3.7,under,-0.8
Thomas Bryant,Points,5.5,6.3,over,0.8
Obi Toppin,Points,8.5,9.3,over,0.8
Onyeka Okongwu,Points,13.5,14.3,over,0.8
Aaron Wiggins,Points,9.5,10.3,over,0.8
Tim Hardaway Jr.,Points,10.5,11.2,over,0.7
Andrew Wiggins,Points,16.5,17.2,over,0.7
CJ McCollum,Points,21.5,22.2,over,0.7
Jaden McDaniels,Points,15.5,13.8,under,-0.7
Al Horford,Points,5.5,6.1,over,0.6
Klay Thompson,Points,14.5,15.1,over,0.6
Pascal Siakam,Points,20.5,21.1,over,0.6
Jamal Shead,Points,5.5,6.1,over,0.6
Giannis Antetokounmpo,Points,24.5,25.1,over,0.6
Bam Adebayo,Points,17.5,18.1,over,0.6
Keldon Johnson,Points,12.5,13.1,over,0.6
Trey Murphy III,Points,22.5,21.9,under,-0.6
Ty Jerome,Points,13.5,11.9,under,-0.6
Karl-Anthony Towns,Points,22.5,23,over,0.5
Buddy Hield,Points,11.5,12,over,0.5
Wendell Carter Jr.,Points,10.5,11,over,0.5
Gradey Dick,Points,12.5,13,over,0.5
Jose Alvarado,Points,10.5,10,under,-0.5
Stephon Castle,Points,13.5,14,over,0.5
Jalen Brunson,Points,26.5,25.1,under,-0.4
Brandin Podziemski,Points,12.5,12.9,over,0.4
Nicolas Batum,Points,4.5,4.1,under,-0.4
Paolo Banchero,Points,25.5,24.1,under,-0.4
Royce O'Neale,Points,9.5,9.1,under,-0.4
Scottie Barnes,Points,20.5,20.9,over,0.4
Sam Merrill,Points,8.5,8.1,under,-0.4
Jayson Tatum,Points,26.5,26.8,over,0.3
Miles McBride,Points,7.5,7.8,over,0.3
Max Christie,Points,13.5,12.2,under,-0.3
Tobias Harris,Points,15.5,15.8,over,0.3
Nick Richards,Points,8.5,8.8,over,0.3
Devin Vassell,Points,16.5,16.8,over,0.3
Brandin Podziemski,Assists,3.5,4.8,over,1.3
James Harden,Assists,8.5,9.6,over,1.1
Bogdan Bogdanovic,Assists,1.5,2.5,over,1
Zaccharie Risacher,Assists,0.5,1.5,over,1
Scottie Barnes,Assists,5.5,6.5,over,1
Kyle Kuzma,Assists,2.5,3.5,over,1
AJ Green,Assists,0.5,1.5,over,1
Ty Jerome,Assists,4.5,3.5,under,-1
Nicolas Batum,Assists,0.5,1.4,over,0.9
Obi Toppin,Assists,0.5,1.4,over,0.9
Davion Mitchell,Assists,3.5,4.4,over,0.9
Zion Williamson,Assists,4.5,5.4,over,0.9
Isaac Okoro,Assists,2.5,1.6,under,-0.9
Mike Conley,Assists,5.5,4.6,under,-0.9
Nickeil Alexander-Walker,Assists,2.5,3.4,over,0.9
Bub Carrington,Assists,4.5,3.7,under,-0.8
Kevin Durant,Assists,3.5,4.3,over,0.8
Taurean Prince,Assists,1.5,2.3,over,0.8
Bam Adebayo,Assists,3.5,4.3,over,0.8
Kelly Olynyk,Assists,2.5,3.3,over,0.8
Jeremy Sochan,Assists,2.5,3.3,over,0.8
Shai Gilgeous-Alexander,Assists,6.5,5.7,under,-0.8
Isaiah Joe,Assists,0.5,1.3,over,0.8
Cade Cunningham,Assists,9.5,10.2,over,0.7
Immanuel Quickley,Assists,5.5,6.2,over,0.7
Karlo Matkovic,Assists,1.5,0.8,under,-0.7
Mikal Bridges,Assists,3.5,2.9,under,-0.6
Miles McBride,Assists,1.5,2.1,over,0.6
Klay Thompson,Assists,1.5,2.1,over,0.6
Draymond Green,Assists,6.5,5.9,under,-0.6
Amir Coffey,Assists,0.5,1.1,over,0.6
Ben Sheppard,Assists,0.5,1.1,over,0.6
Clint Capela,Assists,0.5,1.1,over,0.6
Simone Fontecchio,Assists,0.5,1.1,over,0.6
Ronald Holland II,Assists,0.5,1.1,over,0.6
Gary Harris,Assists,0.5,1.1,over,0.6
Giannis Antetokounmpo,Assists,4.5,5.1,over,0.6
Duncan Robinson,Assists,1.5,2.1,over,0.6
Bruce Brown Jr.,Assists,1.5,2.1,over,0.6
Julian Champagnie,Assists,0.5,1.1,over,0.6
Chet Holmgren,Assists,1.5,2.1,over,0.6
Karl-Anthony Towns,Assists,2.5,3,over,0.5
Kristaps Porzingis,Assists,1.5,2,over,0.5
Sam Hauser,Assists,0.5,1,over,0.5
Desmond Bane,Assists,5.5,5,under,-0.5
Precious Achiuwa,Assists,0.5,0.9,over,0.4
Stephen Curry,Assists,5.5,5.9,over,0.4
Buddy Hield,Assists,1.5,1.9,over,0.4
Derrick Jones Jr.,Assists,0.5,0.9,over,0.4
Terance Mann,Assists,1.5,1.9,over,0.4
Ochai Agbaji,Assists,0.5,0.9,over,0.4
De'Aaron Fox,Assists,6.5,6.9,over,0.4
Jarrett Allen,Assists,2.5,2.1,under,-0.4
GG Jackson II,Assists,0.5,0.9,over,0.4
Jaden McDaniels,Assists,2.5,2.1,under,-0.4
Cason Wallace,Assists,1.5,1.9,over,0.4
Jaylen Brown,Assists,4.5,4.2,under,-0.3
OG Anunoby,Assists,1.5,1.8,over,0.3
Derrick White,Assists,4,4.3,over,0.3
Kevon Looney,Assists,1.5,1.8,over,0.3
Gui Santos,Assists,1.5,1.2,under,-0.3
Max Christie,Assists,2.5,2.2,under,-0.3
Olivier-Maxence Prosper,Assists,0.5,0.8,over,0.3
Kris Dunn,Assists,4.5,3.2,under,-0.3
Mason Plumlee,Assists,1.5,1.8,over,0.3
Grayson Allen,Assists,2.5,2.2,under,-0.3
Nick Richards,Assists,0.5,0.8,over,0.3
Andrew Wiggins,Assists,2.5,2.2,under,-0.3
Keldon Johnson,Assists,1.5,1.8,over,0.3
Luke Kennard,Assists,2.5,2.8,over,0.3
Evan Mobley,Assists,3.5,3.2,under,-0.3
Alex Caruso,Assists,2.5,2.8,over,0.3
Jrue Holiday,Assists,3.5,3.7,over,0.2
Jayson Tatum,Assists,5.5,5.3,under,-0.2
Gary Payton II,Assists,1.5,1.3,under,-0.2
Naji Marshall,Assists,2.5,2.7,over,0.2
Pascal Siakam,Assists,3.5,3.7,over,0.2
Aaron Nesmith,Assists,1.5,1.3,under,-0.2
Tim Hardaway Jr.,Assists,1.5,1.7,over,0.2
Caris LeVert,Assists,3.5,3.7,over,0.2
Isaiah Stewart,Assists,1.5,1.7,over,0.2
Jalen Duren,Assists,2.5,2.7,over,0.2
Ausar Thompson,Assists,3.5,2.3,under,-0.2
Jakob Poeltl,Assists,2.5,2.7,over,0.2
Royce O'Neale,Assists,2.5,2.3,under,-0.2
Brook Lopez,Assists,1.5,1.7,over,0.2
