player,prop,line,proj,side,diff
Bogdan Bogdanovic,Points,11.5,14,over,2.5
Devin Booker,Points,28.5,25,under,-2.5
Mark Williams,Points,13.5,11.9,under,-1.6
Kris Dunn,Points,8.5,9.7,over,1.2
Ryan Dunn,Points,8.5,9.6,over,1.1
Derrick Jones Jr.,Points,13.5,11.5,under,-1
John Collins,Points,17.5,18.5,over,1
Collin Gillespie,Points,9.5,7.7,under,-0.8
Royce O'Neale,Points,9.5,10.2,over,0.7
Brook Lopez,Points,6.5,6.6,over,0.1
Oso Ighodaro,Points,4.5,4.4,under,-0.1
Bogdan Bogdanovic,Assists,3.5,2.5,under,-1
Jalen Green,Assists,2.5,3.3,over,0.8
Devin Booker,Assists,7.5,6.9,under,-0.6
Royce O'Neale,Assists,2.5,3.1,over,0.6
Grayson Allen,Assists,3.5,3,under,-0.5
Derrick Jones Jr.,Assists,1.5,1.1,under,-0.4
Mark Williams,Assists,1.5,1.9,over,0.4
Brook Lopez,Assists,0.5,0.8,over,0.3
Oso Ighodaro,Assists,1.5,1.2,under,-0.3
Nicolas Batum,Assists,1.5,1.7,over,0.2
John Collins,Assists,1.5,1.7,over,0.2
Collin Gillespie,Assists,3.5,3.7,over,0.2
Ryan Dunn,Assists,1.5,1.3,under,-0.2
John Collins,Rebounds,6.5,8.2,over,1.7
Royce O'Neale,Rebounds,4.5,5.5,over,1
Ryan Dunn,Rebounds,4.5,5.3,over,0.8
Kris Dunn,Rebounds,3.5,4,over,0.5
Devin Booker,Rebounds,3.5,3.8,over,0.3
Grayson Allen,Rebounds,3.5,3.3,under,-0.2
Brook Lopez,Rebounds,2.5,2.6,over,0.1
Derrick Jones Jr.,Rebounds,3.5,3.6,over,0.1
Collin Gillespie,Rebounds,3.5,2.4,under,-0.1
Mark Williams,Rebounds,9.5,8.4,under,-0.1
Oso Ighodaro,Rebounds,3.5,3.6,over,0.1
Devin Booker,Pts+Ast,35.5,31.9,under,-3.6
Jalen Green,Pts+Ast,16.5,19.7,over,3.2
Collin Gillespie,Pts+Ast,13.5,11.4,under,-2.1
Derrick Jones Jr.,Pts+Ast,14.5,12.6,under,-1.9
Grayson Allen,Pts+Ast,17.5,14.8,under,-1.7
Mark Williams,Pts+Ast,15.5,13.8,under,-1.7
Brook Lopez,Pts+Ast,8.5,7.4,under,-1.1
Bogdan Bogdanovic,Pts+Ast,15.5,16.5,over,1
Kris Dunn,Pts+Ast,12.5,11.6,under,-0.9
Royce O'Neale,Pts+Ast,12.5,13.3,over,0.8
John Collins,Pts+Ast,19.5,20.2,over,0.7
Ryan Dunn,Pts+Ast,10.5,10.9,over,0.4
Oso Ighodaro,Pts+Ast,5.5,5.6,over,0.1
Jalen Green,Pts+Reb,16.5,20.1,over,3.6
Devin Booker,Pts+Reb,31.5,28.8,under,-2.7
Collin Gillespie,Pts+Reb,12.5,10.1,under,-2.4
John Collins,Pts+Reb,24.5,26.7,over,2.2
Mark Williams,Pts+Reb,22.5,20.3,under,-2.2
Derrick Jones Jr.,Pts+Reb,17.5,15.1,under,-1.4
Grayson Allen,Pts+Reb,18.5,15.1,under,-1.4
Kris Dunn,Pts+Reb,12.5,13.7,over,1.2
Oso Ighodaro,Pts+Reb,8.5,7.9,under,-0.6
Ryan Dunn,Pts+Reb,14.5,14.9,over,0.4
Brook Lopez,Pts+Reb,10.5,9.2,under,-0.3
Royce O'Neale,Pts+Reb,15.5,15.7,over,0.2
Jalen Green,Reb+Ast,5.5,7,over,1.5
John Collins,Reb+Ast,8.5,9.9,over,1.4
Royce O'Neale,Reb+Ast,7.5,8.6,over,1.1
Nicolas Batum,Reb+Ast,5.5,6.5,over,1
Derrick Jones Jr.,Reb+Ast,5.5,4.7,under,-0.8
Kris Dunn,Reb+Ast,7.5,5.9,under,-0.6
Devin Booker,Reb+Ast,10.5,10.7,over,0.2
Grayson Allen,Reb+Ast,7.5,6.3,under,-0.2
Mark Williams,Reb+Ast,11.5,10.3,under,-0.2
Oso Ighodaro,Reb+Ast,4.5,4.7,over,0.2
Brook Lopez,Reb+Ast,3.5,3.4,under,-0.1
Ryan Dunn,Reb+Ast,6.5,6.6,over,0.1
Devin Booker,Pts+Reb+Ast,39.5,35.7,under,-2.8
Collin Gillespie,Pts+Reb+Ast,17.5,13.8,under,-2.7
Mark Williams,Pts+Reb+Ast,24.5,22.2,under,-2.3
John Collins,Pts+Reb+Ast,26.5,28.4,over,1.9
Grayson Allen,Pts+Reb+Ast,21.5,18.1,under,-1.4
Derrick Jones Jr.,Pts+Reb+Ast,18.5,16.2,under,-1.3
Royce O'Neale,Pts+Reb+Ast,17.5,18.8,over,1.3
Kris Dunn,Pts+Reb+Ast,16.5,15.6,under,-0.9
Ryan Dunn,Pts+Reb+Ast,15.5,16.2,over,0.7
Oso Ighodaro,Pts+Reb+Ast,8.5,9.1,over,0.6
