player,prop,line,proj,side,diff
Jalen Brunson,Points,26.5,30.4,over,3.9
Mikal Bridges,Points,15.5,19,over,3.5
Brandon Ingram,Points,24.5,21.1,under,-3.4
Franz Wagner,Points,25.5,22.4,under,-3.1
Aaron Wiggins,Points,10.5,13.5,over,3
Miles McBride,Points,10.5,13.5,over,3
LeBron James,Points,23.5,26.2,over,2.7
D'Angelo Russell,Points,13.5,16.2,over,2.7
Bobby Portis Jr.,Points,14.5,11.9,under,-2.6
Donte DiVincenzo,Points,11.5,14.1,over,2.6
Jared McCain,Points,18.5,21,over,2.5
Ronald Holland II,Points,7.5,10,over,2.5
Amir Coffey,Points,7.5,9.9,over,2.4
Stephon Castle,Points,11.5,13.9,over,2.4
Ziaire Williams,Points,10.5,8.3,under,-2.2
Giannis Antetokounmpo,Points,34.5,31.4,under,-2.1
T.J. McConnell,Points,10.5,8.5,under,-2
Pascal Siakam,Points,19.5,21.5,over,2
Trey Murphy III,Points,14.5,12.5,under,-2
Josh Giddey,Points,12.5,14.5,over,2
Jordan Poole,Points,18.5,16.5,under,-2
Jake LaRavia,Points,9.5,7.5,under,-2
Obi Toppin,Points,7.5,9.4,over,1.9
Victor Wembanyama,Points,24.5,26.4,over,1.9
Gabe Vincent,Points,4.5,6.4,over,1.9
Ben Sheppard,Points,6.5,8.3,over,1.8
Jayson Tatum,Points,25.5,27.3,over,1.8
Terance Mann,Points,6.5,8.3,over,1.8
Keon Ellis,Points,6.5,8.3,over,1.8
Isaiah Joe,Points,11.5,13.2,over,1.7
Andre Jackson Jr.,Points,4.5,2.8,under,-1.7
Deni Avdija,Points,10.5,12.2,over,1.7
Kelly Oubre Jr.,Points,18.5,15.9,under,-1.6
John Konchar,Points,4.5,2.9,under,-1.6
Kyle Lowry,Points,7.5,9,over,1.5
Dennis Schroder,Points,16.5,14,under,-1.5
Tobias Harris,Points,15.5,17,over,1.5
Jaden McDaniels,Points,9.5,11,over,1.5
Marcus Smart,Points,9.5,8,under,-1.5
Devin Booker,Points,30.5,27,under,-1.5
Keegan Murray,Points,14.5,16,over,1.5
Jaylen Brown,Points,23.5,24.9,over,1.4
Dillon Brooks,Points,10.5,11.9,over,1.4
Jabari Smith Jr.,Points,10.5,11.9,over,1.4
Keldon Johnson,Points,13.5,14.9,over,1.4
Corey Kispert,Points,11.5,12.8,over,1.3
Jay Huff,Points,9.5,8.2,under,-1.3
Julius Randle,Points,20.5,21.7,over,1.2
De'Aaron Fox,Points,24.5,25.7,over,1.2
Myles Turner,Points,17.5,18.6,over,1.1
Shai Gilgeous-Alexander,Points,30.5,31.6,over,1.1
Jalen Williams,Points,20.5,21.6,over,1.1
Yves Missi,Points,6.5,7.6,over,1.1
Evan Mobley,Points,17.5,15.4,under,-1.1
Jrue Holiday,Points,11.5,12.6,over,1.1
Payton Pritchard,Points,12.5,13.6,over,1.1
Kyle Kuzma,Points,17.5,16.4,under,-1.1
Pat Connaughton,Points,6.5,5.4,under,-1.1
Luguentz Dort,Points,12.5,13.5,over,1
James Harden,Points,22.5,20.5,under,-1
Derrick Jones Jr.,Points,9.5,10.5,over,1
Amen Thompson,Points,9.5,10.5,over,1
OG Anunoby,Points,16.5,17.4,over,0.9
Ayo Dosunmu,Points,11.5,10.6,under,-0.9
Scoot Henderson,Points,13.5,14.4,over,0.9
Jarace Walker,Points,6.5,7.3,over,0.8
Nic Claxton,Points,10.5,11.3,over,0.8
Karl-Anthony Towns,Points,25.5,26.3,over,0.8
Patrick Williams,Points,10.5,9.7,under,-0.8
Nicolas Batum,Points,3.5,4.3,over,0.8
Tari Eason,Points,9.5,10.3,over,0.8
Taurean Prince,Points,8.5,9.3,over,0.8
Shaedon Sharpe,Points,14.5,15.3,over,0.8
Josh Okogie,Points,6.5,5.7,under,-0.8
Ryan Dunn,Points,10.5,8.7,under,-0.8
Caris LeVert,Points,11.5,12.2,over,0.7
