player,prop,line,proj,side,diff
Kevin Durant,Points,24.5,27.2,over,2.7
Naz Reid,Points,16.5,13.8,under,-2.7
Caleb Love,Points,12.5,9.9,under,-2.6
Patrick Williams,Points,4.5,7.1,over,2.6
Amen Thompson,Points,17.5,20.1,over,2.6
Stephen Curry,Points,28.5,25.9,under,-2.6
Nickeil Alexander-Walker,Points,19.5,17.1,under,-2.4
Desmond Bane,Points,18.5,20.8,over,2.3
Tyrese Maxey,Points,31.5,28.2,under,-2.3
Alperen Sengun,Points,19.5,21.7,over,2.2
Jerami Grant,Points,15.5,13.5,under,-2
Jake LaRavia,Points,8.5,10.5,over,2
Julius Randle,Points,25.5,22.5,under,-2
Marcus Smart,Points,9.5,11.4,over,1.9
Wendell Carter Jr.,Points,10.5,12.3,over,1.8
Cam Spencer,Points,12.5,14.3,over,1.8
Tristan da Silva,Points,6.5,8.2,over,1.7
Grant Williams,Points,5.5,7,over,1.5
Neemias Queta,Points,10.5,11.9,over,1.4
Dominick Barlow,Points,7.5,8.7,over,1.2
Aaron Nesmith,Points,13.5,14.7,over,1.2
Pascal Siakam,Points,23.5,24.6,over,1.1
Kevin Huerter,Points,9.5,10.6,over,1.1
Jalen Suggs,Points,12.5,13.5,over,1
LaMelo Ball,Points,20.5,21.5,over,1
Luke Kennard,Points,7.5,8.5,over,1
Dyson Daniels,Points,11.5,12.5,over,1
Bennedict Mathurin,Points,13.5,14.5,over,1
Clint Capela,Points,3.5,4.5,over,1
Dorian Finney-Smith,Points,3.5,4.5,over,1
Will Richard,Points,8.5,7.5,under,-1
Dean Wade,Points,6.5,7.4,over,0.9
Collin Sexton,Points,10.5,11.4,over,0.9
Miles Bridges,Points,16.5,17.4,over,0.9
Jaylen Brown,Points,30.5,28.6,under,-0.9
Deandre Ayton,Points,11.5,12.4,over,0.9
Jabari Smith Jr.,Points,14.5,15.4,over,0.9
Mike Conley,Points,7.5,5.6,under,-0.9
Jaylon Tyson,Points,15.5,16.3,over,0.8
Andre Drummond,Points,8.5,9.3,over,0.8
Jalen Johnson,Points,24.5,23.7,under,-0.8
Toumani Camara,Points,13.5,11.7,under,-0.8
John Konchar,Points,3.5,2.7,under,-0.8
Gui Santos,Points,7.5,6.7,under,-0.8
Ryan Kalkbrenner,Points,6.5,7.2,over,0.7
Derrick White,Points,18.5,19.2,over,0.7
Coby White,Points,20.5,18.8,under,-0.7
Josh Okogie,Points,5.5,4.8,under,-0.7
Draymond Green,Points,9.5,8.8,under,-0.7
Paolo Banchero,Points,23.5,24.1,over,0.6
Moussa Diabate,Points,8.5,9.1,over,0.6
Brandon Miller,Points,20.5,19.9,under,-0.6
Onyeka Okongwu,Points,17.5,16.9,under,-0.6
Ben Sheppard,Points,3.5,4.1,over,0.6
Nae'Qwan Tomlin,Points,7.5,8,over,0.5
Kelly Oubre Jr.,Points,16.5,16,under,-0.5
T.J. McConnell,Points,8.5,9,over,0.5
Corey Kispert,Points,8.5,7,under,-0.5
Anfernee Simons,Points,13.5,14,over,0.5
Payton Pritchard,Points,16.5,16,under,-0.5
Hugo Gonzalez,Points,3.5,4,over,0.5
LeBron James,Points,23.5,24,over,0.5
Rui Hachimura,Points,11.5,12,over,0.5
Tari Eason,Points,13.5,12,under,-0.5
Donovan Mitchell,Points,29.5,29.1,under,-0.4
Quentin Grimes,Points,12.5,12.1,under,-0.4
Sam Hauser,Points,10.5,10.9,over,0.4
Gabe Vincent,Points,3.5,3.9,over,0.4
Matas Buzelis,Points,14.5,14.9,over,0.4
Jarrett Allen,Points,13.5,13.8,over,0.3
Anthony Black,Points,15.5,15.8,over,0.3
Adem Bona,Points,6.5,6.8,over,0.3
CJ McCollum,Points,17.5,17.2,under,-0.3
Mouhamed Gueye,Points,4.5,4.2,under,-0.3
Donovan Clingan,Points,10.5,10.8,over,0.3
Jaxson Hayes,Points,5.5,5.8,over,0.3
Gary Payton II,Points,6.5,6.8,over,0.3
Evan Mobley,Points,18.5,18.7,over,0.2
Craig Porter Jr.,Points,5.5,5.7,over,0.2
Reed Sheppard,Points,12.5,12.3,under,-0.2
Cedric Coward,Points,13.5,13.3,under,-0.2
Donte DiVincenzo,Points,15.5,14.3,under,-0.2
VJ Edgecombe,Points,18.5,17.4,under,-0.1
Kon Knueppel,Points,17.5,17.4,under,-0.1
Sion James,Points,4.5,4.4,under,-0.1
Andrew Nembhard,Points,16.5,16.4,under,-0.1
Jarace Walker,Points,10.5,9.4,under,-0.1
Nikola Vucevic,Points,16.5,16.6,over,0.1
Jarred Vanderbilt,Points,4.5,4.6,over,0.1
Isaac Okoro,Points,8.5,8.6,over,0.1
Ayo Dosunmu,Points,12.5,12.6,over,0.1
Josh Giddey,Points,14.5,14.6,over,0.1
Rudy Gobert,Points,11.5,11.6,over,0.1
Jaylen Clark,Points,2.5,2.6,over,0.1
LeBron James,Assists,6.5,7.7,over,1.2
Noah Penda,Assists,0.5,1.6,over,1.1
Shaedon Sharpe,Assists,3.5,2.5,under,-1
Ayo Dosunmu,Assists,2.5,3.5,over,1
Jake LaRavia,Assists,1.5,2.5,over,1
Bones Hyland,Assists,3.5,2.5,under,-1
Coby White,Assists,5.5,4.6,under,-0.9
Jaden McDaniels,Assists,3.5,2.6,under,-0.9
Wendell Carter Jr.,Assists,1.5,2.3,over,0.8
Paolo Banchero,Assists,4.5,5.3,over,0.8
Tristan da Silva,Assists,0.5,1.3,over,0.8
Patrick Williams,Assists,0.5,1.3,over,0.8
Gui Santos,Assists,2.5,1.8,under,-0.7
Desmond Bane,Assists,4.5,5.1,over,0.6
Pascal Siakam,Assists,4,4.6,over,0.6
Onyeka Okongwu,Assists,3.5,2.9,under,-0.6
Jalen Johnson,Assists,7.5,6.9,under,-0.6
Matas Buzelis,Assists,2.5,1.9,under,-0.6
Dean Wade,Assists,1.5,2,over,0.5
Collin Sexton,Assists,2.5,3,over,0.5
T.J. McConnell,Assists,4.5,5,over,0.5
Aaron Nesmith,Assists,1.5,2,over,0.5
Corey Kispert,Assists,1.5,1,under,-0.5
Deandre Ayton,Assists,0.5,1,over,0.5
Gabe Vincent,Assists,0.5,1,over,0.5
Rui Hachimura,Assists,0.5,1,over,0.5
Stephen Curry,Assists,5.5,5,under,-0.5
Jarrett Allen,Assists,1.5,1.9,over,0.4
Jalen Suggs,Assists,4.5,3.6,under,-0.4
Andre Drummond,Assists,0.5,0.9,over,0.4
LaMelo Ball,Assists,7.5,7.9,over,0.4
Quentin Grimes,Assists,3.5,3.1,under,-0.4
VJ Edgecombe,Assists,4.5,4.1,under,-0.4
Andrew Nembhard,Assists,7.5,7.1,under,-0.4
Jarace Walker,Assists,1.5,1.9,over,0.4
Derrick White,Assists,5.5,5.9,over,0.4
Anfernee Simons,Assists,2.5,2.9,over,0.4
Robert Williams III,Assists,0.5,0.9,over,0.4
Donovan Clingan,Assists,1.5,1.9,over,0.4
Josh Giddey,Assists,7.5,7.1,under,-0.4
John Konchar,Assists,1.5,1.1,under,-0.4
Alperen Sengun,Assists,6.5,6.1,under,-0.4
Gary Payton II,Assists,2.5,2.1,under,-0.4
Moritz Wagner,Assists,0.5,0.8,over,0.3
Kelly Oubre Jr.,Assists,1.5,1.8,over,0.3
Kon Knueppel,Assists,3.5,3.2,under,-0.3
CJ McCollum,Assists,3.5,3.2,under,-0.3
Bennedict Mathurin,Assists,1.5,1.8,over,0.3
Ben Sheppard,Assists,1.5,1.2,under,-0.3
Jerami Grant,Assists,1.5,1.8,over,0.3
Jaylen Brown,Assists,4.5,4.8,over,0.3
Sidy Cissoko,Assists,1.5,1.2,under,-0.3
Jordan Walsh,Assists,0.5,0.8,over,0.3
Jaxson Hayes,Assists,0.5,0.8,over,0.3
Dorian Finney-Smith,Assists,0.5,0.8,over,0.3
Josh Okogie,Assists,0.5,0.8,over,0.3
Jabari Smith Jr.,Assists,1.5,1.8,over,0.3
Amen Thompson,Assists,5.5,5.8,over,0.3
Naz Reid,Assists,2.5,2.2,under,-0.3
Evan Mobley,Assists,3.5,3.7,over,0.2
Jase Richardson,Assists,1.5,1.7,over,0.2
Miles Bridges,Assists,3.5,3.3,under,-0.2
Tyrese Maxey,Assists,6.5,6.7,over,0.2
Nickeil Alexander-Walker,Assists,3.5,3.3,under,-0.2
Dyson Daniels,Assists,6.5,5.3,under,-0.2
Marcus Smart,Assists,3.5,3.3,under,-0.2
Jarred Vanderbilt,Assists,1.5,1.3,under,-0.2
Mike Conley,Assists,3.5,3.3,under,-0.2
Rudy Gobert,Assists,1.5,1.7,over,0.2
Julius Randle,Assists,5.5,5.7,over,0.2
Donte DiVincenzo,Assists,4.5,4.3,under,-0.2
Donovan Mitchell,Assists,5.5,5.6,over,0.1
Anthony Black,Assists,4.5,4.4,under,-0.1
Craig Porter Jr.,Assists,3.5,3.4,under,-0.1
Jaylon Tyson,Assists,2.5,2.6,over,0.1
Moussa Diabate,Assists,1.5,1.6,over,0.1
Brandon Miller,Assists,3.5,3.6,over,0.1
Ryan Kalkbrenner,Assists,0.5,0.6,over,0.1
Sion James,Assists,1.5,1.6,over,0.1
Luke Kennard,Assists,2.5,2.6,over,0.1
Payton Pritchard,Assists,5.5,4.9,under,-0.1
Neemias Queta,Assists,1.5,1.6,over,0.1
Sam Hauser,Assists,1.5,1.6,over,0.1
Toumani Camara,Assists,2.5,2.4,under,-0.1
Hugo Gonzalez,Assists,0.5,0.6,over,0.1
Nikola Vucevic,Assists,3.5,3.6,over,0.1
Kevin Huerter,Assists,2.5,2.6,over,0.1
Isaac Okoro,Assists,1.5,1.6,over,0.1
Kevin Durant,Assists,4.5,4.6,over,0.1
Clint Capela,Assists,0.5,0.6,over,0.1
Tari Eason,Assists,1.5,1.6,over,0.1
GG Jackson II,Assists,0.5,0.6,over,0.1
Cam Spencer,Assists,7.5,6.4,under,-0.1
Cedric Coward,Assists,2.5,2.6,over,0.1
Draymond Green,Assists,5.5,5.6,over,0.1
Buddy Hield,Assists,1.5,1.6,over,0.1
Jaylen Clark,Assists,0.5,0.4,under,-0.1
Jalen Johnson,Rebounds,10.5,11.9,over,1.4
Jake LaRavia,Rebounds,3.5,4.8,over,1.3
Onyeka Okongwu,Rebounds,8.5,9.7,over,1.2
Caleb Love,Rebounds,3.5,2.4,under,-1.1
Jabari Smith Jr.,Rebounds,6.5,7.6,over,1.1
CJ McCollum,Rebounds,2.5,3.5,over,1
Marcus Smart,Rebounds,2.5,3.5,over,1
Jalen Suggs,Rebounds,2.5,3.4,over,0.9
Jaylon Tyson,Rebounds,5.5,6.4,over,0.9
Andrew Nembhard,Rebounds,2.5,3.4,over,0.9
Jaylen Brown,Rebounds,7.5,6.6,under,-0.9
Evan Mobley,Rebounds,8.5,9.3,over,0.8
Tristan da Silva,Rebounds,2.5,3.3,over,0.8
Ryan Kalkbrenner,Rebounds,4.5,5.3,over,0.8
Jerami Grant,Rebounds,3.5,2.7,under,-0.8
Gary Payton II,Rebounds,3.5,4.3,over,0.8
Hugo Gonzalez,Rebounds,2.5,3.2,over,0.7
Wendell Carter Jr.,Rebounds,7.5,8.1,over,0.6
Kelly Oubre Jr.,Rebounds,4.5,5.1,over,0.6
Miles Bridges,Rebounds,5.5,6.1,over,0.6
Pascal Siakam,Rebounds,7.5,8.1,over,0.6
Dyson Daniels,Rebounds,6.5,7.1,over,0.6
Neemias Queta,Rebounds,8.5,9.1,over,0.6
Kevin Huerter,Rebounds,2.5,3.1,over,0.6
Draymond Green,Rebounds,5.5,6.1,over,0.6
Jaden McDaniels,Rebounds,4.5,5.1,over,0.6
Craig Porter Jr.,Rebounds,3.5,4,over,0.5
Nae'Qwan Tomlin,Rebounds,3.5,4,over,0.5
Kon Knueppel,Rebounds,5.5,5,under,-0.5
Derrick White,Rebounds,4.5,5,over,0.5
Deandre Ayton,Rebounds,8.5,8,under,-0.5
Jarred Vanderbilt,Rebounds,4.5,5,over,0.5
Matas Buzelis,Rebounds,4.5,5,over,0.5
Kevin Durant,Rebounds,5.5,6,over,0.5
Alperen Sengun,Rebounds,9.5,10,over,0.5
Cam Spencer,Rebounds,2.5,3,over,0.5
Stephen Curry,Rebounds,3.5,4,over,0.5
Mike Conley,Rebounds,2.5,2,under,-0.5
Brandin Podziemski,Rebounds,5.5,5,under,-0.5
Donovan Mitchell,Rebounds,4.5,4.9,over,0.4
Jase Richardson,Rebounds,1.5,1.9,over,0.4
Grant Williams,Rebounds,2.5,2.9,over,0.4
LaMelo Ball,Rebounds,4.5,4.9,over,0.4
Dominick Barlow,Rebounds,4.5,4.9,over,0.4
Adem Bona,Rebounds,6.5,5.1,under,-0.4
Nickeil Alexander-Walker,Rebounds,3.5,3.9,over,0.4
Jordan Walsh,Rebounds,3.5,3.9,over,0.4
Donovan Clingan,Rebounds,10.5,10.9,over,0.4
LeBron James,Rebounds,6.5,6.9,over,0.4
Jaxson Hayes,Rebounds,3.5,3.9,over,0.4
Rui Hachimura,Rebounds,3.5,3.9,over,0.4
Clint Capela,Rebounds,4.5,4.9,over,0.4
Quentin Grimes,Rebounds,3.5,3.2,under,-0.3
Corey Kispert,Rebounds,1.5,1.8,over,0.3
Jarace Walker,Rebounds,5.5,4.2,under,-0.3
Ben Sheppard,Rebounds,2.5,2.2,under,-0.3
Toumani Camara,Rebounds,5.5,5.2,under,-0.3
Patrick Williams,Rebounds,2.5,2.8,over,0.3
Rudy Gobert,Rebounds,11.5,11.8,over,0.3
Julius Randle,Rebounds,7.5,7.8,over,0.3
Donte DiVincenzo,Rebounds,4.5,4.8,over,0.3
