player,prop,line,proj,side,diff
Jaden McDaniels,Points,9.5,11.6,over,2.1
Rudy Gobert,Points,12.5,14.5,over,2
Jrue Holiday,Points,13.5,15.3,over,1.8
D'Angelo Russell,Points,15.5,14,under,-1.5
Derrick White,Points,14.5,13.1,under,-1.4
LeBron James,Points,24.5,22.2,under,-1.3
Jaylen Brown,Points,23.5,22.5,under,-1
Rui Hachimura,Points,12.5,10.5,under,-1
Josh Hart,Points,8.5,9.4,over,0.9
Jayson Tatum,Points,26.5,25.7,under,-0.8
Julius Randle,Points,19.5,20.3,over,0.8
Karl-Anthony Towns,Points,21.5,19.8,under,-0.7
OG Anunoby,Points,13.5,11.8,under,-0.7
Naz Reid,Points,12.5,13.2,over,0.7
Mikal Bridges,Points,14.5,15.1,over,0.6
Miles McBride,Points,9.5,10.1,over,0.6
Sam Hauser,Points,7.5,6.9,under,-0.6
Gabe Vincent,Points,3.5,4.1,over,0.6
Payton Pritchard,Points,8.5,8,under,-0.5
Donte DiVincenzo,Points,11.5,12,over,0.5
Nickeil Alexander-Walker,Points,5.5,5,under,-0.5
Luke Kornet,Points,5.5,4.3,under,-0.2
Al Horford,Points,8.5,8.6,over,0.1
Jaxson Hayes,Points,4.5,4.6,over,0.1
Jrue Holiday,Assists,4.5,5.8,over,1.3
Josh Hart,Assists,4.5,3.3,under,-1.2
Jaden McDaniels,Assists,0.5,1.6,over,1.1
Jayson Tatum,Assists,5.5,4.6,under,-0.9
Luke Kornet,Assists,1.5,0.8,under,-0.7
Jalen Brunson,Assists,7.5,5.8,under,-0.7
Derrick White,Assists,4.5,3.9,under,-0.6
Donte DiVincenzo,Assists,2.5,3.1,over,0.6
Rui Hachimura,Assists,1.5,0.9,under,-0.6
Julius Randle,Assists,4.5,4.9,over,0.4
Karl-Anthony Towns,Assists,2.5,2.8,over,0.3
Jaylen Brown,Assists,3.5,3.2,under,-0.3
Miles McBride,Assists,2.5,2.2,under,-0.3
Sam Hauser,Assists,0.5,0.8,over,0.3
Nickeil Alexander-Walker,Assists,1.5,1.8,over,0.3
Naz Reid,Assists,1.5,1.3,under,-0.2
Al Horford,Assists,2.5,2.6,over,0.1
OG Anunoby,Assists,1.5,1.6,over,0.1
Payton Pritchard,Assists,2.5,2.6,over,0.1
Rudy Gobert,Assists,1.5,1.6,over,0.1
D'Angelo Russell,Assists,5.5,5.6,over,0.1
Gabe Vincent,Assists,1.5,1.6,over,0.1
Jaxson Hayes,Assists,0.5,0.4,under,-0.1
Julius Randle,Rebounds,7.5,9.5,over,2
Jaden McDaniels,Rebounds,2.5,3.9,over,1.4
Luke Kornet,Rebounds,4.5,3.5,under,-1
Jayson Tatum,Rebounds,8.5,7.6,under,-0.9
Jaxson Hayes,Rebounds,3.5,2.6,under,-0.9
Naz Reid,Rebounds,4.5,5.4,over,0.9
Mikal Bridges,Rebounds,4.5,3.7,under,-0.8
Rui Hachimura,Rebounds,4.5,3.7,under,-0.8
Mike Conley,Rebounds,2.5,3,over,0.5
Rudy Gobert,Rebounds,12.5,13,over,0.5
Gabe Vincent,Rebounds,0.5,1,over,0.5
Sam Hauser,Rebounds,2.5,2.9,over,0.4
LeBron James,Rebounds,6.5,6.9,over,0.4
Al Horford,Rebounds,6.5,6.2,under,-0.3
Miles McBride,Rebounds,2.5,2.8,over,0.3
D'Angelo Russell,Rebounds,2.5,2.8,over,0.3
Donte DiVincenzo,Rebounds,3.5,3.8,over,0.3
Jrue Holiday,Rebounds,4.5,4.6,over,0.1
Jaylen Brown,Rebounds,5.5,5.6,over,0.1
Derrick White,Rebounds,3.5,3.6,over,0.1
Jalen Brunson,Rebounds,3.5,3.6,over,0.1
Payton Pritchard,Rebounds,2.5,2.6,over,0.1
Nickeil Alexander-Walker,Rebounds,1.5,1.6,over,0.1
Jrue Holiday,Pts+Ast,17.5,21.1,over,3.6
LeBron James,Pts+Ast,32.5,28.3,under,-3.2
Julius Randle,Pts+Ast,22.5,25.2,over,2.7
Jaden McDaniels,Pts+Ast,10.5,13.2,over,2.7
Miles McBride,Pts+Ast,10.5,12.3,over,1.8
Derrick White,Pts+Ast,19.5,17,under,-1.5
Rudy Gobert,Pts+Ast,14.5,16,over,1.5
Luke Kornet,Pts+Ast,6.5,5.1,under,-1.4
Jayson Tatum,Pts+Ast,31.5,30.3,under,-1.2
OG Anunoby,Pts+Ast,14.5,13.3,under,-1.2
Rui Hachimura,Pts+Ast,13.5,11.4,under,-1.1
Payton Pritchard,Pts+Ast,12.5,10.5,under,-1
D'Angelo Russell,Pts+Ast,21.5,19.5,under,-1
Naz Reid,Pts+Ast,13.5,14.5,over,1
Karl-Anthony Towns,Pts+Ast,24.5,22.6,under,-0.9
Jaylen Brown,Pts+Ast,27.5,25.7,under,-0.8
Josh Hart,Pts+Ast,13.5,12.7,under,-0.8
Al Horford,Pts+Ast,10.5,11.1,over,0.6
Donte DiVincenzo,Pts+Ast,14.5,15.1,over,0.6
Jaxson Hayes,Pts+Ast,5.5,4.9,under,-0.6
Nickeil Alexander-Walker,Pts+Ast,6.5,6.8,over,0.3
Sam Hauser,Pts+Ast,7.5,7.7,over,0.2
Mikal Bridges,Pts+Ast,17.5,17.4,under,-0.1
Gabe Vincent,Pts+Ast,5.5,5.6,over,0.1
Julius Randle,Pts+Reb,26.5,29.8,over,3.3
Jaden McDaniels,Pts+Reb,12.5,15.5,over,3
Miles McBride,Pts+Reb,10.5,12.9,over,2.4
Rui Hachimura,Pts+Reb,16.5,14.2,under,-2.3
OG Anunoby,Pts+Reb,18.5,15.3,under,-2.2
Naz Reid,Pts+Reb,16.5,18.6,over,2.1
Rudy Gobert,Pts+Reb,25.5,27.5,over,2
D'Angelo Russell,Pts+Reb,18.5,16.8,under,-1.7
Jalen Brunson,Pts+Reb,31.5,29,under,-1.5
