player,prop,line,proj,side,diff
Cameron Johnson,Points,17.5,14.5,under,-4
Josh Giddey,Points,11.5,14.5,over,3
Deandre Ayton,Points,14.5,17.3,over,2.8
Dorian Finney-Smith,Points,6.5,9.1,over,2.6
Ziaire Williams,Points,10.5,9,under,-2.5
Keegan Murray,Points,12.5,14.7,over,2.2
Shai Gilgeous-Alexander,Points,34.5,31.5,under,-2
Nicolas Batum,Points,2.5,4.5,over,2
Bobby Portis Jr.,Points,11.5,13.4,over,1.9
Coby White,Points,18.5,20.4,over,1.9
DeMar DeRozan,Points,21.5,23.4,over,1.9
Bam Adebayo,Points,15.5,17.3,over,1.8
D'Angelo Russell,Points,14.5,12.8,under,-1.7
Khris Middleton,Points,12.5,14.2,over,1.7
Patrick Williams,Points,8.5,10.2,over,1.7
Tyler Herro,Points,23.5,21.9,under,-1.6
Jaime Jaquez Jr.,Points,7.5,9.1,over,1.6
Victor Wembanyama,Points,23.5,25.1,over,1.6
Norman Powell,Points,20.5,22.1,over,1.6
Gary Trent Jr.,Points,8.5,10,over,1.5
Tyrese Maxey,Points,29.5,28,under,-1.5
LeBron James,Points,22.5,24,over,1.5
Derrick Jones Jr.,Points,8.5,10,over,1.5
Kris Murray,Points,6.5,5,under,-1.5
Harrison Barnes,Points,10.5,11.9,over,1.4
Nikola Vucevic,Points,19.5,20.9,over,1.4
Keon Ellis,Points,6.5,7.9,over,1.4
Haywood Highsmith,Points,5.5,4.2,under,-1.3
Anthony Black,Points,10.5,9.2,under,-1.3
Anfernee Simons,Points,21.5,22.8,over,1.3
Dalano Banton,Points,8.5,9.8,over,1.3
Tre Jones,Points,3.5,4.7,over,1.2
Nikola Jovic,Points,10.5,11.7,over,1.2
Stephon Castle,Points,14.5,13.3,under,-1.2
Taurean Prince,Points,6.5,7.7,over,1.2
Ayo Dosunmu,Points,11.5,12.7,over,1.2
Devin Vassell,Points,18.5,17.4,under,-1.1
Julian Strawther,Points,7.5,8.5,over,1
Aaron Wiggins,Points,11.5,9.5,under,-1
Corey Kispert,Points,11.5,12.5,over,1
Luguentz Dort,Points,12.5,10.6,under,-0.9
Gabe Vincent,Points,4.5,5.4,over,0.9
Amir Coffey,Points,9.5,10.4,over,0.9
Malik Monk,Points,19.5,20.4,over,0.9
Russell Westbrook III,Points,12.5,11.7,under,-0.8
Tristan da Silva,Points,10.5,8.7,under,-0.8
Rui Hachimura,Points,10.5,11.3,over,0.8
Deni Avdija,Points,16.5,15.7,under,-0.8
Jamal Murray,Points,19.5,18.8,under,-0.7
Giannis Antetokounmpo,Points,29.5,28.8,under,-0.7
Kelly Oubre Jr.,Points,15.5,13.8,under,-0.7
Guerschon Yabusele,Points,11.5,9.8,under,-0.7
Shaedon Sharpe,Points,21.5,19.8,under,-0.7
De'Aaron Fox,Points,26.5,27.2,over,0.7
Keldon Johnson,Points,11.5,10.9,under,-0.6
Paul George,Points,21.5,20,under,-0.5
Kris Dunn,Points,5.5,6,over,0.5
Kyle Kuzma,Points,15.5,16,over,0.5
Jordan Poole,Points,21.5,20,under,-0.5
Julian Champagnie,Points,8.5,8.9,over,0.4
Wendell Carter Jr.,Points,11.5,11.1,under,-0.4
Kel'el Ware,Points,6.5,6.8,over,0.3
Christian Braun,Points,10.5,10.8,over,0.3
James Harden,Points,21.5,21.8,over,0.3
Alex Sarr,Points,11.5,11.8,over,0.3
Max Christie,Points,9.5,9.7,over,0.2
Bub Carrington,Points,8.5,8.7,over,0.2
Duncan Robinson,Points,10.5,10.6,over,0.1
Aaron Gordon,Points,9.5,9.6,over,0.1
Nic Claxton,Points,9.5,9.4,under,-0.1
Brook Lopez,Points,11.5,11.6,over,0.1
Andre Jackson Jr.,Points,3.5,3.4,under,-0.1
Bilal Coulibaly,Points,11.5,11.6,over,0.1
James Harden,Assists,8.5,9.7,over,1.2
DeMar DeRozan,Assists,3.5,4.7,over,1.2
Keon Ellis,Assists,0.5,1.6,over,1.1
Dorian Finney-Smith,Assists,0.5,1.5,over,1
Nikola Vucevic,Assists,2.5,3.5,over,1
Keegan Murray,Assists,0.5,1.5,over,1
Victor Wembanyama,Assists,3.5,4.4,over,0.9
Kyle Kuzma,Assists,2.5,3.4,over,0.9
Haywood Highsmith,Assists,1.5,0.7,under,-0.8
Tyrese Maxey,Assists,7.5,5.7,under,-0.8
Nikola Jovic,Assists,3.5,2.8,under,-0.7
Noah Clowney,Assists,1.5,0.8,under,-0.7
Guerschon Yabusele,Assists,2.5,1.8,under,-0.7
Jonas Valanciunas,Assists,1.5,2.2,over,0.7
Malik Monk,Assists,5.5,6.2,over,0.7
Julian Strawther,Assists,0.5,1.1,over,0.6
D'Angelo Russell,Assists,6.5,4.9,under,-0.6
Gary Trent Jr.,Assists,0.5,1.1,over,0.6
Norman Powell,Assists,1.5,2.1,over,0.6
Coby White,Assists,4.5,5.1,over,0.6
Josh Giddey,Assists,6.5,7.1,over,0.6
De'Aaron Fox,Assists,5.5,6.1,over,0.6
Bilal Coulibaly,Assists,3.5,2.9,under,-0.6
Julian Champagnie,Assists,0.5,1,over,0.5
Russell Westbrook III,Assists,5.5,5,under,-0.5
Paolo Banchero,Assists,4.5,5,over,0.5
Anthony Black,Assists,3.5,4,over,0.5
Giannis Antetokounmpo,Assists,5.5,6,over,0.5
Derrick Jones Jr.,Assists,0.5,1,over,0.5
Bam Adebayo,Assists,3.5,3.9,over,0.4
Jaime Jaquez Jr.,Assists,2.5,2.1,under,-0.4
Stephon Castle,Assists,3.5,3.9,over,0.4
Aaron Gordon,Assists,1.5,1.9,over,0.4
Jamal Murray,Assists,5.5,5.1,under,-0.4
Tristan da Silva,Assists,1.5,1.9,over,0.4
Jerami Grant,Assists,2.5,2.9,over,0.4
Anfernee Simons,Assists,5.5,5.9,over,0.4
Deni Avdija,Assists,3.5,3.9,over,0.4
Patrick Williams,Assists,1.5,1.9,over,0.4
Ayo Dosunmu,Assists,4.5,4.1,under,-0.4
Kris Murray,Assists,1.5,1.1,under,-0.4
Toumani Camara,Assists,1.5,1.9,over,0.4
Alex Sarr,Assists,1.5,1.9,over,0.4
Nic Claxton,Assists,1.5,1.8,over,0.3
LeBron James,Assists,8.5,8.2,under,-0.3
Rui Hachimura,Assists,1.5,1.2,under,-0.3
Amir Coffey,Assists,1.5,1.2,under,-0.3
Deandre Ayton,Assists,1.5,1.8,over,0.3
Bub Carrington,Assists,3.5,3.8,over,0.3
Harrison Barnes,Assists,1.5,1.7,over,0.2
Keldon Johnson,Assists,1.5,1.7,over,0.2
Tre Jones,Assists,3.5,3.3,under,-0.2
Devin Vassell,Assists,3.5,3.7,over,0.2
Shai Gilgeous-Alexander,Assists,6.5,6.3,under,-0.2
Paul George,Assists,4.5,4.3,under,-0.2
Gabe Vincent,Assists,1.5,1.7,over,0.2
Dalano Banton,Assists,2.5,2.7,over,0.2
Jordan Poole,Assists,4.5,4.7,over,0.2
Corey Kispert,Assists,1.5,1.7,over,0.2
Tyler Herro,Assists,4.5,4.6,over,0.1
Kel'el Ware,Assists,0.5,0.6,over,0.1
Wendell Carter Jr.,Assists,2.5,2.4,under,-0.1
Christian Braun,Assists,1.5,1.6,over,0.1
Luguentz Dort,Assists,1.5,1.6,over,0.1
Isaiah Joe,Assists,1.5,1.4,under,-0.1
Ziaire Williams,Assists,1.5,1.6,over,0.1
Aaron Wiggins,Assists,1.5,1.6,over,0.1
Brook Lopez,Assists,1.5,1.6,over,0.1
Bobby Portis Jr.,Assists,1.5,1.6,over,0.1
Taurean Prince,Assists,1.5,1.6,over,0.1
Andre Jackson Jr.,Assists,1.5,1.4,under,-0.1
Nicolas Batum,Assists,1.5,1.6,over,0.1
Max Christie,Assists,1.5,1.6,over,0.1
