player,prop,line,proj,side,diff
Kawhi Leonard,Points,26.5,23,under,-3.5
Quentin Grimes,Points,8.5,11.8,over,3.3
VJ Edgecombe,Points,14.5,17.8,over,3.3
James Harden,Points,27.5,23.5,under,-3
Julius Randle,Points,23.5,20.7,under,-2.8
DeMar DeRozan,Points,20.5,23.3,over,2.8
Precious Achiuwa,Points,8.5,11.3,over,2.8
Paul George,Points,15.5,18.2,over,2.7
Brandon Ingram,Points,24.5,20.8,under,-2.7
Karlo Matkovic,Points,4.5,6.6,over,2.1
Matas Buzelis,Points,15.5,12.5,under,-2
Alex Sarr,Points,18.5,16.5,under,-2
Yves Missi,Points,5.5,7.4,over,1.9
Aaron Nesmith,Points,16.5,14.7,under,-1.8
AJ Johnson,Points,6.5,4.8,under,-1.7
Jeremiah Fears,Points,13.5,15.1,over,1.6
Collin Murray-Boyles,Points,10.5,12.1,over,1.6
Bones Hyland,Points,11.5,13.1,over,1.6
Kris Dunn,Points,8.5,7,under,-1.5
Amen Thompson,Points,18.5,20,over,1.5
John Collins,Points,13.5,14.9,over,1.4
Jaden McDaniels,Points,15.5,14.1,under,-1.4
Justin Champagnie,Points,10.5,11.8,over,1.3
Tre Johnson,Points,16.5,17.8,over,1.3
Pascal Siakam,Points,25.5,24.3,under,-1.2
Zion Williamson,Points,24.5,25.7,over,1.2
Isaac Okoro,Points,8.5,9.7,over,1.2
Jamal Shead,Points,11.5,9.4,under,-1.1
Jordan Poole,Points,11.5,12.5,over,1
Jabari Smith Jr.,Points,14.5,13.5,under,-1
Tari Eason,Points,10.5,11.5,over,1
Dennis Schroder,Points,11.5,10.5,under,-1
Quenton Jackson,Points,7.5,8.4,over,0.9
Jarrett Allen,Points,14.5,15.4,over,0.9
Donovan Mitchell,Points,29.5,28.6,under,-0.9
Nae'Qwan Tomlin,Points,7.5,8.3,over,0.8
Rudy Gobert,Points,10.5,11.3,over,0.8
Nic Claxton,Points,13.5,11.8,under,-0.7
Craig Porter Jr.,Points,7.5,6.8,under,-0.7
Immanuel Quickley,Points,16.5,17.2,over,0.7
Scottie Barnes,Points,20.5,18.8,under,-0.7
Mike Conley,Points,7.5,5.8,under,-0.7
Naz Reid,Points,15.5,13.8,under,-0.7
Malik Monk,Points,10.5,9.8,under,-0.7
Jarace Walker,Points,9.5,7.9,under,-0.6
Kevin Huerter,Points,11.5,9.9,under,-0.6
Patrick Williams,Points,5.5,6.1,over,0.6
Ayo Dosunmu,Points,13.5,11.9,under,-0.6
Sandro Mamukelashvili,Points,10.5,11.1,over,0.6
Dorian Finney-Smith,Points,3.5,4.1,over,0.6
Josh Okogie,Points,5.5,4.9,under,-0.6
Russell Westbrook III,Points,15.5,16.1,over,0.6
T.J. McConnell,Points,10.5,11,over,0.5
Coby White,Points,17.5,18,over,0.5
Dominick Barlow,Points,6.5,7,over,0.5
Maxime Raynaud,Points,10.5,9,under,-0.5
Bryce McGowens,Points,4.5,4.9,over,0.4
Drake Powell,Points,7.5,7.9,over,0.4
Jaylen Clark,Points,5.5,4.1,under,-0.4
Reed Sheppard,Points,9.5,9.1,under,-0.4
Ben Sheppard,Points,5.5,5.2,under,-0.3
Derik Queen,Points,12.5,12.8,over,0.3
Tyrese Maxey,Points,26.5,26.8,over,0.3
Kevin Durant,Points,26.5,26.8,over,0.3
Jordan Hawkins,Points,5.5,5.3,under,-0.2
Nikola Vucevic,Points,17.5,17.3,under,-0.2
Tre Jones,Points,10.5,10.7,over,0.2
Jaylon Tyson,Points,13.5,13.7,over,0.2
Saddiq Bey,Points,14.5,13.4,under,-0.1
Jay Huff,Points,10.5,9.4,under,-0.1
Trey Murphy III,Points,22.5,21.4,under,-0.1
Noah Clowney,Points,12.5,12.6,over,0.1
Nolan Traore,Points,5.5,5.6,over,0.1
Evan Mobley,Points,18.5,18.6,over,0.1
Brook Lopez,Points,6.5,6.6,over,0.1
Gradey Dick,Points,10.5,9.4,under,-0.1
Donte DiVincenzo,Points,14.5,14.6,over,0.1
Alperen Sengun,Points,20.5,20.6,over,0.1
Bub Carrington,Points,12.5,11.4,under,-0.1
DeMar DeRozan,Assists,3.5,4.9,over,1.4
Derik Queen,Assists,4.5,3.3,under,-1.2
Terance Mann,Assists,1.5,2.6,over,1.1
Bones Hyland,Assists,3.5,4.6,over,1.1
Zion Williamson,Assists,3.5,4.5,over,1
Russell Westbrook III,Assists,6.5,7.5,over,1
Tre Jones,Assists,6.5,5.7,under,-0.8
Brandon Ingram,Assists,3.5,4.3,over,0.8
T.J. McConnell,Assists,5.5,6.2,over,0.7
Bryce McGowens,Assists,1.5,0.8,under,-0.7
Nolan Traore,Assists,2.5,3.2,over,0.7
Kelly Oubre Jr.,Assists,0.5,1.2,over,0.7
Nicolas Batum,Assists,1.5,0.8,under,-0.7
Dennis Schroder,Assists,4.5,3.8,under,-0.7
Aaron Nesmith,Assists,2.5,1.9,under,-0.6
Evan Mobley,Assists,4.5,3.9,under,-0.6
Dominick Barlow,Assists,0.5,1.1,over,0.6
John Collins,Assists,0.5,1.1,over,0.6
Immanuel Quickley,Assists,5.5,6.1,over,0.6
Gradey Dick,Assists,0.5,1.1,over,0.6
Alex Sarr,Assists,2.5,3.1,over,0.6
Pascal Siakam,Assists,4,4.5,over,0.5
Karlo Matkovic,Assists,0.5,1,over,0.5
Tyrese Maxey,Assists,6.5,6,under,-0.5
VJ Edgecombe,Assists,4.5,4,under,-0.5
James Harden,Assists,7.5,8,over,0.5
Kawhi Leonard,Assists,2.5,3,over,0.5
Sandro Mamukelashvili,Assists,1.5,2,over,0.5
Julius Randle,Assists,5.5,5,under,-0.5
Donte DiVincenzo,Assists,3.5,4,over,0.5
Naz Reid,Assists,2.5,2,under,-0.5
Will Riley,Assists,2.5,3,over,0.5
Andrew Nembhard,Assists,8.5,7.1,under,-0.4
Jordan Hawkins,Assists,0.5,0.9,over,0.4
Jeremiah Fears,Assists,3.5,3.1,under,-0.4
Nic Claxton,Assists,3.5,3.1,under,-0.4
Drake Powell,Assists,1.5,1.9,over,0.4
Paul George,Assists,3.5,3.9,over,0.4
AJ Johnson,Assists,1.5,1.9,over,0.4
Maxime Raynaud,Assists,0.5,0.9,over,0.4
