player,prop,line,proj,side,diff
Anfernee Simons,Points,11.5,14.6,over,3.1
Jalen Johnson,Points,21.5,19,under,-2.5
Lauri Markkanen,Points,26.5,23.1,under,-2.4
Javonte Green,Points,7.5,9.6,over,2.1
Ausar Thompson,Points,10.5,12.5,over,2
Duncan Robinson,Points,11.5,13.4,over,1.9
Mouhamed Gueye,Points,6.5,8.4,over,1.9
Shaedon Sharpe,Points,23.5,21.6,under,-1.9
Jeremy Sochan,Points,7.5,9.3,over,1.8
Terance Mann,Points,9.5,7.9,under,-1.6
Tyrese Martin,Points,8.5,7.9,under,-1.6
Onyeka Okongwu,Points,17.5,14.9,under,-1.6
Vit Krejci,Points,10.5,12.1,over,1.6
Mark Williams,Points,12.5,14.1,over,1.6
Jaylen Brown,Points,26.5,25,under,-1.5
Julian Champagnie,Points,12.5,11,under,-1.5
Cade Cunningham,Points,25.5,25,under,-1.5
Jerami Grant,Points,18.5,17,under,-1.5
Desmond Bane,Points,19.5,20.9,over,1.4
Dyson Daniels,Points,13.5,12.1,under,-1.4
Ronald Holland II,Points,9.5,10.9,over,1.4
Al Horford,Points,5.5,6.8,over,1.3
Draymond Green,Points,7.5,8.8,over,1.3
Cam Spencer,Points,8.5,9.8,over,1.3
Jalen Suggs,Points,12.5,13.7,over,1.2
Collin Gillespie,Points,11.5,12.7,over,1.2
Deandre Ayton,Points,14.5,15.6,over,1.1
Toumani Camara,Points,13.5,12.4,under,-1.1
Nic Claxton,Points,13.5,12.5,under,-1
De'Aaron Fox,Points,26.5,24.5,under,-1
Marcus Smart,Points,7.5,8.5,over,1
Dillon Brooks,Points,17.5,16.5,under,-1
Nick Richards,Points,4.5,5.5,over,1
Harrison Barnes,Points,13.5,12.6,under,-0.9
Cedric Coward,Points,12.5,13.3,over,0.8
Daniss Jenkins,Points,11.5,12.3,over,0.8
Jordan Goodwin,Points,8.5,9.3,over,0.8
Ziaire Williams,Points,10.5,11.2,over,0.7
Drake Powell,Points,6.5,7.2,over,0.7
Svi Mykhailiuk,Points,8.5,9.2,over,0.7
Rui Hachimura,Points,11.5,12.2,over,0.7
Kyle Filipowski,Points,7.5,8.2,over,0.7
Royce O'Neale,Points,10.5,9.8,under,-0.7
Franz Wagner,Points,23.5,24.1,over,0.6
