player,prop,line,proj,side,diff
Shai Gilgeous-Alexander,Points,29.5,33.2,over,3.7
Terance Mann,Points,8.5,11.4,over,2.9
De'Anthony Melton,Points,7.5,10.2,over,2.7
Derrick Jones Jr.,Points,8.5,10.8,over,2.3
Jonathan Kuminga,Points,14.5,16.8,over,2.3
Caleb Martin,Points,11.5,13.7,over,2.2
Jalen Johnson,Points,18.5,15.3,under,-2.2
Stephen Curry,Points,24.5,26.7,over,2.2
Trayce Jackson-Davis,Points,8.5,10.7,over,2.2
Pascal Siakam,Points,20.5,22.3,over,1.8
Deandre Ayton,Points,14.5,16.2,over,1.7
Draymond Green,Points,6.5,8.2,over,1.7
Bobby Portis Jr.,Points,12.5,14,over,1.5
Norman Powell,Points,18.5,17,under,-1.5
Buddy Hield,Points,11.5,13,over,1.5
Bennedict Mathurin,Points,14.5,15.8,over,1.3
Jose Alvarado,Points,4.5,5.8,over,1.3
James Harden,Points,23.5,21.2,under,-1.3
Obi Toppin,Points,7.5,8.7,over,1.2
Andrew Nembhard,Points,9.5,10.6,over,1.1
Brook Lopez,Points,11.5,12.6,over,1.1
Nicolas Batum,Points,5.5,6.5,over,1
Kris Dunn,Points,5,6,over,1
Kelly Oubre Jr.,Points,20.5,19.6,under,-0.9
Zion Williamson,Points,23.5,24.4,over,0.9
Myles Turner,Points,16.5,17.3,over,0.8
Scoot Henderson,Points,14.5,15.3,over,0.8
Andrew Wiggins,Points,14.5,15.3,over,0.8
Aaron Nesmith,Points,8.5,9.2,over,0.7
Brandon Ingram,Points,19.5,20.2,over,0.7
Tyrese Maxey,Points,29.5,27.9,under,-0.6
Deni Avdija,Points,12.5,13.1,over,0.6
Dorian Finney-Smith,Points,8.5,9.1,over,0.6
Andre Drummond,Points,11.5,12,over,0.5
Anfernee Simons,Points,21.5,21.9,over,0.4
Giannis Antetokounmpo,Points,30.5,30.9,over,0.4
Chet Holmgren,Points,19.5,19.1,under,-0.4
Pat Connaughton,Points,5.5,5.7,over,0.2
T.J. McConnell,Points,8.5,8.6,over,0.1
Jerami Grant,Points,19.5,19.4,under,-0.1
Herbert Jones,Points,9.5,9.6,over,0.1
Toumani Camara,Points,7.5,7.4,under,-0.1
Yves Missi,Points,6.5,6.4,under,-0.1
Taurean Prince,Points,8.5,8.6,over,0.1
Cameron Johnson,Points,14.5,14.6,over,0.1
Ziaire Williams,Points,7.5,7.4,under,-0.1
Jalen Williams,Points,20.5,20.6,over,0.1
Scoot Henderson,Assists,4.5,6,over,1.5
De'Anthony Melton,Assists,1.5,2.6,over,1.1
Jonathan Kuminga,Assists,1.5,2.6,over,1.1
Chet Holmgren,Assists,1.5,2.5,over,1
Buddy Hield,Assists,1.5,2.5,over,1
Pascal Siakam,Assists,3.5,4.4,over,0.9
Pat Connaughton,Assists,2.5,1.6,under,-0.9
Draymond Green,Assists,5.5,6.3,over,0.8
Terance Mann,Assists,1.5,2.3,over,0.8
Zaccharie Risacher,Assists,1.5,2.2,over,0.7
James Harden,Assists,9.5,10.2,over,0.7
Andre Drummond,Assists,0.5,1.1,over,0.6
Aaron Nesmith,Assists,0.5,1.1,over,0.6
Jose Alvarado,Assists,2.5,1.9,under,-0.6
Yves Missi,Assists,1.5,0.9,under,-0.6
Clint Capela,Assists,0.5,1.1,over,0.6
Shai Gilgeous-Alexander,Assists,6.5,7,over,0.5
Jalen Williams,Assists,5.5,5,under,-0.5
Bennedict Mathurin,Assists,1.5,1.9,over,0.4
Anfernee Simons,Assists,5.5,5.2,under,-0.3
Giannis Antetokounmpo,Assists,6.5,6.2,under,-0.3
Cameron Johnson,Assists,2.5,2.2,under,-0.3
Nicolas Batum,Assists,1.5,1.8,over,0.3
Andrew Wiggins,Assists,1.5,1.8,over,0.3
Derrick Jones Jr.,Assists,1.5,1.2,under,-0.3
Myles Turner,Assists,1.5,1.3,under,-0.2
T.J. McConnell,Assists,4.5,4.7,over,0.2
Obi Toppin,Assists,1.5,1.3,under,-0.2
Tyrese Maxey,Assists,5.5,5.7,over,0.2
Javonte Green,Assists,0.5,0.7,over,0.2
Herbert Jones,Assists,2.5,2.3,under,-0.2
Toumani Camara,Assists,1.5,1.3,under,-0.2
Brook Lopez,Assists,1.5,1.3,under,-0.2
Bobby Portis Jr.,Assists,1.5,1.3,under,-0.2
Gary Trent Jr.,Assists,1.5,1.7,over,0.2
Luguentz Dort,Assists,1.5,1.7,over,0.2
Kelly Oubre Jr.,Assists,1.5,1.6,over,0.1
Caleb Martin,Assists,2.5,2.4,under,-0.1
Andrew Nembhard,Assists,4.5,4.4,under,-0.1
Jerami Grant,Assists,2.5,2.6,over,0.1
Brandon Ingram,Assists,5.5,5.4,under,-0.1
Deandre Ayton,Assists,1.5,1.6,over,0.1
Zion Williamson,Assists,5,5.1,over,0.1
Deni Avdija,Assists,3.5,3.4,under,-0.1
Dennis Schroder,Assists,5.5,5.6,over,0.1
Dorian Finney-Smith,Assists,1.5,1.6,over,0.1
Taurean Prince,Assists,1.5,1.4,under,-0.1
Ziaire Williams,Assists,1.5,1.4,under,-0.1
Jalen Johnson,Assists,3.5,3.6,over,0.1
Stephen Curry,Assists,5.5,5.6,over,0.1
Norman Powell,Assists,1.5,1.6,over,0.1
Trayce Jackson-Davis,Assists,1.5,1.6,over,0.1
De'Anthony Melton,Rebounds,1.5,3.4,over,1.9
Toumani Camara,Rebounds,5.5,4,under,-1.5
Draymond Green,Rebounds,5.5,7,over,1.5
Stephen Curry,Rebounds,3.5,4.6,over,1.1
Yves Missi,Rebounds,5.5,4.5,under,-1
Obi Toppin,Rebounds,4.5,3.6,under,-0.9
Bennedict Mathurin,Rebounds,3.5,4.4,over,0.9
Shai Gilgeous-Alexander,Rebounds,6.5,5.6,under,-0.9
