player,prop,line,proj,side,diff
Trendon Watford,Points,8.5,11.7,over,3.2
Immanuel Quickley,Points,15.5,18.5,over,3
Pascal Siakam,Points,25.5,22.6,under,-2.9
Tim Hardaway Jr.,Points,9.5,12.3,over,2.8
Cedric Coward,Points,12.5,15.1,over,2.6
Mikal Bridges,Points,14.5,16.9,over,2.4
Sam Hauser,Points,7.5,9.8,over,2.3
RJ Barrett,Points,19.5,21.7,over,2.2
Tyrese Maxey,Points,30.5,27.3,under,-2.2
Aaron Nesmith,Points,17.5,14.3,under,-2.2
Ace Bailey,Points,10.5,12.6,over,2.1
Christian Braun,Points,12.5,14.6,over,2.1
Cam Spencer,Points,8.5,10.4,over,1.9
Andre Drummond,Points,8.5,10.4,over,1.9
Anfernee Simons,Points,14.5,16.4,over,1.9
Isaiah Joe,Points,11.5,13.2,over,1.7
Jonathan Kuminga,Points,14.5,16.2,over,1.7
Brandon Ingram,Points,20.5,22.1,over,1.6
Lauri Markkanen,Points,26.5,23.9,under,-1.6
Jarace Walker,Points,12.5,11,under,-1.5
Tyrese Martin,Points,9.5,7.1,under,-1.4
Andrew Nembhard,Points,15.5,13.1,under,-1.4
Drake Powell,Points,8.5,9.8,over,1.3
Adem Bona,Points,3.5,4.8,over,1.3
Ajay Mitchell,Points,15.5,16.7,over,1.2
Jaylen Brown,Points,27.5,25.3,under,-1.2
Neemias Queta,Points,8.5,9.7,over,1.2
Isaiah Jackson,Points,9.5,8.3,under,-1.2
Draymond Green,Points,7.5,8.6,over,1.1
Stephen Curry,Points,23.5,22.5,under,-1
Alex Caruso,Points,7.5,6.5,under,-1
Josh Minott,Points,8.5,9.5,over,1
Jaylin Williams,Points,6.5,5.6,under,-0.9
Russell Westbrook III,Points,12.5,11.6,under,-0.9
OG Anunoby,Points,16.5,17.3,over,0.8
Miles McBride,Points,8.5,9.3,over,0.8
Isaiah Hartenstein,Points,10.5,11.3,over,0.8
Kelly Oubre Jr.,Points,14.5,15.3,over,0.8
VJ Edgecombe,Points,15.5,16.3,over,0.8
Dennis Schroder,Points,11.5,12.3,over,0.8
Karl-Anthony Towns,Points,22.5,23.2,over,0.7
Svi Mykhailiuk,Points,9.5,10.2,over,0.7
Al Horford,Points,5.5,6.1,over,0.6
Will Richard,Points,6.5,7.1,over,0.6
Jay Huff,Points,6.5,5.9,under,-0.6
Jonas Valanciunas,Points,7.5,6.9,under,-0.6
Ziaire Williams,Points,9.5,10,over,0.5
Gradey Dick,Points,7.5,8,over,0.5
Derrick White,Points,17.5,17,under,-0.5
Luka Garza,Points,6.5,6,under,-0.5
Malik Monk,Points,12.5,13,over,0.5
Scottie Barnes,Points,19.5,19.9,over,0.4
Buddy Hield,Points,7.5,6.1,under,-0.4
Chet Holmgren,Points,17.5,17.9,over,0.4
Cason Wallace,Points,8.5,8.9,over,0.4
Aaron Gordon,Points,17.5,17.9,over,0.4
Nic Claxton,Points,13.5,13.2,under,-0.3
Jordan Clarkson,Points,9.5,8.2,under,-0.3
Josh Hart,Points,9.5,9.2,under,-0.3
DeMar DeRozan,Points,19.5,19.8,over,0.3
Jamal Murray,Points,21.5,21.8,over,0.3
Jalen Brunson,Points,25.5,25.7,over,0.2
Payton Pritchard,Points,16.5,15.3,under,-0.2
Isaiah Collier,Points,6.5,6.7,over,0.2
Terance Mann,Points,9.5,9.6,over,0.1
Shai Gilgeous-Alexander,Points,31.5,31.6,over,0.1
Brandin Podziemski,Points,10.5,10.6,over,0.1
