player,prop,line,proj,side,diff
Dennis Schroder,Points,11.5,15.2,over,3.7
Duncan Robinson,Points,9.5,12.6,over,3.1
Zion Williamson,Points,24.5,27.5,over,3
Deni Avdija,Points,21.5,18.7,under,-2.8
Evan Mobley,Points,19.5,16.8,under,-2.7
Tim Hardaway Jr.,Points,10.5,13.2,over,2.7
Donte DiVincenzo,Points,15.5,12.8,under,-2.7
Jalen Johnson,Points,18.5,16,under,-2.5
Russell Westbrook III,Points,11.5,13.8,over,2.3
Nickeil Alexander-Walker,Points,12.5,10.3,under,-2.2
Cade Cunningham,Points,25.5,23.4,under,-2.1
Franz Wagner,Points,21.5,23.6,over,2.1
Bruce Brown Jr.,Points,5.5,7.4,over,1.9
Ausar Thompson,Points,13.5,11.7,under,-1.8
Ace Bailey,Points,6.5,8.3,over,1.8
Mark Williams,Points,12.5,14.3,over,1.8
DeMar DeRozan,Points,19.5,21.2,over,1.7
Christian Braun,Points,12.5,14.2,over,1.7
Mike Conley,Points,9.5,6.8,under,-1.7
Pascal Siakam,Points,25.5,23.9,under,-1.6
Sam Hauser,Points,8.5,10,over,1.5
Jabari Smith Jr.,Points,13.5,15,over,1.5
Ayo Dosunmu,Points,13.5,11,under,-1.5
Brandon Ingram,Points,19.5,20.9,over,1.4
Scottie Barnes,Points,17.5,18.9,over,1.4
Reed Sheppard,Points,9.5,10.9,over,1.4
Jay Huff,Points,8.5,7.1,under,-1.4
Jarace Walker,Points,11.5,9.1,under,-1.4
Lauri Markkanen,Points,23.5,22.1,under,-1.4
Saddiq Bey,Points,9.5,10.9,over,1.4
Jamal Murray,Points,22.5,23.8,over,1.3
Trey Murphy III,Points,17.5,18.8,over,1.3
Jeremiah Fears,Points,8.5,9.8,over,1.3
Collin Gillespie,Points,9.5,10.8,over,1.3
Anfernee Simons,Points,14.5,15.7,over,1.2
Ben Saraf,Points,6.5,4.3,under,-1.2
Brice Sensabaugh,Points,11.5,12.7,over,1.2
Aaron Gordon,Points,16.5,17.7,over,1.2
Grayson Allen,Points,16.5,15.3,under,-1.2
Derrick White,Points,20.5,17.4,under,-1.1
Immanuel Quickley,Points,16.5,17.6,over,1.1
D'Angelo Russell,Points,12.5,13.6,over,1.1
Tony Bradley,Points,8.5,9.6,over,1.1
Isaiah Stewart,Points,7.5,6.5,under,-1
Jalen Duren,Points,12.5,11.5,under,-1
Josh Okogie,Points,8.5,9.5,over,1
Cooper Flagg,Points,15.5,16.5,over,1
Svi Mykhailiuk,Points,9.5,8.5,under,-1
Donovan Clingan,Points,9.5,10.5,over,1
Tristan da Silva,Points,6.5,7.4,over,0.9
Kevin Durant,Points,25.5,26.4,over,0.9
Sandro Mamukelashvili,Points,9.5,10.4,over,0.9
RayJ Dennis,Points,10.5,9.6,under,-0.9
Walter Clayton Jr.,Points,8.5,9.4,over,0.9
Ryan Dunn,Points,8.5,9.4,over,0.9
Wendell Carter Jr.,Points,10.5,9.7,under,-0.8
Jalen Suggs,Points,11.5,12.3,over,0.8
Jamal Shead,Points,5.5,6.3,over,0.8
Zaccharie Risacher,Points,10.5,11.3,over,0.8
Tre Jones,Points,12.5,10.7,under,-0.8
Matisse Thybulle,Points,4.5,3.7,under,-0.8
