player,prop,line,proj,side,diff
Julius Randle,Points,19.5,22.5,over,3
Jalen Brunson,Points,26.5,29.3,over,2.8
AJ Green,Points,10.5,7.7,under,-2.8
Ace Bailey,Points,18.5,15.7,under,-2.8
Zion Williamson,Points,21.5,24.2,over,2.7
Pascal Siakam,Points,22.5,18.9,under,-2.6
Gary Trent Jr.,Points,11.5,8.9,under,-2.6
LaMelo Ball,Points,20.5,23,over,2.5
Brandon Miller,Points,20.5,22.8,over,2.3
Neemias Queta,Points,9.5,11.8,over,2.3
Kyle Filipowski,Points,17.5,13.3,under,-2.2
Amen Thompson,Points,18.5,20.6,over,2.1
Paul George,Points,16.5,18.5,over,2
Tyrese Maxey,Points,26.5,28.5,over,2
Coby White,Points,16.5,13.6,under,-1.9
Kelly Oubre Jr.,Points,10.5,12.4,over,1.9
Josh Hart,Points,13.5,11.6,under,-1.9
Miles Bridges,Points,15.5,17.3,over,1.8
Nolan Traore,Points,11.5,9.7,under,-1.8
Jalen Suggs,Points,14.5,16.3,over,1.8
Ayo Dosunmu,Points,14.5,16.2,over,1.7
Bones Hyland,Points,9.5,11.2,over,1.7
Patrick Williams,Points,6.5,4.8,under,-1.7
GG Jackson II,Points,16.5,13.8,under,-1.7
Brice Sensabaugh,Points,20.5,18.8,under,-1.7
Brandon Williams,Points,13.5,15.2,over,1.7
Reed Sheppard,Points,15.5,17.1,over,1.6
Nickeil Alexander-Walker,Points,19.5,21,over,1.5
Ben Saraf,Points,10.5,8,under,-1.5
Rayan Rupert,Points,8.5,7,under,-1.5
Jabari Smith Jr.,Points,15.5,17,over,1.5
Trey Murphy III,Points,20.5,22,over,1.5
Myles Turner,Points,12.5,10.1,under,-1.4
Naji Marshall,Points,17.5,15.1,under,-1.4
Sion James,Points,5.5,4.2,under,-1.3
Naz Reid,Points,12.5,13.8,over,1.3
VJ Edgecombe,Points,13.5,14.8,over,1.3
Scottie Barnes,Points,18.5,19.8,over,1.3
Luka Garza,Points,6.5,7.8,over,1.3
Devin Carter,Points,13.5,14.8,over,1.3
Jordan Clarkson,Points,6.5,5.3,under,-1.2
Matas Buzelis,Points,17.5,16.3,under,-1.2
Derrick White,Points,15.5,16.7,over,1.2
Alperen Sengun,Points,20.5,21.7,over,1.2
Collin Sexton,Points,15.5,16.6,over,1.1
Jamal Shead,Points,8.5,9.6,over,1.1
Payton Pritchard,Points,15.5,16.6,over,1.1
Sam Hauser,Points,8.5,9.6,over,1.1
Khris Middleton,Points,9.5,10.6,over,1.1
Rudy Gobert,Points,10.5,11.5,over,1
Noah Clowney,Points,10.5,9.5,under,-1
Cedric Coward,Points,14.5,13.5,under,-1
Kon Knueppel,Points,18.5,19.4,over,0.9
Gabe Vincent,Points,4.5,3.6,under,-0.9
Jalen Johnson,Points,22.5,23.4,over,0.9
Jeremiah Fears,Points,14.5,15.4,over,0.9
Nique Clifford,Points,13.5,11.6,under,-0.9
Obi Toppin,Points,10.5,8.7,under,-0.8
Landry Shamet,Points,8.5,9.3,over,0.8
Tre Jones,Points,14.5,11.7,under,-0.8
Paolo Banchero,Points,23.5,24.3,over,0.8
Kyle Anderson,Points,4.5,5.2,over,0.7
Javon Small,Points,12.5,11.8,under,-0.7
Klay Thompson,Points,9.5,10.2,over,0.7
Ryan Nembhard,Points,7.5,6.8,under,-0.7
Moussa Diabate,Points,8.5,9.1,over,0.6
Jonathan Kuminga,Points,11.5,12.1,over,0.6
Jose Alvarado,Points,4.5,3.9,under,-0.6
Wendell Carter Jr.,Points,11.5,12.1,over,0.6
Max Christie,Points,10.5,11.1,over,0.6
Saddiq Bey,Points,19.5,17.9,under,-0.6
Mikal Bridges,Points,15.5,16,over,0.5
Nick Richards,Points,8.5,9,over,0.5
Miles McBride,Points,8.5,7,under,-0.5
Josh Giddey,Points,15.5,16,over,0.5
Collin Murray-Boyles,Points,8.5,8,under,-0.5
Jericho Sims,Points,6.5,5,under,-0.5
Tristan da Silva,Points,9.5,10,over,0.5
Jay Huff,Points,9.5,9.1,under,-0.4
Zaccharie Risacher,Points,7.5,7.9,over,0.4
OG Anunoby,Points,18.5,18.9,over,0.4
Isaac Okoro,Points,9.5,8.1,under,-0.4
Daniel Gafford,Points,11.5,11.9,over,0.4
Yves Missi,Points,7.5,6.1,under,-0.4
Quenton Jackson,Points,10.5,10.8,over,0.3
Brandon Ingram,Points,21.5,21.8,over,0.3
Jakob Poeltl,Points,12.5,12.8,over,0.3
RJ Barrett,Points,21.5,21.8,over,0.3
Sandro Mamukelashvili,Points,12.5,11.2,under,-0.3
Taylor Hendricks,Points,9.5,9.2,under,-0.3
Clint Capela,Points,4.5,4.2,under,-0.3
Ben Sheppard,Points,8.5,7.3,under,-0.2
Kobe Brown,Points,10.5,10.3,under,-0.2
Adem Bona,Points,6.5,6.7,over,0.2
Nic Claxton,Points,9.5,9.7,over,0.2
Aaron Holiday,Points,6.5,5.3,under,-0.2
Tari Eason,Points,11.5,11.7,over,0.2
Jevon Carter,Points,6.5,6.7,over,0.2
Desmond Bane,Points,21.5,21.7,over,0.2
Herbert Jones,Points,9.5,9.7,over,0.2
LaMelo Ball,Assists,6.5,7.9,over,1.4
Bones Hyland,Assists,2.5,3.7,over,1.2
Derrick White,Assists,4.5,5.6,over,1.1
Pete Nance,Assists,2.5,1.4,under,-1.1
Javon Small,Assists,5.5,4.5,under,-1
John Konchar,Assists,1.5,2.5,over,1
Obi Toppin,Assists,2.5,1.6,under,-0.9
GG Jackson II,Assists,2.5,1.6,under,-0.9
Jayson Tatum,Assists,4.5,5.4,over,0.9
Amen Thompson,Assists,5.5,6.4,over,0.9
Naz Reid,Assists,1.5,2.3,over,0.8
Terance Mann,Assists,2.5,1.7,under,-0.8
Jalen Johnson,Assists,7.5,8.3,over,0.8
Jevon Carter,Assists,2.5,1.7,under,-0.8
Devin Carter,Assists,3.5,4.3,over,0.8
Ben Sheppard,Assists,2.5,1.8,under,-0.7
Mikal Bridges,Assists,3.5,4.2,over,0.7
Mitchell Robinson,Assists,1.5,0.8,under,-0.7
Payton Pritchard,Assists,4.5,5.2,over,0.7
Klay Thompson,Assists,0.5,1.2,over,0.7
Trey Murphy III,Assists,4.5,3.8,under,-0.7
Jeremiah Fears,Assists,4.5,3.8,under,-0.7
RJ Barrett,Assists,3.5,4.1,over,0.6
Kyle Filipowski,Assists,3.5,2.9,under,-0.6
Wendell Carter Jr.,Assists,1.5,2.1,over,0.6
Franz Wagner,Assists,3.5,2.9,under,-0.6
Moussa Diabate,Assists,2.5,2,under,-0.5
Kam Jones,Assists,4.5,5,over,0.5
Quentin Grimes,Assists,2.5,3,over,0.5
Matas Buzelis,Assists,1.5,2,over,0.5
Naji Marshall,Assists,3.5,3,under,-0.5
Ryan Nembhard,Assists,6.5,5,under,-0.5
Precious Achiuwa,Assists,1.5,2,over,0.5
Herbert Jones,Assists,3.5,3,under,-0.5
Coby White,Assists,3.5,3.1,under,-0.4
Mouhamed Gueye,Assists,0.5,0.9,over,0.4
Zaccharie Risacher,Assists,0.5,0.9,over,0.4
Ben Saraf,Assists,3.5,3.9,over,0.4
Drake Powell,Assists,1.5,1.9,over,0.4
Josh Hart,Assists,4.5,4.9,over,0.4
Tre Jones,Assists,4.5,4.9,over,0.4
Josh Giddey,Assists,9.5,8.1,under,-0.4
Sandro Mamukelashvili,Assists,1.5,1.9,over,0.4
Ace Bailey,Assists,2.5,2.1,under,-0.4
Zion Williamson,Assists,3.5,3.9,over,0.4
Pascal Siakam,Assists,3.5,3.2,under,-0.3
Quenton Jackson,Assists,3.5,3.2,under,-0.3
Kobe Brown,Assists,2.5,2.2,under,-0.3
Rudy Gobert,Assists,1.5,1.8,over,0.3
Ayo Dosunmu,Assists,4.5,4.2,under,-0.3
Rayan Rupert,Assists,1.5,1.2,under,-0.3
Jabari Smith Jr.,Assists,2.5,2.2,under,-0.3
Derik Queen,Assists,3.5,3.8,over,0.3
Paul George,Assists,3.5,3.7,over,0.2
Nolan Traore,Assists,4.5,4.3,under,-0.2
Jalen Brunson,Assists,7.5,7.7,over,0.2
Isaac Okoro,Assists,1.5,1.3,under,-0.2
Brandon Ingram,Assists,3.5,3.7,over,0.2
Ja'Kobe Walter,Assists,1.5,1.7,over,0.2
Cedric Coward,Assists,2.5,2.7,over,0.2
Jaylen Brown,Assists,5.5,5.7,over,0.2
Brice Sensabaugh,Assists,3.5,2.3,under,-0.2
Jalen Suggs,Assists,6.5,5.8,under,-0.2
Brandon Williams,Assists,4.5,4.3,under,-0.2
Max Christie,Assists,1.5,1.7,over,0.2
Yves Missi,Assists,1.5,1.3,under,-0.2
Maxime Raynaud,Assists,1.5,1.7,over,0.2
Dylan Cardwell,Assists,1.5,1.3,under,-0.2
Brandon Miller,Assists,3.5,3.6,over,0.1
Kyle Anderson,Assists,2.5,2.4,under,-0.1
Tyrese Maxey,Assists,6.5,6.6,over,0.1
VJ Edgecombe,Assists,3.5,3.6,over,0.1
Guerschon Yabusele,Assists,1.5,1.4,under,-0.1
OG Anunoby,Assists,2.5,2.6,over,0.1
Landry Shamet,Assists,1.5,1.4,under,-0.1
Nick Richards,Assists,0.5,0.6,over,0.1
Jakob Poeltl,Assists,2.5,2.6,over,0.1
Kevin Durant,Assists,5.5,5.6,over,0.1
Reed Sheppard,Assists,4.5,4.6,over,0.1
Desmond Bane,Assists,4.5,4.6,over,0.1
Paolo Banchero,Assists,5.5,5.6,over,0.1
Tristan da Silva,Assists,1.5,1.6,over,0.1
Cooper Flagg,Assists,4.5,4.4,under,-0.1
DeMar DeRozan,Assists,4.5,4.4,under,-0.1
Saddiq Bey,Assists,2.5,2.6,over,0.1
Clint Capela,Rebounds,3.5,5.2,over,1.7
Neemias Queta,Rebounds,8.5,10,over,1.5
Jericho Sims,Rebounds,7.5,6.1,under,-1.4
LaMelo Ball,Rebounds,4.5,5.7,over,1.2
Amen Thompson,Rebounds,7.5,8.6,over,1.1
Naz Reid,Rebounds,5.5,6.5,over,1
Jaylen Brown,Rebounds,6.5,7.5,over,1
Ousmane Dieng,Rebounds,5.5,4.5,under,-1
Quenton Jackson,Rebounds,3.5,2.6,under,-0.9
Julius Randle,Rebounds,6.5,7.4,over,0.9
Matas Buzelis,Rebounds,6.5,5.6,under,-0.9
Scottie Barnes,Rebounds,7.5,8.4,over,0.9
Brandon Williams,Rebounds,2.5,3.4,over,0.9
Bones Hyland,Rebounds,1.5,2.3,over,0.8
RJ Barrett,Rebounds,5.5,6.3,over,0.8
Collin Murray-Boyles,Rebounds,5.5,4.7,under,-0.8
Jabari Smith Jr.,Rebounds,6.5,7.3,over,0.8
Devin Carter,Rebounds,4.5,5.3,over,0.8
Nique Clifford,Rebounds,4.5,5.3,over,0.8
Coby White,Rebounds,3.5,2.8,under,-0.7
Mikal Bridges,Rebounds,3.5,4.2,over,0.7
Tre Jones,Rebounds,3.5,2.8,under,-0.7
Paolo Banchero,Rebounds,8.5,9.2,over,0.7
Zion Williamson,Rebounds,5.5,6.2,over,0.7
Moussa Diabate,Rebounds,9.5,10.1,over,0.6
Ben Sheppard,Rebounds,3.5,2.9,under,-0.6
Kobe Brown,Rebounds,5.5,4.9,under,-0.6
Ayo Dosunmu,Rebounds,4.5,3.9,under,-0.6
Zaccharie Risacher,Rebounds,3.5,2.9,under,-0.6
Cedric Coward,Rebounds,5.5,6.1,over,0.6
Sam Hauser,Rebounds,3.5,4.1,over,0.6
Baylor Scheierman,Rebounds,4.5,3.9,under,-0.6
Alperen Sengun,Rebounds,8.5,9.1,over,0.6
Klay Thompson,Rebounds,2.5,1.9,under,-0.6
Daniel Gafford,Rebounds,7.5,8.1,over,0.6
