player,prop,line,proj,side,diff
LeBron James,Points,22.5,26,over,3.5
AJ Green,Points,6.5,9.6,over,3.1
Jalen Green,Points,18.5,20.8,over,2.3
Tyus Jones,Points,10.5,12.6,over,2.1
Jabari Smith Jr.,Points,11.5,13.4,over,1.9
Devin Booker,Points,25.5,27.3,over,1.8
Keldon Johnson,Points,12.5,14.2,over,1.7
Kevin Durant,Points,23.5,25.2,over,1.7
Ayo Dosunmu,Points,13.5,15.1,over,1.6
Haywood Highsmith,Points,5.5,7.1,over,1.6
Mike Conley,Points,8.5,10.1,over,1.6
Coby White,Points,19.5,21,over,1.5
Stephon Castle,Points,13.5,15,over,1.5
Grayson Allen,Points,9.5,10.9,over,1.4
Brook Lopez,Points,13.5,12.2,under,-1.3
Alperen Sengun,Points,18.5,19.8,over,1.3
Lauri Markkanen,Points,21.5,22.8,over,1.3
Josh Giddey,Points,12.5,13.7,over,1.2
Matas Buzelis,Points,7.5,8.6,over,1.1
Donte DiVincenzo,Points,11.5,10.4,under,-1.1
Rui Hachimura,Points,11.5,12.6,over,1.1
Giannis Antetokounmpo,Points,29.5,30.4,over,0.9
Collin Sexton,Points,18.5,19.4,over,0.9
Bam Adebayo,Points,17.5,18.3,over,0.8
Dillon Brooks,Points,11.5,12.3,over,0.8
Harrison Barnes,Points,12.5,13.3,over,0.8
Jordan Poole,Points,20.5,21.2,over,0.7
Dalen Terry,Points,4.5,5.2,over,0.7
Jonas Valanciunas,Points,11.5,10.9,under,-0.6
Gary Trent Jr.,Points,12.5,13.1,over,0.6
Julian Champagnie,Points,11.5,12.1,over,0.6
Victor Wembanyama,Points,26.5,27.1,over,0.6
Bub Carrington,Points,8.5,8,under,-0.5
Alex Sarr,Points,11.5,12,over,0.5
Jaime Jaquez Jr.,Points,8.5,8,under,-0.5
Julius Randle,Points,20.5,21,over,0.5
Nickeil Alexander-Walker,Points,7.5,8,over,0.5
Isaiah Collier,Points,5.5,5,under,-0.5
Naz Reid,Points,11.5,11.9,over,0.4
Amen Thompson,Points,10.5,10.9,over,0.4
Royce O'Neale,Points,7.5,7.9,over,0.4
Nikola Vucevic,Points,20.5,20.2,under,-0.3
Bilal Coulibaly,Points,13.5,13.2,under,-0.3
Rudy Gobert,Points,11.5,11.8,over,0.3
Tari Eason,Points,10.5,10.8,over,0.3
John Collins,Points,18.5,17.2,under,-0.3
Kyle Kuzma,Points,22.5,22.6,over,0.1
Taurean Prince,Points,9.5,8.4,under,-0.1
Tyler Herro,Points,22.5,20.4,under,-0.1
Jaden McDaniels,Points,10.5,10.6,over,0.1
Tre Jones,Points,6.5,6.6,over,0.1
Dalton Knecht,Points,11.5,11.6,over,0.1
Grayson Allen,Assists,0.5,2.2,over,1.7
Victor Wembanyama,Assists,3.5,4.8,over,1.3
Tyus Jones,Assists,6.5,7.8,over,1.3
Royce O'Neale,Assists,1.5,2.7,over,1.2
Giannis Antetokounmpo,Assists,5.5,6.5,over,1
Josh Giddey,Assists,6.5,5.7,under,-0.8
Jaime Jaquez Jr.,Assists,2.5,1.7,under,-0.8
John Collins,Assists,2.5,1.7,under,-0.8
Keldon Johnson,Assists,1.5,2.3,over,0.8
Jalen Green,Assists,2.5,3.2,over,0.7
Jabari Smith Jr.,Assists,0.5,1.2,over,0.7
Bub Carrington,Assists,3.5,4.1,over,0.6
Alex Sarr,Assists,2.5,1.9,under,-0.6
Tari Eason,Assists,0.5,1.1,over,0.6
Jonas Valanciunas,Assists,1.5,2,over,0.5
Bilal Coulibaly,Assists,2.5,3,over,0.5
Haywood Highsmith,Assists,0.5,1,over,0.5
AJ Green,Assists,0.5,1,over,0.5
Nickeil Alexander-Walker,Assists,2.5,2,under,-0.5
Isaiah Collier,Assists,3.5,4,over,0.5
Stephon Castle,Assists,4.5,4,under,-0.5
Coby White,Assists,4.5,4.9,over,0.4
Dalen Terry,Assists,1.5,1.1,under,-0.4
Rudy Gobert,Assists,1.5,1.1,under,-0.4
Julius Randle,Assists,4.5,4.1,under,-0.4
Naz Reid,Assists,1.5,1.1,under,-0.4
Lauri Markkanen,Assists,2.5,2.1,under,-0.4
Tre Jones,Assists,3.5,3.9,over,0.4
Julian Champagnie,Assists,1.5,1.9,over,0.4
Josh Okogie,Assists,0.5,0.8,over,0.3
Rui Hachimura,Assists,1.5,1.2,under,-0.3
Nikola Vucevic,Assists,3.5,3.3,under,-0.2
Jordan Poole,Assists,5.5,5.7,over,0.2
Ayo Dosunmu,Assists,4.5,4.3,under,-0.2
Corey Kispert,Assists,1.5,1.7,over,0.2
Bobby Portis Jr.,Assists,1.5,1.3,under,-0.2
Jaden McDaniels,Assists,1.5,1.3,under,-0.2
Brook Lopez,Assists,1.5,1.4,under,-0.1
Taurean Prince,Assists,1.5,1.6,over,0.1
Bam Adebayo,Assists,3.5,3.6,over,0.1
Gary Trent Jr.,Assists,1.5,1.6,over,0.1
Duncan Robinson,Assists,1.5,1.6,over,0.1
