NAME,CATEGORY,LINE,LAST 5,HIT RATE % LAST 5,LAST 10,HIT RATE % LAST 10,LAST 15,HIT RATE % LAST 15
Tre Mann,player_turnovers,1.5,3,0.6,5,0.5,7,0.47
Giannis Antetokounmpo,player_turnovers,3.5,2,0.4,2,0.2,3,0.2
Jonathan Kuminga,player_turnovers,1.5,3,0.6,6,0.6,7,0.47
Cole Anthony,player_turnovers,1.5,1,0.2,1,0.1,6,0.4
Taurean Prince,player_turnovers,0.5,3,0.6,6,0.6,9,0.6
Kyshawn George,player_turnovers,2.5,2,0.4,3,0.3,3,0.2
Isaiah Hartenstein,player_turnovers,1.5,3,0.6,3,0.3,7,0.47
Bam Adebayo,player_turnovers,2.5,2,0.4,2,0.2,4,0.27
Harrison Barnes,player_turnovers,0.5,3,0.6,5,0.5,8,0.53
