,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__GSW,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__SAC,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CLE,OPP__DEN,OPP__GSW,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__PHI,OPP__PHX,OPP__SAC,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
139,Duncan Robinson,1629130,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,26,14,3,5,5,8,0.625,4,6,0.667,0,0,,0,5,0,0,2,2,10,22.5,1.75,0.875,F,,131.5,132.4,115.1,114.7,16.4,0.0,0.179,0.104,0.13,0.875,1.5,0.172,0.875,100.16,100.31,0.101,54,83.59,0.173,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749.0,117.17249327698808,104.12,104.32,104.52,1,1,6-7,215.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,2,6.0,2.0,1.0,0.0,0.17,0.08,0.15,12.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,6.0,2.0,1.0,0.0,0.17,0.08,0.15,12.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,6.0,2.0,1.0,0.0,0.17,0.08,0.15,12.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,3.0,3.0,1.0,,,,0,1.11,2.8,1.69,0.06,0.0,-0.06,1.06,2.8,1.74,0.03,0.07,0.04,0.21,0.14,-0.07,94.37,105.84,11.47,0.78,1.2,0.42,MIA-MIL,1,2,First Round,112.1,145.5,0.21539999999999998,4,1610612749,4,1610612749,112.2,1610612749,110.9,1610612749.0,112.15,1610612749.0,114.9,0.46525,102.926,1610612749,104.106,103.51599999999999,0,1
140,Gabe Vincent,1629216,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,21,16,3,0,6,12,0.5,4,9,0.444,0,1,0.0,0,0,0,0,1,0,-23,19.5,1.286,0.6666666666666666,G,,102.2,103.3,155.6,150.7,-53.4,0.0,0.0,0.0,0.25,0.667,3.0,0.271,0.643,105.1,104.0,0.088,46,86.67,0.274,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749.0,117.17249327698808,104.12,104.32,104.52,1,1,6-2,200.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2,33.0,6.0,5.0,0.04,0.03,0.03,0.12,69.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,33.0,6.0,5.0,0.04,0.03,0.03,0.12,69.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,33.0,6.0,5.0,0.04,0.03,0.03,0.12,69.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,1.0,1.0,2.0,,,,0,1.53,1.0,-0.53,0.35,0.4,0.05,1.18,0.6,-0.58,0.02,0.02,0.0,0.19,0.21,0.02,94.84,105.84,11.0,1.12,2.4,1.28,MIA-MIL,1,2,First Round,112.1,145.5,0.21539999999999998,4,1610612749,4,1610612749,112.2,1610612749,110.9,1610612749.0,112.15,1610612749.0,114.9,0.46525,102.926,1610612749,104.106,103.51599999999999,0,1
141,Haywood Highsmith,1629312,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,12,2,1,2,1,2,0.5,0,1,0.0,0,0,,1,1,2,1,0,0,17,14.9,1.0,0.5,,,148.0,146.1,80.0,84.2,68.0,0.125,0.067,0.087,0.077,0.5,0.0,0.074,0.5,98.16,100.0,0.088,25,83.33,0.073,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749.0,117.17249327698808,104.12,104.32,104.52,1,0,6-5,220.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,12.0,2.0,1.0,0.12,0.07,0.09,0.07,25.0,84.0,36.0,0.54,0.44,45.0,0.54,104.52,12.0,2.0,1.0,0.12,0.07,0.09,0.07,25.0,84.0,36.0,0.54,0.44,45.0,0.54,104.52,12.0,2.0,1.0,0.12,0.07,0.09,0.07,25.0,84.0,36.0,0.54,0.44,45.0,0.54,104.52,1.0,2.0,,,,,0,1.29,1.5,0.21,0.64,0.25,-0.39,0.64,1.25,0.61,0.07,0.08,0.01,0.07,0.12,0.05,94.02,106.06,12.04,0.14,0.0,-0.14,MIA-MIL,1,2,First Round,112.1,145.5,0.21539999999999998,4,1610612749,4,1610612749,112.2,1610612749,110.9,1610612749.0,112.15,1610612749.0,114.9,0.46525,102.926,1610612749,104.106,103.51599999999999,0,1
142,Max Strus,1629622,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,31,4,1,5,1,4,0.25,1,4,0.25,1,1,1.0,2,3,2,0,0,1,-27,17.5,0.901,0.375,G,,108.8,105.8,148.5,144.8,-39.7,0.059,0.111,0.082,0.038,0.375,0.0,0.055,0.45,106.65,103.84,0.039,68,86.53,0.053,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749.0,117.17249327698808,104.12,104.32,104.52,1,1,6-5,215.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2,38.0,5.0,3.0,0.0,0.12,0.07,0.07,80.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,38.0,5.0,3.0,0.0,0.12,0.07,0.07,80.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,38.0,5.0,3.0,0.0,0.12,0.07,0.07,80.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,0.0,5.0,5.0,,,,0,3.61,3.6,-0.01,0.56,0.8,0.24,3.06,2.8,-0.26,0.06,0.05,-0.01,0.16,0.08,-0.08,94.37,105.84,11.47,0.17,0.6,0.43,MIA-MIL,1,2,First Round,112.1,145.5,0.21539999999999998,4,1610612749,4,1610612749,112.2,1610612749,110.9,1610612749.0,112.15,1610612749.0,114.9,0.46525,102.926,1610612749,104.106,103.51599999999999,0,1
143,Nickeil Alexander-Walker,1629638,MIN @ DEN,MIN,1610612750,DEN,0,42200142,2023-04-19,L,27,5,2,2,2,6,0.333,1,5,0.2,0,0,,0,2,1,0,2,2,-5,11.4,0.833,0.4166666666666667,,,115.4,116.7,125.0,120.7,-9.6,0.0,0.1,0.049,0.095,0.417,1.0,0.143,0.417,94.83,93.72,0.02,52,78.1,0.144,"APR 19, 2023",240,40,79,0.506,14,31,0.452,19,23,0.826,9,26,35,24,4,5,13,25,113,121.34879725085908,6.0,1.0,36.0,0.5411764705882353,1610612743.0,121.34879725085908,93.12,95.06,97.0,1,0,6-5,205.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,2,24.0,6.0,2.0,0.0,0.03,0.02,0.14,46.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,24.0,6.0,2.0,0.0,0.03,0.02,0.14,46.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,24.0,6.0,2.0,0.0,0.03,0.02,0.14,46.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,2.0,1.5,1.0,,,,1,2.25,1.0,-1.25,0.25,0.0,-0.25,2.0,1.0,-1.0,0.04,0.02,-0.02,0.12,0.14,0.02,98.58,95.26,-3.32,1.0,0.0,-1.0,DEN-MIN,1,2,First Round,121.5,129.48,0.2182,4,1610612743,5,1610612743,123.9,1610612743,128.2,1610612743.0,117.15,1610612743.0,128.8,0.5,96.226,1610612743,95.902,96.064,0,1
144,Jaylen Nowell,1629669,MIN @ DEN,MIN,1610612750,DEN,0,42200142,2023-04-19,L,16,2,0,0,1,5,0.2,0,1,0.0,0,0,,0,0,0,0,0,0,-4,2.0,0.4,0.2,,,100.0,103.5,116.7,115.9,-16.7,0.0,0.0,0.0,0.0,0.2,0.0,0.139,0.2,91.09,92.37,-0.041,31,76.97,0.147,"APR 19, 2023",240,40,79,0.506,14,31,0.452,19,23,0.826,9,26,35,24,4,5,13,25,113,121.34879725085908,6.0,1.0,36.0,0.5411764705882353,1610612743.0,121.34879725085908,93.12,95.06,97.0,1,0,6-4,201.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,22.0,10.0,4.0,0.04,0.0,0.02,0.25,45.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,22.0,10.0,4.0,0.04,0.0,0.02,0.25,45.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,22.0,10.0,4.0,0.04,0.0,0.02,0.25,45.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,1.0,0.5,1.0,,,,1,1.0,1.0,0.0,0.75,1.0,0.25,0.25,0.0,-0.25,0.06,0.02,-0.04,0.19,0.25,0.06,98.58,95.26,-3.32,0.25,1.0,0.75,DEN-MIN,1,2,First Round,121.5,129.48,0.2182,4,1610612743,5,1610612743,123.9,1610612743,128.2,1610612743.0,117.15,1610612743.0,128.8,0.5,96.226,1610612743,95.902,96.064,0,1
145,John Konchar,1629723,MEM vs. LAL,MEM,1610612763,LAL,1,42200152,2023-04-19,W,14,2,3,2,1,3,0.333,0,1,0.0,0,0,,2,0,1,2,0,1,-1,17.9,0.667,0.3333333333333333,,,92.6,89.7,89.7,91.2,2.9,0.133,0.0,0.067,0.3,0.333,0.0,0.097,0.333,95.42,94.75,0.122,27,78.96,0.1,"APR 19, 2023",240,38,89,0.427,11,36,0.306,16,21,0.762,11,38,49,24,4,6,10,20,103,105.92348827642944,5.0,7.0,47.0,0.4117647058823529,1610612747.0,105.92348827642944,97.24,96.24,95.24,1,0,6-5,210.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,1.0,4.0,0.0,,,,1,2.5,0.0,-2.5,1.0,0.0,-1.0,1.5,0.0,-1.5,0.1,0.0,-0.1,0.08,0.0,-0.08,100.98,102.54,1.56,0.25,0.0,-0.25,LAL-MEM,1,2,First Round,106.8,93.08,0.23760000000000003,4,1610612747,5,1610612747,98.3,1610612747,103.05000000000001,1610612747.0,95.13333333333333,1610612747.0,105.3,0.2666,96.07000000000001,1610612747,96.1,96.08500000000001,0,1
146,Anthony Edwards,1630162,MIN @ DEN,MIN,1610612750,DEN,0,42200142,2023-04-19,L,42,41,4,2,14,23,0.609,6,10,0.6,7,8,0.875,1,1,2,3,1,4,-3,63.4,1.546,0.7391304347826086,G,,128.0,130.7,130.1,129.2,-2.1,0.031,0.029,0.03,0.167,0.739,4.0,0.318,0.773,94.3,94.93,0.181,82,79.11,0.324,"APR 19, 2023",240,40,79,0.506,14,31,0.452,19,23,0.826,9,26,35,24,4,5,13,25,113,121.34879725085908,6.0,1.0,36.0,0.5411764705882353,1610612743.0,121.34879725085908,93.12,95.06,97.0,1,1,6-4,225.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2,28.0,15.0,6.0,0.0,0.07,0.04,0.32,52.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,28.0,15.0,6.0,0.0,0.07,0.04,0.32,52.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,28.0,15.0,6.0,0.0,0.07,0.04,0.32,52.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,7.0,2.0,2.0,,,,1,5.75,2.0,-3.75,0.75,0.0,-0.75,5.0,2.0,-3.0,0.07,0.04,-0.03,0.33,0.32,-0.01,98.58,95.26,-3.32,1.75,1.0,-0.75,DEN-MIN,1,2,First Round,121.5,129.48,0.2182,4,1610612743,5,1610612743,123.9,1610612743,128.2,1610612743.0,117.15,1610612743.0,128.8,0.5,96.226,1610612743,95.902,96.064,1,1
147,Xavier Tillman,1630214,MEM vs. LAL,MEM,1610612763,LAL,1,42200152,2023-04-19,W,32,22,3,13,10,13,0.769,1,2,0.5,1,2,0.5,5,8,0,0,0,1,10,42.1,1.585,0.8076923076923077,C,,111.3,112.8,95.2,92.8,16.1,0.152,0.2,0.178,0.2,0.808,0.0,0.197,0.793,94.58,94.01,0.274,62,78.34,0.202,"APR 19, 2023",240,38,89,0.427,11,36,0.306,16,21,0.762,11,38,49,24,4,6,10,20,103,105.92348827642944,5.0,7.0,47.0,0.4117647058823529,1610612747.0,105.92348827642944,97.24,96.24,95.24,1,1,6-7,245.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,2,22.0,4.0,1.0,0.0,0.12,0.06,0.08,44.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,22.0,4.0,1.0,0.0,0.12,0.06,0.08,44.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,22.0,4.0,1.0,0.0,0.12,0.06,0.08,44.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,8.0,12.0,3.0,,,,1,9.0,3.0,-6.0,3.4,0.0,-3.4,5.6,3.0,-2.6,0.13,0.06,-0.07,0.13,0.08,-0.05,102.97,102.54,-0.43,0.8,0.0,-0.8,LAL-MEM,1,2,First Round,106.8,93.08,0.23760000000000003,4,1610612747,5,1610612747,98.3,1610612747,103.05000000000001,1610612747.0,95.13333333333333,1610612747.0,105.3,0.2666,96.07000000000001,1610612747,96.1,96.08500000000001,0,1
148,Desmond Bane,1630217,MEM vs. LAL,MEM,1610612763,LAL,1,42200152,2023-04-19,W,35,17,1,4,6,18,0.333,1,6,0.167,4,4,1.0,0,4,0,0,5,4,8,18.3,0.86,0.3611111111111111,G,,100.0,101.0,88.7,89.9,11.3,0.0,0.098,0.051,0.048,0.361,0.2,0.305,0.43,95.97,97.12,0.009,71,80.93,0.319,"APR 19, 2023",240,38,89,0.427,11,36,0.306,16,21,0.762,11,38,49,24,4,6,10,20,103,105.92348827642944,5.0,7.0,47.0,0.4117647058823529,1610612747.0,105.92348827642944,97.24,96.24,95.24,1,1,6-5,215.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,2,37.0,18.0,6.0,0.03,0.11,0.07,0.27,75.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,37.0,18.0,6.0,0.03,0.11,0.07,0.27,75.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,37.0,18.0,6.0,0.03,0.11,0.07,0.27,75.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,4.5,5.0,5.0,,,,1,6.2,5.0,-1.2,1.2,1.0,-0.2,5.0,4.0,-1.0,0.07,0.07,0.0,0.26,0.27,0.01,102.97,102.54,-0.43,3.2,1.0,-2.2,LAL-MEM,1,2,First Round,106.8,93.08,0.23760000000000003,4,1610612747,5,1610612747,98.3,1610612747,103.05000000000001,1610612747.0,95.13333333333333,1610612747.0,105.3,0.2666,96.07000000000001,1610612747,96.1,96.08500000000001,0,1
149,Ziaire Williams,1630533,MEM vs. LAL,MEM,1610612763,LAL,1,42200152,2023-04-19,W,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,1,58.25,0.0,"APR 19, 2023",240,38,89,0.427,11,36,0.306,16,21,0.762,11,38,49,24,4,6,10,20,103,105.92348827642944,5.0,7.0,47.0,0.4117647058823529,1610612747.0,105.92348827642944,97.24,96.24,95.24,1,0,6-9,185.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,0.0,2.0,0.0,,,,1,0.67,0.0,-0.67,0.0,0.0,0.0,0.67,0.0,-0.67,0.02,0.0,-0.02,0.21,0.5,0.29,100.36,102.54,2.18,0.33,1.0,0.67,LAL-MEM,1,2,First Round,106.8,93.08,0.23760000000000003,4,1610612747,5,1610612747,98.3,1610612747,103.05000000000001,1610612747.0,95.13333333333333,1610612747.0,105.3,0.2666,96.07000000000001,1610612747,96.1,96.08500000000001,0,1
150,Austin Reaves,1630559,LAL @ MEM,LAL,1610612747,MEM,0,42200152,2023-04-19,L,37,12,4,5,5,12,0.417,1,3,0.333,1,3,0.333,1,4,0,0,1,2,-4,23.0,0.901,0.4583333333333333,G,,98.6,96.8,102.7,104.1,-4.1,0.022,0.1,0.058,0.182,0.458,4.0,0.163,0.45,95.22,94.96,0.065,73,79.13,0.166,"APR 19, 2023",240,35,85,0.412,7,26,0.269,16,21,0.762,11,36,47,21,5,7,12,19,93,97.64804703905922,4.0,6.0,49.0,0.4269662921348314,1610612763.0,97.64804703905922,95.24,96.24,97.24,1,1,6-5,197.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2,31.0,13.0,8.0,0.03,0.07,0.05,0.19,66.0,92.0,37.0,0.53,0.43,34.0,0.47,102.04,31.0,13.0,8.0,0.03,0.07,0.05,0.19,66.0,92.0,37.0,0.53,0.43,34.0,0.47,102.04,31.0,13.0,8.0,0.03,0.07,0.05,0.19,66.0,92.0,37.0,0.53,0.43,34.0,0.47,102.04,6.0,4.0,3.0,,,,0,4.5,4.0,-0.5,1.29,1.0,-0.29,3.21,3.0,-0.21,0.06,0.05,-0.01,0.18,0.18,0.0,100.88,99.39,-1.49,1.71,0.5,-1.21,LAL-MEM,1,2,First Round,95.84,98.3,0.2016,5,1610612763,4,1610612763,93.08,1610612763,90.89999999999999,1610612763.0,91.76666666666667,1610612763.0,97.5,0.3316,96.1,1610612763,96.07000000000001,96.08500000000001,0,1
151,Santi Aldama,1630583,MEM vs. LAL,MEM,1610612763,LAL,1,42200152,2023-04-19,W,14,0,2,7,0,3,0.0,0,2,0.0,0,0,,0,7,0,0,0,0,5,11.4,0.0,0.0,,,117.2,116.9,100.0,96.0,17.2,0.0,0.438,0.206,0.143,0.0,0.0,0.091,0.0,98.85,96.71,0.101,29,80.59,0.091,"APR 19, 2023",240,38,89,0.427,11,36,0.306,16,21,0.762,11,38,49,24,4,6,10,20,103,105.92348827642944,5.0,7.0,47.0,0.4117647058823529,1610612747.0,105.92348827642944,97.24,96.24,95.24,1,0,7-0,215.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,2,24.0,6.0,3.0,0.08,0.18,0.12,0.11,52.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,24.0,6.0,3.0,0.08,0.18,0.12,0.11,52.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,24.0,6.0,3.0,0.08,0.18,0.12,0.11,52.0,89.0,36.0,0.47,0.36,45.0,0.53,103.04,6.5,2.0,6.0,,,,1,4.0,6.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,0.11,0.12,0.01,0.16,0.11,-0.05,102.97,102.54,-0.43,0.4,0.0,-0.4,LAL-MEM,1,2,First Round,106.8,93.08,0.23760000000000003,4,1610612747,5,1610612747,98.3,1610612747,103.05000000000001,1610612747.0,95.13333333333333,1610612747.0,105.3,0.2666,96.07000000000001,1610612747,96.1,96.08500000000001,0,1
152,MarJon Beauchamp,1630699,MIL vs. MIA,MIL,1610612749,MIA,1,42200102,2023-04-19,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-4,0.0,0.0,,,,66.7,106.4,200.0,300.0,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,113.68,0.0,3,94.74,0.0,"APR 19, 2023",240,53,99,0.535,25,49,0.51,7,8,0.875,9,36,45,35,9,4,11,16,138,132.0321469575201,10.0,2.0,41.0,0.5357142857142857,1610612748.0,132.0321469575201,104.52,104.32,104.12,1,0,6-7,199.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,49.0,0.54,0.51,41.0,0.54,104.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,49.0,0.54,0.51,41.0,0.54,104.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,49.0,0.54,0.51,41.0,0.54,104.12,0.0,1.0,,,,,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.12,0.12,0.0,0.3,0.3,104.32,98.38,-5.94,0.0,0.0,0.0,MIA-MIL,1,2,First Round,136.7,112.2,0.21880000000000002,4,1610612748,4,1610612748,145.5,1610612748,152.05,1610612748.0,142.975,1610612748.0,150.9,0.41,104.106,1610612748,102.926,103.51599999999999,0,1
