,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__GSW,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__SAC,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CLE,OPP__DEN,OPP__GSW,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__PHI,OPP__PHX,OPP__SAC,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
1415,Grant Williams,1629684,BOS vs. PHI,BOS,1610612738,PHI,1,42200215,2023-05-09,L,8,0,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,2,-2,1.5,0.0,0.0,,,88.2,89.5,100.0,107.9,-11.8,0.0,0.0,0.0,0.2,0.0,0.0,0.056,0.0,92.29,96.49,-0.087,17,80.41,0.06,"MAY 09, 2023",240,33,83,0.398,12,38,0.316,25,34,0.735,9,27,36,21,4,1,8,16,103,106.22937293729372,4.0,5.0,49.0,0.5063291139240507,1610612755.0,106.22937293729372,96.96,93.92,90.88,1,0,6-6,236.0,0,1,0,0.0,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.67,5,17.5,2.5,0.5,0.04,0.08,0.07,0.08,35.0,86.5,44.5,0.46,0.37,43.0,0.43,94.78,17.0,3.25,1.25,0.03,0.06,0.05,0.07,34.0,85.0,41.5,0.49,0.38,38.75,0.44,93.99,14.33,2.83,1.0,0.03,0.05,0.04,0.07,29.0,87.17,41.33,0.5,0.39,40.33,0.44,97.87,1.33,2.0,1.0,4.0,4.0,0.0,1,2.42,1.33,-1.09,0.75,0.67,-0.08,1.67,0.67,-1.0,0.07,0.05,-0.02,0.08,0.08,0.0,94.4,104.3,9.9,0.25,0.33,0.08,BOS-PHI,2,5,Conference Semifinals,99.32000000000001,128.68,0.2132,5,1610612755,5,1610612755,104.14000000000001,1610612755,105.75,1610612755.0,103.06666666666666,1610612755.0,100.0,0.2346,95.886,1610612755,95.55799999999999,95.722,0,2
1416,Tyrese Maxey,1630178,PHI @ BOS,PHI,1610612755,BOS,0,42200215,2023-05-09,W,42,30,3,7,10,21,0.476,6,12,0.5,4,4,1.0,1,6,0,0,1,2,15,41.9,1.318,0.6190476190476191,G,,121.4,121.6,104.8,105.4,16.6,0.029,0.122,0.083,0.125,0.619,3.0,0.253,0.659,95.54,95.86,0.159,84,79.89,0.258,"MAY 09, 2023",240,40,79,0.506,12,30,0.4,23,27,0.852,9,40,49,20,4,5,9,24,115,126.54049295774648,4.0,1.0,36.0,0.3975903614457831,1610612738.0,126.54049295774648,90.88,93.92,96.96,1,1,6-2,200.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,5,42.5,16.5,5.0,0.06,0.12,0.09,0.19,81.0,84.5,35.5,0.43,0.41,44.5,0.46,96.4,37.75,17.75,6.5,0.03,0.09,0.06,0.23,72.75,84.25,34.75,0.44,0.37,43.25,0.49,95.19,37.67,18.0,7.0,0.03,0.1,0.06,0.23,73.33,85.0,32.33,0.44,0.38,40.83,0.47,93.8,5.6,4.4,8.0,6.0,3.0,1.0,1,4.71,4.67,-0.04,0.86,0.67,-0.19,3.86,4.0,0.14,0.06,0.06,0.0,0.22,0.25,0.03,94.87,91.39,-3.48,0.57,1.33,0.76,BOS-PHI,2,5,Conference Semifinals,122.88,104.14000000000001,0.20259999999999997,5,1610612738,5,1610612738,128.68,1610612738,129.35,1610612738.0,133.16666666666666,1610612738.0,126.0,0.41899999999999993,95.55799999999999,1610612738,95.886,95.722,0,1
1417,Zeke Nnaji,1630192,DEN vs. PHX,DEN,1610612743,PHX,1,42200225,2023-05-09,W,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-4,0.0,0.0,,,,0.0,0.0,100.0,80.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,92.9,0.0,4,77.42,0.0,"MAY 09, 2023",240,42,85,0.494,13,27,0.481,21,28,0.75,10,40,50,32,6,6,10,17,118,121.24948623099054,6.0,7.0,42.0,0.4318181818181818,1610612756.0,121.24948623099054,97.32,98.94,100.56,1,0,6-9,240.0,0,1,1,0.0,1,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,3.5,2.0,1.0,0.0,0.12,0.07,0.29,8.0,95.5,38.0,0.47,0.42,38.0,0.44,96.76,3.5,2.0,1.0,0.0,0.12,0.07,0.29,8.0,95.5,38.0,0.47,0.42,38.0,0.44,96.76,3.5,2.0,1.0,0.0,0.12,0.07,0.29,8.0,95.5,38.0,0.47,0.42,38.0,0.44,96.76,0.33,1.0,0.0,1.0,,,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.12,0.12,0.0,0.15,0.15,93.12,98.36,5.24,0.0,0.25,0.25,DEN-PHX,2,5,Conference Semifinals,127.64000000000001,95.17999999999999,0.195,5,1610612756,3,1610612756,127.72,1610612756,128.56666666666666,1610612756.0,124.1,1610612756.0,128.8,0.525,102.144,1610612756,102.236,102.19,0,0
1418,Paul Reed,1630194,PHI @ BOS,PHI,1610612755,BOS,0,42200215,2023-05-09,W,7,2,0,0,1,1,1.0,0,0,,0,0,,0,0,1,0,0,1,0,5.0,2.0,1.0,,,133.3,133.3,114.3,104.7,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.083,1.0,98.36,93.74,0.083,12,78.12,0.083,"MAY 09, 2023",240,40,79,0.506,12,30,0.4,23,27,0.852,9,40,49,20,4,5,9,24,115,126.54049295774648,4.0,1.0,36.0,0.3975903614457831,1610612738.0,126.54049295774648,90.88,93.92,96.96,1,0,6-9,210.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,5,7.5,1.0,0.5,0.06,0.19,0.15,0.08,13.5,84.5,35.5,0.43,0.41,44.5,0.46,96.4,17.0,2.5,1.75,0.1,0.24,0.19,0.09,33.0,84.25,34.75,0.44,0.37,43.25,0.49,95.19,18.33,4.0,2.17,0.17,0.23,0.21,0.11,35.17,85.0,32.33,0.44,0.38,40.83,0.47,93.8,2.4,8.4,3.0,1.0,8.0,13.0,1,4.57,8.0,3.43,1.43,5.0,3.57,3.14,3.0,-0.14,0.16,0.22,0.06,0.11,0.18,0.07,94.87,91.39,-3.48,0.29,1.0,0.71,BOS-PHI,2,5,Conference Semifinals,122.88,104.14000000000001,0.20259999999999997,5,1610612738,5,1610612738,128.68,1610612738,129.35,1610612738.0,133.16666666666666,1610612738.0,126.0,0.41899999999999993,95.55799999999999,1610612738,95.886,95.722,0,1
1419,Payton Pritchard,1630202,BOS vs. PHI,BOS,1610612738,PHI,1,42200215,2023-05-09,L,9,8,1,1,3,5,0.6,2,2,1.0,0,0,,0,1,0,0,0,0,14,10.7,1.6,0.8,,,147.4,134.9,73.7,76.4,73.7,0.0,0.143,0.067,0.143,0.8,0.0,0.238,0.8,101.4,98.59,0.239,19,82.16,0.23,"MAY 09, 2023",240,33,83,0.398,12,38,0.316,25,34,0.735,9,27,36,21,4,1,8,16,103,106.22937293729372,4.0,5.0,49.0,0.5063291139240507,1610612755.0,106.22937293729372,96.96,93.92,90.88,1,0,6-1,195.0,1,0,0,0.0,1,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2,6.0,1.5,1.5,0.0,0.09,0.05,0.1,12.0,93.0,46.5,0.48,0.41,43.0,0.43,97.9,4.0,1.0,1.0,0.0,0.06,0.03,0.06,8.33,91.67,44.33,0.49,0.41,42.67,0.43,101.79,4.0,1.0,1.0,0.0,0.06,0.03,0.06,8.33,91.67,44.33,0.49,0.41,42.67,0.43,101.79,1.5,0.67,2.0,0.0,0.0,,1,0.75,0.0,-0.75,0.0,0.0,0.0,0.75,0.0,-0.75,0.04,0.0,-0.04,0.25,0.0,-0.25,94.59,103.93,9.34,0.62,0.0,-0.62,BOS-PHI,2,5,Conference Semifinals,99.32000000000001,128.68,0.2132,5,1610612755,5,1610612755,104.14000000000001,1610612755,105.75,1610612755.0,103.06666666666666,1610612755.0,100.0,0.2346,95.886,1610612755,95.55799999999999,95.722,0,2
1420,Sam Hauser,1630573,BOS vs. PHI,BOS,1610612738,PHI,1,42200215,2023-05-09,L,4,3,0,0,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,9,3.0,1.5,0.75,,,137.5,137.5,25.0,28.6,112.5,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.75,91.91,98.04,0.235,8,81.7,0.25,"MAY 09, 2023",240,33,83,0.398,12,38,0.316,25,34,0.735,9,27,36,21,4,1,8,16,103,106.22937293729372,4.0,5.0,49.0,0.5063291139240507,1610612755.0,106.22937293729372,96.96,93.92,90.88,1,0,6-7,217.0,0,1,0,0.0,1,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3,6.5,1.5,0.0,0.0,0.0,0.0,0.1,13.0,83.5,38.5,0.53,0.39,34.5,0.45,93.2,7.75,2.25,1.0,0.02,0.02,0.02,0.12,15.0,88.25,39.25,0.52,0.38,37.0,0.46,97.62,8.33,2.0,0.83,0.01,0.07,0.04,0.1,17.33,89.0,40.83,0.52,0.39,39.67,0.47,100.85,1.0,2.25,0.0,0.0,0.0,2.0,1,0.89,1.6,0.71,0.44,0.2,-0.24,0.44,1.4,0.96,0.06,0.07,0.01,0.18,0.09,-0.09,93.63,102.58,8.95,0.0,0.0,0.0,BOS-PHI,2,5,Conference Semifinals,99.32000000000001,128.68,0.2132,5,1610612755,5,1610612755,104.14000000000001,1610612755,105.75,1610612755.0,103.06666666666666,1610612755.0,100.0,0.2346,95.886,1610612755,95.55799999999999,95.722,0,2
1421,Ish Wainright,1630688,PHX @ DEN,PHX,1610612756,DEN,0,42200225,2023-05-09,L,4,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,4,0.0,0.0,0.0,,,125.0,112.6,66.7,76.1,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.56,102.0,-0.091,8,85.0,0.101,"MAY 09, 2023",240,38,88,0.432,9,27,0.333,17,24,0.708,8,34,42,22,6,7,10,22,102,101.43198090692124,6.0,6.0,50.0,0.4941176470588235,1610612743.0,101.43198090692124,100.56,98.94,97.32,1,0,6-5,250.0,0,1,0,0.0,1,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3.5,0.5,0.5,0.0,0.0,0.0,0.04,7.5,89.5,27.0,0.46,0.25,45.0,0.47,95.42,3.75,0.75,0.25,0.0,0.02,0.01,0.05,8.25,86.5,24.25,0.49,0.31,42.75,0.46,97.81,3.75,0.75,0.25,0.0,0.02,0.01,0.05,8.25,86.5,24.25,0.49,0.31,42.75,0.46,97.81,0.33,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06,0.06,0.03,0.12,0.09,97.36,102.14,4.78,0.0,0.0,0.0,DEN-PHX,2,5,Conference Semifinals,94.12,127.72,0.2124,3,1610612743,5,1610612743,95.17999999999999,1610612743,94.65,1610612743.0,91.4,1610612743.0,103.8,0.22599999999999998,102.236,1610612743,102.144,102.19,0,1
1422,Christian Braun,1631128,DEN vs. PHX,DEN,1610612743,PHX,1,42200225,2023-05-09,W,20,5,0,2,2,3,0.667,0,0,,1,2,0.5,0,2,1,0,2,2,-5,8.4,1.289,0.6666666666666666,,,107.7,111.9,123.7,124.2,-16.0,0.0,0.125,0.057,0.0,0.667,0.0,0.136,0.644,91.93,93.93,0.023,39,78.28,0.145,"MAY 09, 2023",240,42,85,0.494,13,27,0.481,21,28,0.75,10,40,50,32,6,6,10,17,118,121.24948623099054,6.0,7.0,42.0,0.4318181818181818,1610612756.0,121.24948623099054,97.32,98.94,100.56,1,0,6-6,220.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.33,5,9.0,1.0,0.5,0.12,0.26,0.17,0.09,19.5,93.0,26.0,0.5,0.33,39.0,0.54,99.84,12.0,2.0,0.5,0.08,0.22,0.14,0.1,25.0,90.75,29.0,0.49,0.34,38.75,0.5,98.59,11.83,1.83,0.5,0.08,0.17,0.12,0.09,24.33,90.5,30.83,0.47,0.34,41.0,0.49,98.67,2.83,1.8,2.0,3.0,3.0,5.0,0,1.62,2.36,0.74,0.62,0.64,0.02,1.0,1.73,0.73,0.09,0.1,0.01,0.11,0.1,-0.01,95.01,98.19,3.18,0.38,0.64,0.26,DEN-PHX,2,5,Conference Semifinals,127.64000000000001,95.17999999999999,0.195,5,1610612756,3,1610612756,127.72,1610612756,128.56666666666666,1610612756.0,124.1,1610612756.0,128.8,0.525,102.144,1610612756,102.236,102.19,0,0
1423,Peyton Watson,1631212,DEN vs. PHX,DEN,1610612743,PHX,1,42200225,2023-05-09,W,4,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,1,1,-4,-1.0,0.0,0.0,,,42.9,51.0,116.7,101.7,-73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,87.08,88.72,-0.75,7,73.93,0.34,"MAY 09, 2023",240,42,85,0.494,13,27,0.481,21,28,0.75,10,40,50,32,6,6,10,17,118,121.24948623099054,6.0,7.0,42.0,0.4318181818181818,1610612756.0,121.24948623099054,97.32,98.94,100.56,1,0,6-7,200.0,1,0,0,0.0,1,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2,3.5,1.0,0.5,0.17,0.2,0.17,0.12,8.0,95.5,38.0,0.47,0.42,38.0,0.44,96.76,3.5,1.0,0.5,0.17,0.2,0.17,0.12,8.0,95.5,38.0,0.47,0.42,38.0,0.44,96.76,3.5,1.0,0.5,0.17,0.2,0.17,0.12,8.0,95.5,38.0,0.47,0.42,38.0,0.44,96.76,1.0,1.0,2.0,1.0,,,0,0.0,1.0,1.0,0.0,0.25,0.25,0.0,0.75,0.75,0.0,0.17,0.17,0.0,0.26,0.26,93.12,98.36,5.24,0.0,0.25,0.25,DEN-PHX,2,5,Conference Semifinals,127.64000000000001,95.17999999999999,0.195,5,1610612756,3,1610612756,127.72,1610612756,128.56666666666666,1610612756.0,124.1,1610612756.0,128.8,0.525,102.144,1610612756,102.236,102.19,0,0
1424,P.J. Tucker,200782,PHI vs. BOS,PHI,1610612755,BOS,1,42200216,2023-05-11,L,20,8,1,2,3,8,0.375,2,7,0.286,0,0,,1,1,3,0,0,2,-7,20.9,1.0,0.5,F,,72.7,77.1,95.1,92.4,-22.4,0.042,0.05,0.045,0.125,0.5,0.0,0.163,0.5,98.46,99.97,0.102,44,83.31,0.176,"MAY 11, 2023",240,30,83,0.361,8,34,0.235,18,19,0.947,6,32,38,18,14,7,11,13,86,89.24865089248651,7.0,6.0,50.0,0.4230769230769231,1610612738.0,89.24865089248651,96.36,96.2,96.04,1,1,6-5,245.0,0,1,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6,32.5,4.5,1.5,0.05,0.1,0.08,0.06,60.5,85.0,32.0,0.48,0.39,40.0,0.43,95.32,27.75,4.0,2.0,0.04,0.09,0.07,0.08,53.75,81.75,32.75,0.44,0.35,42.75,0.44,96.7,29.5,3.67,1.5,0.04,0.1,0.07,0.07,56.5,84.5,32.17,0.44,0.37,41.17,0.46,95.18,4.2,4.83,7.0,3.0,1.0,4.0,1,3.29,6.67,3.38,1.0,2.0,1.0,2.29,4.67,2.38,0.06,0.12,0.06,0.1,0.09,-0.01,94.87,91.39,-3.48,0.57,0.33,-0.24,BOS-PHI,2,6,Conference Semifinals,86.17999999999999,97.1,0.2032,5,1610612738,4,1610612738,86.7,1610612738,88.16666666666667,1610612738.0,87.3,1610612738.0,84.5,0.1238,97.608,1610612738,96.87,97.239,0,1
1425,Kevin Durant,201142,PHX vs. DEN,PHX,1610612756,DEN,1,42200226,2023-05-11,L,37,23,5,5,8,19,0.421,0,0,,7,7,1.0,0,5,0,1,4,2,-13,35.5,1.042,0.4210526315789473,F,,107.9,106.6,125.0,125.5,-17.1,0.0,0.156,0.078,0.227,0.421,1.25,0.325,0.521,99.42,99.03,0.107,76,82.52,0.329,"MAY 11, 2023",240,38,79,0.481,11,28,0.393,13,20,0.65,2,27,29,20,3,5,14,22,100,100.20040080160322,10.0,3.0,41.0,0.5365853658536586,1610612743.0,100.20040080160322,99.8,99.22,98.64,1,1,6-11,240.0,0,1,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,6,43.0,21.5,10.5,0.02,0.25,0.14,0.33,85.5,84.5,28.0,0.5,0.39,41.0,0.53,97.22,43.25,25.25,10.75,0.02,0.22,0.12,0.33,87.75,89.75,28.75,0.48,0.32,43.5,0.49,96.73,42.17,23.17,10.83,0.02,0.21,0.12,0.31,86.67,89.5,27.33,0.49,0.35,44.83,0.48,98.63,7.67,10.0,11.0,11.0,9.0,8.0,1,9.14,8.0,-1.14,0.71,0.5,-0.21,8.43,7.5,-0.93,0.12,0.09,-0.03,0.32,0.22,-0.1,98.05,102.08,4.03,4.0,2.75,-1.25,DEN-PHX,2,6,Conference Semifinals,107.82000000000001,119.75999999999999,0.2178,2,1610612743,5,1610612743,103.52000000000001,1610612743,104.1,1610612743.0,106.0,1610612743.0,97.4,0.48133333333333334,98.336,1610612743,101.252,99.794,1,1
1426,Al Horford,201143,BOS @ PHI,BOS,1610612738,PHI,0,42200216,2023-05-11,W,39,2,1,11,1,5,0.2,0,2,0.0,0,0,,1,10,1,1,0,3,0,22.7,0.4,0.2,F,,97.4,97.5,94.9,94.4,2.5,0.026,0.238,0.136,0.038,0.2,0.0,0.06,0.2,96.02,95.75,0.054,77,79.8,0.061,"MAY 11, 2023",240,33,78,0.423,15,35,0.429,14,16,0.875,6,44,50,22,7,6,17,14,95,98.91711786755518,14.0,7.0,38.0,0.3614457831325301,1610612755.0,98.91711786755518,96.04,96.2,96.36,1,1,6-9,240.0,0,1,1,2.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.67,6,31.5,8.0,1.5,0.06,0.14,0.1,0.13,58.5,85.0,41.0,0.43,0.35,46.5,0.48,93.28,29.5,8.5,2.75,0.04,0.19,0.11,0.14,56.5,87.0,44.5,0.44,0.36,44.0,0.44,93.64,29.67,8.33,3.33,0.06,0.19,0.12,0.14,57.33,86.17,41.0,0.48,0.38,41.5,0.46,94.75,6.71,8.67,5.0,7.0,7.0,7.0,1,6.93,7.4,0.47,1.5,1.4,-0.1,5.43,6.0,0.57,0.12,0.11,-0.01,0.12,0.08,-0.04,94.86,102.58,7.72,0.43,0.6,0.17,BOS-PHI,2,6,Conference Semifinals,100.02000000000001,86.7,0.1848,4,1610612755,5,1610612755,97.1,1610612755,95.8,1610612755.0,97.96666666666665,1610612755.0,101.2,0.268,96.87,1610612755,97.608,97.239,0,2
1427,Jeff Green,201145,DEN @ PHX,DEN,1610612743,PHX,0,42200226,2023-05-11,W,18,4,0,2,0,1,0.0,0,0,,4,4,1.0,0,2,0,0,1,3,13,5.4,1.449,0.0,,,134.3,135.8,100.0,97.3,34.3,0.0,0.111,0.067,0.0,0.0,0.0,0.105,0.725,95.31,94.54,0.016,35,78.78,0.112,"MAY 11, 2023",240,44,82,0.537,8,22,0.364,29,31,0.935,7,34,41,24,10,3,10,22,125,126.7234387672344,3.0,5.0,29.0,0.4810126582278481,1610612756.0,126.7234387672344,98.64,99.22,99.8,1,0,6-8,235.0,0,1,0,2.0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.67,6,18.0,3.0,1.5,0.0,0.1,0.05,0.09,36.5,87.0,24.5,0.53,0.4,39.5,0.5,97.66,16.5,3.5,1.75,0.02,0.09,0.06,0.11,33.75,86.75,26.5,0.49,0.35,39.75,0.48,98.86,17.17,3.33,1.33,0.04,0.09,0.06,0.1,34.33,88.83,29.5,0.47,0.36,39.5,0.49,98.82,2.0,1.6,2.0,1.0,1.0,4.0,0,1.11,1.91,0.8,0.22,0.36,0.14,0.89,1.55,0.66,0.04,0.05,0.01,0.1,0.11,0.01,94.85,98.19,3.34,0.33,0.55,0.22,DEN-PHX,2,6,Conference Semifinals,123.17999999999999,103.52000000000001,0.205,5,1610612756,2,1610612756,119.75999999999999,1610612756,121.86666666666667,1610612756.0,125.0,1610612756.0,108.2,0.24275,101.252,1610612756,98.336,99.794,0,0
