,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,MIN_ROLL_REB_2,REB_ROLL_REB_2,REB_STD_AVG_2,OREB_ROLL_REB_2,DREB_ROLL_REB_2,OREB_PCT_ROLL_REB_2,DREB_PCT_ROLL_REB_2,REB_PCT_ROLL_REB_2,USG_PCT_ROLL_REB_2,GAME_PACE_ROLL_REB_2,MIN_ROLL_REB_4,REB_ROLL_REB_4,REB_STD_AVG_4,OREB_ROLL_REB_4,DREB_ROLL_REB_4,OREB_PCT_ROLL_REB_4,DREB_PCT_ROLL_REB_4,REB_PCT_ROLL_REB_4,USG_PCT_ROLL_REB_4,GAME_PACE_ROLL_REB_4,MIN_ROLL_REB_6,REB_ROLL_REB_6,REB_STD_AVG_6,OREB_ROLL_REB_6,DREB_ROLL_REB_6,OREB_PCT_ROLL_REB_6,DREB_PCT_ROLL_REB_6,REB_PCT_ROLL_REB_6,USG_PCT_ROLL_REB_6,GAME_PACE_ROLL_REB_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,DAYS_OF_REST,DAYS_AGO,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,OPP_ROLL_OPP_DEF_RATING_5,OPP_ROLL_OPP_STL_5,OPP_ROLL_OPP_BLK_5,NORMALIZED_DEF_RATING,OPP_DEF_STRENGTH,DEF_CATEGORY,REB_VS_DEF,OREB_PCT_VS_DEF,DREB_PCT_VS_DEF,REB_PCT_VS_DEF,USG_PCT_VS_DEF,GAME_PACE_VS_DEF,GUARD,FORWARD,CENTER
526,526,Derrick Jones Jr.,1627884,LAC vs. DEN,LAC,1610612746,DEN,1,42400174,2025-04-26,L,15,4,1,1,2,5,0.4,0,1,0.0,0,0,,0,1,0,0,0,0,2,6.7,0.8,0.4,,,103.3,102.0,96.7,91.7,6.7,0.0,0.067,0.032,0.125,0.4,0.0,0.161,0.4,102.22,98.86,0.057,30,82.38,0.164,"APR 26, 2025",240,39,88,0.443,10,30,0.333,11,16,0.688,13,30,43,25,7,5,9,20,99,108.74340949033392,7.0,4.0,47.0,0.4597701149425287,1610612743,108.74340949033392,91.04,92.54,94.04,0,21.0,1.5,0.71,1.0,0.5,0.05,0.02,0.04,0.19,92.27,22.0,2.33,1.53,1.0,1.33,0.05,0.06,0.05,0.16,96.0,22.0,2.33,1.53,1.0,1.33,0.05,0.06,0.05,0.16,96.0,1.0,,2.0,57,1.0,2.0,4.0,,108.74,7.0,4.0,0.20577401543797777,0.6316936299655285,0,-0.454,-1.0,0.117,-0.36,0.006,-0.02,0,1,0
517,517,Moses Moody,1630541,GSW vs. HOU,GSW,1610612744,HOU,1,42400153,2025-04-26,W,23,7,2,3,3,8,0.375,1,5,0.2,0,0,,1,2,0,0,0,0,-4,13.6,0.875,0.4375,,,91.8,92.7,98.0,95.6,-6.2,0.03,0.069,0.048,0.143,0.438,0.0,0.14,0.438,102.68,101.86,0.09,49,84.88,0.149,"APR 26, 2025",240,39,90,0.433,14,45,0.311,12,15,0.8,10,35,45,26,9,6,10,21,104,107.66045548654245,5.0,6.0,51.0,0.3953488372093023,1610612745,107.66045548654245,96.6,96.08,95.56,0,26.0,2.0,0.0,0.5,1.5,0.02,0.06,0.04,0.14,91.67,26.0,2.0,0.0,0.5,1.5,0.02,0.06,0.04,0.14,91.67,26.0,2.0,0.0,0.5,1.5,0.02,0.06,0.04,0.14,91.67,3.0,,3.0,57,2.0,2.0,,,107.66,5.0,6.0,0.2949744779865362,0.7101823341812054,1,0.376,0.5,-0.233,-0.04,-0.263,-0.002,1,0,0
544,544,Isaiah Joe,1630198,OKC @ MEM,OKC,1610612760,MEM,0,42400144,2025-04-26,W,14,11,1,1,4,7,0.571,3,6,0.5,0,0,,0,1,1,0,0,0,0,16.7,1.571,0.7857142857142857,,,92.9,96.3,92.9,94.5,0.0,0.0,0.077,0.032,0.143,0.786,0.0,0.212,0.786,92.05,94.55,0.242,28,78.79,0.219,"APR 26, 2025",240,41,94,0.436,7,35,0.2,28,35,0.8,12,21,33,22,13,7,8,20,117,111.0056925996205,4.0,10.0,51.0,0.4625,1610612763,111.0056925996205,105.4,104.8,104.2,0,15.5,2.5,2.12,2.0,0.5,0.11,0.03,0.07,0.17,101.29,17.0,2.0,1.73,1.67,0.33,0.09,0.02,0.06,0.16,103.51,17.0,2.0,1.73,1.67,0.33,0.09,0.02,0.06,0.16,103.51,,1.0,2.0,57,1.0,4.0,1.0,,111.01,4.0,10.0,0.018287858044247367,0.8424434919262417,1,-0.083,-1.0,-0.23,-0.467,0.514,0.024,1,0,0
515,515,Quinten Post,1642366,GSW vs. HOU,GSW,1610612744,HOU,1,42400153,2025-04-26,W,27,2,4,12,1,7,0.143,0,3,0.0,0,0,,3,9,1,1,0,4,7,28.4,0.286,0.1428571428571428,C,,103.8,101.5,96.0,91.8,7.8,0.107,0.25,0.188,0.2,0.143,0.0,0.113,0.143,93.34,90.28,0.096,53,75.24,0.118,"APR 26, 2025",240,39,90,0.433,14,45,0.311,12,15,0.8,10,35,45,26,9,6,10,21,104,107.66045548654245,5.0,6.0,51.0,0.3953488372093023,1610612745,107.66045548654245,96.6,96.08,95.56,1,18.5,1.5,0.71,0.0,1.5,0.0,0.07,0.04,0.14,91.67,18.5,1.5,0.71,0.0,1.5,0.0,0.07,0.04,0.14,91.67,18.5,1.5,0.71,0.0,1.5,0.0,0.07,0.04,0.14,91.67,12.0,,3.0,57,2.0,1.0,,,107.66,5.0,6.0,0.2949744779865362,0.7101823341812054,1,3.58,1.14,0.923,1.089,-0.058,-0.009,0,0,1
579,579,Mikal Bridges,1628969,NYK @ DET,NYK,1610612752,DET,0,42400124,2025-04-27,W,44,8,1,6,3,12,0.25,2,6,0.333,0,0,,2,4,3,1,1,2,2,27.7,0.667,0.3333333333333333,G,,100.0,96.6,98.8,95.5,1.2,0.039,0.089,0.063,0.036,0.333,1.0,0.133,0.333,97.58,94.27,0.04,86,78.56,0.137,"APR 27, 2025",240,34,91,0.374,15,33,0.455,11,18,0.611,12,26,38,19,11,3,10,17,94,96.9872059430458,6.0,9.0,54.0,0.4285714285714285,1610612765,96.9872059430458,96.92,95.7,94.48,1,38.5,6.0,1.41,1.0,5.0,0.03,0.14,0.08,0.21,96.99,35.33,4.67,2.52,0.67,4.0,0.02,0.12,0.07,0.18,98.71,35.33,4.67,2.52,0.67,4.0,0.02,0.12,0.07,0.18,98.71,,6.5,3.0,56,7.0,5.0,2.0,,114.98,6.0,5.0,-0.30960643484258354,0.48427775488842006,0,0.2,-0.025,-0.011,0.05,-0.3,-0.045,1,1,0
587,587,Landry Shamet,1629013,NYK @ DET,NYK,1610612752,DET,0,42400124,2025-04-27,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,100.0,200.0,200.0,200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.01,97.52,0.0,2,81.26,0.0,"APR 27, 2025",240,34,91,0.374,15,33,0.455,11,18,0.611,12,26,38,19,11,3,10,17,94,96.9872059430458,6.0,9.0,54.0,0.4285714285714285,1610612765,96.9872059430458,96.92,95.7,94.48,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,96.99,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,98.71,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,98.71,,0.0,3.0,56,0.0,0.0,0.0,,110.48,6.0,6.0,0.06206215910974379,0.6748714271089916,0,-1.0,,-1.0,-1.0,-1.0,-0.04,1,0,0
601,601,AJ Green,1631260,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,24,9,3,1,3,5,0.6,3,5,0.6,0,0,,1,0,0,0,0,2,-13,14.7,1.8,0.9,,,119.6,122.0,144.7,143.5,-25.1,0.042,0.0,0.023,0.176,0.9,0.0,0.096,0.9,93.98,94.51,0.071,46,78.76,0.1,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,0,19.0,3.0,1.41,0.0,3.0,0.0,0.13,0.07,0.1,100.53,21.67,3.0,1.0,0.0,3.0,0.0,0.12,0.06,0.14,98.81,21.67,3.0,1.0,0.0,3.0,0.0,0.12,0.06,0.14,98.81,2.5,,2.0,56,4.0,2.0,3.0,,113.86,7.0,4.6,-0.21710225145889278,0.5307573588751158,0,-0.636,1.1,-1.0,-0.54,-0.04,-0.06,1,0,0
618,618,Caleb Houstan,1631216,ORL vs. BOS,ORL,1610612753,BOS,1,42400114,2025-04-27,L,13,0,0,1,0,4,0.0,0,3,0.0,0,0,,0,1,0,0,0,0,-10,1.2,0.0,0.0,,,96.3,98.0,144.0,144.2,-47.7,0.0,0.091,0.042,0.0,0.0,0.0,0.133,0.0,93.48,94.43,-0.054,27,78.69,0.145,"APR 27, 2025",240,38,88,0.432,8,30,0.267,14,20,0.7,7,31,38,23,5,4,10,24,98,98.19639278557112,7.0,7.0,46.0,0.4358974358974359,1610612738,98.19639278557112,99.8,95.44,91.08,0,7.0,0.5,0.71,0.0,0.5,0.0,0.1,0.05,0.11,92.8,9.0,1.0,1.0,0.67,0.33,0.04,0.07,0.05,0.13,91.49,9.0,1.0,1.0,0.67,0.33,0.04,0.07,0.05,0.13,91.49,1.0,,2.0,56,1.0,0.0,2.0,,101.85,8.6,5.4,0.77483992928943,0.9824905172658073,1,0.0,-1.0,0.3,-0.16,-0.113,0.029,1,0,0
585,585,Ausar Thompson,1641709,DET vs. NYK,DET,1610612765,NYK,1,42400124,2025-04-27,L,22,8,0,4,3,7,0.429,0,1,0.0,2,2,1.0,0,4,1,1,4,2,8,14.8,1.015,0.4285714285714285,F,,97.8,94.2,78.7,81.1,19.1,0.0,0.133,0.074,0.0,0.429,0.0,0.222,0.508,103.2,102.76,0.049,46,85.64,0.223,"APR 27, 2025",240,36,84,0.429,7,29,0.241,14,17,0.824,14,40,54,18,6,9,17,17,93,98.43353090601184,11.0,3.0,38.0,0.3736263736263736,1610612752,98.43353090601184,94.48,95.7,96.92,1,19.5,4.0,1.41,2.0,2.0,0.1,0.11,0.11,0.19,96.99,20.67,4.67,1.53,1.33,3.33,0.07,0.17,0.12,0.2,98.71,20.67,4.67,1.53,1.33,3.33,0.07,0.17,0.12,0.2,98.71,3.5,,3.0,56,3.0,5.0,6.0,,111.68,11.0,6.2,-0.037049465944210394,0.8668077097052183,1,-0.226,-1.0,-0.169,-0.327,0.057,-0.037,1,1,0
610,610,Wendell Carter Jr.,1628976,ORL vs. BOS,ORL,1610612753,BOS,1,42400114,2025-04-27,L,36,9,3,11,4,8,0.5,0,1,0.0,1,2,0.5,3,8,0,1,2,3,-8,27.7,1.014,0.5,C,,105.6,100.4,118.6,120.1,-12.9,0.073,0.242,0.149,0.115,0.5,1.5,0.138,0.507,96.34,94.44,0.087,71,78.7,0.136,"APR 27, 2025",240,38,88,0.432,8,30,0.267,14,20,0.7,7,31,38,23,5,4,10,24,98,98.19639278557112,7.0,7.0,46.0,0.4358974358974359,1610612738,98.19639278557112,99.8,95.44,91.08,1,32.0,10.0,2.83,4.0,6.0,0.12,0.2,0.16,0.14,92.8,30.67,11.0,2.65,3.67,7.33,0.12,0.24,0.18,0.14,91.49,30.67,11.0,2.65,3.67,7.33,0.12,0.24,0.18,0.14,91.49,11.5,,2.0,56,12.0,8.0,13.0,,100.94,8.2,5.8,0.8499995782886782,1.0172947769387881,1,0.019,-0.336,0.052,-0.124,-0.08,0.031,0,1,1
611,611,Cole Anthony,1630175,ORL vs. BOS,ORL,1610612753,BOS,1,42400114,2025-04-27,L,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,1,2,-3,-1.0,0.0,,,,50.0,50.0,100.0,115.7,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,91.46,98.93,-0.857,4,82.44,0.25,"APR 27, 2025",240,38,88,0.432,8,30,0.267,14,20,0.7,7,31,38,23,5,4,10,24,98,98.19639278557112,7.0,7.0,46.0,0.4358974358974359,1610612738,98.19639278557112,99.8,95.44,91.08,0,9.5,2.0,2.83,1.0,1.0,0.07,0.07,0.07,0.21,92.8,9.67,1.33,2.31,0.67,0.67,0.04,0.05,0.05,0.22,91.49,9.67,1.33,2.31,0.67,0.67,0.04,0.05,0.05,0.22,91.49,2.0,,2.0,56,4.0,0.0,0.0,,100.03,7.8,6.2,0.9251592272879263,1.052099036611769,1,-1.0,-1.0,-1.0,-1.0,0.19,0.033,1,0,0
572,572,Gabe Vincent,1629216,LAL @ MIN,LAL,1610612747,MIN,0,42400164,2025-04-27,L,13,0,0,1,0,2,0.0,0,2,0.0,0,0,,0,1,1,0,0,2,-7,4.2,0.0,0.0,,,90.6,101.7,124.1,123.0,-33.5,0.0,0.083,0.038,0.0,0.0,0.0,0.057,0.0,108.23,114.23,-0.036,32,95.19,0.066,"APR 27, 2025",240,36,80,0.45,19,47,0.404,22,25,0.88,11,30,41,23,6,7,10,23,113,125.55555555555556,8.0,2.0,49.0,0.4222222222222222,1610612750,125.55555555555556,90.0,92.76,95.52,0,17.5,0.5,0.71,0.0,0.5,0.0,0.03,0.02,0.1,93.46,20.0,0.33,0.58,0.0,0.33,0.0,0.02,0.01,0.09,92.21,20.0,0.33,0.58,0.0,0.33,0.0,0.02,0.01,0.09,92.21,,1.0,2.0,56,1.0,0.0,0.0,,111.96,9.6,4.4,-0.060175511790131905,0.6797744285562081,1,1.0,,1.075,0.9,-0.05,0.017,1,0,0
565,565,Donte DiVincenzo,1628978,MIN vs. LAL,MIN,1610612750,LAL,1,42400164,2025-04-27,W,29,8,2,2,3,11,0.273,1,4,0.25,1,1,1.0,1,1,5,0,0,4,2,28.4,0.699,0.3181818181818182,,,126.7,126.7,121.3,124.9,5.4,0.03,0.038,0.034,0.095,0.318,0.0,0.153,0.35,100.18,101.66,0.034,60,84.71,0.155,"APR 27, 2025",240,38,90,0.422,14,36,0.389,26,33,0.788,18,31,49,19,8,2,9,19,116,121.44053601340036,6.0,7.0,41.0,0.45,1610612747,121.44053601340036,95.52,92.76,90.0,0,23.5,4.0,1.41,0.5,3.5,0.01,0.16,0.08,0.18,93.46,24.0,4.33,1.15,0.67,3.67,0.02,0.18,0.09,0.18,92.21,24.0,4.33,1.15,0.67,3.67,0.02,0.18,0.09,0.18,92.21,3.5,,2.0,56,5.0,3.0,5.0,,117.8,5.2,7.0,-0.5425187537193747,0.5061873710263742,0,-0.286,-0.25,-0.578,-0.433,-0.044,-0.036,1,0,0
562,562,Luka Dončić,1629029,LAL @ MIN,LAL,1610612747,MIN,0,42400164,2025-04-27,L,46,38,2,1,13,28,0.464,5,12,0.417,7,7,1.0,0,1,1,1,4,3,-3,44.2,1.223,0.5535714285714286,G,,125.0,126.4,129.9,124.8,-4.9,0.0,0.018,0.01,0.091,0.554,0.5,0.35,0.611,92.99,91.67,0.108,88,76.39,0.361,"APR 27, 2025",240,36,80,0.45,19,47,0.404,22,25,0.88,11,30,41,23,6,7,10,23,113,125.55555555555556,8.0,2.0,49.0,0.4222222222222222,1610612750,125.55555555555556,90.0,92.76,95.52,1,41.0,9.5,3.54,0.5,9.0,0.01,0.21,0.12,0.3,93.46,40.67,9.0,2.65,0.67,8.33,0.02,0.2,0.11,0.32,92.21,40.67,9.0,2.65,0.67,8.33,0.02,0.2,0.11,0.32,92.21,,4.0,2.0,56,7.0,12.0,8.0,,115.36,9.2,3.8,-0.34099178277633524,0.5292159073309093,0,-0.85,-1.0,-0.862,-0.875,0.061,-0.001,1,1,0
550,550,Jarace Walker,1641716,IND @ MIL,IND,1610612754,MIL,0,42400134,2025-04-27,W,21,12,3,5,4,5,0.8,4,5,0.8,0,0,,0,5,0,0,1,1,12,21.5,2.4,1.2,,,126.8,130.8,95.2,98.7,31.6,0.0,0.185,0.114,0.188,1.2,3.0,0.136,1.2,90.38,93.44,0.199,41,77.87,0.14,"APR 27, 2025",240,50,83,0.602,18,39,0.462,11,13,0.846,5,36,41,36,3,7,11,16,129,136.1908783783784,6.0,1.0,33.0,0.4157303370786517,1610612749,136.1908783783784,94.72,94.6,94.48,0,8.5,2.0,2.83,0.0,2.0,0.0,0.15,0.07,0.14,100.53,11.33,3.0,2.65,0.0,3.0,0.0,0.2,0.1,0.11,98.81,11.33,3.0,2.65,0.0,3.0,0.0,0.2,0.1,0.11,98.81,,2.5,2.0,56,0.0,4.0,5.0,,105.9,7.6,3.4,0.44033819473233454,0.6952551247204668,1,1.5,-1.0,0.156,0.267,-0.456,-0.08,0,1,0
616,616,Payton Pritchard,1630202,BOS @ ORL,BOS,1610612738,ORL,0,42400114,2025-04-27,W,26,0,2,1,0,2,0.0,0,2,0.0,0,0,,1,0,0,0,0,3,11,4.2,0.0,0.0,,,120.0,126.7,98.0,91.2,22.0,0.045,0.0,0.021,0.118,0.0,0.0,0.036,0.0,93.33,92.34,-0.029,50,76.95,0.038,"APR 27, 2025",240,34,78,0.436,9,31,0.29,30,32,0.938,11,35,46,17,7,7,10,17,107,117.47913921826964,5.0,4.0,38.0,0.4318181818181818,1610612753,117.47913921826964,91.08,95.44,99.8,0,29.5,2.0,1.41,0.5,1.5,0.02,0.05,0.04,0.15,92.8,28.0,1.33,1.53,0.33,1.0,0.02,0.03,0.02,0.15,91.49,28.0,1.33,1.53,0.33,1.0,0.02,0.03,0.02,0.15,91.49,,1.0,2.0,56,1.0,3.0,0.0,,102.08,8.2,4.0,0.7558435344874219,0.8658419753794037,1,-0.5,0.5,-1.0,-0.475,-0.743,-0.019,1,0,0
617,617,Anthony Black,1641710,ORL vs. BOS,ORL,1610612753,BOS,1,42400114,2025-04-27,L,18,10,0,4,4,7,0.571,0,3,0.0,2,2,1.0,0,4,1,0,1,1,-16,16.8,1.269,0.5714285714285714,,,88.6,86.5,138.2,139.4,-49.7,0.0,0.308,0.133,0.0,0.571,0.0,0.231,0.635,91.31,90.57,0.161,35,75.48,0.244,"APR 27, 2025",240,38,88,0.432,8,30,0.267,14,20,0.7,7,31,38,23,5,4,10,24,98,98.19639278557112,7.0,7.0,46.0,0.4358974358974359,1610612738,98.19639278557112,99.8,95.44,91.08,0,18.0,3.0,1.41,1.5,1.5,0.08,0.09,0.08,0.25,92.8,16.67,3.33,1.15,2.0,1.33,0.11,0.08,0.1,0.2,91.49,16.67,3.33,1.15,2.0,1.33,0.11,0.08,0.1,0.2,91.49,3.0,,2.0,56,2.0,4.0,4.0,,99.11,7.4,6.6,1.0011448064959578,1.0871786063543443,1,-0.111,-1.0,0.621,-0.05,0.1,0.029,1,0,0
581,581,Cade Cunningham,1630595,DET vs. NYK,DET,1610612765,NYK,1,42400124,2025-04-27,L,42,25,10,10,11,23,0.478,0,3,0.0,3,4,0.75,1,9,0,4,7,2,3,57.0,1.01,0.4782608695652174,G,,102.4,100.3,98.8,96.2,3.6,0.023,0.176,0.106,0.435,0.478,1.43,0.323,0.505,97.28,95.02,0.174,84,79.18,0.327,"APR 27, 2025",240,36,84,0.429,7,29,0.241,14,17,0.824,14,40,54,18,6,9,17,17,93,98.43353090601184,11.0,3.0,38.0,0.3736263736263736,1610612752,98.43353090601184,94.48,95.7,96.92,1,42.0,9.5,3.54,1.5,8.0,0.04,0.19,0.12,0.32,96.99,41.0,8.33,3.21,1.33,7.0,0.03,0.17,0.1,0.31,98.71,41.0,8.33,3.21,1.33,7.0,0.03,0.17,0.1,0.31,98.71,8.5,,3.0,56,7.0,12.0,6.0,,108.37,11.0,5.4,0.2363334331629461,0.9045720300184338,1,0.316,0.15,0.173,0.178,0.077,-0.047,1,0,0
588,588,Mitchell Robinson,1629011,NYK @ DET,NYK,1610612752,DET,0,42400124,2025-04-27,W,9,0,0,3,0,1,0.0,0,0,,0,4,0.0,3,0,0,0,1,1,3,2.6,0.0,0.0,,,90.0,109.0,75.0,73.5,15.0,0.2,0.0,0.111,0.0,0.0,0.0,0.154,0.0,97.66,105.8,-0.423,20,88.17,0.178,"APR 27, 2025",240,34,91,0.374,15,33,0.455,11,18,0.611,12,26,38,19,11,3,10,17,94,96.9872059430458,6.0,9.0,54.0,0.4285714285714285,1610612765,96.9872059430458,96.92,95.7,94.48,0,18.0,5.5,2.12,3.5,2.0,0.18,0.12,0.15,0.07,96.99,18.0,5.67,1.53,3.33,2.33,0.16,0.14,0.15,0.07,98.71,18.0,5.67,1.53,3.33,2.33,0.16,0.14,0.15,0.07,98.71,,3.5,3.0,56,4.0,7.0,6.0,,105.98,6.0,7.0,0.4337307530620711,0.8654650993295632,1,-0.613,0.111,-1.0,-0.347,0.027,-0.015,0,1,1
594,594,Gary Trent Jr.,1629018,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,32,6,1,0,2,6,0.333,2,5,0.4,0,0,,0,0,2,0,0,1,-25,13.5,1.0,0.5,G,,100.0,105.1,139.4,136.3,-39.4,0.0,0.0,0.0,0.045,0.5,0.0,0.081,0.5,97.37,98.67,0.025,67,82.23,0.086,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,1,32.0,2.0,1.41,0.0,2.0,0.0,0.06,0.03,0.15,100.53,30.33,2.0,1.0,0.0,2.0,0.0,0.06,0.03,0.16,98.81,30.33,2.0,1.0,0.0,2.0,0.0,0.06,0.03,0.16,98.81,1.5,,2.0,56,3.0,1.0,2.0,,112.65,6.0,5.2,-0.11716469619615641,0.5617658292845217,0,-1.0,-1.0,-1.0,-1.0,-0.574,-0.065,1,0,0
564,564,Rui Hachimura,1629060,LAL @ MIN,LAL,1610612747,MIN,0,42400164,2025-04-27,L,41,23,1,5,9,16,0.563,5,10,0.5,0,0,,1,4,0,0,0,3,0,30.5,1.438,0.71875,F,,131.6,133.1,129.9,125.2,1.7,0.027,0.08,0.057,0.043,0.719,0.0,0.184,0.719,90.4,89.23,0.108,76,74.36,0.188,"APR 27, 2025",240,36,80,0.45,19,47,0.404,22,25,0.88,11,30,41,23,6,7,10,23,113,125.55555555555556,8.0,2.0,49.0,0.4222222222222222,1610612750,125.55555555555556,90.0,92.76,95.52,1,36.0,4.5,0.71,0.0,4.5,0.0,0.12,0.06,0.15,93.46,34.0,4.67,0.58,0.0,4.67,0.0,0.14,0.07,0.15,92.21,34.0,4.67,0.58,0.0,4.67,0.0,0.14,0.07,0.15,92.21,,4.5,2.0,56,4.0,5.0,5.0,,118.76,8.8,3.2,-0.6218080537625386,0.3786573861056106,0,0.111,-0.1,0.0,-0.05,0.082,-0.013,0,1,0
573,573,Jarred Vanderbilt,1629020,LAL @ MIN,LAL,1610612747,MIN,0,42400164,2025-04-27,L,7,0,0,2,0,0,,0,0,,0,0,,0,2,0,0,0,0,-3,2.4,0.0,,,,81.3,81.9,100.0,102.3,-18.8,0.0,0.286,0.143,0.0,0.0,0.0,0.0,0.0,112.77,114.48,0.078,16,95.4,0.0,"APR 27, 2025",240,36,80,0.45,19,47,0.404,22,25,0.88,11,30,41,23,6,7,10,23,113,125.55555555555556,8.0,2.0,49.0,0.4222222222222222,1610612750,125.55555555555556,90.0,92.76,95.52,0,10.5,3.0,2.83,0.5,2.5,0.06,0.15,0.13,0.11,93.46,11.67,3.33,2.08,1.0,2.33,0.1,0.16,0.15,0.11,92.21,11.67,3.33,2.08,1.0,2.33,0.1,0.16,0.15,0.11,92.21,,3.5,2.0,56,5.0,1.0,4.0,,122.16,8.4,2.6,-0.9026243247487407,0.22809886488031225,0,0.333,-1.0,1.043,0.43,-1.0,0.018,0,1,0
547,547,Ryan Rollins,1631157,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,8,5,1,0,2,4,0.5,1,2,0.5,0,0,,0,0,0,0,0,2,-7,6.5,1.25,0.625,,,118.8,110.5,152.9,159.3,-34.2,0.0,0.0,0.0,0.25,0.625,0.0,0.211,0.625,94.66,93.19,0.047,16,77.66,0.208,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,0,10.5,1.0,1.41,0.5,0.5,0.02,0.04,0.03,0.18,98.79,10.5,1.0,1.41,0.5,0.5,0.02,0.04,0.03,0.18,98.79,10.5,1.0,1.41,0.5,0.5,0.02,0.04,0.03,0.18,98.79,0.0,,2.0,56,0.0,2.0,,,111.44,5.0,5.8,-0.017227140933418855,0.5927742996939279,0,,,,,0.005,-0.039,1,0,0
604,604,Tony Bradley,1628396,IND @ MIL,IND,1610612754,MIL,0,42400134,2025-04-27,W,2,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,5,1.2,0.0,,,,125.0,166.7,0.0,0.0,125.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,88.42,101.05,0.222,4,84.21,0.0,"APR 27, 2025",240,50,83,0.602,18,39,0.462,11,13,0.846,5,36,41,36,3,7,11,16,129,136.1908783783784,6.0,1.0,33.0,0.4157303370786517,1610612749,136.1908783783784,94.72,94.6,94.48,0,4.0,2.0,,2.0,0.0,1.0,0.0,0.4,0.0,102.2,4.0,2.0,,2.0,0.0,1.0,0.0,0.4,0.0,102.2,4.0,2.0,,2.0,0.0,1.0,0.0,0.4,0.0,102.2,,1.5,2.0,56,2.0,,,,113.47,7.2,2.8,-0.1848909733163577,0.42989230447433857,0,-0.333,-1.0,0.25,0.316,-1.0,-0.003,0,1,1
