,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CHI,TEAM__DAL,TEAM__DEN,TEAM__GSW,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NOP,TEAM__PHI,TEAM__PHX,TEAM__TOR,TEAM__UTA,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CHI,OPP__DAL,OPP__DEN,OPP__GSW,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NOP,OPP__PHI,OPP__PHX,OPP__TOR,OPP__UTA,MATCHUP_AVG_PTS_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,FG_PCT_ROLL_AVG_2,FG3A_ROLL_AVG_2,FG3M_ROLL_AVG_2,FG3_PCT_ROLL_AVG_2,FTM_ROLL_AVG_2,FTA_ROLL_AVG_2,FT_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,TS_PCT_ROLL_AVG_2,EFG_PCT_ROLL_AVG_2,TEAM_PACE_ROLL_AVG_2,TEAM_OFF_RATING_ROLL_AVG_2,OPP_DEF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,FG_PCT_ROLL_AVG_4,FG3A_ROLL_AVG_4,FG3M_ROLL_AVG_4,FG3_PCT_ROLL_AVG_4,FTM_ROLL_AVG_4,FTA_ROLL_AVG_4,FT_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,TS_PCT_ROLL_AVG_4,EFG_PCT_ROLL_AVG_4,TEAM_PACE_ROLL_AVG_4,TEAM_OFF_RATING_ROLL_AVG_4,OPP_DEF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,FG_PCT_ROLL_AVG_6,FG3A_ROLL_AVG_6,FG3M_ROLL_AVG_6,FG3_PCT_ROLL_AVG_6,FTM_ROLL_AVG_6,FTA_ROLL_AVG_6,FT_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,TS_PCT_ROLL_AVG_6,EFG_PCT_ROLL_AVG_6,TEAM_PACE_ROLL_AVG_6,TEAM_OFF_RATING_ROLL_AVG_6,OPP_DEF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,PTS_LAG_1,PTS_LAG_2,PTS_LAG_3,PTS_LAG_4,DEF_CATEGORY,PTS_VS_DEF_STRONG,PTS_VS_DEF_WEAK,PTS_VS_DEF_DIFF,FGA_VS_DEF_STRONG,FGA_VS_DEF_WEAK,FGA_VS_DEF_DIFF,FTA_VS_DEF_STRONG,FTA_VS_DEF_WEAK,FTA_VS_DEF_DIFF,FG3A_VS_DEF_STRONG,FG3A_VS_DEF_WEAK,FG3A_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
1744,Dāvis Bertāns,202722,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,10,5,1,5,2,6,0.333,1,4,0.25,0,0,,1,4,0,0,0,0,-2,12.5,0.833,0.4166666666666667,,,100.0,107.3,115.8,116.5,-15.8,0.1,0.571,0.294,0.2,0.417,0.0,0.286,0.417,92.67,96.33,0.146,20,80.27,0.305,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,0,6-10,225.0,0,1,0,2.0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.33,4,10.0,3.0,1.5,0.5,2.0,0.5,0.25,0.5,0.5,1.0,0.16,0.6,0.58,94.36,114.81,114.81,11.75,3.25,0.75,0.25,2.75,0.25,0.12,0.25,0.25,1.0,0.14,0.3,0.29,94.81,113.01,113.01,12.33,3.0,1.0,0.29,2.67,0.67,0.21,0.83,1.0,0.92,0.14,0.48,0.38,93.99,110.2,110.2,3.25,4.7,2.0,6.0,0.0,0.0,1,4.43,3.8,-0.63,3.71,2.6,-1.11,0.57,0.6,0.03,3.14,2.6,-0.54,0.18,0.14,-0.04,0.29,0.1,-0.19,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1745,Draymond Green,203110,GSW @ DAL,GSW,1610612744,DAL,0,42100314,2022-05-24,L,26,10,6,6,4,8,0.5,0,2,0.0,2,5,0.4,0,6,0,2,1,1,-18,31.2,0.98,0.5,F,,100.0,100.1,138.5,137.7,-38.5,0.0,0.261,0.107,0.375,0.5,6.0,0.183,0.49,98.6,98.41,0.111,54,82.01,0.187,"MAY 24, 2022",240,41,84,0.488,10,28,0.357,17,26,0.654,6,36,42,26,5,4,8,18,109,111.86371100164205,4.0,6.0,45.0,0.5,1610612742.0,111.86371100164205,97.44,96.56,95.68,1,1,6-6,230.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.67,4,32.5,8.0,3.5,0.42,1.0,0.5,0.5,0.5,1.0,0.5,0.16,0.47,0.46,93.0,126.22,126.22,33.25,9.0,4.25,0.48,1.5,0.25,0.17,1.25,1.75,0.72,0.16,0.52,0.5,95.97,119.23,119.23,31.33,7.0,3.33,0.49,1.33,0.17,0.12,1.0,1.5,0.67,0.15,0.52,0.5,98.88,110.68,110.68,9.22,8.0,10.0,6.0,10.0,14.0,1,7.53,9.0,1.47,6.47,6.75,0.28,2.06,2.75,0.69,1.65,2.25,0.6,0.14,0.13,-0.01,3.0,2.0,-1.0,DAL-GSW,3,4,Conference Finals,99.86,138.54000000000002,0.1842,5,1610612742,5,1610612742,110.1,1610612742,113.10000000000001,1610612742,107.55,1610612742.0,108.7,0.2665,96.40799999999999,1610612742,97.372,96.88999999999999,0,2
1746,Reggie Bullock Jr.,203493,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,38,18,2,2,6,10,0.6,6,10,0.6,0,0,,0,2,0,0,0,1,12,23.4,1.8,0.9,F,,123.5,126.7,110.0,112.5,13.5,0.0,0.05,0.026,0.071,0.9,0.0,0.119,0.9,98.31,100.71,0.089,81,83.93,0.122,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,1,6-6,205.0,1,1,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0,4,42.0,10.5,3.0,0.27,8.5,3.0,0.3,1.5,2.0,0.5,0.13,0.43,0.41,94.36,114.81,114.81,38.0,9.25,2.75,0.28,7.75,2.5,0.29,1.5,1.75,0.75,0.13,0.46,0.41,94.81,113.01,113.01,37.83,9.5,3.0,0.27,7.5,2.5,0.27,1.0,1.17,0.75,0.13,0.41,0.38,93.99,110.2,110.2,11.75,9.6,0.0,21.0,12.0,5.0,1,11.43,9.5,-1.93,8.57,8.1,-0.47,1.14,0.8,-0.34,7.43,7.1,-0.33,0.1,0.11,0.01,0.14,0.6,0.46,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1747,Spencer Dinwiddie,203915,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,28,10,8,3,2,7,0.286,2,5,0.4,4,4,1.0,0,3,1,0,3,2,8,25.6,1.142,0.4285714285714285,,,110.2,112.8,96.6,100.5,13.6,0.0,0.12,0.056,0.4,0.429,2.67,0.19,0.571,99.29,102.48,0.1,59,85.4,0.195,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,0,6-5,215.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.33,4,27.0,9.5,4.5,0.44,6.0,2.0,0.2,4.0,4.0,1.0,0.24,0.56,0.51,94.36,114.81,114.81,25.75,11.25,6.25,0.51,6.5,3.0,0.39,3.75,4.0,0.93,0.26,0.67,0.63,94.81,113.01,113.01,23.33,9.17,5.0,0.46,5.83,2.83,0.38,2.83,3.0,0.95,0.24,0.67,0.6,93.99,110.2,110.2,14.12,14.2,26.0,4.0,17.0,30.0,1,17.14,11.3,-5.84,12.57,8.9,-3.67,5.29,1.4,-3.89,6.29,4.8,-1.49,0.25,0.2,-0.05,2.14,1.0,-1.14,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1748,Dwight Powell,203939,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,12,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,7,1.2,0.0,,C,,139.1,143.4,108.7,102.0,30.4,0.0,0.056,0.04,0.0,0.0,0.0,0.0,0.0,95.67,93.96,0.019,23,78.3,0.0,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,1,6-10,240.0,0,1,1,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,4,8.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.09,0.4,0.5,94.36,114.81,114.81,12.5,1.75,1.25,0.62,0.0,0.0,0.5,0.5,1.0,0.5,0.09,0.58,0.62,94.81,113.01,113.01,12.5,1.5,1.17,0.7,0.0,0.0,0.5,1.0,1.67,0.56,0.08,0.53,0.58,93.99,110.2,110.2,3.38,3.1,3.0,0.0,3.0,6.0,1,1.57,4.3,2.73,1.14,2.1,0.96,0.71,1.8,1.09,0.29,0.0,-0.29,0.07,0.1,0.03,0.29,0.7,0.41,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1749,Andrew Wiggins,203952,GSW @ DAL,GSW,1610612744,DAL,0,42100314,2022-05-24,L,31,13,1,5,5,11,0.455,1,3,0.333,2,2,1.0,3,2,0,0,0,3,-20,20.5,1.094,0.5,F,,103.2,103.5,137.1,139.0,-33.9,0.081,0.083,0.082,0.053,0.5,0.0,0.174,0.547,97.44,98.25,0.058,63,81.88,0.177,"MAY 24, 2022",240,41,84,0.488,10,28,0.357,17,26,0.654,6,36,42,26,5,4,8,18,109,111.86371100164205,4.0,6.0,45.0,0.5,1610612742.0,111.86371100164205,97.44,96.56,95.68,1,1,6-7,197.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.67,4,39.0,17.0,8.0,0.45,5.0,2.0,0.4,3.5,5.5,0.65,0.22,0.54,0.52,93.0,126.22,126.22,38.5,16.75,7.75,0.45,5.75,2.5,0.44,2.0,3.75,0.45,0.22,0.54,0.53,95.97,119.23,119.23,35.33,14.33,6.67,0.45,5.17,2.0,0.38,1.67,3.0,0.49,0.2,0.53,0.52,98.88,110.68,110.68,16.22,15.29,27.0,16.0,19.0,18.0,1,17.24,13.5,-3.74,14.94,10.0,-4.94,2.88,3.0,0.12,5.41,2.75,-2.66,0.21,0.18,-0.03,1.41,1.25,-0.16,DAL-GSW,3,4,Conference Finals,99.86,138.54000000000002,0.1842,5,1610612742,5,1610612742,110.1,1610612742,113.10000000000001,1610612742,107.55,1610612742.0,108.7,0.2665,96.40799999999999,1610612742,97.372,96.88999999999999,1,2
1750,Kevon Looney,1626172,GSW @ DAL,GSW,1610612744,DAL,0,42100314,2022-05-24,L,20,3,1,6,1,3,0.333,0,0,,1,3,0.333,1,5,0,1,1,0,-20,13.7,0.694,0.3333333333333333,C,,89.5,89.0,138.5,138.6,-49.0,0.042,0.333,0.154,0.077,0.333,1.0,0.119,0.347,93.53,93.33,0.058,38,77.78,0.121,"MAY 24, 2022",240,41,84,0.488,10,28,0.357,17,26,0.654,6,36,42,26,5,4,8,18,109,111.86371100164205,4.0,6.0,45.0,0.5,1610612742.0,111.86371100164205,97.44,96.56,95.68,1,1,6-9,222.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0,4,30.5,9.0,6.5,0.73,0.0,0.0,0.17,2.0,2.5,0.88,0.14,0.75,0.73,93.0,126.22,126.22,31.0,7.5,5.0,0.69,0.0,0.0,0.17,1.0,1.25,0.88,0.12,0.7,0.69,95.97,119.23,119.23,25.83,6.0,4.0,0.72,0.0,0.0,0.17,1.0,1.17,0.92,0.12,0.75,0.72,98.88,110.68,110.68,7.67,4.0,9.0,21.0,10.0,4.0,1,6.76,1.5,-5.26,4.65,1.5,-3.15,0.82,0.5,-0.32,0.0,0.0,0.0,0.11,0.06,-0.05,1.06,0.25,-0.81,DAL-GSW,3,4,Conference Finals,99.86,138.54000000000002,0.1842,5,1610612742,5,1610612742,110.1,1610612742,113.10000000000001,1610612742,107.55,1610612742.0,108.7,0.2665,96.40799999999999,1610612742,97.372,96.88999999999999,0,2
1751,Damion Lee,1627814,GSW @ DAL,GSW,1610612744,DAL,0,42100314,2022-05-24,L,15,6,1,6,3,6,0.5,0,1,0.0,0,0,,2,4,0,0,0,0,15,14.7,1.0,0.5,,,137.5,142.1,96.7,100.8,40.8,0.182,0.25,0.222,0.077,0.5,0.0,0.176,0.5,94.09,97.68,0.114,32,81.4,0.182,"MAY 24, 2022",240,41,84,0.488,10,28,0.357,17,26,0.654,6,36,42,26,5,4,8,18,109,111.86371100164205,4.0,6.0,45.0,0.5,1610612742.0,111.86371100164205,97.44,96.56,95.68,1,0,6-6,210.0,1,1,0,0.0,1,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3,8.5,1.5,0.5,0.5,1.5,0.5,0.5,0.0,0.0,1.0,0.16,0.75,0.75,97.52,121.99,121.99,13.0,2.75,1.5,0.54,1.75,1.0,0.62,0.0,0.0,1.0,0.14,0.77,0.77,99.9,111.17,111.17,13.33,3.17,1.17,0.39,1.67,0.67,0.42,0.0,0.17,0.0,0.13,0.54,0.54,101.92,112.32,112.32,1.75,4.5,0.0,3.0,3.0,10.0,1,1.86,4.0,2.14,2.14,2.0,-0.14,0.07,2.0,1.93,1.07,1.0,-0.07,0.17,0.27,0.1,0.43,0.0,-0.43,DAL-GSW,3,4,Conference Finals,99.86,138.54000000000002,0.1842,5,1610612742,5,1610612742,110.1,1610612742,113.10000000000001,1610612742,107.55,1610612742.0,108.7,0.2665,96.40799999999999,1610612742,97.372,96.88999999999999,0,2
1752,Dorian Finney-Smith,1627827,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,39,23,2,6,9,13,0.692,4,7,0.571,1,2,0.5,0,6,0,0,2,3,18,31.2,1.657,0.8461538461538461,F,,128.6,131.2,102.5,104.7,26.0,0.0,0.15,0.085,0.077,0.846,1.0,0.2,0.829,94.38,96.33,0.119,77,80.27,0.204,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,1,6-7,220.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,4,42.0,6.5,3.0,0.46,5.5,2.5,0.45,1.0,3.0,0.38,0.11,0.61,0.66,94.36,114.81,114.81,37.0,5.75,2.25,0.38,4.25,1.75,0.39,1.0,2.0,0.58,0.1,0.54,0.53,94.81,113.01,113.01,35.0,5.5,2.0,0.35,4.17,1.67,0.38,1.17,2.0,0.65,0.1,0.52,0.5,93.99,110.2,110.2,13.75,10.1,9.0,10.0,5.0,5.0,1,11.86,11.4,-0.46,9.29,8.5,-0.79,1.14,1.2,0.06,5.86,6.2,0.34,0.13,0.12,-0.01,1.29,0.9,-0.39,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1753,Frank Ntilikina,1628373,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,17,5,1,1,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,0,3,-2,10.7,2.5,1.25,,,109.1,111.8,102.7,109.1,6.4,0.0,0.059,0.03,0.091,1.25,0.0,0.059,1.25,94.46,98.63,0.065,33,82.19,0.06,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,0,6-4,200.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.67,4,4.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.91,0.25,0.0,0.0,94.36,114.81,114.81,7.75,2.5,0.25,0.06,2.0,0.25,0.08,0.0,0.0,0.91,0.2,0.09,0.09,94.81,113.01,113.01,10.83,2.5,0.33,0.08,2.0,0.17,0.06,0.17,0.17,1.0,0.17,0.12,0.1,93.99,110.2,110.2,1.6,2.14,0.0,0.0,0.0,3.0,1,2.2,1.71,-0.49,2.6,1.57,-1.03,0.0,0.14,0.14,2.2,1.29,-0.91,0.16,0.09,-0.07,0.0,0.86,0.86,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1754,Maxi Kleber,1628467,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,22,13,2,8,5,6,0.833,2,3,0.667,1,1,1.0,2,6,0,3,0,5,5,34.6,2.019,1.0,,,131.9,132.7,121.3,126.2,10.6,0.091,0.3,0.19,0.125,1.0,0.0,0.12,1.009,99.7,102.0,0.142,47,85.0,0.121,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,0,6-10,240.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.33,4,29.0,5.0,0.5,0.1,5.0,0.5,0.1,0.0,0.0,1.0,0.09,0.15,0.15,94.36,114.81,114.81,24.5,3.75,0.75,0.36,3.75,0.75,0.36,0.0,0.0,1.0,0.07,0.54,0.54,94.81,113.01,113.01,24.5,4.33,1.17,0.36,4.0,1.17,0.38,0.17,0.33,0.5,0.1,0.54,0.54,93.99,110.2,110.2,10.25,7.5,0.0,3.0,3.0,3.0,1,9.71,7.9,-1.81,6.29,5.5,-0.79,0.71,1.2,0.49,5.0,3.8,-1.2,0.13,0.12,-0.01,0.29,0.9,0.61,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1755,Jalen Brunson,1628973,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,34,15,5,5,5,12,0.417,1,2,0.5,4,5,0.8,1,4,0,1,0,3,0,31.5,1.056,0.4583333333333333,G,,116.9,123.0,120.3,120.4,-3.4,0.031,0.111,0.074,0.217,0.458,0.0,0.192,0.528,95.3,97.82,0.082,71,81.51,0.201,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,1,6-2,190.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.0,4,36.5,15.5,9.0,0.58,6.5,4.0,0.61,3.5,5.0,0.71,0.25,0.72,0.71,94.36,114.81,114.81,33.75,16.5,8.75,0.53,5.5,2.5,0.43,2.25,3.5,0.64,0.27,0.62,0.61,94.81,113.01,113.01,34.17,16.17,8.33,0.51,4.33,1.67,0.29,3.0,4.33,0.68,0.27,0.59,0.56,93.99,110.2,110.2,23.5,20.0,20.0,31.0,14.0,24.0,1,23.14,20.2,-2.94,16.57,17.1,0.53,5.57,4.5,-1.07,5.14,3.6,-1.54,0.26,0.27,0.01,0.71,1.2,0.49,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
1756,Luka Dončić,1629029,DAL vs. GSW,DAL,1610612742,GSW,1,42100314,2022-05-24,W,38,30,9,14,10,26,0.385,3,11,0.273,7,10,0.7,0,14,2,2,3,2,13,69.3,0.987,0.4423076923076923,G,,128.9,130.6,109.0,109.4,20.0,0.0,0.341,0.189,0.375,0.442,3.0,0.43,0.493,97.22,98.04,0.177,76,81.7,0.436,"MAY 24, 2022",240,41,82,0.5,20,43,0.465,17,22,0.773,4,41,45,30,4,6,8,19,119,124.37290969899664,5.0,4.0,42.0,0.4880952380952381,1610612744.0,124.37290969899664,95.68,96.56,97.44,1,1,6-6,230.0,1,1,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.33,4,39.0,23.0,11.5,0.5,9.5,4.5,0.47,13.5,16.0,0.85,0.39,0.68,0.6,94.36,114.81,114.81,35.75,20.75,10.25,0.49,10.0,4.5,0.45,9.25,11.25,0.83,0.37,0.66,0.6,94.81,113.01,113.01,35.5,22.0,10.33,0.47,9.33,3.67,0.38,8.67,11.0,0.8,0.39,0.62,0.56,93.99,110.2,110.2,31.33,31.89,40.0,42.0,20.0,35.0,1,32.0,31.5,-0.5,23.6,23.4,-0.2,11.4,7.8,-3.6,10.6,9.5,-1.1,0.4,0.39,-0.01,3.8,4.0,0.2,DAL-GSW,3,4,Conference Finals,127.4,110.1,0.1882,5,1610612744,5,1610612744,138.54000000000002,1610612744,139.3,1610612744,138.03333333333333,,,0.486,97.372,1610612744,96.40799999999999,96.88999999999999,0,0
