,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CHI,TEAM__DAL,TEAM__DEN,TEAM__GSW,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NOP,TEAM__PHI,TEAM__PHX,TEAM__TOR,TEAM__UTA,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CHI,OPP__DAL,OPP__DEN,OPP__GSW,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NOP,OPP__PHI,OPP__PHX,OPP__TOR,OPP__UTA,MATCHUP_AVG_PTS_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,FG_PCT_ROLL_AVG_2,FG3A_ROLL_AVG_2,FG3M_ROLL_AVG_2,FG3_PCT_ROLL_AVG_2,FTM_ROLL_AVG_2,FTA_ROLL_AVG_2,FT_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,TS_PCT_ROLL_AVG_2,EFG_PCT_ROLL_AVG_2,TEAM_PACE_ROLL_AVG_2,TEAM_OFF_RATING_ROLL_AVG_2,OPP_DEF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,FG_PCT_ROLL_AVG_4,FG3A_ROLL_AVG_4,FG3M_ROLL_AVG_4,FG3_PCT_ROLL_AVG_4,FTM_ROLL_AVG_4,FTA_ROLL_AVG_4,FT_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,TS_PCT_ROLL_AVG_4,EFG_PCT_ROLL_AVG_4,TEAM_PACE_ROLL_AVG_4,TEAM_OFF_RATING_ROLL_AVG_4,OPP_DEF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,FG_PCT_ROLL_AVG_6,FG3A_ROLL_AVG_6,FG3M_ROLL_AVG_6,FG3_PCT_ROLL_AVG_6,FTM_ROLL_AVG_6,FTA_ROLL_AVG_6,FT_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,TS_PCT_ROLL_AVG_6,EFG_PCT_ROLL_AVG_6,TEAM_PACE_ROLL_AVG_6,TEAM_OFF_RATING_ROLL_AVG_6,OPP_DEF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,PTS_LAG_1,PTS_LAG_2,PTS_LAG_3,PTS_LAG_4,DEF_CATEGORY,PTS_VS_DEF_STRONG,PTS_VS_DEF_WEAK,PTS_VS_DEF_DIFF,FGA_VS_DEF_STRONG,FGA_VS_DEF_WEAK,FGA_VS_DEF_DIFF,FTA_VS_DEF_STRONG,FTA_VS_DEF_WEAK,FTA_VS_DEF_DIFF,FG3A_VS_DEF_STRONG,FG3A_VS_DEF_WEAK,FG3A_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
352,Kyle Anderson,203937,MEM vs. MIN,MEM,1610612763,MIN,1,42100152,2022-04-19,W,18,2,1,5,1,4,0.25,0,1,0.0,0,0,,1,4,0,0,0,0,24,9.5,0.5,0.25,,,152.5,145.1,92.5,93.9,60.0,0.056,0.222,0.139,0.048,0.25,0.0,0.082,0.25,106.37,104.49,0.057,40,87.07,0.082,"APR 19, 2022",240,44,92,0.478,11,34,0.324,25,32,0.781,14,34,48,29,9,1,9,22,124,122.67510882469333,5.0,9.0,40.0,0.3947368421052631,1610612750.0,122.67510882469333,101.08,102.2,103.32,1,0,6-9,230.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,2,21.0,3.0,2.0,0.67,0.0,0.0,0.0,2.0,3.0,0.67,0.08,0.69,0.67,108.92,107.42,107.42,21.0,3.0,2.0,0.67,0.0,0.0,0.0,2.0,3.0,0.67,0.08,0.69,0.67,108.92,107.42,107.42,21.0,3.0,2.0,0.67,0.0,0.0,0.0,2.0,3.0,0.67,0.08,0.69,0.67,108.92,107.42,107.42,4.0,4.0,6.0,,,,1,6.2,4.0,-2.2,4.5,3.0,-1.5,1.5,0.0,-1.5,1.2,0.0,-1.2,0.14,0.05,-0.09,1.0,0.0,-1.0,MEM-MIN,1,1,First Round,113.88,86.17999999999999,0.1804,4,1610612750,5,1610612750,136.2,1610612750,127.2,1610612750,149.7,1610612750.0,143.1,0.33025,94.88,1610612750,97.084,95.982,0,1
353,Bogdan Bogdanović,203992,ATL @ MIA,ATL,1610612737,MIA,0,42100102,2022-04-19,L,28,29,3,4,12,18,0.667,5,10,0.5,0,0,,1,3,0,0,1,5,0,37.3,1.611,0.8055555555555556,,,112.1,104.0,110.2,106.1,1.9,0.04,0.107,0.075,0.231,0.806,3.0,0.297,0.806,104.44,98.7,0.251,58,82.25,0.294,"APR 19, 2022",240,41,87,0.471,12,40,0.3,11,14,0.786,7,33,40,21,6,2,19,26,105,99.847850893876,9.0,6.0,34.0,0.4810126582278481,1610612748.0,99.847850893876,105.16,103.46,101.76,1,0,6-5,225.0,1,0,0,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.5,2,26.0,8.0,0.0,0.0,4.0,0.0,0.0,6.0,6.0,1.0,0.22,0.28,0.0,96.88,93.93,93.93,26.0,8.0,0.0,0.0,4.0,0.0,0.0,6.0,6.0,1.0,0.22,0.28,0.0,96.88,93.93,93.93,26.0,8.0,0.0,0.0,4.0,0.0,0.0,6.0,6.0,1.0,0.22,0.28,0.0,96.88,93.93,93.93,18.0,17.5,6.0,,,,1,17.0,6.0,-11.0,13.67,8.0,-5.67,1.33,6.0,4.67,7.33,4.0,-3.33,0.24,0.22,-0.02,0.67,2.0,1.33,ATL-MIA,1,2,First Round,102.06,118.12,0.2036,5,1610612748,5,1610612748,102.28,1610612748,99.05,1610612748,101.2,1610612748.0,113.7,0.1658,101.524,1610612748,102.382,101.953,0,1
354,Tyus Jones,1626145,MEM vs. MIN,MEM,1610612763,MIN,1,42100152,2022-04-19,W,16,10,3,4,4,8,0.5,1,2,0.5,1,2,0.5,0,4,1,0,1,0,4,21.3,1.126,0.5625,,,113.2,118.5,105.4,106.8,7.8,0.0,0.267,0.125,0.3,0.563,3.0,0.233,0.563,106.07,109.28,0.163,38,91.07,0.242,"APR 19, 2022",240,44,92,0.478,11,34,0.324,25,32,0.781,14,34,48,29,9,1,9,22,124,122.67510882469333,5.0,9.0,40.0,0.3947368421052631,1610612750.0,122.67510882469333,101.08,102.2,103.32,1,0,6-1,196.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,2,16.0,8.0,3.0,0.38,3.0,1.0,0.33,0.0,0.0,0.5,0.22,0.44,0.44,108.92,107.42,107.42,16.0,8.0,3.0,0.38,3.0,1.0,0.33,0.0,0.0,0.5,0.22,0.44,0.44,108.92,107.42,107.42,16.0,8.0,3.0,0.38,3.0,1.0,0.33,0.0,0.0,0.5,0.22,0.44,0.44,108.92,107.42,107.42,8.5,11.0,7.0,,,,1,9.2,11.0,1.8,8.5,6.0,-2.5,1.5,0.0,-1.5,3.9,3.0,-0.9,0.18,0.23,0.05,1.1,2.0,0.9,MEM-MIN,1,1,First Round,113.88,86.17999999999999,0.1804,4,1610612750,5,1610612750,136.2,1610612750,127.2,1610612750,149.7,1610612750.0,143.1,0.33025,94.88,1610612750,97.084,95.982,0,1
355,Delon Wright,1626153,ATL @ MIA,ATL,1610612737,MIA,0,42100102,2022-04-19,L,29,9,2,3,3,5,0.6,1,3,0.333,2,2,1.0,2,1,2,0,2,0,8,19.6,1.531,0.7,,,114.8,111.4,100.0,97.9,14.8,0.087,0.033,0.057,0.083,0.7,1.0,0.118,0.765,102.96,100.35,0.116,61,83.63,0.12,"APR 19, 2022",240,41,87,0.471,12,40,0.3,11,14,0.786,7,33,40,21,6,2,19,26,105,99.847850893876,9.0,6.0,34.0,0.4810126582278481,1610612748.0,99.847850893876,105.16,103.46,101.76,1,0,6-5,185.0,1,0,0,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,2,21.0,6.0,2.0,0.33,4.0,1.0,0.25,0.0,0.0,1.0,0.16,0.42,0.42,96.88,93.93,93.93,21.0,6.0,2.0,0.33,4.0,1.0,0.25,0.0,0.0,1.0,0.16,0.42,0.42,96.88,93.93,93.93,21.0,6.0,2.0,0.33,4.0,1.0,0.25,0.0,0.0,1.0,0.16,0.42,0.42,96.88,93.93,93.93,13.0,7.0,5.0,,,,1,9.0,5.0,-4.0,5.75,6.0,0.25,2.25,0.0,-2.25,2.25,4.0,1.75,0.12,0.16,0.04,1.0,1.0,0.0,ATL-MIA,1,2,First Round,102.06,118.12,0.2036,5,1610612748,5,1610612748,102.28,1610612748,99.05,1610612748,101.2,1610612748.0,113.7,0.1658,101.524,1610612748,102.382,101.953,0,1
356,D'Angelo Russell,1626156,MIN @ MEM,MIN,1610612750,MEM,0,42100152,2022-04-19,L,28,11,4,2,3,11,0.273,2,7,0.286,3,4,0.75,0,2,1,0,2,3,-26,20.4,0.862,0.3636363636363636,G,,87.5,83.3,131.6,127.7,-44.1,0.0,0.077,0.036,0.364,0.364,2.0,0.242,0.431,102.19,98.26,0.041,56,81.88,0.243,"APR 19, 2022",240,30,76,0.395,11,38,0.289,25,28,0.893,4,36,40,16,5,9,19,28,96,92.91521486643438,9.0,1.0,48.0,0.4782608695652174,1610612763.0,92.91521486643438,103.32,102.2,101.08,1,1,6-3,193.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.5,2,29.0,11.0,2.0,0.18,3.0,1.0,0.33,5.0,5.0,1.0,0.19,0.38,0.23,108.88,119.4,119.4,29.0,11.0,2.0,0.18,3.0,1.0,0.33,5.0,5.0,1.0,0.19,0.38,0.23,108.88,119.4,119.4,29.0,11.0,2.0,0.18,3.0,1.0,0.33,5.0,5.0,1.0,0.19,0.38,0.23,108.88,119.4,119.4,22.0,10.5,10.0,,,,0,12.75,11.0,-1.75,12.5,11.0,-1.5,1.75,4.0,2.25,5.25,7.0,1.75,0.2,0.24,0.04,3.25,2.0,-1.25,MEM-MIN,1,1,First Round,96.46000000000001,136.2,0.18919999999999998,5,1610612763,4,1610612763,86.17999999999999,1610612763,90.3,1610612763,85.3,1610612763.0,80.0,0.17149999999999999,97.084,1610612763,94.88,95.982,0,1
357,Karl-Anthony Towns,1626157,MIN @ MEM,MIN,1610612750,MEM,0,42100152,2022-04-19,L,28,15,1,11,4,7,0.571,0,1,0.0,7,8,0.875,2,9,0,2,5,5,-21,30.7,1.426,0.5714285714285714,C,,106.9,105.4,143.1,136.2,-36.2,0.08,0.36,0.22,0.067,0.571,0.2,0.254,0.713,102.78,99.59,0.109,58,82.99,0.259,"APR 19, 2022",240,30,76,0.395,11,38,0.289,25,28,0.893,4,36,40,16,5,9,19,28,96,92.91521486643438,9.0,1.0,48.0,0.4782608695652174,1610612763.0,92.91521486643438,103.32,102.2,101.08,1,1,7-0,248.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.0,2,43.0,18.0,11.0,0.61,5.0,2.0,0.4,5.0,5.0,1.0,0.2,0.72,0.67,108.88,119.4,119.4,43.0,18.0,11.0,0.61,5.0,2.0,0.4,5.0,5.0,1.0,0.2,0.72,0.67,108.88,119.4,119.4,43.0,18.0,11.0,0.61,5.0,2.0,0.4,5.0,5.0,1.0,0.2,0.72,0.67,108.88,119.4,119.4,8.0,22.0,29.0,,,,0,21.75,15.0,-6.75,13.75,7.0,-6.75,9.25,8.0,-1.25,4.0,1.0,-3.0,0.25,0.25,0.0,4.75,5.0,0.25,MEM-MIN,1,1,First Round,96.46000000000001,136.2,0.18919999999999998,5,1610612763,4,1610612763,86.17999999999999,1610612763,90.3,1610612763,85.3,1610612763.0,80.0,0.17149999999999999,97.084,1610612763,94.88,95.982,1,1
358,Devin Booker,1626164,PHX vs. NOP,PHX,1610612756,NOP,1,42100142,2022-04-19,L,25,31,1,2,12,19,0.632,7,11,0.636,0,0,,1,1,0,0,2,3,-6,32.9,1.632,0.8157894736842105,G,,115.4,114.2,124.5,123.9,-9.1,0.038,0.037,0.038,0.1,0.816,0.5,0.362,0.816,102.46,101.68,0.174,52,84.73,0.365,"APR 19, 2022",240,43,86,0.5,13,35,0.371,15,18,0.833,8,25,33,26,9,3,12,18,114,116.421568627451,7.0,6.0,43.0,0.5476190476190477,1610612740.0,116.421568627451,97.92,98.36,98.8,1,1,6-6,206.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0,2,41.0,19.0,8.0,0.42,8.0,4.0,0.5,5.0,6.0,0.83,0.25,0.58,0.53,91.24,120.56,120.56,41.0,19.0,8.0,0.42,8.0,4.0,0.5,5.0,6.0,0.83,0.25,0.58,0.53,91.24,120.56,120.56,41.0,19.0,8.0,0.42,8.0,4.0,0.5,5.0,6.0,0.83,0.25,0.58,0.53,91.24,120.56,120.56,28.0,13.0,25.0,,,,0,23.43,23.0,-0.43,17.86,16.67,-1.19,6.43,2.67,-3.76,5.71,8.33,2.62,0.29,0.28,-0.01,3.86,1.67,-2.19,NOP-PHX,1,2,First Round,113.47999999999999,125.08,0.2092,5,1610612740,5,1610612740,113.46,1610612740,110.8,1610612740,112.76666666666667,1610612740.0,111.45,0.40900000000000003,101.612,1610612740,100.398,101.005,1,2
359,Cameron Payne,1626166,PHX vs. NOP,PHX,1610612756,NOP,1,42100142,2022-04-19,L,17,6,2,1,3,6,0.5,0,2,0.0,0,0,,0,1,2,0,3,1,6,13.2,1.0,0.5,,,128.6,122.8,114.7,115.9,13.9,0.0,0.091,0.043,0.143,0.5,0.67,0.225,0.5,96.48,94.72,0.057,35,78.93,0.227,"APR 19, 2022",240,43,86,0.5,13,35,0.371,15,18,0.833,8,25,33,26,9,3,12,18,114,116.421568627451,7.0,6.0,43.0,0.5476190476190477,1610612740.0,116.421568627451,97.92,98.36,98.8,1,0,6-3,183.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,2,17.0,6.0,1.0,0.17,3.0,0.0,0.0,0.0,0.0,0.5,0.18,0.17,0.17,91.24,120.56,120.56,17.0,6.0,1.0,0.17,3.0,0.0,0.0,0.0,0.0,0.5,0.18,0.17,0.17,91.24,120.56,120.56,17.0,6.0,1.0,0.17,3.0,0.0,0.0,0.0,0.0,0.5,0.18,0.17,0.17,91.24,120.56,120.56,4.0,3.0,2.0,,,,0,2.86,5.67,2.81,4.57,7.0,2.43,0.0,1.0,1.0,1.71,3.0,1.29,0.19,0.26,0.07,0.86,1.17,0.31,NOP-PHX,1,2,First Round,113.47999999999999,125.08,0.2092,5,1610612740,5,1610612740,113.46,1610612740,110.8,1610612740,112.76666666666667,1610612740.0,111.45,0.40900000000000003,101.612,1610612740,100.398,101.005,0,2
360,Larry Nance Jr.,1626204,NOP @ PHX,NOP,1610612740,PHX,0,42100142,2022-04-19,W,21,13,2,6,6,9,0.667,1,3,0.333,0,0,,1,5,0,0,3,1,8,20.2,1.444,0.7222222222222222,,,132.6,140.7,116.7,114.9,15.9,0.063,0.294,0.182,0.133,0.722,0.67,0.25,0.722,94.14,96.23,0.141,43,80.19,0.276,"APR 19, 2022",240,46,84,0.548,17,30,0.567,16,20,0.8,11,32,43,32,7,6,17,20,125,126.5182186234818,9.0,3.0,33.0,0.5,1610612756.0,126.5182186234818,98.8,98.36,97.92,1,0,6-8,245.0,0,1,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.5,2,20.0,8.0,5.0,0.62,2.0,1.0,0.5,3.0,4.0,0.75,0.23,0.72,0.69,94.44,104.83,104.83,20.0,8.0,5.0,0.62,2.0,1.0,0.5,3.0,4.0,0.75,0.23,0.72,0.69,94.44,104.83,104.83,20.0,8.0,5.0,0.62,2.0,1.0,0.5,3.0,4.0,0.75,0.23,0.72,0.69,94.44,104.83,104.83,2.0,13.5,14.0,,,,1,13.0,8.4,-4.6,9.0,6.0,-3.0,0.0,2.2,2.2,3.0,1.2,-1.8,0.25,0.14,-0.11,3.0,0.6,-2.4,NOP-PHX,1,2,First Round,122.7,113.46,0.209,5,1610612756,5,1610612756,125.08,1610612756,123.5,1610612756,124.65,1610612756.0,128.2,0.4534000000000001,100.398,1610612756,101.612,101.005,0,0
361,Malik Beasley,1627736,MIN @ MEM,MIN,1610612750,MEM,0,42100152,2022-04-19,L,22,7,0,3,3,6,0.5,1,2,0.5,0,0,,0,3,0,0,2,2,-24,8.6,1.167,0.5833333333333334,,,73.5,75.9,120.0,119.1,-46.5,0.0,0.094,0.056,0.0,0.583,0.0,0.154,0.583,106.16,107.51,0.041,49,89.59,0.162,"APR 19, 2022",240,30,76,0.395,11,38,0.289,25,28,0.893,4,36,40,16,5,9,19,28,96,92.91521486643438,9.0,1.0,48.0,0.4782608695652174,1610612763.0,92.91521486643438,103.32,102.2,101.08,1,0,6-4,187.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,2,30.0,14.0,8.0,0.57,10.0,4.0,0.4,3.0,4.0,0.75,0.24,0.73,0.71,108.88,119.4,119.4,30.0,14.0,8.0,0.57,10.0,4.0,0.4,3.0,4.0,0.75,0.24,0.73,0.71,108.88,119.4,119.4,30.0,14.0,8.0,0.57,10.0,4.0,0.4,3.0,4.0,0.75,0.24,0.73,0.71,108.88,119.4,119.4,11.0,15.0,23.0,,,,0,5.25,7.0,1.75,6.0,6.0,0.0,0.5,0.0,-0.5,3.25,2.0,-1.25,0.15,0.15,0.0,0.75,2.0,1.25,MEM-MIN,1,1,First Round,96.46000000000001,136.2,0.18919999999999998,5,1610612763,4,1610612763,86.17999999999999,1610612763,90.3,1610612763,85.3,1610612763.0,80.0,0.17149999999999999,97.084,1610612763,94.88,95.982,0,1
362,Brandon Ingram,1627742,NOP @ PHX,NOP,1610612740,PHX,0,42100142,2022-04-19,W,39,37,9,11,13,21,0.619,3,3,1.0,8,8,1.0,2,9,1,1,4,1,18,65.7,1.509,0.6904761904761905,F,,133.7,133.9,114.8,112.2,18.9,0.063,0.237,0.157,0.321,0.69,2.25,0.292,0.754,101.49,100.37,0.226,83,83.64,0.305,"APR 19, 2022",240,46,84,0.548,17,30,0.567,16,20,0.8,11,32,43,32,7,6,17,20,125,126.5182186234818,9.0,3.0,33.0,0.5,1610612756.0,126.5182186234818,98.8,98.36,97.92,1,1,6-8,190.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.5,2,39.0,17.0,6.0,0.35,2.0,1.0,0.5,5.0,5.0,1.0,0.22,0.47,0.38,94.44,104.83,104.83,39.0,17.0,6.0,0.35,2.0,1.0,0.5,5.0,5.0,1.0,0.22,0.47,0.38,94.44,104.83,104.83,39.0,17.0,6.0,0.35,2.0,1.0,0.5,5.0,5.0,1.0,0.22,0.47,0.38,94.44,104.83,104.83,34.0,27.5,18.0,,,,1,37.0,25.0,-12.0,21.0,19.4,-1.6,8.0,7.8,-0.2,3.0,4.8,1.8,0.29,0.28,-0.01,4.0,3.8,-0.2,NOP-PHX,1,2,First Round,122.7,113.46,0.209,5,1610612756,5,1610612756,125.08,1610612756,123.5,1610612756,124.65,1610612756.0,128.2,0.4534000000000001,100.398,1610612756,101.612,101.005,0,0
363,Taurean Prince,1627752,MIN @ MEM,MIN,1610612750,MEM,0,42100152,2022-04-19,L,17,12,1,2,4,7,0.571,2,4,0.5,2,2,1.0,0,2,2,1,2,2,-11,22.9,1.523,0.7142857142857143,,,74.4,76.8,108.1,109.5,-33.7,0.0,0.095,0.053,0.143,0.714,0.5,0.25,0.761,103.75,106.15,0.167,39,88.46,0.265,"APR 19, 2022",240,30,76,0.395,11,38,0.289,25,28,0.893,4,36,40,16,5,9,19,28,96,92.91521486643438,9.0,1.0,48.0,0.4782608695652174,1610612763.0,92.91521486643438,103.32,102.2,101.08,1,0,6-6,218.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.5,2,12.0,6.0,2.0,0.33,3.0,1.0,0.33,0.0,1.0,0.0,0.23,0.39,0.42,108.88,119.4,119.4,12.0,6.0,2.0,0.33,3.0,1.0,0.33,0.0,1.0,0.0,0.23,0.39,0.42,108.88,119.4,119.4,12.0,6.0,2.0,0.33,3.0,1.0,0.33,0.0,1.0,0.0,0.23,0.39,0.42,108.88,119.4,119.4,0.0,8.5,5.0,,,,0,4.33,12.0,7.67,4.67,7.0,2.33,1.33,2.0,0.67,2.33,4.0,1.67,0.16,0.25,0.09,0.33,2.0,1.67,MEM-MIN,1,1,First Round,96.46000000000001,136.2,0.18919999999999998,5,1610612763,4,1610612763,86.17999999999999,1610612763,90.3,1610612763,85.3,1610612763.0,80.0,0.17149999999999999,97.084,1610612763,94.88,95.982,0,1
364,Timothe Luwawu-Cabarrot,1627789,ATL @ MIA,ATL,1610612737,MIA,0,42100102,2022-04-19,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,-1,0.0,0.0,,,,85.7,87.2,87.5,112.9,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.54,110.71,-0.2,7,92.26,0.0,"APR 19, 2022",240,41,87,0.471,12,40,0.3,11,14,0.786,7,33,40,21,6,2,19,26,105,99.847850893876,9.0,6.0,34.0,0.4810126582278481,1610612748.0,99.847850893876,105.16,103.46,101.76,1,0,6-7,215.0,1,1,0,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5,2,15.0,4.0,2.0,0.5,3.0,1.0,0.33,0.0,0.0,1.0,0.16,0.62,0.62,96.88,93.93,93.93,15.0,4.0,2.0,0.5,3.0,1.0,0.33,0.0,0.0,1.0,0.16,0.62,0.62,96.88,93.93,93.93,15.0,4.0,2.0,0.5,3.0,1.0,0.33,0.0,0.0,1.0,0.16,0.62,0.62,96.88,93.93,93.93,0.0,2.5,5.0,,,,1,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.16,0.16,0.0,1.0,1.0,ATL-MIA,1,2,First Round,102.06,118.12,0.2036,5,1610612748,5,1610612748,102.28,1610612748,99.05,1610612748,101.2,1610612748.0,113.7,0.1658,101.524,1610612748,102.382,101.953,0,1
365,John Collins,1628381,ATL @ MIA,ATL,1610612737,MIA,0,42100102,2022-04-19,L,29,13,2,10,6,11,0.545,0,1,0.0,1,3,0.333,1,9,1,0,2,2,-6,29.0,1.055,0.5454545454545454,C,,106.5,101.2,118.0,119.5,-11.6,0.033,0.409,0.192,0.095,0.545,1.0,0.197,0.528,103.75,101.73,0.124,62,84.78,0.199,"APR 19, 2022",240,41,87,0.471,12,40,0.3,11,14,0.786,7,33,40,21,6,2,19,26,105,99.847850893876,9.0,6.0,34.0,0.4810126582278481,1610612748.0,99.847850893876,105.16,103.46,101.76,1,1,6-9,226.0,0,1,1,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.5,2,21.0,6.0,4.0,0.67,2.0,1.0,0.5,1.0,3.0,0.33,0.15,0.68,0.75,96.88,93.93,93.93,21.0,6.0,4.0,0.67,2.0,1.0,0.5,1.0,3.0,0.33,0.15,0.68,0.75,96.88,93.93,93.93,21.0,6.0,4.0,0.67,2.0,1.0,0.5,1.0,3.0,0.33,0.15,0.68,0.75,96.88,93.93,93.93,6.0,11.5,10.0,,,,1,9.25,10.0,0.75,8.25,6.0,-2.25,1.75,3.0,1.25,2.25,2.0,-0.25,0.19,0.15,-0.04,1.25,0.0,-1.25,ATL-MIA,1,2,First Round,102.06,118.12,0.2036,5,1610612748,5,1610612748,102.28,1610612748,99.05,1610612748,101.2,1610612748.0,113.7,0.1658,101.524,1610612748,102.382,101.953,0,1
