,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__DET,TEAM__GSW,TEAM__HOU,TEAM__IND,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__OKC,TEAM__ORL,OPP__BOS,OPP__CLE,OPP__DEN,OPP__DET,OPP__GSW,OPP__HOU,OPP__IND,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__OKC,OPP__ORL,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
1231,Luguentz Dort,1629652,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,21,10,1,2,4,9,0.444,2,7,0.286,0,0,,1,1,1,0,1,2,-18,15.9,1.111,0.5555555555555556,G,,100.0,102.4,134.0,132.7,-34.0,0.048,0.045,0.047,0.083,0.556,1.0,0.213,0.556,104.33,104.97,0.055,45,87.47,0.218,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,1,6-4,220.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,6,23.5,9.0,3.0,0.04,0.05,0.04,0.2,49.0,84.5,35.0,0.43,0.33,49.0,0.36,99.28,27.0,9.25,2.75,0.04,0.04,0.04,0.18,53.75,90.5,35.25,0.45,0.34,46.25,0.39,102.8,27.67,8.33,2.5,0.03,0.04,0.04,0.16,57.83,92.67,36.5,0.44,0.32,49.83,0.41,103.65,3.83,3.2,3.0,2.0,4.0,1.0,0,4.17,3.55,-0.62,1.25,1.55,0.3,2.92,2.0,-0.92,0.07,0.06,-0.01,0.1,0.16,0.06,99.96,103.28,3.32,0.83,0.91,0.08,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1232,Isaiah Joe,1630198,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,8,2,0,1,1,3,0.333,0,2,0.0,0,0,,0,1,0,0,0,0,4,3.2,0.667,0.3333333333333333,,,125.0,130.2,116.7,114.1,8.3,0.0,0.2,0.083,0.0,0.333,0.0,0.143,0.333,113.04,114.24,0.026,20,95.2,0.149,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-3,165.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6,6.0,2.0,0.0,0.05,0.07,0.06,0.12,13.5,84.5,35.0,0.43,0.33,49.0,0.36,99.28,8.0,2.75,1.5,0.02,0.12,0.06,0.14,18.75,90.5,35.25,0.45,0.34,46.25,0.39,102.8,9.67,3.67,1.67,0.02,0.1,0.05,0.15,21.67,92.67,36.5,0.44,0.32,49.83,0.41,103.65,1.33,1.0,1.0,1.0,1.0,1.0,0,1.6,1.18,-0.42,0.1,0.55,0.45,1.5,0.64,-0.86,0.08,0.05,-0.03,0.16,0.16,0.0,100.66,103.28,2.62,0.3,0.36,0.06,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1233,Aaron Wiggins,1630598,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,12,2,1,1,1,6,0.167,0,4,0.0,0,0,,0,1,0,1,1,1,1,6.7,0.333,0.1666666666666666,,,92.0,88.5,84.6,87.3,7.4,0.0,0.067,0.032,0.1,0.167,1.0,0.241,0.167,98.57,98.18,-0.06,25,81.82,0.241,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-5,190.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,6,13.5,6.0,2.5,0.04,0.15,0.1,0.22,28.0,84.5,35.0,0.43,0.33,49.0,0.36,99.28,13.75,6.25,3.0,0.07,0.16,0.12,0.21,29.0,90.5,35.25,0.45,0.34,46.25,0.39,102.8,14.0,5.5,2.67,0.08,0.14,0.11,0.19,29.33,92.67,36.5,0.44,0.32,49.83,0.41,103.65,3.0,2.2,1.0,6.0,2.0,5.0,0,1.91,2.64,0.73,0.36,0.91,0.55,1.55,1.73,0.18,0.07,0.08,0.01,0.14,0.22,0.08,100.06,103.28,3.22,0.82,0.73,-0.09,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1234,Chet Holmgren,1631096,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,30,19,1,11,8,14,0.571,2,7,0.286,1,3,0.333,1,10,1,1,0,2,3,39.7,1.24,0.6428571428571429,F,,116.2,120.4,113.4,112.6,2.7,0.036,0.37,0.2,0.04,0.643,0.0,0.211,0.62,106.34,107.84,0.138,68,89.87,0.219,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,1,7-1,208.0,0,1,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,6,31.5,9.5,5.0,0.04,0.24,0.14,0.15,65.0,84.5,35.0,0.43,0.33,49.0,0.36,99.28,32.25,11.5,5.0,0.06,0.26,0.16,0.18,65.75,90.5,35.25,0.45,0.34,46.25,0.39,102.8,31.0,11.0,4.67,0.04,0.21,0.13,0.19,65.17,92.67,36.5,0.44,0.32,49.83,0.41,103.65,9.5,10.0,8.0,13.0,16.0,11.0,0,7.67,9.73,2.06,1.92,1.73,-0.19,5.75,8.0,2.25,0.12,0.15,0.03,0.2,0.2,0.0,99.96,103.28,3.32,1.25,1.18,-0.07,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1235,Jalen Williams,1631114,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,38,6,10,7,3,16,0.188,0,4,0.0,0,0,,1,6,3,1,3,3,-8,38.4,0.375,0.1875,F,,111.0,109.1,120.7,120.3,-9.8,0.025,0.171,0.093,0.294,0.188,3.33,0.218,0.188,105.27,104.18,0.037,82,86.82,0.217,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,1,6-5,211.0,1,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,6,35.5,13.5,3.5,0.03,0.12,0.08,0.22,72.5,84.5,35.0,0.43,0.33,49.0,0.36,99.28,35.0,14.75,6.0,0.03,0.09,0.06,0.24,70.75,90.5,35.25,0.45,0.34,46.25,0.39,102.8,36.0,16.67,6.5,0.04,0.09,0.06,0.24,74.67,92.67,36.5,0.44,0.32,49.83,0.41,103.65,6.0,4.6,9.0,3.0,3.0,4.0,0,5.67,5.36,-0.31,0.92,1.18,0.26,4.75,4.18,-0.57,0.08,0.07,-0.01,0.27,0.24,-0.03,99.96,103.28,3.32,2.08,1.45,-0.63,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,1,2
1236,Jaylin Williams,1631119,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,14,8,2,5,3,5,0.6,1,2,0.5,1,2,0.5,2,3,1,0,1,4,-1,19.0,1.361,0.7,,,96.8,101.6,100.0,102.4,-3.2,0.154,0.167,0.161,0.25,0.7,2.0,0.206,0.68,99.51,103.17,0.169,31,85.97,0.215,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-9,240.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,6,11.5,2.0,1.0,0.0,0.09,0.05,0.11,23.5,84.5,35.0,0.43,0.33,49.0,0.36,99.28,12.25,2.25,1.25,0.0,0.08,0.05,0.11,25.75,90.5,35.25,0.45,0.34,46.25,0.39,102.8,9.33,1.83,1.0,0.03,0.05,0.05,0.13,19.83,92.67,36.5,0.44,0.32,49.83,0.41,103.65,2.17,1.4,2.0,1.0,0.0,2.0,0,2.0,1.82,-0.18,0.17,0.27,0.1,1.83,1.55,-0.28,0.14,0.08,-0.06,0.15,0.12,-0.03,101.46,103.28,1.82,0.83,0.64,-0.19,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1237,Julian Strawther,1631124,DEN vs. OKC,DEN,1610612743,OKC,1,42400226,2025-05-15,W,20,15,0,2,4,8,0.5,3,4,0.75,4,4,1.0,1,1,0,0,0,3,4,17.4,1.537,0.6875,,,100.0,99.3,95.0,95.9,5.0,0.043,0.05,0.047,0.0,0.688,0.0,0.192,0.768,100.76,100.85,0.156,42,84.05,0.199,"MAY 15, 2025",240,40,86,0.465,12,32,0.375,27,32,0.844,11,41,52,27,8,6,14,16,119,115.4443150950718,11.0,4.0,40.0,0.4673913043478261,1610612760,115.4443150950718,103.08,103.06,103.04,1,0,6-6,205.0,1,0,0,0.0,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.33,5,7.5,1.0,0.5,0.0,0.08,0.04,0.03,16.5,88.5,45.5,0.36,0.26,49.0,0.43,97.78,8.75,2.5,1.25,0.04,0.04,0.05,0.12,19.25,89.75,40.0,0.39,0.31,46.25,0.46,102.43,6.67,2.17,1.0,0.03,0.03,0.03,0.13,14.5,89.17,37.0,0.44,0.36,43.17,0.47,100.79,0.5,1.4,2.0,0.0,0.0,1.0,1,1.0,0.0,-1.0,0.44,0.0,-0.44,0.56,0.0,-0.56,0.04,0.0,-0.04,0.14,0.0,-0.14,100.21,0.0,-100.21,0.56,0.0,-0.56,DEN-OKC,2,6,Conference Semifinals,121.38,104.1,0.1754,5,1610612760,5,1610612760,119.46,1610612760,122.5,1610612760,116.83333333333333,1610612760.0,114.9,0.3632,104.6,1610612760,104.994,104.797,0,1
1238,Christian Braun,1631128,DEN vs. OKC,DEN,1610612743,OKC,1,42400226,2025-05-15,W,39,23,5,11,8,14,0.571,3,6,0.5,4,4,1.0,2,9,3,1,2,4,14,53.7,1.459,0.6785714285714286,G,,124.4,124.0,108.1,109.1,16.3,0.057,0.22,0.145,0.179,0.679,2.5,0.188,0.73,104.76,105.0,0.151,86,87.5,0.195,"MAY 15, 2025",240,40,86,0.465,12,32,0.375,27,32,0.844,11,41,52,27,8,6,14,16,119,115.4443150950718,11.0,4.0,40.0,0.4673913043478261,1610612760,115.4443150950718,103.08,103.06,103.04,1,1,6-6,220.0,1,0,0,0.0,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.33,6,43.5,11.5,3.5,0.02,0.11,0.06,0.14,88.5,88.5,45.5,0.36,0.26,49.0,0.43,97.78,39.0,9.25,2.75,0.01,0.1,0.05,0.13,79.75,87.25,42.0,0.39,0.33,49.0,0.45,102.02,39.0,10.0,3.83,0.04,0.1,0.07,0.13,81.83,89.0,38.17,0.42,0.34,45.83,0.45,102.85,6.86,6.0,7.0,4.0,7.0,2.0,1,6.69,0.0,-6.69,1.85,0.0,-1.85,4.85,0.0,-4.85,0.08,0.0,-0.08,0.14,0.0,-0.14,98.79,0.0,-98.79,1.08,0.0,-1.08,DEN-OKC,2,6,Conference Semifinals,121.38,104.1,0.1754,5,1610612760,5,1610612760,119.46,1610612760,122.5,1610612760,116.83333333333333,1610612760.0,114.9,0.3632,104.6,1610612760,104.994,104.797,0,1
1239,Ousmane Dieng,1631172,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64,107.46,0.0,2,89.55,0.0,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-9,185.0,0,1,0,0.0,1,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,8.0,3.0,0.0,0.0,0.2,0.11,0.21,19.0,89.0,36.0,0.56,0.44,38.0,0.38,108.08,8.0,3.0,0.0,0.0,0.2,0.11,0.21,19.0,89.0,36.0,0.56,0.44,38.0,0.38,108.08,8.0,3.0,0.0,0.0,0.2,0.11,0.21,19.0,89.0,36.0,0.56,0.44,38.0,0.38,108.08,1.5,0.0,2.0,,,,0,0.17,1.0,0.83,0.0,0.0,0.0,0.17,1.0,0.83,0.01,0.07,0.06,0.12,0.07,-0.05,99.93,103.55,3.62,0.0,0.0,0.0,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1240,Peyton Watson,1631212,DEN vs. OKC,DEN,1610612743,OKC,1,42400226,2025-05-15,W,14,4,0,3,1,7,0.143,0,2,0.0,2,2,1.0,1,2,1,1,0,1,-10,13.6,0.508,0.1428571428571428,,,62.1,63.1,93.3,94.5,-31.3,0.048,0.133,0.083,0.0,0.143,0.0,0.211,0.254,100.59,102.04,0.043,29,85.03,0.225,"MAY 15, 2025",240,40,86,0.465,12,32,0.375,27,32,0.844,11,41,52,27,8,6,14,16,119,115.4443150950718,11.0,4.0,40.0,0.4673913043478261,1610612760,115.4443150950718,103.08,103.06,103.04,1,0,6-7,200.0,1,0,0,0.0,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.67,6,12.0,3.5,1.0,0.07,0.14,0.1,0.15,26.0,88.5,45.5,0.36,0.26,49.0,0.43,97.78,14.0,3.75,2.0,0.07,0.15,0.11,0.15,30.5,87.25,42.0,0.39,0.33,49.0,0.45,102.02,14.67,4.0,2.17,0.06,0.13,0.09,0.13,31.67,89.0,38.17,0.42,0.34,45.83,0.45,102.85,2.86,3.0,8.0,0.0,5.0,2.0,1,3.0,0.0,-3.0,1.08,0.0,-1.08,1.92,0.0,-1.92,0.09,0.0,-0.09,0.15,0.0,-0.15,98.79,0.0,-98.79,0.54,0.0,-0.54,DEN-OKC,2,6,Conference Semifinals,121.38,104.1,0.1754,5,1610612760,5,1610612760,119.46,1610612760,122.5,1610612760,116.83333333333333,1610612760.0,114.9,0.3632,104.6,1610612760,104.994,104.797,0,1
1241,Cason Wallace,1641717,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,27,10,0,4,4,9,0.444,2,5,0.4,0,0,,0,4,3,0,1,3,-12,22.8,1.111,0.5555555555555556,,,87.7,90.1,108.8,105.8,-21.1,0.0,0.129,0.063,0.0,0.556,0.0,0.156,0.556,102.07,101.96,0.084,57,84.97,0.163,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-3,195.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,6,20.5,4.5,2.5,0.06,0.09,0.07,0.14,42.5,84.5,35.0,0.43,0.33,49.0,0.36,99.28,18.25,4.0,2.25,0.04,0.11,0.08,0.12,38.25,90.5,35.25,0.45,0.34,46.25,0.39,102.8,19.17,4.67,2.0,0.03,0.08,0.06,0.12,40.33,92.67,36.5,0.44,0.32,49.83,0.41,103.65,2.17,3.6,2.0,5.0,3.0,2.0,0,2.5,2.82,0.32,1.17,0.82,-0.35,1.33,2.0,0.67,0.05,0.06,0.01,0.1,0.11,0.01,99.96,103.28,3.32,0.67,0.73,0.06,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1242,Dillon Jones,1641794,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.64,107.46,0.0,2,89.55,0.0,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-5,235.0,0,1,0,0.0,1,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,8.0,1.5,1.0,0.0,0.11,0.06,0.16,18.5,94.0,42.0,0.53,0.4,40.5,0.36,107.68,8.0,1.5,1.0,0.0,0.11,0.06,0.16,18.5,94.0,42.0,0.53,0.4,40.5,0.36,107.68,8.0,1.5,1.0,0.0,0.11,0.06,0.16,18.5,94.0,42.0,0.53,0.4,40.5,0.36,107.68,1.0,0.0,1.0,1.0,,,0,1.0,0.75,-0.25,0.5,0.0,-0.5,0.5,0.75,0.25,0.08,0.05,-0.03,0.13,0.14,0.01,99.93,104.64,4.71,0.33,1.0,0.67,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1243,Ajay Mitchell,1642349,OKC @ DEN,OKC,1610612760,DEN,0,42400226,2025-05-15,L,1,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,71.64,107.46,2.0,2,89.55,1.0,"MAY 15, 2025",240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107,103.84316770186336,8.0,6.0,52.0,0.4651162790697674,1610612743,103.84316770186336,103.04,103.06,103.08,1,0,6-5,190.0,1,0,0,0.0,1,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,7.5,3.5,2.0,0.0,0.17,0.1,0.23,18.0,87.5,37.0,0.51,0.39,39.5,0.41,104.76,9.67,4.33,2.0,0.0,0.13,0.08,0.21,23.33,91.33,40.67,0.51,0.38,40.67,0.39,105.6,9.67,4.33,2.0,0.0,0.13,0.08,0.21,23.33,91.33,40.67,0.51,0.38,40.67,0.39,105.6,0.67,0.5,0.0,1.0,1.0,,0,0.86,0.6,-0.26,0.43,0.0,-0.43,0.43,0.6,0.17,0.11,0.06,-0.05,0.21,0.26,0.05,100.43,103.81,3.38,0.57,0.4,-0.17,DEN-OKC,2,6,Conference Semifinals,104.58,119.46,0.20299999999999999,5,1610612743,5,1610612743,104.1,1610612743,101.35,1610612743,105.55,1610612743.0,106.7,0.268,104.994,1610612743,104.6,104.797,0,2
1244,Russell Westbrook,201566,DEN @ OKC,DEN,1610612743,OKC,0,42400227,2025-05-18,L,22,6,2,5,2,7,0.286,2,5,0.4,0,0,,1,4,0,0,4,3,-34,11.0,0.857,0.4285714285714285,,,66.0,66.6,135.4,132.2,-69.5,0.034,0.154,0.091,0.222,0.429,0.5,0.196,0.429,105.28,104.53,0.006,47,87.11,0.209,"MAY 18, 2025",240,33,84,0.393,10,44,0.227,17,22,0.773,15,32,47,20,6,2,22,19,93,92.37187127532776,16.0,3.0,44.0,0.4895833333333333,1610612760,92.37187127532776,100.68,100.62,100.56,1,0,6-4,200.0,1,0,0,3.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7,18.5,7.5,2.0,0.09,0.06,0.08,0.25,38.5,91.5,39.0,0.44,0.33,41.5,0.48,100.58,21.5,8.75,2.25,0.06,0.05,0.06,0.22,44.75,87.0,40.75,0.41,0.33,48.0,0.43,101.32,23.0,9.83,3.5,0.04,0.05,0.05,0.24,49.17,88.33,38.67,0.41,0.34,46.5,0.45,103.24,3.57,3.83,3.0,4.0,3.0,1.0,1,3.33,0.0,-3.33,1.25,0.0,-1.25,2.08,0.0,-2.08,0.06,0.0,-0.06,0.24,0.0,-0.24,99.31,0.0,-99.31,2.42,0.0,-2.42,DEN-OKC,2,7,Conference Semifinals,97.8,126.28,0.178,5,1610612760,5,1610612760,96.66,1610612760,96.5,1610612760,94.16666666666667,1610612760.0,96.9,0.24159999999999998,102.614,1610612760,101.06199999999998,101.838,0,1
