,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__DET,TEAM__GSW,TEAM__HOU,TEAM__IND,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__OKC,TEAM__ORL,OPP__BOS,OPP__CLE,OPP__DEN,OPP__DET,OPP__GSW,OPP__HOU,OPP__IND,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__OKC,OPP__ORL,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
130,Rudy Gobert,203497,MIN vs. LAL,MIN,1610612750,LAL,1,42400164,2025-04-27,W,26,5,0,10,1,6,0.167,0,0,,3,4,0.75,7,3,1,0,3,3,-11,17.0,0.644,0.1666666666666666,C,,108.5,105.6,124.0,125.8,-15.5,0.206,0.125,0.172,0.0,0.167,0.0,0.18,0.322,89.49,88.98,0.006,47,74.15,0.186,"APR 27, 2025",240,38,90,0.422,14,36,0.389,26,33,0.788,18,31,49,19,8,2,9,19,116,121.44053601340036,6.0,7.0,41.0,0.45,1610612747,121.44053601340036,95.52,92.76,90.0,1,1,7-1,258.0,0,0,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.33,4,27.0,2.5,1.0,0.03,0.13,0.08,0.08,52.0,85.0,30.5,0.43,0.28,39.5,0.46,91.3,26.0,2.33,1.0,0.04,0.15,0.09,0.07,50.0,85.33,34.33,0.46,0.35,39.0,0.44,90.88,26.0,2.33,1.0,0.04,0.15,0.09,0.07,50.0,85.33,34.33,0.46,0.35,39.0,0.44,90.88,6.5,12.0,3.0,6.0,6.0,,0,7.55,13.33,5.78,2.64,5.67,3.03,4.91,7.67,2.76,0.13,0.19,0.06,0.11,0.16,0.05,98.5,92.81,-5.69,0.91,1.0,0.09,LAL-MIN,1,3,First Round,122.6,121.17999999999999,0.19119999999999998,5,1610612747,5,1610612747,121.96,1610612747,127.45,1610612747,121.2,1610612747.0,100.0,0.3855,89.32,1610612747,88.874,89.097,0,1
131,Tim Hardaway Jr.,203501,DET vs. NYK,DET,1610612765,NYK,1,42400124,2025-04-27,L,37,14,1,2,5,16,0.313,4,13,0.308,0,1,0.0,1,1,0,0,0,1,9,17.9,0.852,0.4375,G,,105.5,104.1,93.2,91.4,12.3,0.028,0.022,0.025,0.037,0.438,0.0,0.186,0.426,97.38,95.83,0.028,73,79.86,0.191,"APR 27, 2025",240,36,84,0.429,7,29,0.241,14,17,0.824,14,40,54,18,6,9,17,17,93,98.43353090601184,11.0,3.0,38.0,0.3736263736263736,1610612752,98.43353090601184,94.48,95.7,96.92,1,1,6-5,205.0,1,1,0,0.0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.67,4,28.5,10.5,3.5,0.0,0.06,0.03,0.18,56.5,80.0,32.0,0.45,0.33,37.0,0.44,97.56,28.33,11.33,4.67,0.01,0.05,0.03,0.2,56.67,82.0,32.0,0.46,0.37,36.67,0.47,98.87,28.33,11.33,4.67,0.01,0.05,0.03,0.2,56.67,82.0,32.0,0.46,0.37,36.67,0.47,98.87,2.0,2.67,2.0,1.0,2.0,,1,3.0,0.0,-3.0,0.2,0.0,-0.2,2.8,0.0,-2.8,0.04,0.0,-0.04,0.17,0.0,-0.17,98.78,0.0,-98.78,1.4,0.0,-1.4,DET-NYK,1,3,First Round,97.56,96.58,0.2068,5,1610612752,5,1610612752,101.32000000000001,1610612752,103.2,1610612752,99.26666666666667,1610612752.0,93.8,0.077,97.056,1610612752,95.062,96.059,0,1
132,Giannis Antetokounmpo,203507,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,34,28,6,15,9,20,0.45,0,1,0.0,10,11,0.909,4,11,1,0,2,1,-28,56.0,1.127,0.45,F,,104.3,106.3,144.9,143.2,-40.6,0.108,0.478,0.25,0.353,0.45,3.0,0.351,0.564,97.82,98.13,0.187,69,81.78,0.366,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,1,1,6-11,243.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0,4,36.0,19.5,14.0,0.15,0.3,0.23,0.34,72.5,88.0,38.0,0.49,0.38,39.0,0.46,101.04,36.67,20.67,14.0,0.12,0.29,0.2,0.36,73.33,86.67,37.67,0.46,0.34,40.33,0.48,98.17,36.67,20.67,14.0,0.12,0.29,0.2,0.36,73.33,86.67,37.67,0.46,0.34,40.33,0.48,98.17,13.5,16.67,12.0,18.0,12.0,,1,16.25,0.0,-16.25,4.0,0.0,-4.0,12.25,0.0,-12.25,0.23,0.0,-0.23,0.34,0.0,-0.34,100.64,0.0,-100.64,4.5,0.0,-4.5,IND-MIL,1,3,First Round,102.2,129.82,0.1978,5,1610612754,5,1610612754,107.3,1610612754,103.26666666666667,1610612754,108.4,1610612754.0,111.7,0.2,98.816,1610612754,97.402,98.10900000000001,1,2
133,Gary Harris,203914,ORL vs. BOS,ORL,1610612753,BOS,1,42400114,2025-04-27,L,18,0,0,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,4,-13,1.2,0.0,0.0,,,86.5,85.6,125.0,130.5,-38.5,0.0,0.071,0.032,0.0,0.0,0.0,0.024,0.0,94.01,95.48,-0.069,37,79.56,0.026,"APR 27, 2025",240,38,88,0.432,8,30,0.267,14,20,0.7,7,31,38,23,5,4,10,24,98,98.19639278557112,7.0,7.0,46.0,0.4358974358974359,1610612738,98.19639278557112,99.8,95.44,91.08,1,0,6-4,210.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4,17.5,2.0,1.0,0.0,0.05,0.02,0.05,33.0,82.5,30.5,0.44,0.25,42.5,0.45,93.1,16.33,2.0,0.67,0.0,0.06,0.03,0.06,30.0,82.0,29.33,0.44,0.29,42.33,0.45,92.04,16.33,2.0,0.67,0.0,0.06,0.03,0.06,30.0,82.0,29.33,0.44,0.29,42.33,0.45,92.04,1.5,0.67,2.0,0.0,1.0,,1,1.0,1.0,0.0,0.25,0.0,-0.25,0.75,1.0,0.25,0.03,0.03,0.0,0.04,0.06,0.02,93.54,88.88,-4.66,0.0,0.0,0.0,BOS-ORL,1,4,First Round,108.78,108.8,0.209,5,1610612738,4,1610612738,108.24000000000001,1610612738,106.76666666666667,1610612738,108.325,1610612738.0,110.44999999999999,0.3238,94.428,1610612738,94.05799999999999,94.243,0,0
134,Julius Randle,203944,MIN vs. LAL,MIN,1610612750,LAL,1,42400164,2025-04-27,W,43,25,3,7,9,22,0.409,3,8,0.375,4,4,1.0,2,5,1,0,0,4,8,40.9,1.052,0.4772727272727273,F,,135.0,127.6,125.0,126.9,10.0,0.043,0.128,0.081,0.111,0.477,0.0,0.245,0.526,91.93,89.99,0.098,80,74.99,0.243,"APR 27, 2025",240,38,90,0.422,14,36,0.389,26,33,0.788,18,31,49,19,8,2,9,19,116,121.44053601340036,6.0,7.0,41.0,0.45,1610612747,121.44053601340036,95.52,92.76,90.0,1,1,6-9,250.0,0,1,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.33,4,40.0,15.0,7.5,0.01,0.11,0.06,0.23,76.0,85.0,30.5,0.43,0.28,39.5,0.46,91.3,38.33,13.67,7.0,0.03,0.1,0.07,0.23,72.0,85.33,34.33,0.46,0.35,39.0,0.44,90.88,38.33,13.67,7.0,0.03,0.1,0.07,0.23,72.0,85.33,34.33,0.46,0.35,39.0,0.44,90.88,6.0,4.67,5.0,4.0,5.0,,0,6.09,5.33,-0.76,1.73,2.0,0.27,4.36,3.33,-1.03,0.09,0.07,-0.02,0.25,0.26,0.01,98.5,92.81,-5.69,3.45,1.33,-2.12,LAL-MIN,1,3,First Round,122.6,121.17999999999999,0.19119999999999998,5,1610612747,5,1610612747,121.96,1610612747,127.45,1610612747,121.2,1610612747.0,100.0,0.3855,89.32,1610612747,88.874,89.097,0,1
135,Kristaps Porziņģis,204001,BOS @ ORL,BOS,1610612738,ORL,0,42400114,2025-04-27,W,22,19,1,5,7,14,0.5,2,4,0.5,3,3,1.0,2,3,1,0,1,5,8,28.5,1.24,0.5714285714285714,C,,127.3,124.0,109.1,100.3,18.2,0.095,0.13,0.114,0.083,0.571,1.0,0.32,0.62,101.0,95.57,0.128,44,79.64,0.313,"APR 27, 2025",240,34,78,0.436,9,31,0.29,30,32,0.938,11,35,46,17,7,7,10,17,107,117.47913921826964,5.0,4.0,38.0,0.4318181818181818,1610612753,117.47913921826964,91.08,95.44,99.8,1,1,7-2,240.0,0,1,1,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,4,34.0,12.0,4.0,0.07,0.18,0.12,0.21,68.0,77.0,32.0,0.45,0.33,38.0,0.44,92.5,31.33,10.67,3.0,0.09,0.16,0.12,0.21,61.33,78.67,33.67,0.45,0.36,39.0,0.44,90.95,31.33,10.67,3.0,0.09,0.16,0.12,0.21,61.33,78.67,33.67,0.45,0.36,39.0,0.44,90.95,6.0,5.5,6.0,10.0,6.0,,1,3.86,6.0,2.14,1.86,2.0,0.14,2.0,4.0,2.0,0.11,0.1,-0.01,0.2,0.21,0.01,95.8,91.9,-3.9,0.86,1.0,0.14,BOS-ORL,1,4,First Round,114.84,108.24000000000001,0.2424,4,1610612753,5,1610612753,108.8,1610612753,103.15,1610612753,112.56666666666666,1610612753.0,118.6,0.2266,94.05799999999999,1610612753,94.428,94.243,0,2
136,T.J. McConnell,204456,IND @ MIL,IND,1610612754,MIL,0,42400134,2025-04-27,W,22,15,6,3,7,10,0.7,1,2,0.5,0,0,,1,2,0,0,2,1,5,25.6,1.5,0.75,,,124.4,129.6,115.9,116.0,8.5,0.059,0.091,0.077,0.4,0.75,3.0,0.25,0.75,93.32,95.29,0.168,45,79.41,0.254,"APR 27, 2025",240,50,83,0.602,18,39,0.462,11,13,0.846,5,36,41,36,3,7,11,16,129,136.1908783783784,6.0,1.0,33.0,0.4157303370786517,1610612749,136.1908783783784,94.72,94.6,94.48,1,0,6-1,190.0,1,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4,16.5,6.0,1.5,0.06,0.13,0.1,0.15,36.0,90.0,38.5,0.46,0.38,45.5,0.49,100.02,16.0,6.33,2.67,0.04,0.14,0.09,0.2,34.33,87.0,37.0,0.48,0.38,44.0,0.46,99.45,16.0,6.33,2.67,0.04,0.14,0.09,0.2,34.33,87.0,37.0,0.48,0.38,44.0,0.46,99.45,3.33,3.5,4.0,5.0,2.0,,0,3.22,3.75,0.53,0.44,1.0,0.56,2.78,2.75,-0.03,0.09,0.09,0.0,0.25,0.23,-0.02,101.22,100.64,-0.58,2.17,1.0,-1.17,IND-MIL,1,3,First Round,135.95999999999998,107.3,0.2136,5,1610612749,5,1610612749,129.82,1610612749,127.4,1610612749,137.15,1610612749.0,120.0,0.3266,97.402,1610612749,98.816,98.10900000000001,0,2
137,Karl-Anthony Towns,1626157,NYK @ DET,NYK,1610612752,DET,0,42400124,2025-04-27,W,40,27,1,9,10,23,0.435,5,7,0.714,2,2,1.0,1,8,0,1,3,5,5,39.3,1.131,0.5434782608695652,C,,98.8,97.4,93.8,92.9,5.0,0.019,0.186,0.095,0.053,0.543,0.33,0.278,0.565,98.25,97.06,0.125,82,80.88,0.29,"APR 27, 2025",240,34,91,0.374,15,33,0.455,11,18,0.611,12,26,38,19,11,3,10,17,94,96.9872059430458,6.0,9.0,54.0,0.4285714285714285,1610612765,96.9872059430458,96.92,95.7,94.48,1,1,7-0,248.0,0,1,1,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.67,4,37.0,14.5,7.5,0.0,0.2,0.1,0.2,76.0,83.5,33.5,0.44,0.33,45.5,0.45,96.42,37.67,14.33,8.33,0.0,0.23,0.12,0.18,77.67,86.67,31.0,0.47,0.35,42.67,0.46,98.55,37.67,14.33,8.33,0.0,0.23,0.12,0.18,77.67,86.67,31.0,0.47,0.35,42.67,0.46,98.55,9.33,8.5,8.0,6.0,11.0,,0,12.2,7.5,-4.7,2.47,0.5,-1.97,9.73,7.0,-2.73,0.17,0.09,-0.08,0.25,0.21,-0.04,99.27,94.93,-4.34,2.47,1.5,-0.97,DET-NYK,1,3,First Round,101.26,101.32000000000001,0.205,5,1610612765,5,1610612765,96.58,1610612765,90.23333333333333,1610612765,92.0,1610612765.0,108.1,0.4436,95.062,1610612765,97.056,96.059,1,2
138,Cameron Payne,1626166,NYK @ DET,NYK,1610612752,DET,0,42400124,2025-04-27,W,7,0,1,2,0,2,0.0,0,0,,0,0,,0,2,1,0,1,1,-4,5.9,0.0,0.0,,,46.7,44.4,73.3,73.9,-26.7,0.0,0.2,0.095,1.0,0.0,1.0,0.188,0.0,99.37,97.3,0.0,15,81.08,0.19,"APR 27, 2025",240,34,91,0.374,15,33,0.455,11,18,0.611,12,26,38,19,11,3,10,17,94,96.9872059430458,6.0,9.0,54.0,0.4285714285714285,1610612765,96.9872059430458,96.92,95.7,94.48,1,0,6-3,183.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.67,4,6.5,2.0,1.0,0.0,0.0,0.0,0.15,13.5,83.5,33.5,0.44,0.33,45.5,0.45,96.42,9.33,3.67,2.33,0.0,0.0,0.0,0.18,19.33,86.67,31.0,0.47,0.35,42.67,0.46,98.55,9.33,3.67,2.33,0.0,0.0,0.0,0.18,19.33,86.67,31.0,0.47,0.35,42.67,0.46,98.55,0.33,1.0,0.0,0.0,0.0,,0,0.55,1.0,0.45,0.0,0.0,0.0,0.55,1.0,0.45,0.03,0.05,0.02,0.19,0.14,-0.05,98.67,94.93,-3.74,0.36,1.0,0.64,DET-NYK,1,3,First Round,101.26,101.32000000000001,0.205,5,1610612765,5,1610612765,96.58,1610612765,90.23333333333333,1610612765,92.0,1610612765.0,108.1,0.4436,95.062,1610612765,97.056,96.059,0,2
139,Myles Turner,1626167,IND @ MIL,IND,1610612754,MIL,0,42400134,2025-04-27,W,30,23,3,5,9,13,0.692,1,3,0.333,4,5,0.8,0,5,0,4,0,2,12,45.5,1.513,0.7307692307692307,C,,136.2,133.0,111.7,110.7,24.5,0.0,0.156,0.098,0.143,0.731,0.0,0.246,0.757,96.85,95.3,0.182,58,79.42,0.244,"APR 27, 2025",240,50,83,0.602,18,39,0.462,11,13,0.846,5,36,41,36,3,7,11,16,129,136.1908783783784,6.0,1.0,33.0,0.4157303370786517,1610612749,136.1908783783784,94.72,94.6,94.48,1,1,6-11,250.0,0,1,1,0.0,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.33,4,28.5,9.5,3.5,0.02,0.08,0.05,0.21,58.5,90.0,38.5,0.46,0.38,45.5,0.49,100.02,29.33,10.33,4.67,0.01,0.1,0.06,0.2,60.67,87.0,37.0,0.48,0.38,44.0,0.46,99.45,29.33,10.33,4.67,0.01,0.1,0.06,0.2,60.67,87.0,37.0,0.48,0.38,44.0,0.46,99.45,5.33,4.0,3.0,2.0,5.0,,0,4.78,4.75,-0.03,1.28,1.25,-0.03,3.5,3.5,0.0,0.09,0.08,-0.01,0.2,0.21,0.01,101.22,100.64,-0.58,1.83,1.25,-0.58,IND-MIL,1,3,First Round,135.95999999999998,107.3,0.2136,5,1610612749,5,1610612749,129.82,1610612749,127.4,1610612749,137.15,1610612749.0,120.0,0.3266,97.402,1610612749,98.816,98.10900000000001,0,2
140,Bobby Portis,1626171,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,25,14,1,3,6,10,0.6,2,4,0.5,0,0,,0,3,0,0,1,1,-10,18.1,1.4,0.7,,,124.5,122.4,142.0,139.3,-17.5,0.0,0.143,0.063,0.071,0.7,1.0,0.193,0.7,97.55,95.81,0.09,49,79.84,0.194,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,1,0,6-10,250.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.67,4,32.0,16.0,8.0,0.04,0.24,0.14,0.23,64.5,88.0,38.0,0.49,0.38,39.0,0.46,101.04,29.67,13.33,6.0,0.05,0.23,0.14,0.21,60.0,86.67,37.67,0.46,0.34,40.33,0.48,98.17,29.67,13.33,6.0,0.05,0.23,0.14,0.21,60.0,86.67,37.67,0.46,0.34,40.33,0.48,98.17,5.5,10.0,8.0,12.0,8.0,,1,8.25,0.0,-8.25,1.5,0.0,-1.5,6.75,0.0,-6.75,0.11,0.0,-0.11,0.21,0.0,-0.21,100.64,0.0,-100.64,1.25,0.0,-1.25,IND-MIL,1,3,First Round,102.2,129.82,0.1978,5,1610612754,5,1610612754,107.3,1610612754,103.26666666666667,1610612754,108.4,1610612754.0,111.7,0.2,98.816,1610612754,97.402,98.10900000000001,0,2
141,Pat Connaughton,1626192,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,10,3,1,2,1,7,0.143,0,3,0.0,1,2,0.5,0,2,0,0,0,0,-4,6.9,0.381,0.1428571428571428,,,94.4,90.0,110.5,123.5,-16.1,0.0,0.5,0.133,0.167,0.143,0.0,0.4,0.19,86.84,89.55,-0.027,18,74.62,0.402,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,1,0,6-5,209.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.67,3,1.5,0.5,0.5,0.0,0.0,0.0,0.17,4.5,86.5,39.0,0.44,0.3,41.5,0.48,97.58,1.5,0.5,0.5,0.0,0.0,0.0,0.17,4.5,86.5,39.0,0.44,0.3,41.5,0.48,97.58,1.5,0.5,0.5,0.0,0.0,0.0,0.17,4.5,86.5,39.0,0.44,0.3,41.5,0.48,97.58,1.0,0.0,0.0,0.0,,,1,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.07,0.0,-0.07,0.2,0.0,-0.2,98.4,0.0,-98.4,0.0,0.0,0.0,IND-MIL,1,3,First Round,102.2,129.82,0.1978,5,1610612754,5,1610612754,107.3,1610612754,103.26666666666667,1610612754,108.4,1610612754.0,111.7,0.2,98.816,1610612754,97.402,98.10900000000001,0,2
142,Malik Beasley,1627736,DET vs. NYK,DET,1610612765,NYK,1,42400124,2025-04-27,L,26,13,1,5,5,12,0.417,3,9,0.333,0,0,,0,5,1,0,0,1,-1,23.5,1.083,0.5416666666666666,,,102.0,101.6,100.0,101.4,2.0,0.0,0.161,0.083,0.077,0.542,0.0,0.197,0.542,96.47,96.99,0.147,51,80.82,0.199,"APR 27, 2025",240,36,84,0.429,7,29,0.241,14,17,0.824,14,40,54,18,6,9,17,17,93,98.43353090601184,11.0,3.0,38.0,0.3736263736263736,1610612752,98.43353090601184,94.48,95.7,96.92,1,0,6-4,187.0,1,0,0,0.0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.67,4,26.5,11.5,3.0,0.0,0.06,0.03,0.21,57.5,80.0,32.0,0.45,0.33,37.0,0.44,97.56,29.33,13.0,4.33,0.01,0.07,0.04,0.21,63.0,82.0,32.0,0.46,0.37,36.67,0.47,98.87,29.33,13.0,4.33,0.01,0.07,0.04,0.21,63.0,82.0,32.0,0.46,0.37,36.67,0.47,98.87,3.5,2.0,2.0,1.0,4.0,,1,2.2,0.0,-2.2,0.0,0.0,0.0,2.2,0.0,-2.2,0.04,0.0,-0.04,0.22,0.0,-0.22,98.78,0.0,-98.78,1.0,0.0,-1.0,DET-NYK,1,3,First Round,97.56,96.58,0.2068,5,1610612752,5,1610612752,101.32000000000001,1610612752,103.2,1610612752,99.26666666666667,1610612752.0,93.8,0.077,97.056,1610612752,95.062,96.059,0,1
143,Taurean Prince,1627752,MIL vs. IND,MIL,1610612749,IND,1,42400134,2025-04-27,L,15,0,1,1,0,3,0.0,0,3,0.0,0,0,,0,1,0,0,1,1,-3,1.7,0.0,0.0,,,126.7,132.1,141.4,145.4,-14.7,0.0,0.1,0.045,0.071,0.0,1.0,0.125,0.0,92.46,95.77,-0.037,30,79.81,0.13,"APR 27, 2025",240,37,89,0.416,15,37,0.405,14,17,0.824,9,24,33,25,6,1,7,18,103,109.0177815410669,3.0,7.0,41.0,0.6024096385542169,1610612754,109.0177815410669,94.48,94.6,94.72,1,0,6-6,218.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.67,4,11.0,2.5,1.0,0.0,0.12,0.06,0.13,23.5,88.0,38.0,0.49,0.38,39.0,0.46,101.04,14.0,2.0,0.67,0.0,0.13,0.06,0.1,29.33,86.67,37.67,0.46,0.34,40.33,0.48,98.17,14.0,2.0,0.67,0.0,0.13,0.06,0.1,29.33,86.67,37.67,0.46,0.34,40.33,0.48,98.17,1.0,1.0,1.0,0.0,2.0,,1,0.75,0.0,-0.75,0.0,0.0,0.0,0.75,0.0,-0.75,0.07,0.0,-0.07,0.15,0.0,-0.15,100.64,0.0,-100.64,1.0,0.0,-1.0,IND-MIL,1,3,First Round,102.2,129.82,0.1978,5,1610612754,5,1610612754,107.3,1610612754,103.26666666666667,1610612754,108.4,1610612754.0,111.7,0.2,98.816,1610612754,97.402,98.10900000000001,0,2
