,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__DAL,TEAM__DEN,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__POR,TEAM__UTA,TEAM__WAS,OPP__ATL,OPP__BKN,OPP__BOS,OPP__DAL,OPP__DEN,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__NYK,OPP__PHI,OPP__PHX,OPP__POR,OPP__UTA,OPP__WAS,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
1746,Elijah Bryant,1629091,MIL @ BKN,MIL,1610612749,BKN,0,42000215,2021-06-15,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,1,0,0,0,-5,3.0,0.0,,,,100.0,100.0,166.7,210.1,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.84,99.0,0.071,5,82.5,0.0,"JUN 15, 2021",240,41,83,0.494,13,32,0.406,13,17,0.765,4,31,35,18,6,5,12,24,108,109.66693744922826,4.0,4.0,36.0,0.4935064935064935,1610612751.0,109.66693744922826,98.48,96.74,95.0,1,0,6-5,210.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,3,7.5,4.0,1.5,0.0,0.22,0.11,0.21,16.5,86.0,37.0,0.44,0.32,42.5,0.48,100.5,5.0,2.75,1.25,0.0,0.11,0.06,0.17,11.5,90.0,38.0,0.46,0.33,41.75,0.44,100.22,5.4,2.4,1.0,0.0,0.16,0.08,0.15,11.6,90.8,41.0,0.46,0.34,40.6,0.43,100.06,1.67,0.75,1.0,3.0,0.0,0.0,1,1.2,0.0,-1.2,0.2,0.0,-0.2,1.0,0.0,-1.0,0.07,0.0,-0.07,0.1,0.25,0.15,98.01,100.32,2.31,0.2,0.0,-0.2,BKN-MIL,2,5,Conference Semifinals,113.35999999999999,115.67999999999999,0.2138,5,1610612751,4,1610612751,111.1,1610612751,107.43333333333334,1610612751,109.425,,,0.3658,96.864,1610612751,96.28999999999999,96.577,0,1
1747,Nic Claxton,1629651,BKN vs. MIL,BKN,1610612751,MIL,1,42000215,2021-06-15,W,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,3.0,0.0,,,,50.0,58.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.35,115.43,0.333,4,96.19,0.0,"JUN 15, 2021",240,38,77,0.494,16,43,0.372,22,25,0.88,2,34,36,27,4,4,9,19,114,120.0,6.0,5.0,35.0,0.4939759036144578,1610612749.0,120.0,95.0,96.74,98.48,1,0,6-11,215.0,0,0,1,0.0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.67,5,15.5,2.0,1.5,0.06,0.13,0.1,0.08,33.0,88.5,32.5,0.4,0.28,49.0,0.41,103.08,14.75,2.25,1.5,0.08,0.15,0.12,0.09,31.0,92.25,36.5,0.45,0.36,50.0,0.43,101.87,13.17,2.67,1.5,0.08,0.14,0.12,0.11,26.83,89.33,34.17,0.48,0.42,46.33,0.43,101.51,3.17,2.8,1.0,7.0,4.0,3.0,1,2.25,3.33,1.08,0.75,1.67,0.92,1.5,1.67,0.17,0.07,0.13,0.06,0.05,0.15,0.1,99.06,98.26,-0.8,0.25,0.67,0.42,BKN-MIL,2,5,Conference Semifinals,112.2,111.1,0.2032,4,1610612749,5,1610612749,115.67999999999999,1610612749,120.3,1610612749,116.26666666666667,1610612749.0,109.3,0.21739999999999998,96.28999999999999,1610612749,96.864,96.577,0,1
1748,P.J. Tucker,200782,MIL vs. BKN,MIL,1610612749,BKN,1,42000216,2021-06-17,W,34,3,1,5,1,6,0.167,1,5,0.2,0,0,,3,2,1,1,1,4,30,15.5,0.5,0.25,F,,126.9,123.0,82.1,80.7,44.8,0.079,0.054,0.067,0.034,0.25,1.0,0.086,0.25,95.55,93.26,-0.009,67,77.72,0.084,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751.0,112.65164644714038,92.32,93.24,94.16,1,1,6-5,245.0,0,1,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,6,31.0,5.5,2.5,0.07,0.12,0.09,0.08,63.0,85.5,39.5,0.47,0.37,39.5,0.46,99.96,29.25,4.25,1.5,0.06,0.07,0.07,0.07,59.5,86.25,34.25,0.44,0.31,42.75,0.45,98.38,28.17,4.5,1.67,0.06,0.1,0.08,0.07,59.0,90.83,34.83,0.44,0.29,43.0,0.45,99.77,3.6,4.5,4.0,7.0,1.0,3.0,1,5.05,3.0,-2.05,2.1,3.0,0.9,2.95,0.0,-2.95,0.08,0.08,0.0,0.07,0.11,0.04,98.72,100.32,1.6,0.38,2.0,1.62,BKN-MIL,2,6,Conference Semifinals,121.25999999999999,93.92,0.20739999999999997,5,1610612751,4,1610612751,118.88,1610612751,122.85,1610612751,118.07499999999999,,,0.23125,91.354,1610612751,92.646,92.0,0,1
1749,Kevin Durant,201142,BKN @ MIL,BKN,1610612751,MIL,0,42000216,2021-06-17,L,40,32,3,11,15,30,0.5,2,8,0.25,0,2,0.0,0,11,0,0,7,2,-25,42.7,1.036,0.5333333333333333,F,,89.6,88.3,122.1,118.3,-32.5,0.0,0.256,0.134,0.25,0.533,0.43,0.447,0.518,93.7,91.56,0.149,77,76.3,0.452,"JUN 17, 2021",240,36,81,0.444,9,30,0.3,8,14,0.571,9,30,39,14,11,1,16,18,89,94.51996601529312,12.0,6.0,51.0,0.4512195121951219,1610612749.0,94.51996601529312,94.16,93.24,92.32,1,1,6-11,240.0,0,1,0,2.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.67,6,45.0,24.0,12.5,0.0,0.33,0.18,0.35,93.0,80.0,38.0,0.46,0.34,38.5,0.47,101.64,41.5,23.5,12.0,0.0,0.24,0.13,0.35,84.5,87.0,37.5,0.45,0.36,44.25,0.44,99.4,40.5,22.5,11.33,0.0,0.21,0.11,0.33,83.33,88.33,36.83,0.47,0.38,46.5,0.44,101.01,9.14,9.4,17.0,13.0,10.0,4.0,1,10.25,5.67,-4.58,0.38,0.33,-0.05,9.88,5.33,-4.55,0.12,0.07,-0.05,0.36,0.29,-0.07,99.06,98.26,-0.8,4.0,2.0,-2.0,BKN-MIL,2,6,Conference Semifinals,93.12,118.88,0.2048,4,1610612749,5,1610612749,93.92,1610612749,100.0,1610612749,91.06666666666666,1610612749.0,96.4,0.3,92.646,1610612749,91.354,92.0,0,1
1750,Jeff Green,201145,BKN @ MIL,BKN,1610612751,MIL,0,42000216,2021-06-17,L,36,5,2,6,2,9,0.222,1,4,0.25,0,0,,2,4,2,0,1,3,-16,20.2,0.556,0.2777777777777778,F,,91.4,92.1,114.3,112.7,-22.9,0.057,0.103,0.081,0.083,0.278,2.0,0.13,0.278,94.78,94.43,0.025,70,78.69,0.134,"JUN 17, 2021",240,36,81,0.444,9,30,0.3,8,14,0.571,9,30,39,14,11,1,16,18,89,94.51996601529312,12.0,6.0,51.0,0.4512195121951219,1610612749.0,94.51996601529312,94.16,93.24,92.32,1,1,6-8,235.0,0,1,0,0.0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,3,31.0,7.5,5.0,0.0,0.1,0.05,0.16,64.0,80.0,38.0,0.46,0.34,38.5,0.47,101.64,25.25,6.0,3.5,0.01,0.07,0.04,0.14,51.0,83.0,37.0,0.47,0.34,40.0,0.43,100.46,25.25,6.0,3.5,0.01,0.07,0.04,0.14,51.0,83.0,37.0,0.47,0.34,40.0,0.43,100.46,1.5,5.5,1.0,5.0,0.0,4.0,1,2.6,0.0,-2.6,0.6,0.0,-0.6,2.0,0.0,-2.0,0.04,0.0,-0.04,0.12,0.0,-0.12,98.47,0.0,-98.47,0.6,0.0,-0.6,BKN-MIL,2,6,Conference Semifinals,93.12,118.88,0.2048,4,1610612749,5,1610612749,93.92,1610612749,100.0,1610612749,91.06666666666666,1610612749.0,96.4,0.3,92.646,1610612749,91.354,92.0,0,1
1751,Brook Lopez,201572,MIL vs. BKN,MIL,1610612749,BKN,1,42000216,2021-06-17,W,30,8,0,5,4,9,0.444,0,3,0.0,0,0,,3,2,0,3,1,1,12,22.0,0.889,0.4444444444444444,C,,117.9,116.8,96.4,96.3,21.4,0.111,0.074,0.093,0.0,0.444,0.0,0.156,0.444,90.63,90.15,0.055,56,75.13,0.153,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751.0,112.65164644714038,92.32,93.24,94.16,1,1,7-1,282.0,0,0,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,6,34.5,8.0,4.0,0.02,0.25,0.13,0.12,72.0,85.5,39.5,0.47,0.37,39.5,0.46,99.96,32.5,8.25,3.25,0.04,0.21,0.12,0.13,66.25,86.25,34.25,0.44,0.31,42.75,0.45,98.38,31.0,9.83,5.33,0.07,0.16,0.12,0.16,64.5,90.83,34.83,0.44,0.29,43.0,0.45,99.77,8.2,6.33,6.0,11.0,11.0,6.0,1,5.81,5.0,-0.81,2.1,1.0,-1.1,3.71,4.0,0.29,0.1,0.08,-0.02,0.17,0.22,0.05,98.72,100.32,1.6,1.0,3.0,2.0,BKN-MIL,2,6,Conference Semifinals,121.25999999999999,93.92,0.20739999999999997,5,1610612751,4,1610612751,118.88,1610612751,122.85,1610612751,118.07499999999999,,,0.23125,91.354,1610612751,92.646,92.0,0,1
1752,Blake Griffin,201933,BKN @ MIL,BKN,1610612751,MIL,0,42000216,2021-06-17,L,31,12,0,6,4,8,0.5,1,4,0.25,3,4,0.75,2,4,2,1,0,2,-7,28.2,1.23,0.5625,C,,98.3,96.3,112.3,110.2,-14.0,0.067,0.125,0.097,0.0,0.563,0.0,0.152,0.615,91.75,90.0,0.118,58,75.0,0.153,"JUN 17, 2021",240,36,81,0.444,9,30,0.3,8,14,0.571,9,30,39,14,11,1,16,18,89,94.51996601529312,12.0,6.0,51.0,0.4512195121951219,1610612749.0,94.51996601529312,94.16,93.24,92.32,1,1,6-9,250.0,0,1,0,0.0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.67,6,27.0,9.5,5.0,0.02,0.13,0.08,0.17,56.0,80.0,38.0,0.46,0.34,38.5,0.47,101.64,27.5,7.0,3.75,0.02,0.17,0.1,0.12,56.0,87.0,37.5,0.45,0.36,44.25,0.44,99.4,27.17,7.5,4.17,0.03,0.18,0.11,0.13,56.33,88.33,36.83,0.47,0.38,46.5,0.44,101.01,6.57,5.0,3.0,5.0,7.0,8.0,1,7.12,3.67,-3.45,1.12,1.67,0.55,6.0,2.0,-4.0,0.11,0.09,-0.02,0.14,0.09,-0.05,99.06,98.26,-0.8,0.62,0.0,-0.62,BKN-MIL,2,6,Conference Semifinals,93.12,118.88,0.2048,4,1610612749,5,1610612749,93.92,1610612749,100.0,1610612749,91.06666666666666,1610612749.0,96.4,0.3,92.646,1610612749,91.354,92.0,0,1
1753,James Harden,201935,BKN @ MIL,BKN,1610612751,MIL,0,42000216,2021-06-17,L,40,16,7,5,5,9,0.556,3,6,0.5,3,5,0.6,1,4,4,0,4,4,-19,40.5,1.429,0.7222222222222222,G,,97.4,96.0,122.1,121.4,-24.7,0.027,0.1,0.065,0.292,0.722,1.75,0.181,0.714,93.42,92.46,0.123,77,77.05,0.183,"JUN 17, 2021",240,36,81,0.444,9,30,0.3,8,14,0.571,9,30,39,14,11,1,16,18,89,94.51996601529312,12.0,6.0,51.0,0.4512195121951219,1610612749.0,94.51996601529312,94.16,93.24,92.32,1,1,6-5,220.0,1,0,0,0.0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,3,23.5,5.0,0.5,0.0,0.58,0.54,0.08,47.5,87.5,41.0,0.48,0.38,46.5,0.47,103.42,31.5,9.75,4.75,0.02,0.36,0.32,0.16,64.25,85.5,35.25,0.51,0.45,42.75,0.45,102.11,32.0,11.5,6.0,0.03,0.28,0.25,0.2,65.0,85.67,36.17,0.5,0.45,43.33,0.46,101.61,6.67,5.67,6.0,1.0,10.0,5.0,1,5.2,7.33,2.13,0.8,1.0,0.2,4.4,6.33,1.93,0.27,0.1,-0.17,0.16,0.26,0.1,98.73,98.26,-0.47,2.8,3.0,0.2,BKN-MIL,2,6,Conference Semifinals,93.12,118.88,0.2048,4,1610612749,5,1610612749,93.92,1610612749,100.0,1610612749,91.06666666666666,1610612749.0,96.4,0.3,92.646,1610612749,91.354,92.0,1,1
1754,Jrue Holiday,201950,MIL vs. BKN,MIL,1610612749,BKN,1,42000216,2021-06-17,W,43,21,5,8,8,21,0.381,1,10,0.1,4,4,1.0,3,5,4,0,1,3,15,49.1,0.923,0.4047619047619047,G,,118.5,115.7,100.0,97.4,18.5,0.067,0.122,0.093,0.185,0.405,5.0,0.25,0.461,93.14,90.81,0.13,81,75.67,0.245,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751.0,112.65164644714038,92.32,93.24,94.16,1,1,6-4,205.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,6,35.5,16.0,6.5,0.0,0.1,0.05,0.23,75.5,85.5,39.5,0.47,0.37,39.5,0.46,99.96,37.75,14.0,5.75,0.01,0.09,0.05,0.19,77.75,86.25,34.25,0.44,0.31,42.75,0.45,98.38,37.67,14.5,5.67,0.03,0.09,0.06,0.19,79.33,90.83,34.83,0.44,0.29,43.0,0.45,99.77,6.6,5.33,3.0,3.0,4.0,4.0,1,5.62,3.0,-2.62,1.43,0.0,-1.43,4.19,3.0,-1.19,0.07,0.04,-0.03,0.22,0.17,-0.05,98.72,100.32,1.6,2.33,2.0,-0.33,BKN-MIL,2,6,Conference Semifinals,121.25999999999999,93.92,0.20739999999999997,5,1610612751,4,1610612751,118.88,1610612751,122.85,1610612751,118.07499999999999,,,0.23125,91.354,1610612751,92.646,92.0,0,1
1755,Khris Middleton,203114,MIL vs. BKN,MIL,1610612749,BKN,1,42000216,2021-06-17,W,42,38,5,10,11,16,0.688,5,8,0.625,11,12,0.917,1,9,5,0,4,0,17,68.5,1.786,0.84375,G,,122.5,120.3,100.0,98.6,22.5,0.024,0.225,0.122,0.208,0.844,1.25,0.255,0.893,92.49,91.02,0.308,80,75.85,0.251,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751.0,112.65164644714038,92.32,93.24,94.16,1,1,6-7,222.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6,43.0,18.5,7.5,0.0,0.1,0.05,0.24,89.0,85.5,39.5,0.47,0.37,39.5,0.46,99.96,41.0,20.5,8.5,0.01,0.15,0.08,0.28,84.0,86.25,34.25,0.44,0.31,42.75,0.45,98.38,39.5,20.17,7.83,0.02,0.18,0.1,0.27,82.67,90.83,34.83,0.44,0.29,43.0,0.45,99.77,7.4,8.5,4.0,4.0,15.0,5.0,1,7.62,8.0,0.38,1.1,1.0,-0.1,6.52,7.0,0.48,0.09,0.11,0.02,0.26,0.28,0.02,98.72,100.32,1.6,3.24,4.0,0.76,BKN-MIL,2,6,Conference Semifinals,121.25999999999999,93.92,0.20739999999999997,5,1610612751,4,1610612751,118.88,1610612751,122.85,1610612751,118.07499999999999,,,0.23125,91.354,1610612751,92.646,92.0,0,1
1756,Giannis Antetokounmpo,203507,MIL vs. BKN,MIL,1610612749,BKN,1,42000216,2021-06-17,W,41,30,3,17,12,20,0.6,0,0,,6,10,0.6,5,12,0,0,3,2,22,51.9,1.23,0.6,F,,120.5,116.9,91.1,91.3,29.4,0.114,0.316,0.207,0.143,0.6,1.0,0.29,0.615,92.86,91.53,0.222,78,76.28,0.283,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751.0,112.65164644714038,92.32,93.24,94.16,1,1,6-11,243.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67,6,40.0,24.0,14.0,0.01,0.31,0.16,0.36,83.0,85.5,39.5,0.47,0.37,39.5,0.46,99.96,38.5,23.5,12.5,0.02,0.3,0.15,0.35,79.0,86.25,34.25,0.44,0.31,42.75,0.45,98.38,37.5,22.67,12.33,0.01,0.3,0.15,0.33,78.5,90.83,34.83,0.44,0.29,43.0,0.45,99.77,14.8,12.67,12.0,12.0,14.0,11.0,1,12.32,17.0,4.68,2.68,2.0,-0.68,9.63,15.0,5.37,0.16,0.23,0.07,0.31,0.23,-0.08,98.46,100.32,1.86,2.95,3.0,0.05,BKN-MIL,2,6,Conference Semifinals,121.25999999999999,93.92,0.20739999999999997,5,1610612751,4,1610612751,118.88,1610612751,122.85,1610612751,118.07499999999999,,,0.23125,91.354,1610612751,92.646,92.0,1,1
1757,Thanasis Antetokounmpo,203648,MIL vs. BKN,MIL,1610612749,BKN,1,42000216,2021-06-17,W,5,2,0,1,0,1,0.0,0,0,,2,2,1.0,0,1,1,1,1,0,-6,8.2,1.064,0.0,,,36.4,40.5,83.3,90.9,-47.0,0.0,0.143,0.1,0.0,0.0,0.0,0.273,0.532,104.0,114.56,0.238,11,95.47,0.304,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751.0,112.65164644714038,92.32,93.24,94.16,1,0,6-7,219.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,85.5,39.5,0.47,0.37,39.5,0.46,99.96,3.5,0.25,0.0,0.0,0.0,0.0,0.03,7.75,86.25,34.25,0.44,0.31,42.75,0.45,98.38,3.6,0.2,0.0,0.04,0.04,0.04,0.05,7.6,89.2,33.4,0.44,0.29,43.6,0.46,99.5,0.33,0.75,0.0,0.0,0.0,0.0,1,0.77,0.0,-0.77,0.23,0.0,-0.23,0.54,0.0,-0.54,0.1,0.0,-0.1,0.08,0.0,-0.08,98.59,0.0,-98.59,0.23,0.0,-0.23,BKN-MIL,2,6,Conference Semifinals,121.25999999999999,93.92,0.20739999999999997,5,1610612751,4,1610612751,118.88,1610612751,122.85,1610612751,118.07499999999999,,,0.23125,91.354,1610612751,92.646,92.0,0,1
1758,Joe Harris,203925,BKN @ MIL,BKN,1610612751,MIL,0,42000216,2021-06-17,L,36,9,0,4,4,9,0.444,1,4,0.25,0,0,,0,4,0,0,0,5,-25,13.8,1.0,0.5,G,,88.9,90.3,123.6,120.8,-34.7,0.0,0.103,0.054,0.0,0.5,0.0,0.114,0.5,95.12,94.78,0.022,72,78.98,0.119,"JUN 17, 2021",240,36,81,0.444,9,30,0.3,8,14,0.571,9,30,39,14,11,1,16,18,89,94.51996601529312,12.0,6.0,51.0,0.4512195121951219,1610612749.0,94.51996601529312,94.16,93.24,92.32,1,1,6-6,220.0,1,1,0,0.0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.67,6,37.5,9.5,2.5,0.0,0.09,0.05,0.13,79.5,80.0,38.0,0.46,0.34,38.5,0.47,101.64,35.5,10.5,2.75,0.0,0.07,0.04,0.15,73.5,87.0,37.5,0.45,0.36,44.25,0.44,99.4,35.17,10.17,3.5,0.0,0.07,0.04,0.14,73.5,88.33,36.83,0.47,0.38,46.5,0.44,101.01,3.57,3.6,3.0,4.0,4.0,1.0,1,3.88,3.0,-0.88,0.5,0.33,-0.17,3.38,2.67,-0.71,0.05,0.05,0.0,0.15,0.12,-0.03,99.06,98.26,-0.8,0.75,0.67,-0.08,BKN-MIL,2,6,Conference Semifinals,93.12,118.88,0.2048,4,1610612749,5,1610612749,93.92,1610612749,100.0,1610612749,91.06666666666666,1610612749.0,96.4,0.3,92.646,1610612749,91.354,92.0,0,1
