,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__DAL,TEAM__DEN,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__POR,TEAM__UTA,TEAM__WAS,OPP__ATL,OPP__BKN,OPP__BOS,OPP__DAL,OPP__DEN,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__NYK,OPP__PHI,OPP__PHX,OPP__POR,OPP__UTA,OPP__WAS,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
74,Obi Toppin,1630167,NYK vs. ATL,NYK,1610612752,ATL,1,42000131,2021-05-23,L,12,5,1,1,2,3,0.667,1,2,0.5,0,0,,0,1,0,0,0,0,3,7.7,1.667,0.8333333333333334,,,154.5,143.8,134.8,132.3,19.8,0.0,0.077,0.05,0.091,0.833,0.0,0.125,0.833,95.35,91.14,0.092,22,75.95,0.122,"MAY 23, 2021",240,42,94,0.447,10,30,0.333,11,15,0.733,13,36,49,21,3,4,11,16,105,106.49087221095334,6.0,7.0,42.0,0.4666666666666667,1610612737.0,106.49087221095334,98.6,96.44,94.28,1,0,6-9,220.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,12.0,3.0,2.0,0.0,0.08,0.05,0.12,22.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,12.0,3.0,2.0,0.0,0.08,0.05,0.12,22.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,12.0,3.0,2.0,0.0,0.08,0.05,0.12,22.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,1.0,3.0,,,,,0,3.0,1.0,-2.0,1.0,0.0,-1.0,2.0,1.0,-1.0,0.12,0.05,-0.07,0.21,0.12,-0.09,95.29,96.44,1.15,0.75,0.0,-0.75,ATL-NYK,1,1,First Round,86.08,98.46000000000001,0.19619999999999999,3,1610612737,4,1610612737,107.85999999999999,1610612737,107.86666666666667,1610612737,108.85,1610612737.0,107.85,0.16666666666666666,96.69800000000001,1610612737,96.144,96.421,0,1
75,Onyeka Okongwu,1630168,ATL @ NYK,ATL,1610612737,NYK,0,42000131,2021-05-23,W,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,-3,0.0,0.0,,,,50.0,50.0,100.0,85.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.92,81.0,-0.667,4,67.5,0.0,"MAY 23, 2021",240,42,90,0.467,12,34,0.353,11,12,0.917,7,35,42,17,6,7,6,13,107,113.49172677131946,3.0,4.0,49.0,0.4468085106382978,1610612752.0,113.49172677131946,94.28,96.44,98.6,1,0,6-10,240.0,0,1,1,0.0,1,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,34.0,0.47,0.35,49.0,0.45,98.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,34.0,0.47,0.35,49.0,0.45,98.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,34.0,0.47,0.35,49.0,0.45,98.6,2.0,0.0,,,,,0,2.82,0.0,-2.82,1.24,0.0,-1.24,1.59,0.0,-1.59,0.14,0.0,-0.14,0.11,0.0,-0.11,98.79,96.44,-2.35,0.24,0.0,-0.24,ATL-NYK,1,1,First Round,113.62,107.85999999999999,0.1926,4,1610612752,3,1610612752,98.46000000000001,1610612752,93.7,1610612752,103.95,1610612752.0,105.6,0.38175000000000003,96.144,1610612752,96.69800000000001,96.421,0,0
76,Tyrese Maxey,1630178,PHI vs. WAS,PHI,1610612755,WAS,1,42000101,2021-05-23,W,7,3,0,0,1,1,1.0,0,0,,1,1,1.0,0,0,0,0,0,0,-1,3.0,2.083,1.0,,,117.6,121.1,131.3,152.6,-13.6,0.0,0.0,0.0,0.0,1.0,0.0,0.056,1.042,108.74,118.5,0.08,17,98.75,0.057,"MAY 23, 2021",240,46,93,0.495,10,32,0.313,23,33,0.697,13,27,40,27,10,5,11,18,125,118.46095526914328,4.0,4.0,41.0,0.5568181818181818,1610612764.0,118.46095526914328,105.52,104.06,102.6,1,0,6-2,200.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,7.0,1.0,1.0,0.0,0.0,0.0,0.06,17.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,7.0,1.0,1.0,0.0,0.0,0.0,0.06,17.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,7.0,1.0,1.0,0.0,0.0,0.0,0.06,17.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,0.0,1.0,,,,,0,1.75,2.0,0.25,0.12,0.0,-0.12,1.62,2.0,0.38,0.05,0.04,-0.01,0.18,0.18,0.0,100.71,104.35,3.64,0.5,0.25,-0.25,PHI-WAS,1,1,First Round,126.47999999999999,107.52000000000001,0.22279999999999997,5,1610612764,5,1610612764,129.42000000000002,1610612764,129.70000000000002,1610612764,124.7,1610612764.0,133.3,0.29660000000000003,101.992,1610612764,101.276,101.634,0,1
77,Immanuel Quickley,1630193,NYK vs. ATL,NYK,1610612752,ATL,1,42000131,2021-05-23,L,21,10,3,2,4,7,0.571,2,2,1.0,0,0,,0,2,0,0,2,4,6,14.9,1.429,0.7142857142857143,,,130.2,129.4,122.0,118.8,8.3,0.0,0.1,0.054,0.176,0.714,1.5,0.18,0.714,97.02,95.48,0.062,43,79.56,0.19,"MAY 23, 2021",240,42,94,0.447,10,30,0.333,11,15,0.733,13,36,49,21,3,4,11,16,105,106.49087221095334,6.0,7.0,42.0,0.4666666666666667,1610612737.0,106.49087221095334,98.6,96.44,94.28,1,0,6-2,190.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,21.0,7.0,4.0,0.0,0.1,0.05,0.18,43.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,21.0,7.0,4.0,0.0,0.1,0.05,0.18,43.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,21.0,7.0,4.0,0.0,0.1,0.05,0.18,43.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,2.0,0.0,,,,,0,1.25,2.0,0.75,0.0,0.0,0.0,1.25,2.0,0.75,0.04,0.05,0.01,0.24,0.18,-0.06,95.29,96.44,1.15,1.0,2.0,1.0,ATL-NYK,1,1,First Round,86.08,98.46000000000001,0.19619999999999999,3,1610612737,4,1610612737,107.85999999999999,1610612737,107.86666666666667,1610612737,108.85,1610612737.0,107.85,0.16666666666666666,96.69800000000001,1610612737,96.144,96.421,0,1
78,Xavier Tillman,1630214,MEM @ UTA,MEM,1610612763,UTA,0,42000141,2021-05-23,W,8,0,0,2,0,3,0.0,0,0,,0,0,,1,1,0,0,1,2,-10,1.4,0.0,0.0,,,72.2,77.0,135.3,129.5,-63.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.0,103.7,104.78,-0.167,18,87.32,0.212,"MAY 23, 2021",240,45,100,0.45,7,20,0.35,15,21,0.714,16,26,42,18,12,5,9,23,112,109.54616588419404,3.0,11.0,50.0,0.419753086419753,1610612762.0,109.54616588419404,102.24,99.88,97.52,1,0,6-7,245.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,8.0,3.0,0.0,0.1,0.1,0.1,0.2,18.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,8.0,3.0,0.0,0.1,0.1,0.1,0.2,18.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,8.0,3.0,0.0,0.1,0.1,0.1,0.2,18.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,,2.0,,,,,0,0.5,2.0,1.5,0.0,1.0,1.0,0.5,1.0,0.5,0.06,0.1,0.04,0.1,0.2,0.1,103.9,99.88,-4.02,0.0,1.0,1.0,MEM-UTA,1,1,First Round,118.17999999999999,113.52000000000001,0.2232,5,1610612762,4,1610612762,117.82000000000001,1610612762,118.15,1610612762,125.16666666666667,1610612762.0,100.0,0.275,97.35799999999999,1610612762,97.104,97.231,0,0
79,Desmond Bane,1630217,MEM @ UTA,MEM,1610612763,UTA,0,42000141,2021-05-23,W,18,8,1,4,3,4,0.75,2,3,0.667,0,0,,1,3,0,0,1,0,23,13.3,2.0,1.0,,,134.1,131.1,82.1,81.9,52.1,0.056,0.15,0.105,0.056,1.0,1.0,0.106,1.0,106.28,104.92,0.14,41,87.43,0.106,"MAY 23, 2021",240,45,100,0.45,7,20,0.35,15,21,0.714,16,26,42,18,12,5,9,23,112,109.54616588419404,3.0,11.0,50.0,0.419753086419753,1610612762.0,109.54616588419404,102.24,99.88,97.52,1,0,6-5,215.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1,18.0,4.0,3.0,0.06,0.15,0.1,0.11,41.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,18.0,4.0,3.0,0.06,0.15,0.1,0.11,41.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,18.0,4.0,3.0,0.06,0.15,0.1,0.11,41.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,3.0,4.0,,,,,0,3.25,4.0,0.75,0.25,1.0,0.75,3.0,3.0,0.0,0.09,0.1,0.01,0.08,0.11,0.03,102.22,99.88,-2.34,0.5,1.0,0.5,MEM-UTA,1,1,First Round,118.17999999999999,113.52000000000001,0.2232,5,1610612762,4,1610612762,117.82000000000001,1610612762,118.15,1610612762,125.16666666666667,1610612762.0,100.0,0.275,97.35799999999999,1610612762,97.104,97.231,0,0
80,LeBron James,2544,LAL @ PHX,LAL,1610612747,PHX,0,42000152,2021-05-25,W,39,23,9,4,9,16,0.563,4,9,0.444,1,1,1.0,0,4,2,0,1,3,14,46.3,1.399,0.6875,F,,129.3,124.4,112.2,110.4,17.2,0.0,0.121,0.058,0.36,0.688,9.0,0.193,0.7,94.54,91.95,0.176,75,76.62,0.198,"MAY 25, 2021",240,36,80,0.45,10,33,0.303,27,31,0.871,8,31,39,24,9,6,7,23,109,117.65975820379964,4.0,3.0,31.0,0.4647887323943662,1610612756.0,117.65975820379964,92.64,92.92,93.2,1,1,6-9,250.0,0,1,0,2.0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,2,36.0,13.0,6.0,0.03,0.16,0.1,0.26,68.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,36.0,13.0,6.0,0.03,0.16,0.1,0.26,68.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,36.0,13.0,6.0,0.03,0.16,0.1,0.26,68.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,6.0,5.5,7.0,,,,1,7.2,7.0,-0.2,1.2,1.0,-0.2,6.0,6.0,0.0,0.1,0.1,0.0,0.3,0.26,-0.04,96.46,90.8,-5.66,4.0,5.0,1.0,LAL-PHX,1,2,First Round,125.5,108.78,0.2118,5,1610612756,5,1610612756,117.74000000000001,1610612756,120.73333333333335,1610612756,120.45,1610612756.0,112.0,0.361,92.23400000000001,1610612756,93.296,92.76500000000001,1,2
81,Chris Paul,101108,PHX vs. LAL,PHX,1610612756,LAL,1,42000152,2021-05-25,L,23,6,5,3,2,5,0.4,0,0,,2,4,0.5,0,3,0,0,3,2,-2,14.1,0.888,0.4,G,,106.8,105.9,108.9,107.2,-2.1,0.0,0.12,0.073,0.313,0.4,1.67,0.217,0.444,94.93,93.75,0.047,44,78.13,0.216,"MAY 25, 2021",240,33,71,0.465,8,26,0.308,28,30,0.933,4,27,31,21,4,3,13,23,102,109.4420600858369,9.0,6.0,39.0,0.45,1610612747.0,109.4420600858369,93.2,92.92,92.64,1,1,6-0,175.0,1,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,2,36.0,8.0,3.0,0.03,0.09,0.06,0.11,69.0,86.0,28.0,0.46,0.32,33.0,0.43,92.32,36.0,8.0,3.0,0.03,0.09,0.06,0.11,69.0,86.0,28.0,0.46,0.32,33.0,0.43,92.32,36.0,8.0,3.0,0.03,0.09,0.06,0.11,69.0,86.0,28.0,0.46,0.32,33.0,0.43,92.32,3.5,5.0,4.0,,,,1,3.07,4.8,1.73,0.4,0.6,0.2,2.67,4.2,1.53,0.05,0.07,0.02,0.25,0.2,-0.05,96.65,98.2,1.55,2.47,1.2,-1.27,LAL-PHX,1,2,First Round,110.67999999999999,117.74000000000001,0.19640000000000002,5,1610612747,5,1610612747,108.78,1610612747,105.69999999999999,1610612747,110.7,1610612747.0,110.15,0.22233333333333336,93.296,1610612747,92.23400000000001,92.76500000000001,1,2
82,Rajon Rondo,200765,LAC vs. DAL,LAC,1610612746,DAL,1,42000172,2021-05-25,L,19,4,7,2,2,3,0.667,0,0,,0,0,,0,2,0,0,1,3,13,15.9,1.333,0.6666666666666666,,,140.0,142.6,110.3,116.3,29.7,0.0,0.143,0.067,0.389,0.667,7.0,0.085,0.667,96.41,99.9,0.086,40,83.25,0.086,"MAY 25, 2021",240,45,84,0.536,13,33,0.394,18,20,0.9,9,30,39,23,7,3,13,22,121,125.0,8.0,4.0,34.0,0.5853658536585366,1610612742.0,125.0,96.8,98.18,99.56,1,0,6-1,180.0,1,0,0,3.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2,24.0,6.0,3.0,0.0,0.17,0.08,0.18,44.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,24.0,6.0,3.0,0.0,0.17,0.08,0.18,44.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,24.0,6.0,3.0,0.0,0.17,0.08,0.18,44.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,3.0,4.0,4.0,,,,0,2.83,2.17,-0.66,0.5,0.17,-0.33,2.33,2.0,-0.33,0.11,0.05,-0.06,0.17,0.15,-0.02,93.66,94.06,0.4,1.0,1.17,0.17,DAL-LAC,1,1,First Round,113.14000000000001,134.62,0.193,3,1610612742,4,1610612742,117.74000000000001,1610612742,121.0,1610612742,117.74000000000001,1610612742.0,119.0,0.36175,97.84,1610612742,98.296,98.06800000000001,0,2
83,Kevin Durant,201142,BKN vs. BOS,BKN,1610612751,BOS,1,42000112,2021-05-25,W,29,26,5,8,8,12,0.667,2,2,1.0,8,8,1.0,1,7,1,4,4,1,19,54.1,1.675,0.75,F,,144.4,144.6,114.3,110.5,30.2,0.053,0.2,0.148,0.208,0.75,1.25,0.286,0.838,105.39,103.68,0.209,63,86.4,0.29,"MAY 25, 2021",240,46,88,0.523,17,38,0.447,21,22,0.955,12,34,46,31,7,7,14,23,130,130.41733547351524,10.0,4.0,43.0,0.4239130434782608,1610612738.0,130.41733547351524,99.68,100.9,102.12,1,1,6-11,240.0,0,1,0,3.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,2,39.0,25.0,10.0,0.02,0.24,0.14,0.39,77.0,84.0,34.0,0.42,0.24,40.0,0.37,96.44,39.0,25.0,10.0,0.02,0.24,0.14,0.39,77.0,84.0,34.0,0.42,0.24,40.0,0.37,96.44,39.0,25.0,10.0,0.02,0.24,0.14,0.39,77.0,84.0,34.0,0.42,0.24,40.0,0.37,96.44,10.0,9.0,12.0,,,,1,10.25,5.67,-4.58,0.38,0.33,-0.05,9.88,5.33,-4.55,0.12,0.07,-0.05,0.36,0.29,-0.07,99.06,98.26,-0.8,4.0,2.0,-2.0,BKN-BOS,1,1,First Round,147.62,108.3,0.2262,5,1610612738,5,1610612738,145.82,1610612738,148.625,1610612738,145.26666666666665,1610612738.0,134.6,0.5065999999999999,101.434,1610612738,101.066,101.25,0,2
84,Jeff Green,201145,BKN vs. BOS,BKN,1610612751,BOS,1,42000112,2021-05-25,W,12,6,0,0,3,5,0.6,0,1,0.0,0,0,,0,0,1,0,0,0,8,9.0,1.2,0.6,,,124.0,119.8,88.5,90.1,35.5,0.0,0.0,0.0,0.0,0.6,0.0,0.172,0.6,101.81,101.02,0.12,25,84.18,0.167,"MAY 25, 2021",240,46,88,0.523,17,38,0.447,21,22,0.955,12,34,46,31,7,7,14,23,130,130.41733547351524,10.0,4.0,43.0,0.4239130434782608,1610612738.0,130.41733547351524,99.68,100.9,102.12,1,0,6-8,235.0,0,1,0,0.0,1,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,27.0,4.0,1.0,0.03,0.09,0.06,0.06,51.0,84.0,34.0,0.42,0.24,40.0,0.37,96.44,27.0,4.0,1.0,0.03,0.09,0.06,0.06,51.0,84.0,34.0,0.42,0.24,40.0,0.37,96.44,27.0,4.0,1.0,0.03,0.09,0.06,0.06,51.0,84.0,34.0,0.42,0.24,40.0,0.37,96.44,2.0,5.0,4.0,,,,1,2.6,0.0,-2.6,0.6,0.0,-0.6,2.0,0.0,-2.0,0.04,0.0,-0.04,0.12,0.0,-0.12,98.47,0.0,-98.47,0.6,0.0,-0.6,BKN-BOS,1,1,First Round,147.62,108.3,0.2262,5,1610612738,5,1610612738,145.82,1610612738,148.625,1610612738,145.26666666666665,1610612738.0,134.6,0.5065999999999999,101.434,1610612738,101.066,101.25,0,2
85,Marc Gasol,201188,LAL @ PHX,LAL,1610612747,PHX,0,42000152,2021-05-25,W,20,6,2,2,2,4,0.5,2,4,0.5,0,0,,0,2,1,0,0,2,-4,14.4,1.5,0.75,,,97.4,98.1,113.5,114.6,-16.1,0.0,0.125,0.054,0.25,0.75,0.0,0.093,0.75,90.58,91.34,0.097,39,76.12,0.098,"MAY 25, 2021",240,36,80,0.45,10,33,0.303,27,31,0.871,8,31,39,24,9,6,7,23,109,117.65975820379964,4.0,3.0,31.0,0.4647887323943662,1610612756.0,117.65975820379964,92.64,92.92,93.2,1,0,6-11,255.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,20.0,4.0,2.0,0.0,0.12,0.05,0.09,39.0,80.0,33.0,0.45,0.3,31.0,0.46,93.2,20.0,4.0,2.0,0.0,0.12,0.05,0.09,39.0,80.0,33.0,0.45,0.3,31.0,0.46,93.2,20.0,4.0,2.0,0.0,0.12,0.05,0.09,39.0,80.0,33.0,0.45,0.3,31.0,0.46,93.2,3.0,2.0,,,,,1,3.8,0.0,-3.8,0.8,0.0,-0.8,3.0,0.0,-3.0,0.11,0.0,-0.11,0.1,0.0,-0.1,96.46,0.0,-96.46,0.8,0.0,-0.8,LAL-PHX,1,2,First Round,125.5,108.78,0.2118,5,1610612756,5,1610612756,117.74000000000001,1610612756,120.73333333333335,1610612756,120.45,1610612756.0,112.0,0.361,92.23400000000001,1610612756,93.296,92.76500000000001,0,2
86,Serge Ibaka,201586,LAC vs. DAL,LAC,1610612746,DAL,1,42000172,2021-05-25,L,6,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,1,1,0,6,4.0,2.0,1.0,,,166.7,178.6,127.3,127.3,39.4,0.0,0.0,0.0,0.0,1.0,0.0,0.167,1.0,95.54,98.98,0.044,12,82.49,0.179,"MAY 25, 2021",240,45,84,0.536,13,33,0.394,18,20,0.9,9,30,39,23,7,3,13,22,121,125.0,8.0,4.0,34.0,0.5853658536585366,1610612742.0,125.0,96.8,98.18,99.56,1,0,6-11,235.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,13.0,5.0,2.0,0.14,0.17,0.16,0.28,24.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,13.0,5.0,2.0,0.14,0.17,0.16,0.28,24.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,13.0,5.0,2.0,0.14,0.17,0.16,0.28,24.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,2.0,,4.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,98.18,98.18,0.0,1.0,1.0,DAL-LAC,1,1,First Round,113.14000000000001,134.62,0.193,3,1610612742,4,1610612742,117.74000000000001,1610612742,121.0,1610612742,117.74000000000001,1610612742.0,119.0,0.36175,97.84,1610612742,98.296,98.06800000000001,0,2
87,Nicolas Batum,201587,LAC vs. DAL,LAC,1610612746,DAL,1,42000172,2021-05-25,L,19,9,1,3,3,5,0.6,2,3,0.667,1,1,1.0,0,3,1,0,0,1,7,17.1,1.654,0.8,,,126.2,132.6,107.0,112.6,19.2,0.0,0.167,0.086,0.063,0.8,0.0,0.109,0.827,102.94,108.29,0.114,42,90.24,0.114,"MAY 25, 2021",240,45,84,0.536,13,33,0.394,18,20,0.9,9,30,39,23,7,3,13,22,121,125.0,8.0,4.0,34.0,0.5853658536585366,1610612742.0,125.0,96.8,98.18,99.56,1,0,6-8,230.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2,32.0,8.0,4.0,0.1,0.12,0.11,0.12,57.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,32.0,8.0,4.0,0.1,0.12,0.11,0.12,57.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,32.0,8.0,4.0,0.1,0.12,0.11,0.12,57.0,84.0,40.0,0.44,0.28,42.0,0.5,89.44,5.0,6.0,7.0,,,,0,5.42,5.5,0.08,0.75,1.17,0.42,4.67,4.33,-0.34,0.1,0.09,-0.01,0.1,0.11,0.01,94.57,94.06,-0.51,0.25,0.5,0.25,DAL-LAC,1,1,First Round,113.14000000000001,134.62,0.193,3,1610612742,4,1610612742,117.74000000000001,1610612742,121.0,1610612742,117.74000000000001,1610612742.0,119.0,0.36175,97.84,1610612742,98.296,98.06800000000001,0,2
