,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
13331,Jaren Jackson Jr.,1628991,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,33,20,1,5,6,10,0.6,2,3,0.667,6,10,0.6,1,4,1,5,2,3,6,43.5,1.389,C,108.5,102.9,5.6,0.027,0.095,0.063,0.05,0.5,0.195,0.694,104.67,102.34,0.127,85.28,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13332,Brandon Clarke,1629634,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,26,14,1,8,6,10,0.6,0,0,,2,2,1.0,4,4,0,1,0,1,16,28.1,1.287,,116.1,90.7,25.3,0.154,0.114,0.131,0.067,0.0,0.172,0.643,105.3,103.53,0.178,86.27,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13333,John Konchar,1629723,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,30,15,3,17,6,7,0.857,3,4,0.75,0,0,,3,14,0,0,0,3,15,39.9,2.143,,118.0,91.9,26.1,0.094,0.35,0.236,0.158,0.0,0.097,1.071,102.89,100.02,0.289,83.35,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13334,Jeff Green,201145,DEN vs. POR,DEN,1610612743,POR,1,0,0022100631,2022-01-13,W,30,19,3,5,9,11,0.818,0,1,0.0,1,1,1.0,1,4,0,0,1,3,13,28.5,1.661,F,125.0,104.7,20.3,0.043,0.118,0.088,0.143,3.0,0.174,0.83,99.55,100.88,0.149,84.06,"JAN 13, 2022",240,52,83,0.627,21,42,0.5,15,20,0.75,6,34,40,35,7,3,15,25,140,138.88888888888889,11.0,5.0,34.0,0.45348837209302323,1610612757,138.88888888888889,100.8,101.56,102.32
13335,Austin Rivers,203085,DEN vs. POR,DEN,1610612743,POR,1,0,0022100631,2022-01-13,W,27,9,1,0,3,7,0.429,3,7,0.429,0,0,,0,0,1,0,1,3,18,12.5,1.286,,144.8,111.9,33.0,0.0,0.0,0.0,0.036,1.0,0.127,0.643,104.2,104.92,0.021,87.43,"JAN 13, 2022",240,52,83,0.627,21,42,0.5,15,20,0.75,6,34,40,35,7,3,15,25,140,138.88888888888889,11.0,5.0,34.0,0.45348837209302323,1610612757,138.88888888888889,100.8,101.56,102.32
13336,Dennis Smith Jr.,1628372,POR @ DEN,POR,1610612757,DEN,0,1,0022100631,2022-01-13,L,36,17,8,2,7,12,0.583,0,1,0.0,3,5,0.6,0,2,1,0,1,3,-14,33.4,1.197,G,110.7,129.3,-18.7,0.0,0.087,0.031,0.308,8.0,0.163,0.599,100.1,99.31,0.098,82.76,"JAN 13, 2022",240,39,86,0.453,13,40,0.325,17,28,0.607,11,23,34,28,11,5,15,18,108,105.5512118842846,7.0,3.0,40.0,0.6265060240963856,1610612743,105.5512118842846,102.32,101.56,100.8
13337,CJ Elleby,1629604,POR @ DEN,POR,1610612757,DEN,0,1,0022100631,2022-01-13,L,27,8,7,3,2,10,0.2,2,5,0.4,2,2,1.0,2,1,3,0,1,3,-24,30.1,0.735,,106.8,147.5,-40.7,0.083,0.059,0.073,0.368,7.0,0.185,0.368,104.65,105.47,0.06,87.9,"JAN 13, 2022",240,39,86,0.453,13,40,0.325,17,28,0.607,11,23,34,28,11,5,15,18,108,105.5512118842846,7.0,3.0,40.0,0.6265060240963856,1610612743,105.5512118842846,102.32,101.56,100.8
13338,Nassir Little,1629642,POR @ DEN,POR,1610612757,DEN,0,1,0022100631,2022-01-13,L,27,14,2,4,4,12,0.333,3,10,0.3,3,4,0.75,1,3,0,1,0,0,-26,24.8,1.017,F,91.2,134.5,-43.3,0.032,0.167,0.082,0.125,0.0,0.222,0.509,100.82,100.61,0.09,83.84,"JAN 13, 2022",240,39,86,0.453,13,40,0.325,17,28,0.607,11,23,34,28,11,5,15,18,108,105.5512118842846,7.0,3.0,40.0,0.6265060240963856,1610612743,105.5512118842846,102.32,101.56,100.8
13339,Keljin Blevins,1629833,POR @ DEN,POR,1610612757,DEN,0,1,0022100631,2022-01-13,L,15,6,1,2,2,3,0.667,2,3,0.667,0,2,0.0,0,2,0,0,1,1,-23,8.9,1.546,,91.2,158.8,-67.6,0.0,0.182,0.077,0.143,1.0,0.135,0.773,104.98,105.97,0.056,88.31,"JAN 13, 2022",240,39,86,0.453,13,40,0.325,17,28,0.607,11,23,34,28,11,5,15,18,108,105.5512118842846,7.0,3.0,40.0,0.6265060240963856,1610612743,105.5512118842846,102.32,101.56,100.8
13340,Zeke Nnaji,1630192,DEN vs. POR,DEN,1610612743,POR,1,0,0022100631,2022-01-13,W,22,16,0,9,6,8,0.75,1,2,0.5,3,3,1.0,4,5,1,0,0,2,20,29.8,1.717,,140.8,100.0,40.8,0.235,0.263,0.25,0.0,0.0,0.167,0.858,107.54,107.81,0.207,89.84,"JAN 13, 2022",240,52,83,0.627,21,42,0.5,15,20,0.75,6,34,40,35,7,3,15,25,140,138.88888888888889,11.0,5.0,34.0,0.45348837209302323,1610612757,138.88888888888889,100.8,101.56,102.32
13341,Facundo Campazzo,1630267,DEN vs. POR,DEN,1610612743,POR,1,0,0022100631,2022-01-13,W,27,18,12,0,7,10,0.7,3,6,0.5,1,2,0.5,0,0,4,0,3,4,21,45.0,1.654,,141.0,106.6,34.4,0.0,0.0,0.0,0.48,4.0,0.209,0.827,106.99,106.54,0.176,88.78,"JAN 13, 2022",240,52,83,0.627,21,42,0.5,15,20,0.75,6,34,40,35,7,3,15,25,140,138.88888888888889,11.0,5.0,34.0,0.45348837209302323,1610612757,138.88888888888889,100.8,101.56,102.32
13342,Trendon Watford,1630570,POR @ DEN,POR,1610612757,DEN,0,1,0022100631,2022-01-13,L,23,11,0,2,4,7,0.571,0,1,0.0,3,5,0.6,1,1,0,2,4,2,-21,15.4,1.196,,108.0,147.1,-39.1,0.053,0.063,0.057,0.0,0.0,0.245,0.598,105.45,105.24,0.022,87.7,"JAN 13, 2022",240,39,86,0.453,13,40,0.325,17,28,0.607,11,23,34,28,11,5,15,18,108,105.5512118842846,7.0,3.0,40.0,0.6265060240963856,1610612743,105.5512118842846,102.32,101.56,100.8
13343,Bruce Brown,1628971,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,27,10,1,8,4,10,0.4,0,2,0.0,2,2,1.0,4,4,2,2,2,2,-3,31.1,0.919,G,113.0,116.4,-3.4,0.121,0.148,0.133,0.053,0.5,0.186,0.46,95.54,97.92,0.084,81.6,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13344,David Duke Jr.,1630561,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,20,13,1,5,4,7,0.571,3,3,1.0,2,2,1.0,3,2,0,1,2,1,-2,21.5,1.65,,111.6,116.3,-4.7,0.125,0.1,0.114,0.083,0.5,0.189,0.825,104.89,104.07,0.129,86.72,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13345,Bones Hyland,1630538,DEN vs. POR,DEN,1610612743,POR,1,0,0022100631,2022-01-13,W,23,17,3,4,6,12,0.5,5,8,0.625,0,0,,0,4,0,0,3,6,24,23.3,1.417,,147.1,104.1,43.0,0.0,0.211,0.114,0.143,1.0,0.268,0.708,107.69,106.41,0.083,88.68,"JAN 13, 2022",240,52,83,0.627,21,42,0.5,15,20,0.75,6,34,40,35,7,3,15,25,140,138.88888888888889,11.0,5.0,34.0,0.45348837209302323,1610612757,138.88888888888889,100.8,101.56,102.32
13346,Josh Giddey,1630581,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,31,19,7,3,8,17,0.471,3,11,0.273,0,0,,1,2,1,0,2,1,-3,34.1,1.118,G,120.6,129.5,-8.9,0.031,0.053,0.043,0.389,3.5,0.26,0.559,98.17,95.79,0.126,79.83,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
13347,Trey Murphy III,1630530,NOP vs. LAC,NOP,1610612740,LAC,1,0,0022100629,2022-01-13,W,3,1,0,4,0,3,0.0,0,0,,1,2,0.5,4,0,0,1,0,0,3,8.8,0.258,,133.3,83.3,50.0,0.571,0.0,0.364,0.0,0.0,0.364,0.129,102.52,108.68,-0.056,90.57,"JAN 13, 2022",240,43,97,0.443,14,39,0.359,13,16,0.813,13,44,57,23,8,4,6,18,113,116.44682605111294,2.0,7.0,46.0,0.38271604938271603,1610612746,116.44682605111294,97.04,98.42,99.8
13348,Gary Clark,1629109,NOP vs. LAC,NOP,1610612740,LAC,1,0,0022100629,2022-01-13,W,6,0,0,2,0,3,0.0,0,3,0.0,0,0,,0,2,0,0,0,1,-1,2.4,0.0,,92.3,100.0,-7.7,0.0,0.333,0.105,0.0,0.0,0.158,0.0,103.75,109.47,-0.111,91.23,"JAN 13, 2022",240,43,97,0.443,14,39,0.359,13,16,0.813,13,44,57,23,8,4,6,18,113,116.44682605111294,2.0,7.0,46.0,0.38271604938271603,1610612746,116.44682605111294,97.04,98.42,99.8
13349,Jonas Valančiūnas,202685,NOP vs. LAC,NOP,1610612740,LAC,1,0,0022100629,2022-01-13,W,32,18,0,16,7,12,0.583,2,3,0.667,2,2,1.0,2,14,0,0,2,2,16,35.2,1.398,C,109.1,84.8,24.2,0.059,0.424,0.239,0.0,0.0,0.214,0.699,98.95,99.52,0.192,82.93,"JAN 13, 2022",240,43,97,0.443,14,39,0.359,13,16,0.813,13,44,57,23,8,4,6,18,113,116.44682605111294,2.0,7.0,46.0,0.38271604938271603,1610612746,116.44682605111294,97.04,98.42,99.8
13350,Patrick Beverley,201976,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,30,3,6,8,1,9,0.111,0,5,0.0,1,2,0.5,2,6,2,2,1,3,-3,32.6,0.304,G,107.2,111.6,-4.3,0.063,0.182,0.123,0.222,6.0,0.149,0.152,111.33,110.22,0.047,91.85,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13351,Kyle Anderson,203937,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,23,6,3,6,3,7,0.429,0,0,,0,2,0.0,2,4,0,1,1,1,-8,19.7,0.761,F,102.0,120.4,-18.4,0.069,0.174,0.115,0.167,3.0,0.15,0.381,108.46,105.6,0.069,88.0,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13352,Tyus Jones,1626145,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,16,6,2,4,3,7,0.429,0,3,0.0,0,0,,0,4,0,0,1,0,3,12.8,0.857,,100.0,88.9,11.1,0.0,0.16,0.095,0.222,2.0,0.211,0.429,112.01,104.75,0.141,87.3,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13353,Karl-Anthony Towns,1626157,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,40,25,3,9,11,17,0.647,2,6,0.333,1,1,1.0,2,7,1,2,4,4,-2,45.3,1.433,C,105.7,106.7,-1.1,0.044,0.143,0.096,0.125,0.75,0.214,0.717,108.1,106.47,0.149,88.72,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13354,Malik Beasley,1627736,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,24,3,3,3,1,8,0.125,1,7,0.143,0,0,,1,2,0,0,0,3,-10,11.1,0.375,,92.7,110.9,-18.2,0.033,0.077,0.054,0.176,0.0,0.131,0.188,111.48,109.73,-0.017,91.44,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13355,De'Anthony Melton,1629001,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,16,7,1,3,3,10,0.3,1,4,0.25,0,0,,2,1,2,0,0,0,-2,18.1,0.7,,97.3,105.6,-8.3,0.1,0.059,0.081,0.083,0.0,0.233,0.35,109.65,110.07,0.078,91.73,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13356,Josh Okogie,1629006,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,3,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,5,0.0,0.0,,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,127.24,121.79,-0.222,101.49,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13357,Jarred Vanderbilt,1629020,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,30,8,0,13,4,5,0.8,0,0,,0,0,,4,9,0,0,2,5,-5,21.6,1.6,F,112.7,118.8,-6.1,0.114,0.25,0.183,0.0,0.0,0.091,0.8,106.35,102.6,0.088,85.5,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13358,Ja Morant,1629630,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,32,16,9,8,5,16,0.313,0,7,0.0,6,7,0.857,3,5,0,0,4,3,5,35.1,0.839,G,115.7,110.1,5.6,0.079,0.152,0.113,0.36,2.25,0.271,0.419,104.1,105.13,0.091,87.61,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13359,Naz Reid,1629675,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,11,4,0,2,1,8,0.125,1,3,0.333,1,2,0.5,0,2,0,2,2,0,-6,10.4,0.45,,81.8,104.3,-22.5,0.0,0.167,0.067,0.0,0.0,0.367,0.225,106.24,97.89,-0.102,81.57,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13360,Anthony Edwards,1630162,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,38,30,4,2,9,20,0.45,5,11,0.455,7,7,1.0,0,2,1,0,3,2,-2,38.4,1.3,F,108.2,110.6,-2.4,0.0,0.045,0.023,0.154,1.33,0.268,0.65,108.19,107.18,0.134,89.32,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13361,Jaden McDaniels,1630183,MIN @ MEM,MIN,1610612750,MEM,0,1,0022100628,2022-01-13,L,19,4,0,5,2,7,0.286,0,3,0.0,0,0,,2,3,0,1,1,2,-14,12.0,0.571,,87.5,116.7,-29.2,0.071,0.167,0.109,0.0,0.0,0.163,0.286,106.63,103.8,0.007,86.5,"JAN 13, 2022",240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,102.70064663370103,10.0,7.0,56.0,0.45652173913043476,1610612763,102.70064663370103,105.16000000000001,104.78000000000002,104.40000000000002
13362,Xavier Tillman,1630214,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,15,6,0,2,3,8,0.375,0,1,0.0,0,4,0.0,1,1,2,0,0,1,2,14.4,0.615,,108.3,105.7,2.6,0.056,0.063,0.059,0.0,0.0,0.233,0.307,111.34,112.35,-0.008,93.63,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13363,Desmond Bane,1630217,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,32,21,2,3,5,12,0.417,2,8,0.25,9,9,1.0,0,3,4,0,5,2,10,34.6,1.316,G,112.7,102.9,9.7,0.0,0.073,0.039,0.091,0.4,0.253,0.658,105.71,103.59,0.132,86.33,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13364,Ziaire Williams,1630533,MEM vs. MIN,MEM,1610612763,MIN,1,0,0022100628,2022-01-13,W,18,5,0,0,2,5,0.4,0,2,0.0,1,1,1.0,0,0,1,0,0,1,-7,8.0,0.919,F,102.3,121.4,-19.1,0.0,0.0,0.0,0.0,0.0,0.1,0.46,112.43,111.07,0.023,92.56,"JAN 13, 2022",240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,111.11111111111111,4.0,8.0,46.0,0.4270833333333333,1610612750,111.11111111111111,104.40000000000002,104.78000000000002,105.16000000000001
13365,Paul Millsap,200794,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,19,8,1,10,4,6,0.667,0,1,0.0,0,0,,4,6,0,3,1,1,-5,29.5,1.333,,115.8,122.5,-6.7,0.174,0.273,0.222,0.071,1.0,0.149,0.667,99.51,96.83,0.175,80.69,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13366,Cam Thomas,1630560,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,33,21,0,3,8,18,0.444,1,7,0.143,4,6,0.667,1,2,1,0,1,3,-11,26.6,1.017,,110.6,129.2,-18.6,0.023,0.063,0.039,0.0,0.0,0.253,0.509,98.5,95.27,0.062,79.39,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13367,Kessler Edwards,1630556,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,25,9,0,2,4,10,0.4,0,3,0.0,1,1,1.0,2,0,0,1,0,2,-10,14.4,0.862,F,118.8,142.6,-23.8,0.063,0.0,0.036,0.0,0.0,0.156,0.431,95.72,91.81,0.023,76.51,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13368,Tre Mann,1630544,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,23,7,4,8,3,5,0.6,1,2,0.5,0,0,,1,7,3,1,0,2,11,34.6,1.4,,123.4,102.2,21.2,0.043,0.241,0.154,0.222,0.0,0.089,0.7,100.89,95.7,0.198,79.75,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
13369,Ty Jerome,1629660,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,25,3,6,1,1,6,0.167,1,5,0.2,0,0,,0,1,1,0,1,2,16,15.2,0.5,,137.5,104.2,33.3,0.0,0.031,0.018,0.261,6.0,0.125,0.25,94.13,92.28,0.031,76.9,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
13370,Darius Bazley,1629647,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,20,16,0,5,6,9,0.667,2,5,0.4,2,2,1.0,1,4,0,1,1,0,1,24.0,1.619,,122.5,123.1,-0.6,0.053,0.16,0.114,0.0,0.0,0.239,0.81,95.61,95.28,0.2,79.4,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
13371,Mamadi Diakite,1629603,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,10,2,0,0,1,3,0.333,0,0,,0,0,,0,0,0,0,0,2,-4,2.0,0.667,,115.8,144.4,-28.7,0.0,0.0,0.0,0.0,0.0,0.12,0.333,95.09,90.31,-0.056,75.25,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
13372,Jevon Carter,1628975,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,25,6,0,2,3,9,0.333,0,3,0.0,0,0,,1,1,1,0,1,2,-18,10.4,0.667,,103.9,139.2,-35.3,0.032,0.045,0.038,0.0,0.0,0.159,0.333,102.65,97.85,-0.005,81.55,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13373,James Harden,201935,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,36,26,9,7,7,22,0.318,3,11,0.273,9,9,1.0,1,6,3,3,3,2,-9,62.9,1.002,G,114.5,128.0,-13.5,0.02,0.182,0.085,0.346,3.0,0.296,0.501,101.39,99.65,0.156,83.04,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13374,Blake Griffin,201933,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,13,4,1,4,1,3,0.333,0,1,0.0,2,2,1.0,1,3,0,0,0,1,-6,10.3,1.031,,114.3,146.2,-31.9,0.056,0.3,0.143,0.1,0.0,0.111,0.515,106.07,100.21,0.091,83.51,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13375,Aaron Wiggins,1630598,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,27,9,2,6,3,8,0.375,1,2,0.5,2,2,1.0,3,3,1,0,1,5,15,21.2,1.014,F,131.6,109.1,22.5,0.125,0.097,0.109,0.083,2.0,0.159,0.507,101.47,101.07,0.043,84.23,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
13376,Day'Ron Sharpe,1630549,BKN vs. OKC,BKN,1610612751,OKC,1,0,0022100630,2022-01-13,L,20,4,1,6,2,5,0.4,0,0,,0,0,,2,4,0,1,1,2,-17,14.7,0.8,C,102.5,141.5,-39.0,0.1,0.235,0.162,0.071,1.0,0.13,0.4,95.92,97.61,0.045,81.34,"JAN 13, 2022",240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,110.45804620997161,8.0,7.0,38.0,0.5164835164835165,1610612760,110.45804620997161,98.68,99.30000000000001,99.92
13377,Jeremiah Robinson-Earl,1630526,OKC @ BKN,OKC,1610612760,BKN,0,1,0022100630,2022-01-13,W,24,0,2,4,0,2,0.0,0,1,0.0,0,0,,1,3,0,2,0,4,9,13.8,0.0,C,125.0,112.0,13.0,0.042,0.103,0.075,0.087,0.0,0.033,0.0,105.07,102.5,0.004,85.42,"JAN 13, 2022",240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,130.1040832666133,7.0,11.0,50.0,0.41836734693877553,1610612751,130.1040832666133,99.92,99.30000000000001,98.68
