,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
3122,Darius Garland,1629636,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,34,16,6,3,5,14,0.357,3,8,0.375,3,4,0.75,0,3,0,0,1,1,-14,27.6,1.015,G,129.2,142.0,-12.8,0.0,0.111,0.048,0.214,6.0,0.215,0.508,95.02,95.42,0.078,79.51,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3123,Sasha Vezenkov,1628426,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,17,11,0,2,4,6,0.667,3,5,0.6,0,0,,0,2,0,0,0,1,7,13.4,1.833,,135.1,113.2,22.0,0.0,0.125,0.069,0.0,0.0,0.15,0.917,101.08,104.59,0.123,87.16,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3124,Al Horford,201143,BOS vs. NYK,BOS,1610612738,NYK,1,0,0022300188,2023-11-13,W,22,2,0,4,1,2,0.5,0,1,0.0,0,0,,0,4,0,0,1,2,2,5.8,1.0,,120.5,118.4,2.1,0.0,0.148,0.095,0.0,0.0,0.073,0.5,88.32,84.97,0.025,70.8,"NOV 13, 2023",240,40,79,0.506,19,43,0.442,15,16,0.938,8,29,37,27,3,3,11,22,114,128.03234501347708,5.0,2.0,37.0,0.4177215189873418,1610612752,128.03234501347708,89.04,87.30000000000001,85.56
3125,Jaylen Brown,1627759,BOS vs. NYK,BOS,1610612738,NYK,1,0,0022300188,2023-11-13,W,36,22,6,5,7,18,0.389,2,9,0.222,6,6,1.0,1,4,1,1,3,3,17,40.0,1.066,F,130.4,109.0,21.5,0.032,0.111,0.075,0.24,2.0,0.312,0.533,91.37,89.5,0.129,74.58,"NOV 13, 2023",240,40,79,0.506,19,43,0.442,15,16,0.938,8,29,37,27,3,3,11,22,114,128.03234501347708,5.0,2.0,37.0,0.4177215189873418,1610612752,128.03234501347708,89.04,87.30000000000001,85.56
3126,Derrick White,1628401,BOS vs. NYK,BOS,1610612738,NYK,1,0,0022300188,2023-11-13,W,31,3,4,2,1,7,0.143,1,3,0.333,0,0,,1,1,1,1,1,2,14,16.4,0.429,G,132.2,112.3,19.9,0.04,0.033,0.036,0.143,4.0,0.121,0.214,91.1,89.32,0.008,74.43,"NOV 13, 2023",240,40,79,0.506,19,43,0.442,15,16,0.938,8,29,37,27,3,3,11,22,114,128.03234501347708,5.0,2.0,37.0,0.4177215189873418,1610612752,128.03234501347708,89.04,87.30000000000001,85.56
3127,Mitchell Robinson,1629011,NYK @ BOS,NYK,1610612752,BOS,0,1,0022300188,2023-11-13,L,33,4,1,6,2,2,1.0,0,0,,0,2,0.0,3,3,1,2,1,2,-14,20.7,1.389,C,111.7,128.6,-16.9,0.097,0.103,0.1,0.05,1.0,0.057,0.694,90.99,89.0,0.054,74.16,"NOV 13, 2023",240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,8,16,98,114.53950444132772,3.0,3.0,37.0,0.5063291139240507,1610612738,114.53950444132772,85.56,87.30000000000001,89.04
3128,Quentin Grimes,1629656,NYK @ BOS,NYK,1610612752,BOS,0,1,0022300188,2023-11-13,L,28,12,1,0,4,6,0.667,4,6,0.667,0,0,,0,0,0,0,0,2,-10,13.5,2.0,G,116.7,132.7,-16.1,0.0,0.0,0.0,0.059,0.0,0.098,1.0,93.17,92.06,0.078,76.72,"NOV 13, 2023",240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,8,16,98,114.53950444132772,3.0,3.0,37.0,0.5063291139240507,1610612738,114.53950444132772,85.56,87.30000000000001,89.04
3129,Miles McBride,1630540,NYK @ BOS,NYK,1610612752,BOS,0,1,0022300188,2023-11-13,L,1,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0.0,0.0,,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,62.84,87.27,1.0,72.73,"NOV 13, 2023",240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,8,16,98,114.53950444132772,3.0,3.0,37.0,0.5063291139240507,1610612738,114.53950444132772,85.56,87.30000000000001,89.04
3130,Kristaps Porziņģis,204001,BOS vs. NYK,BOS,1610612738,NYK,1,0,0022300188,2023-11-13,W,33,21,3,6,7,11,0.636,3,6,0.5,4,4,1.0,1,5,0,1,1,5,19,34.7,1.646,C,134.4,109.8,24.5,0.036,0.152,0.098,0.125,3.0,0.181,0.823,92.38,89.77,0.16,74.81,"NOV 13, 2023",240,40,79,0.506,19,43,0.442,15,16,0.938,8,29,37,27,3,3,11,22,114,128.03234501347708,5.0,2.0,37.0,0.4177215189873418,1610612752,128.03234501347708,89.04,87.30000000000001,85.56
3131,Julius Randle,203944,NYK @ BOS,NYK,1610612752,BOS,0,1,0022300188,2023-11-13,L,38,25,5,9,7,19,0.368,2,8,0.25,9,11,0.818,3,6,0,0,3,4,-10,40.3,1.049,F,117.4,130.0,-12.6,0.086,0.176,0.13,0.263,1.67,0.333,0.524,91.13,88.48,0.118,73.73,"NOV 13, 2023",240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,8,16,98,114.53950444132772,3.0,3.0,37.0,0.5063291139240507,1610612738,114.53950444132772,85.56,87.30000000000001,89.04
3132,Payton Pritchard,1630202,BOS vs. NYK,BOS,1610612738,NYK,1,0,0022300188,2023-11-13,W,19,5,3,3,2,3,0.667,1,1,1.0,0,0,,0,3,0,0,0,3,5,13.1,1.667,,138.2,123.5,14.7,0.0,0.143,0.088,0.214,0.0,0.081,0.833,85.27,84.23,0.078,70.19,"NOV 13, 2023",240,40,79,0.506,19,43,0.442,15,16,0.938,8,29,37,27,3,3,11,22,114,128.03234501347708,5.0,2.0,37.0,0.4177215189873418,1610612752,128.03234501347708,89.04,87.30000000000001,85.56
3133,Jericho Sims,1630579,NYK @ BOS,NYK,1610612752,BOS,0,1,0022300188,2023-11-13,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.61,77.42,0.0,64.52,"NOV 13, 2023",240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,8,16,98,114.53950444132772,3.0,3.0,37.0,0.5063291139240507,1610612738,114.53950444132772,85.56,87.30000000000001,89.04
3134,Isaiah Hartenstein,1628392,NYK @ BOS,NYK,1610612752,BOS,0,1,0022300188,2023-11-13,L,15,3,1,3,1,2,0.5,1,1,1.0,0,0,,3,0,1,0,0,0,-2,11.1,1.5,,119.2,132.0,-12.8,0.176,0.0,0.111,0.1,0.0,0.061,0.75,85.51,82.54,0.097,68.78,"NOV 13, 2023",240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,8,16,98,114.53950444132772,3.0,3.0,37.0,0.5063291139240507,1610612738,114.53950444132772,85.56,87.30000000000001,89.04
3135,Tyus Jones,1626145,WAS @ TOR,WAS,1610612764,TOR,0,1,0022300189,2023-11-13,L,31,10,8,3,4,11,0.364,2,5,0.4,0,0,,0,3,0,0,0,1,9,25.6,0.909,G,114.7,100.0,14.7,0.0,0.097,0.054,0.276,0.0,0.153,0.455,105.28,106.12,0.084,88.43,"NOV 13, 2023",240,43,84,0.512,12,26,0.462,9,12,0.75,8,30,38,32,11,5,22,22,107,103.6018590240124,11.0,4.0,48.0,0.5,1610612761,103.6018590240124,103.28000000000002,102.14,101.0
3136,Jakob Poeltl,1627751,TOR vs. WAS,TOR,1610612761,WAS,1,0,0022300189,2023-11-13,W,24,13,5,6,6,8,0.75,0,0,,1,3,0.333,3,3,0,0,1,1,-14,26.7,1.395,C,100.0,128.8,-28.8,0.103,0.158,0.125,0.313,5.0,0.161,0.697,106.18,104.28,0.135,86.9,"NOV 13, 2023",240,45,90,0.5,4,20,0.2,17,25,0.68,16,32,48,28,11,4,16,13,111,109.9009900990099,11.0,5.0,38.0,0.5119047619047619,1610612764,109.9009900990099,101.0,102.14,103.28000000000002
3137,Daniel Gafford,1629655,WAS @ TOR,WAS,1610612764,TOR,0,1,0022300189,2023-11-13,L,26,14,3,9,6,7,0.857,0,0,,2,2,1.0,1,8,1,3,2,2,7,39.3,1.777,C,122.8,108.6,14.2,0.048,0.267,0.176,0.13,1.5,0.148,0.888,108.5,106.82,0.17,89.02,"NOV 13, 2023",240,43,84,0.512,12,26,0.462,9,12,0.75,8,30,38,32,11,5,22,22,107,103.6018590240124,11.0,4.0,48.0,0.5,1610612761,103.6018590240124,103.28000000000002,102.14,101.0
3138,Jalen McDaniels,1629667,TOR vs. WAS,TOR,1610612761,WAS,1,0,0022300189,2023-11-13,W,5,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,-6,0.0,0.0,,87.5,162.5,-75.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,88.73,84.71,-0.059,70.59,"NOV 13, 2023",240,45,90,0.5,4,20,0.2,17,25,0.68,16,32,48,28,11,4,16,13,111,109.9009900990099,11.0,5.0,38.0,0.5119047619047619,1610612764,109.9009900990099,101.0,102.14,103.28000000000002
3139,Jordan Poole,1629673,WAS @ TOR,WAS,1610612764,TOR,0,1,0022300189,2023-11-13,L,35,14,6,4,6,16,0.375,2,6,0.333,0,0,,2,2,3,1,4,5,-12,35.8,0.875,G,98.7,113.2,-14.5,0.061,0.053,0.056,0.261,1.5,0.247,0.438,104.52,103.02,0.051,85.85,"NOV 13, 2023",240,43,84,0.512,12,26,0.462,9,12,0.75,8,30,38,32,11,5,22,22,107,103.6018590240124,11.0,4.0,48.0,0.5,1610612761,103.6018590240124,103.28000000000002,102.14,101.0
3140,Deni Avdija,1630166,WAS @ TOR,WAS,1610612764,TOR,0,1,0022300189,2023-11-13,L,30,9,6,8,4,7,0.571,1,1,1.0,0,0,,1,7,0,0,4,2,-2,23.6,1.286,F,106.6,103.1,3.5,0.038,0.184,0.125,0.273,1.5,0.164,0.643,100.39,101.45,0.105,84.54,"NOV 13, 2023",240,43,84,0.512,12,26,0.462,9,12,0.75,8,30,38,32,11,5,22,22,107,103.6018590240124,11.0,4.0,48.0,0.5,1610612761,103.6018590240124,103.28000000000002,102.14,101.0
3141,Brook Lopez,201572,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,29,11,0,5,4,8,0.5,2,6,0.333,1,3,0.333,0,5,0,3,2,3,-10,24.0,1.18,C,89.8,106.8,-16.9,0.0,0.122,0.066,0.0,0.0,0.157,0.59,100.88,97.77,0.078,81.47,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3142,DeMar DeRozan,201942,CHI @ MIL,CHI,1610612741,MIL,0,1,0022300190,2023-11-13,L,37,11,7,4,3,14,0.214,0,3,0.0,5,5,1.0,2,2,0,1,1,3,-2,28.3,0.679,F,115.6,118.2,-2.6,0.038,0.053,0.044,0.25,7.0,0.179,0.34,104.79,99.98,0.045,83.32,"NOV 13, 2023",240,38,100,0.38,14,42,0.333,19,21,0.905,18,29,47,24,9,7,6,25,109,112.0937885643768,3.0,5.0,53.0,0.47191011235955055,1610612749,112.0937885643768,97.24,100.06,102.88
3143,Nikola Vučević,202696,CHI @ MIL,CHI,1610612741,MIL,0,1,0022300190,2023-11-13,L,36,26,5,12,11,24,0.458,2,7,0.286,2,3,0.667,6,6,1,1,1,5,-1,52.9,1.027,C,115.6,115.4,0.2,0.118,0.154,0.133,0.238,5.0,0.277,0.513,105.24,102.34,0.146,85.28,"NOV 13, 2023",240,38,100,0.38,14,42,0.333,19,21,0.905,18,29,47,24,9,7,6,25,109,112.0937885643768,3.0,5.0,53.0,0.47191011235955055,1610612749,112.0937885643768,97.24,100.06,102.88
3144,Damian Lillard,203081,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,32,12,5,3,3,17,0.176,1,9,0.111,5,5,1.0,2,1,0,0,5,0,-6,18.1,0.625,G,106.2,115.4,-9.2,0.059,0.022,0.038,0.217,1.0,0.32,0.313,100.83,97.5,0.0,81.25,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3145,Khris Middleton,203114,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,19,13,2,6,6,10,0.6,1,5,0.2,0,0,,1,5,1,0,2,2,0,24.2,1.3,F,95.0,95.0,0.0,0.042,0.152,0.105,0.286,1.0,0.261,0.65,101.31,99.22,0.267,82.69,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3146,Zach LaVine,203897,CHI @ MIL,CHI,1610612741,MIL,0,1,0022300190,2023-11-13,L,39,20,5,8,5,19,0.263,2,10,0.2,8,8,1.0,1,7,1,1,1,1,-6,42.1,0.888,G,106.3,111.0,-4.7,0.018,0.156,0.079,0.2,5.0,0.237,0.444,102.98,99.14,0.125,82.62,"NOV 13, 2023",240,38,100,0.38,14,42,0.333,19,21,0.905,18,29,47,24,9,7,6,25,109,112.0937885643768,3.0,5.0,53.0,0.47191011235955055,1610612749,112.0937885643768,97.24,100.06,102.88
3147,Pat Connaughton,1626192,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,29,6,5,8,1,3,0.333,1,3,0.333,3,3,1.0,1,7,1,0,0,4,9,26.1,1.389,,129.5,116.7,12.8,0.032,0.206,0.123,0.192,0.0,0.054,0.694,105.21,101.07,0.105,84.22,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3148,Malik Beasley,1627736,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,21,9,0,2,3,6,0.5,3,6,0.5,0,0,,1,1,0,0,0,3,-9,11.4,1.5,G,97.7,118.2,-20.5,0.042,0.031,0.036,0.0,0.0,0.12,0.75,101.61,100.65,0.058,83.88,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3149,Torrey Craig,1628470,CHI @ MIL,CHI,1610612741,MIL,0,1,0022300190,2023-11-13,L,22,8,2,12,3,8,0.375,1,4,0.25,1,1,1.0,7,5,0,0,0,2,1,25.4,0.948,F,95.7,91.5,4.2,0.194,0.192,0.194,0.143,0.0,0.131,0.474,97.44,99.27,0.178,82.73,"NOV 13, 2023",240,38,100,0.38,14,42,0.333,19,21,0.905,18,29,47,24,9,7,6,25,109,112.0937885643768,3.0,5.0,53.0,0.47191011235955055,1610612749,112.0937885643768,97.24,100.06,102.88
3150,Giannis Antetokounmpo,203507,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,35,35,2,11,13,22,0.591,1,3,0.333,8,14,0.571,3,8,0,0,3,4,13,48.2,1.243,F,125.7,111.1,14.6,0.081,0.17,0.131,0.105,0.67,0.348,0.621,104.33,100.98,0.171,84.15,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3151,Cameron Payne,1626166,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,17,0,5,0,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,2,2,15,5.5,0.0,,140.5,102.8,37.8,0.0,0.0,0.0,0.278,2.5,0.085,0.0,103.81,100.88,-0.014,84.07,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3152,Bobby Portis,1626171,MIL vs. CHI,MIL,1610612749,CHI,1,0,0022300190,2023-11-13,W,25,19,2,10,7,10,0.7,3,6,0.5,2,2,1.0,2,8,0,1,0,3,24,37.0,1.746,,150.0,109.6,40.4,0.08,0.276,0.185,0.087,0.0,0.167,0.873,101.37,99.9,0.197,83.25,"NOV 13, 2023",240,42,89,0.472,15,47,0.319,19,27,0.704,13,40,53,23,3,5,15,23,118,114.69673405909799,9.0,7.0,47.0,0.38,1610612741,114.69673405909799,102.88,100.06,97.24
3153,Jevon Carter,1628975,CHI @ MIL,CHI,1610612741,MIL,0,1,0022300190,2023-11-13,L,14,6,1,0,2,5,0.4,2,4,0.5,0,0,,0,0,1,1,0,2,-11,13.5,1.2,,103.4,141.4,-37.9,0.0,0.0,0.0,0.125,0.0,0.152,0.6,100.95,97.91,0.063,81.59,"NOV 13, 2023",240,38,100,0.38,14,42,0.333,19,21,0.905,18,29,47,24,9,7,6,25,109,112.0937885643768,3.0,5.0,53.0,0.47191011235955055,1610612749,112.0937885643768,97.24,100.06,102.88
3154,Donovan Mitchell,1628378,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,38,22,5,2,7,21,0.333,4,9,0.444,4,4,1.0,0,2,1,1,2,0,-1,35.9,0.967,G,133.8,129.9,3.9,0.0,0.061,0.029,0.167,2.5,0.281,0.483,94.54,94.96,0.08,79.14,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3155,De'Aaron Fox,1628368,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,36,28,6,2,11,20,0.55,2,6,0.333,4,7,0.571,1,1,1,0,1,2,17,41.4,1.213,G,139.7,116.4,23.3,0.03,0.028,0.029,0.231,6.0,0.296,0.607,95.74,97.7,0.128,81.41,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3156,Caris LeVert,1627747,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,28,21,1,3,7,13,0.538,2,3,0.667,5,6,0.833,1,2,0,0,2,3,-7,24.1,1.343,,122.4,134.5,-12.1,0.032,0.095,0.058,0.053,0.5,0.261,0.671,96.84,98.16,0.097,81.8,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3157,JaVale McGee,201580,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,7,2,1,4,1,2,0.5,0,0,,0,0,,1,3,0,0,0,1,2,8.3,1.0,,111.8,113.3,-1.6,0.111,0.375,0.235,0.2,0.0,0.105,0.5,103.62,110.24,0.141,91.87,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3158,Craig Porter Jr.,1641854,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,3,0,3,3,0,1,0.0,0,0,,0,0,,0,3,0,0,0,1,1,8.1,0.0,,116.7,100.0,16.7,0.0,1.0,0.5,1.0,0.0,0.167,0.0,92.55,97.08,0.267,80.9,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3159,Colby Jones,1641732,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-5,0.0,0.0,,0.0,250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.84,97.3,0.0,81.08,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3160,Keon Ellis,1631165,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,12,2,2,0,1,3,0.333,0,2,0.0,0,0,,0,0,0,1,2,1,-3,6.0,0.667,,123.1,134.6,-11.5,0.0,0.0,0.0,0.167,1.0,0.179,0.333,92.65,102.34,-0.007,85.28,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3161,Keegan Murray,1631099,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,38,25,1,8,9,13,0.692,5,8,0.625,2,2,1.0,2,6,1,0,0,0,21,39.1,1.801,F,150.0,121.6,28.4,0.071,0.143,0.114,0.032,0.0,0.171,0.901,94.7,94.22,0.16,78.51,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3162,Kessler Edwards,1630556,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-5,0.0,0.0,,0.0,250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.84,97.3,0.0,81.08,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3163,Jordan Ford,1630259,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,1,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,-5,0.0,0.0,,0.0,250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,77.84,97.3,-0.143,81.08,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3164,Sam Merrill,1630241,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,3,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0.0,0.0,,116.7,100.0,16.7,0.0,0.0,0.0,0.0,0.0,0.167,0.0,92.55,97.08,-0.067,80.9,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3165,Dean Wade,1629731,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,13,0,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,-18,1.5,0.0,,79.3,141.4,-62.1,0.0,0.0,0.0,0.125,0.0,0.033,0.0,102.56,108.71,-0.017,90.59,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3166,Kevin Huerter,1628989,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,29,20,2,2,7,11,0.636,6,9,0.667,0,0,,1,1,0,0,0,4,5,25.4,1.818,G,142.6,133.3,9.3,0.045,0.034,0.039,0.1,0.0,0.186,0.909,91.63,90.33,0.116,75.27,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
3167,Jarrett Allen,1628386,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,22,12,1,9,5,6,0.833,0,0,,2,3,0.667,4,5,0,0,2,2,-25,22.3,1.639,C,106.7,158.7,-52.0,0.174,0.263,0.214,0.077,0.5,0.173,0.82,96.76,97.57,0.124,81.31,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3168,Georges Niang,1627777,CLE @ SAC,CLE,1610612739,SAC,0,1,0022300191,2023-11-13,L,22,12,1,1,5,7,0.714,2,4,0.5,0,0,,0,1,0,0,0,1,-12,14.7,1.714,,131.8,159.1,-27.3,0.0,0.071,0.03,0.067,0.0,0.149,0.857,96.0,97.33,0.087,81.11,"NOV 13, 2023",240,45,91,0.495,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18,120,125.68077084206115,3.0,4.0,37.0,0.5903614457831325,1610612758,125.68077084206115,95.48,95.08,94.68
3169,Domantas Sabonis,1627734,SAC vs. CLE,SAC,1610612758,CLE,1,0,0022300191,2023-11-13,W,35,23,10,9,8,10,0.8,1,2,0.5,6,11,0.545,0,9,0,2,3,4,6,51.8,1.55,C,139.7,127.1,12.6,0.0,0.243,0.143,0.37,3.33,0.243,0.775,93.14,93.52,0.168,77.93,"NOV 13, 2023",240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,139.4169835234474,3.0,1.0,39.0,0.4945054945054945,1610612739,139.4169835234474,94.68,95.08,95.48
