,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
15239,Delon Wright,1626153,WAS vs. LAC,WAS,1610612764,LAC,1,0,0022300676,2024-01-31,L,14,4,0,0,2,5,0.4,0,2,0.0,0,0,,0,0,0,0,0,1,-11,4.0,0.8,,85.7,120.7,-35.0,0.0,0.0,0.0,0.0,0.0,0.143,0.4,103.88,100.84,0.0,84.03,"JAN 31, 2024",240,45,97,0.464,9,29,0.31,10,15,0.667,12,33,45,19,4,10,13,19,109,104.20650095602295,9.0,7.0,52.0,0.47,1610612746,104.20650095602295,104.59999999999998,102.14,99.68
15240,Jimmy Butler III,202710,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,35,31,6,7,10,14,0.714,2,3,0.667,9,12,0.75,1,6,1,0,1,2,-1,50.4,1.608,F,118.3,118.1,0.3,0.031,0.182,0.108,0.3,6.0,0.26,0.804,98.26,99.29,0.197,82.74,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15241,Trey Lyles,1626168,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,18,5,2,4,2,6,0.333,1,4,0.25,0,0,,2,2,1,0,0,1,-10,15.8,0.833,,80.0,111.8,-31.8,0.077,0.133,0.098,0.2,0.0,0.14,0.417,94.17,93.03,0.103,77.53,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15242,Jalen Suggs,1630591,ORL @ SAS,ORL,1610612753,SAS,0,1,0022300681,2024-01-31,W,33,7,5,1,3,9,0.333,1,4,0.25,0,0,,0,1,4,0,1,3,10,26.7,0.778,G,117.6,102.9,14.7,0.0,0.036,0.017,0.185,5.0,0.13,0.389,99.49,100.34,0.05,83.62,"JAN 31, 2024",240,41,86,0.477,7,20,0.35,19,23,0.826,12,33,45,29,10,5,15,20,108,108.9588377723971,9.0,9.0,41.0,0.45,1610612759,108.9588377723971,99.12,99.83999999999999,100.56
15243,Julian Champagnie,1630577,SAS vs. ORL,SAS,1610612759,ORL,1,0,0022300681,2024-01-31,L,20,0,1,1,0,4,0.0,0,2,0.0,0,0,,0,1,2,0,1,1,-15,7.7,0.0,F,92.9,125.6,-32.7,0.0,0.067,0.027,0.067,1.0,0.109,0.0,102.12,101.83,-0.022,84.86,"JAN 31, 2024",240,36,80,0.45,9,31,0.29,17,24,0.708,7,34,41,24,9,9,17,20,98,97.45425616547335,10.0,5.0,45.0,0.47674418604651164,1610612753,97.45425616547335,100.56,99.83999999999999,99.12
15244,Franz Wagner,1630532,ORL @ SAS,ORL,1610612753,SAS,0,1,0022300681,2024-01-31,W,33,20,5,8,9,16,0.563,2,4,0.5,0,0,,1,7,1,0,6,4,5,34.1,1.25,F,101.5,92.6,8.8,0.029,0.241,0.127,0.294,0.83,0.289,0.625,97.13,99.18,0.146,82.65,"JAN 31, 2024",240,41,86,0.477,7,20,0.35,19,23,0.826,12,33,45,29,10,5,15,20,108,108.9588377723971,9.0,9.0,41.0,0.45,1610612759,108.9588377723971,99.12,99.83999999999999,100.56
15245,Devin Vassell,1630170,SAS vs. ORL,SAS,1610612759,ORL,1,0,0022300681,2024-01-31,L,37,26,4,4,8,18,0.444,3,8,0.375,7,10,0.7,0,4,0,1,1,1,-16,38.8,1.161,G,98.7,117.9,-19.2,0.0,0.114,0.06,0.211,4.0,0.277,0.58,99.46,100.45,0.127,83.71,"JAN 31, 2024",240,36,80,0.45,9,31,0.29,17,24,0.708,7,34,41,24,9,9,17,20,98,97.45425616547335,10.0,5.0,45.0,0.47674418604651164,1610612753,97.45425616547335,100.56,99.83999999999999,99.12
15246,Wendell Carter Jr.,1628976,ORL @ SAS,ORL,1610612753,SAS,0,1,0022300681,2024-01-31,W,26,14,2,5,3,7,0.429,1,3,0.333,7,8,0.875,3,2,0,0,1,4,4,22.0,1.331,C,116.7,107.3,9.4,0.115,0.1,0.109,0.091,2.0,0.197,0.665,99.28,99.28,0.08,82.73,"JAN 31, 2024",240,41,86,0.477,7,20,0.35,19,23,0.826,12,33,45,29,10,5,15,20,108,108.9588377723971,9.0,9.0,41.0,0.45,1610612759,108.9588377723971,99.12,99.83999999999999,100.56
15247,Kevin Love,201567,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,14,8,3,3,2,4,0.5,2,3,0.667,2,2,1.0,1,2,0,0,0,0,10,16.1,1.639,,127.6,96.4,31.2,0.111,0.133,0.125,0.333,0.0,0.167,0.82,99.15,99.85,0.181,83.21,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15248,Jaime Jaquez Jr.,1631170,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,25,8,1,4,3,9,0.333,0,1,0.0,2,2,1.0,0,4,0,0,2,2,15,12.3,0.81,,119.6,92.0,27.6,0.0,0.118,0.075,0.05,0.5,0.222,0.405,97.26,97.22,0.028,81.02,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15249,Caleb Martin,1628997,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,28,7,2,3,3,7,0.429,0,2,0.0,1,1,1.0,0,3,0,0,1,3,12,12.6,0.941,,117.9,96.4,21.4,0.0,0.083,0.049,0.095,2.0,0.129,0.47,95.72,95.72,0.036,79.76,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15250,Kevin Huerter,1628989,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,39,14,4,3,6,12,0.5,2,6,0.333,0,0,,1,2,1,0,1,4,-1,25.6,1.167,G,113.9,111.0,2.9,0.023,0.056,0.038,0.138,4.0,0.143,0.583,98.54,99.8,0.057,83.17,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15251,Malik Monk,1628370,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,14,6,0,0,3,8,0.375,0,4,0.0,0,0,,0,0,0,0,3,2,-16,3.0,0.75,,71.0,126.7,-55.7,0.0,0.0,0.0,0.0,0.0,0.324,0.375,99.07,102.5,-0.066,85.41,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15252,De'Aaron Fox,1628368,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,37,13,3,5,4,16,0.25,1,8,0.125,4,6,0.667,0,5,2,0,2,3,-4,27.5,0.697,G,113.3,117.1,-3.8,0.0,0.139,0.063,0.107,1.5,0.239,0.349,97.62,98.3,0.023,81.92,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15253,Josh Richardson,1626196,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,27,24,3,5,9,15,0.6,6,10,0.6,0,0,,0,5,0,1,0,2,5,37.5,1.6,,107.1,98.2,8.9,0.0,0.147,0.082,0.214,0.0,0.242,0.8,98.24,98.52,0.224,82.1,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15254,Harrison Barnes,203084,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,37,9,1,5,4,13,0.308,0,6,0.0,1,2,0.5,2,3,0,0,1,1,1,15.5,0.648,F,114.5,116.2,-1.7,0.047,0.086,0.064,0.033,1.0,0.169,0.324,97.07,97.67,0.011,81.39,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15255,Tyler Herro,1629639,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,31,14,8,8,4,9,0.444,2,4,0.5,4,6,0.667,1,7,0,0,2,1,-1,33.6,1.203,G,107.8,107.7,0.1,0.032,0.175,0.113,0.364,4.0,0.2,0.601,97.43,98.97,0.145,82.47,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15256,Keegan Murray,1631099,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,38,33,2,5,12,18,0.667,7,11,0.636,2,2,1.0,1,4,1,2,0,5,4,51.0,1.748,F,119.0,113.9,5.1,0.025,0.103,0.063,0.087,0.0,0.221,0.874,98.09,98.54,0.161,82.11,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15257,Davion Mitchell,1630558,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,12,3,1,1,1,2,0.5,0,0,,1,1,1.0,0,1,0,0,1,1,-2,4.7,1.23,,104.0,112.0,-8.0,0.0,0.111,0.048,0.1,1.0,0.115,0.615,98.73,99.93,0.036,83.28,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15258,Kessler Edwards,1630556,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,1,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,-8,0.0,0.0,,0.0,266.7,-266.7,0.0,0.0,0.0,0.0,0.0,0.333,0.0,88.89,106.67,-0.091,88.89,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15259,Haywood Highsmith,1629312,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,16,4,1,2,2,4,0.5,0,1,0.0,0,0,,1,1,0,0,1,1,5,6.9,1.0,F,126.5,111.8,14.7,0.071,0.056,0.063,0.077,1.0,0.135,0.5,97.86,99.92,0.029,83.27,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15260,Thomas Bryant,1628418,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,3,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,-3,1.2,0.0,,71.4,114.3,-42.9,0.0,0.333,0.167,0.0,0.0,0.0,0.0,107.33,125.22,0.061,104.35,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15261,Domantas Sabonis,1627734,SAC @ MIA,SAC,1610612758,MIA,0,1,0022300678,2024-01-31,L,38,19,13,17,7,14,0.5,1,1,1.0,4,6,0.667,4,13,1,1,1,0,0,63.9,1.142,C,116.9,118.4,-1.5,0.103,0.382,0.233,0.481,13.0,0.198,0.571,96.29,96.67,0.209,80.56,"JAN 31, 2024",240,41,93,0.441,12,40,0.3,12,18,0.667,12,32,44,26,6,3,9,17,106,108.2516339869281,3.0,2.0,49.0,0.5,1610612748,108.2516339869281,97.92,96.52000000000002,95.12
15262,Terry Rozier,1626179,MIA vs. SAC,MIA,1610612748,SAC,1,0,0022300678,2024-01-31,W,30,3,10,5,1,8,0.125,1,4,0.25,0,0,,1,4,2,1,1,1,1,32.0,0.375,G,126.2,126.7,-0.4,0.036,0.138,0.088,0.385,10.0,0.134,0.188,97.83,98.39,0.066,81.99,"JAN 31, 2024",240,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,3,2,8,16,115,120.89991589571068,6.0,3.0,44.0,0.44086021505376344,1610612758,120.89991589571068,95.12,96.52000000000002,97.92
15263,Doug McDermott,203926,SAS vs. ORL,SAS,1610612759,ORL,1,0,0022300681,2024-01-31,L,12,2,0,1,1,6,0.167,0,4,0.0,0,2,0.0,0,1,0,0,1,0,4,2.2,0.291,,81.5,64.3,17.2,0.0,0.077,0.034,0.0,0.0,0.276,0.145,106.4,110.0,-0.159,91.67,"JAN 31, 2024",240,36,80,0.45,9,31,0.29,17,24,0.708,7,34,41,24,9,9,17,20,98,97.45425616547335,10.0,5.0,45.0,0.47674418604651164,1610612753,97.45425616547335,100.56,99.83999999999999,99.12
15264,Jordan Hawkins,1641722,NOP @ HOU,NOP,1610612740,HOU,0,1,0022300679,2024-01-31,W,23,3,2,6,1,5,0.2,1,4,0.25,0,0,,2,4,0,0,1,1,17,12.2,0.6,,117.0,84.4,32.6,0.105,0.133,0.122,0.1,2.0,0.111,0.3,92.41,94.09,0.051,78.41,"JAN 31, 2024",240,41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,113.91880695940348,11.0,2.0,29.0,0.40229885057471265,1610612745,113.91880695940348,96.56,95.52000000000002,94.48
15265,Cam Whitmore,1641715,HOU vs. NOP,HOU,1610612745,NOP,1,0,0022300679,2024-01-31,L,20,17,0,0,6,12,0.5,3,7,0.429,2,3,0.667,0,0,1,0,0,1,-13,20.0,1.276,,97.4,121.4,-24.0,0.0,0.0,0.0,0.0,0.0,0.295,0.638,92.91,96.04,0.133,80.03,"JAN 31, 2024",240,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,104.78408128704488,3.0,6.0,56.0,0.5,1610612740,104.78408128704488,94.48,95.52000000000002,96.56
15266,Amen Thompson,1641708,HOU vs. NOP,HOU,1610612745,NOP,1,0,0022300679,2024-01-31,L,17,10,0,6,3,6,0.5,0,1,0.0,4,4,1.0,2,4,1,0,0,3,-5,20.2,1.289,,109.1,117.1,-8.1,0.111,0.267,0.182,0.0,0.0,0.222,0.644,91.67,95.02,0.136,79.18,"JAN 31, 2024",240,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,104.78408128704488,3.0,6.0,56.0,0.5,1610612740,104.78408128704488,94.48,95.52000000000002,96.56
15267,Jabari Smith Jr.,1631095,HOU vs. NOP,HOU,1610612745,NOP,1,0,0022300679,2024-01-31,L,22,0,0,1,0,6,0.0,0,4,0.0,0,0,,0,1,1,0,0,2,-19,4.2,0.0,F,81.8,125.0,-43.2,0.0,0.059,0.022,0.0,0.0,0.128,0.0,95.6,96.88,-0.078,80.73,"JAN 31, 2024",240,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,104.78408128704488,3.0,6.0,56.0,0.5,1610612740,104.78408128704488,94.48,95.52000000000002,96.56
15268,Dyson Daniels,1630700,NOP @ HOU,NOP,1610612740,HOU,0,1,0022300679,2024-01-31,W,24,9,3,2,4,6,0.667,1,3,0.333,0,0,,0,2,1,0,2,2,1,16.9,1.5,G,112.8,110.6,2.1,0.0,0.087,0.048,0.176,1.5,0.151,0.75,92.7,95.0,0.095,79.17,"JAN 31, 2024",240,41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,113.91880695940348,11.0,2.0,29.0,0.40229885057471265,1610612745,113.91880695940348,96.56,95.52000000000002,94.48
15269,Jose Alvarado,1630631,NOP @ HOU,NOP,1610612740,HOU,0,1,0022300679,2024-01-31,W,14,7,0,1,2,3,0.667,2,3,0.667,1,2,0.5,0,1,0,0,0,3,7,8.2,1.804,,125.9,96.4,29.5,0.0,0.063,0.038,0.0,0.0,0.129,0.902,87.26,92.22,0.059,76.85,"JAN 31, 2024",240,41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,113.91880695940348,11.0,2.0,29.0,0.40229885057471265,1610612745,113.91880695940348,96.56,95.52000000000002,94.48
15270,Alperen Sengun,1630578,HOU vs. NOP,HOU,1610612745,NOP,1,0,0022300679,2024-01-31,L,34,10,5,10,4,11,0.364,0,1,0.0,2,2,1.0,2,8,2,0,2,3,-5,33.5,0.842,C,101.4,111.8,-10.3,0.051,0.276,0.147,0.238,2.5,0.187,0.421,98.93,98.84,0.108,82.37,"JAN 31, 2024",240,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,104.78408128704488,3.0,6.0,56.0,0.5,1610612740,104.78408128704488,94.48,95.52000000000002,96.56
15271,Naji Marshall,1630230,NOP @ HOU,NOP,1610612740,HOU,0,1,0022300679,2024-01-31,W,31,10,2,7,3,4,0.75,1,1,1.0,3,4,0.75,0,7,0,1,0,2,8,24.4,1.736,,117.7,106.6,11.2,0.0,0.206,0.115,0.087,0.0,0.085,0.868,92.92,95.17,0.131,79.31,"JAN 31, 2024",240,41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,113.91880695940348,11.0,2.0,29.0,0.40229885057471265,1610612745,113.91880695940348,96.56,95.52000000000002,94.48
15272,Fred VanVleet,1627832,HOU vs. NOP,HOU,1610612745,NOP,1,0,0022300679,2024-01-31,L,37,16,5,3,6,12,0.5,2,6,0.333,2,2,1.0,0,3,2,0,0,1,-5,33.1,1.242,G,109.1,117.1,-8.0,0.0,0.094,0.042,0.227,0.0,0.16,0.621,97.17,98.64,0.129,82.2,"JAN 31, 2024",240,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,104.78408128704488,3.0,6.0,56.0,0.5,1610612740,104.78408128704488,94.48,95.52000000000002,96.56
15273,Jonas Valančiūnas,202685,NOP @ HOU,NOP,1610612740,HOU,0,1,0022300679,2024-01-31,W,33,25,2,14,10,15,0.667,0,1,0.0,5,9,0.556,4,10,0,1,3,5,13,44.8,1.319,C,125.0,101.5,23.5,0.148,0.278,0.222,0.095,0.67,0.293,0.659,95.58,95.99,0.184,79.99,"JAN 31, 2024",240,41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,113.91880695940348,11.0,2.0,29.0,0.40229885057471265,1610612745,113.91880695940348,96.56,95.52000000000002,94.48
15274,Jeff Green,201145,HOU vs. NOP,HOU,1610612745,NOP,1,0,0022300679,2024-01-31,L,15,0,1,0,0,3,0.0,0,2,0.0,0,0,,0,0,0,0,0,3,2,1.5,0.0,,116.1,117.2,-1.1,0.0,0.0,0.0,0.083,0.0,0.091,0.0,93.48,98.74,-0.085,82.29,"JAN 31, 2024",240,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,104.78408128704488,3.0,6.0,56.0,0.5,1610612740,104.78408128704488,94.48,95.52000000000002,96.56
15275,Drew Eubanks,1629234,PHX @ BKN,PHX,1610612756,BKN,0,1,0022300677,2024-01-31,W,18,6,2,6,3,4,0.75,0,0,,0,2,0.0,0,6,0,1,0,1,0,19.2,1.23,,116.2,104.9,11.3,0.0,0.261,0.171,0.154,0.0,0.128,0.615,101.27,102.69,0.131,85.57,"JAN 31, 2024",240,49,79,0.62,14,28,0.5,24,32,0.75,9,33,42,35,5,6,15,12,136,137.26281792490917,11.0,1.0,27.0,0.5,1610612751,137.26281792490917,99.08,100.90000000000002,102.71999999999998
15276,Lonnie Walker IV,1629022,BKN vs. PHX,BKN,1610612751,PHX,1,0,0022300677,2024-01-31,L,31,19,7,3,7,16,0.438,3,8,0.375,2,2,1.0,1,2,4,0,2,4,-14,43.1,1.126,,111.8,138.5,-26.7,0.029,0.118,0.058,0.318,3.5,0.253,0.563,104.18,104.37,0.111,86.98,"JAN 31, 2024",240,47,94,0.5,16,39,0.41,10,13,0.769,8,19,27,28,11,1,11,24,120,116.82242990654206,5.0,6.0,42.0,0.620253164556962,1610612756,116.82242990654206,102.71999999999998,100.90000000000002,99.08
15277,Josh Okogie,1629006,PHX @ BKN,PHX,1610612756,BKN,0,1,0022300677,2024-01-31,W,26,11,1,7,4,6,0.667,1,3,0.333,2,3,0.667,1,6,1,0,0,1,5,23.9,1.503,,131.4,108.8,22.6,0.059,0.194,0.146,0.045,0.0,0.13,0.751,102.79,101.03,0.128,84.19,"JAN 31, 2024",240,49,79,0.62,14,28,0.5,24,32,0.75,9,33,42,35,5,6,15,12,136,137.26281792490917,11.0,1.0,27.0,0.5,1610612751,137.26281792490917,99.08,100.90000000000002,102.71999999999998
15278,Mikal Bridges,1628969,BKN vs. PHX,BKN,1610612751,PHX,1,0,0022300677,2024-01-31,L,40,21,2,3,7,16,0.438,6,12,0.5,1,3,0.333,1,2,1,0,2,2,-4,28.6,1.212,F,121.2,128.9,-7.7,0.026,0.067,0.043,0.061,1.0,0.207,0.606,101.61,101.18,0.057,84.32,"JAN 31, 2024",240,47,94,0.5,16,39,0.41,10,13,0.769,8,19,27,28,11,1,11,24,120,116.82242990654206,5.0,6.0,42.0,0.620253164556962,1610612756,116.82242990654206,102.71999999999998,100.90000000000002,99.08
15279,Keita Bates-Diop,1628966,PHX @ BKN,PHX,1610612756,BKN,0,1,0022300677,2024-01-31,W,19,5,1,4,2,2,1.0,1,1,1.0,0,0,,2,2,0,0,1,0,2,10.3,2.5,,123.1,112.2,10.9,0.143,0.095,0.114,0.063,1.0,0.071,1.25,101.91,101.86,0.086,84.88,"JAN 31, 2024",240,49,79,0.62,14,28,0.5,24,32,0.75,9,33,42,35,5,6,15,12,136,137.26281792490917,11.0,1.0,27.0,0.5,1610612751,137.26281792490917,99.08,100.90000000000002,102.71999999999998
15280,Dennis Smith Jr.,1628372,BKN vs. PHX,BKN,1610612751,PHX,1,0,0022300677,2024-01-31,L,19,4,2,5,2,5,0.4,0,1,0.0,0,0,,3,2,1,0,0,2,-15,16.0,0.8,,85.4,128.2,-42.8,0.12,0.182,0.139,0.182,0.0,0.111,0.4,99.56,103.23,0.067,86.02,"JAN 31, 2024",240,47,94,0.5,16,39,0.41,10,13,0.769,8,19,27,28,11,1,11,24,120,116.82242990654206,5.0,6.0,42.0,0.620253164556962,1610612756,116.82242990654206,102.71999999999998,100.90000000000002,99.08
15281,Royce O'Neale,1626220,BKN vs. PHX,BKN,1610612751,PHX,1,0,0022300677,2024-01-31,L,21,3,1,1,1,3,0.333,1,3,0.333,0,0,,0,1,0,0,0,5,-13,5.7,1.0,,110.6,138.3,-27.7,0.0,0.125,0.031,0.053,0.0,0.058,0.5,106.96,109.96,-0.019,91.63,"JAN 31, 2024",240,47,94,0.5,16,39,0.41,10,13,0.769,8,19,27,28,11,1,11,24,120,116.82242990654206,5.0,6.0,42.0,0.620253164556962,1610612756,116.82242990654206,102.71999999999998,100.90000000000002,99.08
15282,Devin Booker,1626164,PHX @ BKN,PHX,1610612756,BKN,0,1,0022300677,2024-01-31,W,36,22,8,3,9,17,0.529,4,6,0.667,0,0,,0,3,2,1,2,5,19,44.6,1.294,G,142.7,120.5,22.1,0.0,0.081,0.048,0.286,4.0,0.226,0.647,99.59,98.5,0.106,82.08,"JAN 31, 2024",240,49,79,0.62,14,28,0.5,24,32,0.75,9,33,42,35,5,6,15,12,136,137.26281792490917,11.0,1.0,27.0,0.5,1610612751,137.26281792490917,99.08,100.90000000000002,102.71999999999998
15283,Bradley Beal,203078,PHX @ BKN,PHX,1610612756,BKN,0,1,0022300677,2024-01-31,W,37,12,5,4,3,8,0.375,1,3,0.333,5,6,0.833,1,3,0,0,3,1,1,21.3,1.128,G,128.6,125.6,2.9,0.037,0.091,0.067,0.156,1.67,0.163,0.564,101.97,101.92,0.055,84.93,"JAN 31, 2024",240,49,79,0.62,14,28,0.5,24,32,0.75,9,33,42,35,5,6,15,12,136,137.26281792490917,11.0,1.0,27.0,0.5,1610612751,137.26281792490917,99.08,100.90000000000002,102.71999999999998
15284,Ausar Thompson,1641709,DET @ CLE,DET,1610612765,CLE,0,1,0022300675,2024-01-31,L,18,4,2,6,2,3,0.667,0,1,0.0,0,0,,1,5,2,0,2,0,19,18.2,1.333,,135.1,88.6,46.6,0.077,0.294,0.2,0.111,1.0,0.122,0.667,97.74,97.63,0.117,81.36,"JAN 31, 2024",240,45,81,0.556,16,31,0.516,15,19,0.789,7,28,35,27,8,3,17,17,121,121.77938808373592,13.0,5.0,33.0,0.5280898876404494,1610612739,121.77938808373592,99.36,98.74000000000001,98.12
15285,Sam Merrill,1630241,CLE vs. DET,CLE,1610612739,DET,1,0,0022300675,2024-01-31,W,16,11,1,2,4,6,0.667,3,5,0.6,0,0,,0,2,1,0,0,1,-9,17.9,1.833,,118.8,142.4,-23.7,0.0,0.25,0.087,0.091,0.0,0.162,0.917,98.27,95.22,0.133,79.35,"JAN 31, 2024",240,47,89,0.528,12,35,0.343,22,23,0.957,10,23,33,26,13,5,9,15,128,130.45250713412148,8.0,3.0,35.0,0.5555555555555556,1610612765,130.45250713412148,98.12,98.74000000000001,99.36
15286,Dean Wade,1629731,CLE vs. DET,CLE,1610612739,DET,1,0,0022300675,2024-01-31,W,12,0,0,1,0,3,0.0,0,2,0.0,0,0,,0,1,0,1,1,2,-7,3.2,0.0,,84.0,100.0,-16.0,0.0,0.067,0.037,0.0,0.0,0.154,0.0,104.58,104.03,-0.118,86.7,"JAN 31, 2024",240,47,89,0.528,12,35,0.343,22,23,0.957,10,23,33,26,13,5,9,15,128,130.45250713412148,8.0,3.0,35.0,0.5555555555555556,1610612765,130.45250713412148,98.12,98.74000000000001,99.36
