iter	RMSE
297	5.703202579
298	5.702609442
299	5.701938365
300	5.701285524
301	5.700729834
302	5.70010356
303	5.699523388
304	5.698994932
305	5.698463796
306	5.697959659
307	5.697362422
308	5.696832196
309	5.69625119
310	5.695686611
311	5.695241892
312	5.694770173
313	5.69431423
314	5.693856531
315	5.693449935
316	5.692974006
317	5.692459409
318	5.692030461
319	5.691664926
320	5.691210156
321	5.690876218
322	5.690438086
323	5.68994898
324	5.689498845
325	5.689197626
326	5.688842637
327	5.688458751
328	5.688025069
329	5.687580758
330	5.687223007
331	5.686813716
332	5.68634657
333	5.685955751
334	5.685561075
335	5.685156218
336	5.684766721
337	5.684433077
338	5.684030676
339	5.683712247
340	5.683536449
341	5.683270363
342	5.682906748
343	5.682493294
344	5.682142653
345	5.68178872
346	5.681426104
347	5.681153035
348	5.680794948
349	5.680455912
350	5.680053698
351	5.679787105
352	5.679513146
353	5.679175936
354	5.678864472
355	5.678534112
356	5.678345917
357	5.678010146
358	5.677730517
359	5.677388667
360	5.677172482
361	5.676833331
362	5.67655068
363	5.676166846
364	5.67599363
365	5.675725267
366	5.675432863
367	5.675140249
368	5.674936899
369	5.674690725
370	5.674356222
371	5.674030078
372	5.673739095
373	5.673482692
374	5.673252934
375	5.67304386
376	5.672784066
377	5.672511012
378	5.672284168
379	5.67203605
380	5.671766483
381	5.671499508
382	5.671171915
383	5.67092433
384	5.670722403
385	5.670449897
386	5.670118708
387	5.669700182
388	5.669424977
389	5.669236847
390	5.669035792
391	5.668759466
392	5.668517345
393	5.668208481
394	5.667921117
395	5.667761526
396	5.66756589
397	5.667415541
398	5.667184468
399	5.667001814
400	5.666688032
401	5.666469269
402	5.666294736
403	5.666092998
404	5.665885295
405	5.665663148
406	5.665464642
407	5.665185637
408	5.664954251
409	5.664757911
410	5.664535352
411	5.664289538
412	5.664102999
413	5.663937806
414	5.663684579
415	5.663507773
416	5.663203013
417	5.662958632
418	5.662795603
419	5.662664749
420	5.662456714
421	5.662194461
422	5.661994305
423	5.661769293
424	5.66156319
425	5.661407166
426	5.661163746
427	5.66098315
428	5.660786716
429	5.660617573
430	5.660458691
431	5.660290319
432	5.660142884
433	5.659986365
434	5.659823915
435	5.659666626
436	5.659443666
437	5.659357558
438	5.659193153
439	5.659023831
440	5.658905792
441	5.658762728
442	5.658612232
443	5.658460803
444	5.65830232
445	5.658165147
446	5.657954909
447	5.657707079
448	5.657482036
449	5.657258889
450	5.657068318
451	5.656910559
452	5.656733552
453	5.656612707
454	5.656470038
455	5.656177066
456	5.656050649
457	5.655956996
458	5.655861186
459	5.655725474
460	5.655534975
461	5.655396416
462	5.655222737
463	5.655049092
464	5.654964309
465	5.654822661
466	5.654571055
467	5.654523428
468	5.654367114
469	5.654216239
470	5.654048301
471	5.653899847
472	5.653757489
473	5.65356711
474	5.653403639
475	5.653219444
476	5.653066256
477	5.652935803
478	5.652754904
479	5.652631031
480	5.652499513
481	5.652252976
482	5.651993374
483	5.651831335
484	5.651642882
485	5.651538113
486	5.651386319
487	5.651305962
488	5.651160943
489	5.651045711
490	5.650941692
491	5.650817639
492	5.650689676
493	5.650541904
494	5.650448656
495	5.650220209
496	5.650077731
497	5.649964829
498	5.649797743
499	5.649620818
500	5.649446883
501	5.649355125
502	5.649288728
503	5.649033901
504	5.648940153
505	5.648866296
506	5.648751147
507	5.648620903
508	5.648449111
509	5.648359163
510	5.648272602
511	5.648130352
512	5.647995795
513	5.647774335
514	5.64760348
515	5.647470321
516	5.647343799
517	5.647178101
518	5.646983667
519	5.646887312
520	5.646821812
521	5.646693943
522	5.646563878
523	5.646416099
524	5.646308376
525	5.646188219
526	5.646093879
527	5.645994221
528	5.645872713
529	5.645654567
530	5.645503437
531	5.645303385
532	5.645178103
533	5.645099892
534	5.64496888
535	5.644824
536	5.644756761
537	5.644667734
538	5.644525744
539	5.644370701
540	5.644206398
541	5.644017484
542	5.643877617
543	5.643747714
544	5.643661884
545	5.643567478
546	5.643416824
547	5.643320001
548	5.643270385
549	5.643201101
550	5.643097713
551	5.643041804
552	5.643025671
553	5.642915917
554	5.642778941
555	5.642623096
556	5.642536759
557	5.642419926
558	5.642351215
559	5.642175639
560	5.642091834
561	5.641965973
562	5.641862322
563	5.641753903
564	5.641671417
565	5.641603984
566	5.641501365
567	5.641394865
568	5.641323944
569	5.641138716
570	5.641086125
571	5.641020613
572	5.640893986
573	5.640701828
574	5.640525043
575	5.640404175
576	5.640246901
577	5.640153171
578	5.640084603
579	5.639998121
580	5.639919
581	5.63973169
582	5.639662682
583	5.639557733
584	5.639453206
585	5.639353597
586	5.639259394
587	5.639080219
588	5.639010769
589	5.638913661
590	5.638816739
591	5.638719239
592	5.638599045
593	5.638531212
594	5.63837109
595	5.638261224
596	5.638171229
597	5.638003734
598	5.637933268
599	5.637883463
600	5.637766048
601	5.637614077
602	5.637511939
603	5.63743037
604	5.637294098
605	5.637152829
606	5.637059655
607	5.637002354
608	5.636831866
609	5.636758284
610	5.636534015
611	5.63638535
612	5.636324102
613	5.63620626
614	5.636062821
615	5.63599557
616	5.635905668
617	5.635836799
618	5.635717687
619	5.635572451
620	5.635511505
621	5.635395406
622	5.635295095
623	5.635179289
624	5.635037836
625	5.634957852
626	5.634878301
627	5.63477365
628	5.634669474
629	5.634513469
630	5.634435934
631	5.63423847
632	5.634071849
633	5.633996306
634	5.633874334
635	5.633795517
636	5.633671141
637	5.633580052
638	5.633535021
639	5.63343347
640	5.633363646
641	5.63328637
642	5.633205667
643	5.633073416
644	5.632995285
645	5.632885531
646	5.63280114
647	5.632670564
648	5.632544461
649	5.63245116
650	5.632356582
651	5.632244094
652	5.63215872
653	5.632078071
654	5.631949657
655	5.631839804
656	5.631700298
657	5.631578393
658	5.631494668
659	5.631405454
660	5.631297569
661	5.631199939
662	5.631149814
663	5.631054191
664	5.630941523
665	5.630889118
666	5.630882184
667	5.630824514
668	5.630692442
669	5.63060848
670	5.630492266
671	5.630379754
672	5.630277207
673	5.630208779
674	5.630127751
675	5.630032388
676	5.629929637
677	5.629779888
678	5.629693657
679	5.629597137
680	5.629530144
681	5.629389854
682	5.629289516
683	5.629180176
684	5.629065417
685	5.628972847
686	5.628903806
687	5.628852844
688	5.628754313
689	5.628684332
690	5.628588341
691	5.628509601
692	5.628413688
693	5.628222268
694	5.628122131
695	5.628013218
696	5.627935841
697	5.627858559
698	5.627763992
699	5.627694134
700	5.627603959
701	5.627466147
702	5.627338912
703	5.627266957
704	5.627206144
705	5.627131729
706	5.627046783
707	5.626930596
708	5.626796083
709	5.626737436
710	5.626646924
711	5.626531109
712	5.62645628
713	5.626377709
714	5.626318902
715	5.626231521
716	5.626119106
717	5.626028564
718	5.625972864
719	5.625865255
720	5.625791598
721	5.625768546
722	5.62560738
723	5.625555851
724	5.625450214
725	5.625328381
726	5.625273165
727	5.625110588
728	5.62504378
729	5.62496658
730	5.624855104
731	5.624784968
732	5.624694925
733	5.624578339
734	5.624490565
735	5.624434961
736	5.624322292
737	5.624274873
738	5.624143907
739	5.624059891
740	5.623964439
741	5.623921327
742	5.623857046
743	5.623802722
744	5.623733258
745	5.6236607
746	5.623598233
747	5.623536279
748	5.623447045
749	5.623287599
750	5.62325038
751	5.623167228
752	5.623067968
753	5.622927007
754	5.622859014
755	5.622711156
756	5.622599904
757	5.622505068
758	5.622414487
759	5.622354987
760	5.622296109
761	5.622201624
762	5.622099278
763	5.621991073
764	5.62191235
765	5.621861098
766	5.621800337
767	5.621712359
768	5.621634496
769	5.62155324
770	5.621471273
771	5.62142131
772	5.621330812
773	5.621298279
774	5.621199022
775	5.621092529
776	5.621034719
777	5.620959816
778	5.620874633
779	5.620813889
780	5.620730692
781	5.620620448
782	5.620546868
783	5.62048426
784	5.620372066
785	5.620296028
786	5.620219479
787	5.620101977
788	5.620009495
789	5.619928959
790	5.619855744
791	5.619788678
792	5.619648469
793	5.619579471
794	5.619427369
795	5.619341293
796	5.619305721
797	5.619201571
798	5.619106301
799	5.619058992
800	5.61896834
801	5.61888716
802	5.618797464
803	5.618766016
804	5.61869929
805	5.618614445
806	5.618575769
807	5.618516412
808	5.618448645
809	5.618376966
810	5.618335788
811	5.618152779
812	5.618062048
813	5.617951473
814	5.617907821
815	5.617861333
816	5.617752052
817	5.617660204
818	5.617591903
819	5.617556138
820	5.617513277
821	5.617432009
822	5.617383391
823	5.617309232
824	5.617234769
825	5.617107604
826	5.616939489
827	5.616854002
828	5.616797461
829	5.61670896
830	5.616619244
831	5.616552786
832	5.616453983
833	5.61640548
834	5.616341844
835	5.616267384
836	5.616188646
837	5.616114298
838	5.616037383
839	5.615966238
840	5.61585957
841	5.615760719
842	5.615667406
843	5.61559799
844	5.615534976
845	5.615452955
846	5.615379366
847	5.615315715
848	5.615248698
849	5.615202818
850	5.615098708
851	5.615000793
852	5.614843142
853	5.614716257
854	5.614632501
855	5.614577066
856	5.614487009
857	5.614376803
858	5.614309405
859	5.614248266
860	5.614169659
861	5.614075045
862	5.614052886
863	5.613989078
864	5.613873656
865	5.613799132
866	5.613782919
867	5.613690638
868	5.613641349
869	5.613580181
870	5.613510916
871	5.61344787
872	5.61337146
873	5.613301409
874	5.613231243
875	5.613102783
876	5.612946017
877	5.612891884
878	5.612808665
879	5.612664975
880	5.612556594
881	5.612407358
882	5.612291215
883	5.612213238
884	5.612134661
885	5.612101477
886	5.612015572
887	5.611936399
888	5.611864924
889	5.611798038
890	5.611678427
891	5.611575896
892	5.611521183
893	5.611454411
894	5.611376993
895	5.611272633
896	5.611144204
897	5.611071674
898	5.611017705
899	5.610982059
900	5.610879871
901	5.610803031
902	5.610708218
903	5.610596736
904	5.610495931
905	5.610416783
906	5.610349876
907	5.610278798
908	5.610198093
909	5.610095996
910	5.610057331
911	5.610015606
912	5.609896239
913	5.609845499
914	5.609672871
915	5.609562827
916	5.609509966
917	5.609445708
918	5.609384753
919	5.609306551
920	5.609236735
921	5.609173934
922	5.609125915
923	5.609060115
924	5.608985041
925	5.608957989
926	5.608910752
927	5.608885987
928	5.608817912
929	5.608775712
930	5.608721704
931	5.608659125
932	5.608617008
933	5.608551715
934	5.608462843
935	5.608365526
936	5.608265213
937	5.608202919
938	5.608088513
939	5.608050113
940	5.607951421
941	5.607822217
942	5.607766366
943	5.607715674
944	5.607668572
945	5.607610788
946	5.60751139
947	5.607447726
948	5.607349554
949	5.60717763
950	5.607119993
951	5.607047232
952	5.607014484
953	5.606942111
954	5.606850119
955	5.606816724
956	5.606750727
957	5.606690783
958	5.606624285
959	5.606550916
960	5.606475724
961	5.606433295
962	5.606363137
963	5.606277496
964	5.60621062
965	5.606138978
966	5.606055203
967	5.605957186
968	5.605907969
969	5.605812315
970	5.605754481
971	5.605630254
972	5.605562333
973	5.605480376
974	5.605428124
975	5.605370788
976	5.605330015
977	5.605272214
978	5.605205198
979	5.605113139
980	5.605059487
981	5.60500224
982	5.60491374
983	5.60486189
984	5.604830488
985	5.604759478
986	5.604720557
987	5.604660349
988	5.604603873
989	5.604519191
990	5.604469416
991	5.604348845
992	5.604233578
993	5.60416511
994	5.604103151
995	5.60401828
996	5.603967486
997	5.603907958
998	5.603853469
999	5.603759952
1000	5.60368637
1001	5.603563839
1002	5.603503639
1003	5.603419468
1004	5.603316474
1005	5.603257385
1006	5.603183721
1007	5.603109186
1008	5.603016832
1009	5.602988802
1010	5.602953242
1011	5.602888652
1012	5.602805441
1013	5.602738791
1014	5.602634245
1015	5.602535987
1016	5.602457682
1017	5.602380221
1018	5.60234084
1019	5.602297816
1020	5.602220521
1021	5.602190077
1022	5.602143484
1023	5.60210072
1024	5.602027329
1025	5.601961377
1026	5.601835085
1027	5.601768534
1028	5.601705963
1029	5.601675464
1030	5.601610193
1031	5.601531926
1032	5.601461887
1033	5.601361935
1034	5.601326436
1035	5.601237457
1036	5.601160229
1037	5.601113139
1038	5.600971829
1039	5.600922774
1040	5.60087306
1041	5.600796768
1042	5.600760531
1043	5.600710689
1044	5.600668441
1045	5.600563447
1046	5.600492189
1047	5.600409407
1048	5.60028105
1049	5.600179384
1050	5.600144388
1051	5.600062711
1052	5.599949515
1053	5.599863797
1054	5.599793085
1055	5.599690282
1056	5.599661441
1057	5.599592939
1058	5.599469227
1059	5.599374683
1060	5.599287108
1061	5.599233263
1062	5.599139967
1063	5.599079253
1064	5.59904588
1065	5.598982115
1066	5.5989242
1067	5.598846045
1068	5.598792741
1069	5.598764002
1070	5.59872341
1071	5.598605556
1072	5.598552032
1073	5.598404612
1074	5.598367941
1075	5.598318393
1076	5.598219037
1077	5.59809509
1078	5.598043722
1079	5.597940679
1080	5.59787867
1081	5.59781918
1082	5.597716853
1083	5.597610015
1084	5.597536809
1085	5.597441821
1086	5.597331753
1087	5.59724189
1088	5.597188635
1089	5.597057013
1090	5.596997174
1091	5.59692703
1092	5.596869494
1093	5.596794183
1094	5.596688045
1095	5.596645568
1096	5.596557155
1097	5.596485835
1098	5.596391908
1099	5.596324892
1100	5.59627975
1101	5.596200712
1102	5.596143694
1103	5.596079132
1104	5.596001119
1105	5.595911588
1106	5.595855057
1107	5.5957501
1108	5.595640566
1109	5.595593903
1110	5.595481316
1111	5.595386946
1112	5.595301406
1113	5.595223315
1114	5.595188312
1115	5.595116893
1116	5.595072242
1117	5.594978387
1118	5.594879053
1119	5.59482797
1120	5.594812986
1121	5.594737789
1122	5.594641873
1123	5.594520112
1124	5.59443869
1125	5.594399747
1126	5.59432436
1127	5.594225728
1128	5.594163039
1129	5.594086494
1130	5.593979792
1131	5.593924416
1132	5.593844201
1133	5.593758252
1134	5.593681272
1135	5.593567674
1136	5.593464004
1137	5.593378194
1138	5.593287065
1139	5.59323278
1140	5.593158913
1141	5.593033584
1142	5.592959825
1143	5.592865191
1144	5.592813897
1145	5.592711828
1146	5.592607553
1147	5.592550059
1148	5.592492908
1149	5.592396633
1150	5.592342671
1151	5.592265341
1152	5.5921842
1153	5.592132653
1154	5.592045658
1155	5.591988269
1156	5.591914831
1157	5.591865554
1158	5.591793594
1159	5.591710679
1160	5.591620201
1161	5.591531825
1162	5.591445199
1163	5.591384333
1164	5.591331235
1165	5.591273094
1166	5.591182917
1167	5.591131696
1168	5.591054686
1169	5.591012057
1170	5.590955143
1171	5.590883222
1172	5.590796316
1173	5.590768921
1174	5.590679607
1175	5.590531657
1176	5.590443486
1177	5.590292219
1178	5.590211504
1179	5.590166236
1180	5.590064885
1181	5.590023568
1182	5.589939509
1183	5.589869996
1184	5.589809649
1185	5.589687399
1186	5.589590187
1187	5.589498542
1188	5.58942997
1189	5.589359849
1190	5.589288521
1191	5.589219996
1192	5.589150778
1193	5.589043402
1194	5.588952407
1195	5.588887488
1196	5.588823949
1197	5.588742368
1198	5.588660363
1199	5.588590058
1200	5.588535754
1201	5.588444883
1202	5.588367021
1203	5.588276366
1204	5.588238327
1205	5.588210328
1206	5.588126828
1207	5.588058148
1208	5.587934008
1209	5.587819525
1210	5.587782503
1211	5.587705664
1212	5.587628226
1213	5.587549113
1214	5.587422888
1215	5.587371171
1216	5.587288332
1217	5.587223457
1218	5.587132221
1219	5.587095759
1220	5.587017213
1221	5.586944292
1222	5.586888446
1223	5.586832235
1224	5.586776332
1225	5.586723459
1226	5.586579327
1227	5.586487597
1228	5.586402908
1229	5.586365618
1230	5.58628185
1231	5.586200693
1232	5.586106335
1233	5.586033943
1234	5.585944215
1235	5.585857165
1236	5.585734247
1237	5.585655692
1238	5.585605936
1239	5.585551306
1240	5.585460607
1241	5.585378711
1242	5.585328841
1243	5.585230597
1244	5.585118855
1245	5.585048921
1246	5.584963923
1247	5.584799561
1248	5.584786223
1249	5.584732628
1250	5.584628187
1251	5.584555837
1252	5.584495392
1253	5.58444509
1254	5.584341681
1255	5.584222277
1256	5.584140397
1257	5.58407581
1258	5.583935469
1259	5.58383492
1260	5.583754996
1261	5.583706799
1262	5.583661708
1263	5.583558544
1264	5.583498739
1265	5.583425346
1266	5.583387567
1267	5.583309765
1268	5.583249664
1269	5.583180119
1270	5.583081964
1271	5.582969009
1272	5.582816264
1273	5.582701641
1274	5.582646778
1275	5.582555275
1276	5.582506479
1277	5.582424715
1278	5.58228346
1279	5.582107588
1280	5.581997127
1281	5.581922674
1282	5.58186895
1283	5.581775546
1284	5.581630101
1285	5.581513511
1286	5.581449517
1287	5.581341665
1288	5.581275033
1289	5.581193361
1290	5.581112702
1291	5.581026356
1292	5.580900497
1293	5.580841797
1294	5.58073053
1295	5.580681066
1296	5.580602864
1297	5.580488014
1298	5.580402145
1299	5.580304915
1300	5.580207931
1301	5.580131752
1302	5.580052239
1303	5.579935237
1304	5.579866991
1305	5.579785985
1306	5.579751293
1307	5.579672348
1308	5.579583458
1309	5.579517273
1310	5.579417333
1311	5.57934627
1312	5.579267781
1313	5.57920426
1314	5.579130824
1315	5.579096793
1316	5.578928233
1317	5.578831158
1318	5.578721314
1319	5.578610355
1320	5.578534824
1321	5.57849055
1322	5.578397183
1323	5.578315046
1324	5.578181555
1325	5.578067473
1326	5.578003564
1327	5.577958207
1328	5.577809966
1329	5.577724182
1330	5.577592992
1331	5.577497102
1332	5.577465103
1333	5.577391115
1334	5.577361615
1335	5.577302347
1336	5.577263869
1337	5.577193225
1338	5.577077717
1339	5.576992215
1340	5.576948838
1341	5.576882266
1342	5.576816252
1343	5.57675824
1344	5.576597704
1345	5.576536551
1346	5.576472536
1347	5.576403984
1348	5.57630716
1349	5.576150747
1350	5.576118816
1351	5.57600875
1352	5.575968638
1353	5.575918643
1354	5.575860329
1355	5.575826892
1356	5.575730809
1357	5.575592835
1358	5.575480781
1359	5.575395588
1360	5.575335162
1361	5.575299844
1362	5.575231522
1363	5.575176792
1364	5.575089558
1365	5.575004095
1366	5.574922526
1367	5.57488142
1368	5.574825963
1369	5.574758819
1370	5.574680175
1371	5.574561465
1372	5.574482268
1373	5.574407893
1374	5.574282285
1375	5.574184751
1376	5.574121081
1377	5.574056268
1378	5.573882258
1379	5.573707743
1380	5.573584492
1381	5.573498404
1382	5.573366992
1383	5.573270969
1384	5.573154747
1385	5.573097707
1386	5.572975599
1387	5.572921743
1388	5.572833931
1389	5.572743948
1390	5.572629387
1391	5.57255762
1392	5.572505291
1393	5.572457874
1394	5.572386392
1395	5.572336085
1396	5.572221736
1397	5.572130396
1398	5.572054048
1399	5.571995938
1400	5.571920442
1401	5.571782354
1402	5.571722234
1403	5.571648679
1404	5.571591974
1405	5.571523147
1406	5.571455503
1407	5.57139162
1408	5.57129576
1409	5.57125253
1410	5.571225219
1411	5.571166094
1412	5.571111714
1413	5.571024823
1414	5.570989075
1415	5.570924951
1416	5.570905027
1417	5.570812095
1418	5.570747064
1419	5.570728106
1420	5.570644752
1421	5.570531364
1422	5.570453533
1423	5.57037214
1424	5.57028021
1425	5.570193356
1426	5.570125855
1427	5.570026963
1428	5.56991238
1429	5.56987908
1430	5.569767299
1431	5.569697737
1432	5.569607108
1433	5.569532782
1434	5.569435221
1435	5.569377197
1436	5.569295918
1437	5.569248767
1438	5.56914705
1439	5.569080714
1440	5.568990252
1441	5.56887626
1442	5.568804181
1443	5.568729707
1444	5.56864524
1445	5.568537831
1446	5.568397634
1447	5.568272535
1448	5.568192306
1449	5.568119379
1450	5.56805414
1451	5.568020895
1452	5.567970901
1453	5.567902897
1454	5.56782388
1455	5.567743839
1456	5.567592874
1457	5.567490561
1458	5.567350299
1459	5.567325026
1460	5.567253353
1461	5.567217251
1462	5.567165183
1463	5.567093966
1464	5.567018335
1465	5.566943844
1466	5.566850275
1467	5.566791642
1468	5.566657881
1469	5.566622516
1470	5.566523814
1471	5.566439718
1472	5.566290164
1473	5.566244251
1474	5.566187613
1475	5.566143508
1476	5.566053297
1477	5.565989433
1478	5.565881648
1479	5.565811766
1480	5.565718907
1481	5.565630583
1482	5.565531554
1483	5.565451831
1484	5.565372109
1485	5.56528029
1486	5.565209387
1487	5.565133811
1488	5.565084996
1489	5.565013158
1490	5.564964742
1491	5.564942878
1492	5.56488296
1493	5.564832332
1494	5.564680488
1495	5.564562087
1496	5.564507825
1497	5.564407285
1498	5.56438357
1499	5.564310273
1500	5.564183162
1501	5.564138693
1502	5.564087483
1503	5.564027868
1504	5.563921586
1505	5.563830329
1506	5.56370433
1507	5.563631053
1508	5.563520509
1509	5.563453158
1510	5.563383356
1511	5.563301603
1512	5.563249362
1513	5.563190475
1514	5.563125825
1515	5.563053275
1516	5.562928017
1517	5.562812336
1518	5.562706023
1519	5.562608751
1520	5.562540443
1521	5.562472529
1522	5.562431745
1523	5.562395556
1524	5.562256539
1525	5.562163358
1526	5.562072612
1527	5.562048388
1528	5.561941154
1529	5.561845319
1530	5.561752126
1531	5.561686022
1532	5.561650205
1533	5.561563254
1534	5.561526593
1535	5.561428199
1536	5.561350707
1537	5.561303828
1538	5.561138919
1539	5.56103026
1540	5.560898298
1541	5.560801256
1542	5.560737285
1543	5.560616916
1544	5.560592359
1545	5.560538312
1546	5.560462724
1547	5.560344282
1548	5.560305284
1549	5.560275189
1550	5.56021153
1551	5.560161881
1552	5.560078457
1553	5.559973287
1554	5.559906286
1555	5.559869034
1556	5.559810707
1557	5.559719803
1558	5.55965562
1559	5.559567862
1560	5.559466351
1561	5.559405421
1562	5.55931201
1563	5.559238546
1564	5.559202993
1565	5.559094575
1566	5.559036127
1567	5.558979812
1568	5.55894363
1569	5.558799896
1570	5.558750107
1571	5.558675131
1572	5.558617915
1573	5.558563003
1574	5.558491522
1575	5.558393008
1576	5.558339672
1577	5.558178038
1578	5.558087127
1579	5.558001189
1580	5.557931173
1581	5.557845734
1582	5.557816811
1583	5.55777333
1584	5.55771676
1585	5.557638067
1586	5.557525602
1587	5.557457593
1588	5.5573953
1589	5.557296968
1590	5.557191968
1591	5.557105009
1592	5.557025846
1593	5.556987805
1594	5.556909261
1595	5.556861473
1596	5.556810046
1597	5.556732766
1598	5.5566617
1599	5.556650311
1600	5.556559646
1601	5.556479329
1602	5.556384825
1603	5.556318057
1604	5.55626025
1605	5.556150966
1606	5.55613825
1607	5.556077928
1608	5.556016467
1609	5.555946569
1610	5.555850395
1611	5.555783616
1612	5.55567191
1613	5.555635744
1614	5.555556523
1615	5.555505187
1616	5.555406012
1617	5.555379114
1618	5.555328687
1619	5.555188892
1620	5.55512111
1621	5.555064943
1622	5.554984064
1623	5.554904967
1624	5.554844155
1625	5.554784858
1626	5.554720855
1627	5.554643276
1628	5.55450827
1629	5.554399311
1630	5.554324126
1631	5.554231732
1632	5.554188244
1633	5.554070546
1634	5.554016557
1635	5.553932371
1636	5.553866521
1637	5.553793859
1638	5.55367285
1639	5.553594848
1640	5.55352851
1641	5.553398255
1642	5.553338024
1643	5.55329771
1644	5.553262619
1645	5.553201135
1646	5.553145085
1647	5.553105083
1648	5.553033949
1649	5.552952205
1650	5.552866832
1651	5.552799713
1652	5.55266955
1653	5.552589783
1654	5.552528531
1655	5.552441175
1656	5.552370019
1657	5.552280769
1658	5.552227993
1659	5.552150755
1660	5.552062971
1661	5.551979372
1662	5.55192769
1663	5.551836502
1664	5.55172705
