Game,Tipoff,Season,Score,Over_Under,Home_Line
BKN @ GSW,Nov 25 10:00 PM,2024,128-120,224.0,-13.0
OKC @ SAC,Nov 25 10:00 PM,2024,130-109,224.5,3.0
CHI @ WAS,Nov 26 7:00 PM,2024,127-108,244.0,5.5
MIL @ MIA,Nov 26 7:30 PM,2024,106-103,222.0,-6.0
HOU @ MIN,Nov 26 8:00 PM,2024,117-111,220.0,-2.5
SAS @ UTA,Nov 26 9:00 PM,2024,128-115,225.0,1.5
LAL @ PHX,Nov 26 10:00 PM,2024,100-127,235.0,-2.5
MIA @ CHA,Nov 27 7:00 PM,2024,98-94,218.5,4.5
ATL @ CLE,Nov 27 7:00 PM,2024,135-124,242.5,-9.0
POR @ IND,Nov 27 7:00 PM,2024,114-121,231.5,-9.5
CHI @ ORL,Nov 27 7:00 PM,2024,119-133,224.5,-9.5
HOU @ PHI,Nov 27 7:00 PM,2024,122-115,219.5,5.0
LAC @ WAS,Nov 27 7:00 PM,2024,121-96,225.0,9.0
NYK @ DAL,Nov 27 7:30 PM,2024,114-129,232.0,4.5
DET @ MEM,Nov 27 8:00 PM,2024,111-131,224.5,-8.0
SAC @ MIN,Nov 27 8:00 PM,2024,115-104,219.5,-3.0
TOR @ NOP,Nov 27 8:00 PM,2024,119-93,222.0,-1.0
LAL @ SAS,Nov 27 8:30 PM,2024,119-101,228.0,2.0
BKN @ PHX,Nov 27 9:00 PM,2024,127-117,220.5,-9.5
DEN @ UTA,Nov 27 9:00 PM,2024,122-103,229.5,10.5
OKC @ GSW,Nov 27 10:00 PM,2024,105-101,225.0,4.5
NYK @ CHA,Nov 29 12:00 PM,2024,99-98,220.0,12.5
CLE @ ATL,Nov 29 2:30 PM,2024,101-117,243.5,6.0
NOP @ MEM,Nov 29 5:00 PM,2024,109-120,232.0,-11.5
ORL @ BKN,Nov 29 7:30 PM,2024,123-100,207.0,7.5
LAC @ MIN,Nov 29 7:30 PM,2024,92-93,212.5,-6.5
BOS @ CHI,Nov 29 8:00 PM,2024,138-129,243.5,12.0
DET @ IND,Nov 29 8:00 PM,2024,130-106,227.5,-4.5
TOR @ MIA,Nov 29 8:00 PM,2024,111-121,219.5,-8.0
OKC @ LAL,Nov 29 10:00 PM,2024,101-93,229.5,2.5
SAC @ POR,Nov 29 10:00 PM,2024,106-115,225.0,7.0
ATL @ CHA,Nov 30 6:00 PM,2024,107-104,223.0,5.5
PHI @ DET,Nov 30 7:00 PM,2024,111-96,215.5,2.0
WAS @ MIL,Nov 30 8:00 PM,2024,114-124,229.5,-14.5
GSW @ PHX,Nov 30 9:00 PM,2024,105-113,234.5,-1.0
DAL @ UTA,Nov 30 9:30 PM,2024,106-94,230.0,6.0
ORL @ BKN,Dec 1 3:30 PM,2024,100-92,206.5,6.5
IND @ MEM,Dec 1 3:30 PM,2024,121-136,244.0,-6.0
BOS @ CLE,Dec 1 6:00 PM,2024,111-115,229.5,1.0
NOP @ NYK,Dec 1 6:00 PM,2024,85-118,224.0,-12.0
MIA @ TOR,Dec 1 6:00 PM,2024,116-119,221.5,4.5
OKC @ HOU,Dec 1 7:00 PM,2024,116-119,220.0,1.5
LAL @ UTA,Dec 1 8:00 PM,2024,105-104,225.0,5.5
DAL @ POR,Dec 1 9:00 PM,2024,137-131,226.0,5.0
SAS @ SAC,Dec 1 9:00 PM,2024,127-125,226.5,-6.5
DEN @ LAC,Dec 1 10:00 PM,2024,122-126,225.5,3.0
NOP @ ATL,Dec 2 7:30 PM,2024,112-124,231.5,-9.0
MIA @ BOS,Dec 2 7:30 PM,2024,89-108,220.5,-9.0
BKN @ CHI,Dec 2 8:00 PM,2024,102-128,232.0,-7.0
LAL @ MIN,Dec 2 8:00 PM,2024,80-109,219.5,-7.0
PHI @ CHA,Dec 3 7:00 PM,2024,110-104,210.5,4.5
WAS @ CLE,Dec 3 7:00 PM,2024,87-118,234.5,-16.0
MIL @ DET,Dec 3 7:00 PM,2024,128-107,221.5,3.0
ORL @ NYK,Dec 3 7:30 PM,2024,106-121,215.0,-5.0
IND @ TOR,Dec 3 7:30 PM,2024,111-122,236.5,3.0
UTA @ OKC,Dec 3 8:00 PM,2024,106-133,224.0,-13.5
MEM @ DAL,Dec 3 8:30 PM,2024,116-121,244.5,-4.5
SAS @ PHX,Dec 3 9:00 PM,2024,93-104,229.0,-7.0
GSW @ DEN,Dec 3 10:00 PM,2024,115-119,236.5,-5.0
HOU @ SAC,Dec 3 10:00 PM,2024,111-120,230.0,1.0
POR @ LAC,Dec 3 10:30 PM,2024,105-127,220.5,-8.5
IND @ BKN,Dec 4 7:30 PM,2024,90-99,226.0,3.5
DET @ BOS,Dec 4 7:30 PM,2024,120-130,222.0,-12.0
LAL @ MIA,Dec 4 7:30 PM,2024,93-134,217.5,-3.5
ORL @ PHI,Dec 4 7:30 PM,2024,106-102,209.5,6.0
ATL @ MIL,Dec 4 8:00 PM,2024,119-104,236.5,-4.5
MIN @ LAC,Dec 4 10:30 PM,2024,108-80,212.5,4.0
DEN @ CLE,Dec 5 7:00 PM,2024,114-126,232.5,-4.0
DAL @ WAS,Dec 5 7:00 PM,2024,137-101,232.5,13.5
CHA @ NYK,Dec 5 7:30 PM,2024,101-125,217.5,-14.5
OKC @ TOR,Dec 5 7:30 PM,2024,129-92,227.0,10.0
SAC @ MEM,Dec 5 8:00 PM,2024,110-115,242.5,-3.0
PHX @ NOP,Dec 5 8:00 PM,2024,124-126,223.5,1.5
CHI @ SAS,Dec 5 8:00 PM,2024,139-124,236.5,-2.0
HOU @ GSW,Dec 5 10:00 PM,2024,93-99,218.5,4.5
ORL @ PHI,Dec 6 7:00 PM,2024,94-102,208.0,2.5
LAL @ ATL,Dec 6 7:30 PM,2024,132-134,234.5,-4.0
MIL @ BOS,Dec 6 7:30 PM,2024,105-111,229.0,-8.0
IND @ CHI,Dec 6 8:00 PM,2024,132-123,248.0,3.5
SAC @ SAS,Dec 6 8:00 PM,2024,140-113,228.0,7.0
MIN @ GSW,Dec 6 10:00 PM,2024,107-90,219.5,1.5
UTA @ POR,Dec 6 10:00 PM,2024,141-99,224.0,-4.0
CLE @ CHA,Dec 7 1:00 PM,2024,116-102,217.5,13.5
OKC @ NOP,Dec 7 7:00 PM,2024,119-109,222.0,8.0
DEN @ WAS,Dec 7 7:00 PM,2024,113-122,234.5,11.5
DET @ NYK,Dec 7 7:30 PM,2024,120-111,223.0,-8.0
DAL @ TOR,Dec 7 7:30 PM,2024,125-118,235.5,8.0
MEM @ BOS,Dec 7 8:00 PM,2024,127-121,238.0,-7.0
PHX @ MIA,Dec 7 8:00 PM,2024,111-121,224.0,-5.5
PHI @ CHI,Dec 8 1:00 PM,2024,108-100,236.5,3.0
MIL @ BKN,Dec 8 3:30 PM,2024,118-113,215.5,6.0
CHA @ IND,Dec 8 5:00 PM,2024,113-109,222.0,-11.5
DEN @ ATL,Dec 8 6:00 PM,2024,141-111,241.0,0.0
CLE @ MIA,Dec 8 6:00 PM,2024,113-122,223.0,2.5
PHX @ ORL,Dec 8 6:30 PM,2024,110-115,214.0,-2.0
NOP @ SAS,Dec 8 7:00 PM,2024,116-121,223.0,-7.0
MEM @ WAS,Dec 8 7:00 PM,2024,140-112,235.5,10.0
MIN @ GSW,Dec 8 8:30 PM,2024,106-114,216.5,1.0
HOU @ LAC,Dec 8 9:00 PM,2024,117-106,214.5,3.0
UTA @ SAC,Dec 8 9:00 PM,2024,97-141,234.5,-11.0
POR @ LAL,Dec 8 9:30 PM,2024,98-107,224.0,-7.0
NYK @ TOR,Dec 9 7:30 PM,2024,113-108,232.5,7.5
ORL @ MIL,Dec 10 7:00 PM,2024,109-114,215.0,-8.0
DAL @ OKC,Dec 10 9:30 PM,2024,104-118,230.0,-4.5
ATL @ NYK,Dec 11 7:00 PM,2024,108-100,237.5,-8.0
GSW @ HOU,Dec 11 9:30 PM,2024,90-91,220.5,-3.0
DET @ BOS,Dec 12 7:30 PM,2024,99-123,224.5,-11.5
TOR @ MIA,Dec 12 7:30 PM,2024,104-114,224.5,-10.5
SAC @ NOP,Dec 12 8:00 PM,2024,111-109,232.5,6.5
WAS @ CLE,Dec 13 7:00 PM,2024,105-115,233.0,-16.5
IND @ PHI,Dec 13 7:00 PM,2024,121-107,227.5,-6.5
CHA @ CHI,Dec 13 8:00 PM,2024,95-109,232.5,-5.5
BKN @ MEM,Dec 13 8:00 PM,2024,119-135,227.5,-10.0
LAL @ MIN,Dec 13 8:00 PM,2024,87-97,213.5,-8.5
LAC @ DEN,Dec 13 9:00 PM,2024,98-120,227.5,-7.0
PHX @ UTA,Dec 13 9:30 PM,2024,134-126,233.0,7.0
SAS @ POR,Dec 13 10:00 PM,2024,118-116,226.0,3.5
ATL @ MIL,Dec 14 4:30 PM,2024,102-110,233.0,-3.5
HOU @ OKC,Dec 14 8:30 PM,2024,96-111,215.0,-5.5
NOP @ IND,Dec 15 5:00 PM,2024,104-119,231.0,-6.5
NYK @ ORL,Dec 15 6:00 PM,2024,100-91,213.5,4.5
BOS @ WAS,Dec 15 6:00 PM,2024,112-98,235.5,17.5
MIN @ SAS,Dec 15 7:00 PM,2024,106-92,214.5,4.5
POR @ PHX,Dec 15 8:00 PM,2024,109-116,230.0,-11.0
DAL @ GSW,Dec 15 8:30 PM,2024,143-133,228.5,1.0
MEM @ LAL,Dec 15 9:30 PM,2024,110-116,237.0,2.5
PHI @ CHA,Dec 16 7:00 PM,2024,121-108,218.5,2.5
MIA @ DET,Dec 16 7:00 PM,2024,124-125,219.0,4.5
CLE @ BKN,Dec 16 7:30 PM,2024,130-101,215.5,10.0
CHI @ TOR,Dec 16 7:30 PM,2024,122-121,240.0,1.0
DEN @ SAC,Dec 16 10:00 PM,2024,130-129,237.0,1.0
UTA @ LAC,Dec 16 10:30 PM,2024,107-144,222.0,-7.5
MIL @ OKC,Dec 17 8:30 PM,2024,97-81,215.0,-5.0
UTA @ DET,Dec 19 7:00 PM,2024,126-119,227.0,-4.5
OKC @ ORL,Dec 19 7:00 PM,2024,105-99,209.0,6.0
CHA @ WAS,Dec 19 7:00 PM,2024,114-123,226.0,4.0
CHI @ BOS,Dec 19 7:30 PM,2024,117-108,241.0,-14.5
BKN @ TOR,Dec 19 7:30 PM,2024,101-94,219.0,-2.0
NOP @ HOU,Dec 19 8:00 PM,2024,113-133,218.5,-9.5
GSW @ MEM,Dec 19 8:00 PM,2024,93-144,238.5,-2.5
ATL @ SAS,Dec 19 8:00 PM,2024,126-133,233.5,-1.0
LAC @ DAL,Dec 19 8:30 PM,2024,118-95,217.0,0.0
IND @ PHX,Dec 19 9:00 PM,2024,120-111,236.0,-6.0
NYK @ MIN,Dec 19 9:30 PM,2024,133-107,214.0,-3.5
DEN @ POR,Dec 19 10:00 PM,2024,124-126,234.5,8.5
LAL @ SAC,Dec 19 10:00 PM,2024,113-100,230.0,-4.5
CHA @ PHI,Dec 20 7:00 PM,2024,98-108,212.5,-13.0
MIL @ CLE,Dec 20 7:30 PM,2024,101-124,221.0,-8.5
OKC @ MIA,Dec 20 8:00 PM,2024,104-97,217.5,1.0
LAL @ SAC,Dec 21 6:00 PM,2024,103-99,228.5,-4.0
MIA @ ORL,Dec 21 7:00 PM,2024,114-121,204.5,-2.0
MEM @ ATL,Dec 21 7:30 PM,2024,128-112,232.5,1.5
UTA @ BKN,Dec 21 7:30 PM,2024,105-94,219.5,-1.5
BOS @ CHI,Dec 21 8:00 PM,2024,123-98,238.0,12.0
PHI @ CLE,Dec 21 8:00 PM,2024,99-126,221.5,-9.0
WAS @ MIL,Dec 21 8:00 PM,2024,101-112,218.5,-8.5
GSW @ MIN,Dec 21 8:00 PM,2024,113-103,218.0,-4.0
NYK @ NOP,Dec 21 8:00 PM,2024,104-93,223.5,8.0
LAC @ DAL,Dec 21 8:30 PM,2024,97-113,220.5,-3.5
POR @ SAS,Dec 21 8:30 PM,2024,94-114,223.5,-6.5
DET @ PHX,Dec 21 9:00 PM,2024,133-125,225.0,-5.5
IND @ SAC,Dec 22 6:00 PM,2024,122-95,234.5,-3.0
HOU @ TOR,Dec 22 6:00 PM,2024,114-110,222.0,9.0
DEN @ NOP,Dec 22 7:00 PM,2024,132-129,231.5,8.5
HOU @ CHA,Dec 23 7:00 PM,2024,114-101,221.0,6.0
UTA @ CLE,Dec 23 7:00 PM,2024,113-124,232.5,-14.0
BOS @ ORL,Dec 23 7:00 PM,2024,104-108,214.0,9.0
SAS @ PHI,Dec 23 7:00 PM,2024,106-111,217.0,-5.5
MIN @ ATL,Dec 23 7:30 PM,2024,104-117,223.5,3.5
BKN @ MIA,Dec 23 7:30 PM,2024,95-110,210.0,-9.5
TOR @ NYK,Dec 23 7:30 PM,2024,125-139,227.5,-14.0
MIL @ CHI,Dec 23 8:00 PM,2024,112-91,224.5,2.5
LAC @ MEM,Dec 23 8:00 PM,2024,114-110,228.5,-6.0
WAS @ OKC,Dec 23 8:00 PM,2024,105-123,226.5,-17.5
POR @ DAL,Dec 23 8:30 PM,2024,108-132,229.5,-12.5
PHX @ DEN,Dec 23 10:00 PM,2024,90-117,232.0,-4.5
IND @ GSW,Dec 23 10:00 PM,2024,111-105,230.5,-6.0
DET @ LAL,Dec 23 10:30 PM,2024,117-114,222.5,-6.5
SAS @ NYK,Dec 25 12:00 PM,2024,114-117,222.5,-8.5
MIN @ DAL,Dec 25 2:30 PM,2024,105-99,222.5,-5.0
PHI @ BOS,Dec 25 5:00 PM,2024,118-114,223.5,-9.5
LAL @ GSW,Dec 25 8:00 PM,2024,115-113,220.5,-4.0
DEN @ PHX,Dec 25 10:30 PM,2024,100-110,231.5,2.5
OKC @ IND,Dec 26 7:00 PM,2024,120-114,227.5,5.0
MIA @ ORL,Dec 26 7:00 PM,2024,89-88,208.5,-1.0
CHA @ WAS,Dec 26 7:00 PM,2024,110-113,230.0,4.5
CHI @ ATL,Dec 26 7:30 PM,2024,133-141,241.0,-5.0
TOR @ MEM,Dec 26 8:00 PM,2024,126-155,241.0,-10.5
BKN @ MIL,Dec 26 8:00 PM,2024,111-105,205.0,-6.0
HOU @ NOP,Dec 26 8:00 PM,2024,128-111,221.5,7.0
UTA @ POR,Dec 26 10:00 PM,2024,120-122,227.5,-3.5
DET @ SAC,Dec 26 10:00 PM,2024,114-113,227.0,-5.0
NYK @ ORL,Dec 27 7:00 PM,2024,108-85,213.5,6.5
SAS @ BKN,Dec 27 7:30 PM,2024,96-87,213.0,8.0
IND @ BOS,Dec 27 7:30 PM,2024,105-142,230.5,-12.0
MIN @ HOU,Dec 27 8:00 PM,2024,113-112,215.0,0.0
MEM @ NOP,Dec 27 8:00 PM,2024,132-124,238.5,7.0
CLE @ DEN,Dec 27 9:00 PM,2024,149-135,236.5,3.5
DAL @ PHX,Dec 27 9:00 PM,2024,98-89,222.5,-1.0
GSW @ LAC,Dec 27 10:00 PM,2024,92-102,212.0,-5.5
MIA @ ATL,Dec 28 3:00 PM,2024,110-120,227.5,1.0
OKC @ CHA,Dec 28 6:00 PM,2024,106-94,214.5,13.5
NYK @ WAS,Dec 28 7:00 PM,2024,136-132,225.0,13.0
MIL @ CHI,Dec 28 8:00 PM,2024,111-116,231.5,1.5
PHX @ GSW,Dec 28 8:30 PM,2024,105-109,220.5,-6.5
DET @ DEN,Dec 28 9:00 PM,2024,121-134,235.0,-6.0
PHI @ UTA,Dec 28 9:30 PM,2024,114-111,224.5,7.5
DAL @ POR,Dec 28 10:00 PM,2024,122-126,224.0,3.5
SAC @ LAL,Dec 28 10:30 PM,2024,122-132,221.5,3.5
BKN @ ORL,Dec 29 3:30 PM,2024,101-102,202.0,-8.0
IND @ BOS,Dec 29 6:00 PM,2024,123-114,231.5,-10.5
ATL @ TOR,Dec 29 6:00 PM,2024,136-107,242.5,-1.0
MIA @ HOU,Dec 29 7:00 PM,2024,104-100,215.5,-8.5
MEM @ OKC,Dec 29 7:00 PM,2024,106-130,235.5,-8.0
SAS @ MIN,Dec 29 9:00 PM,2024,110-112,216.5,-6.0
CHI @ CHA,Dec 30 7:00 PM,2024,115-108,224.0,4.0
NYK @ WAS,Dec 30 7:00 PM,2024,126-106,229.0,13.0
LAC @ NOP,Dec 30 8:00 PM,2024,116-113,218.5,4.5
DEN @ UTA,Dec 30 9:00 PM,2024,132-121,238.5,7.5
CLE @ GSW,Dec 30 10:00 PM,2024,113-95,232.0,3.5
PHI @ POR,Dec 30 10:00 PM,2024,125-103,223.0,7.0
DAL @ SAC,Dec 30 10:00 PM,2024,100-110,224.0,-8.0
TOR @ BOS,Dec 31 3:00 PM,2024,71-125,232.0,-17.0
MIL @ IND,Dec 31 3:00 PM,2024,120-112,229.5,2.0
LAC @ SAS,Dec 31 7:00 PM,2024,86-122,219.0,-3.5
MIN @ OKC,Dec 31 8:00 PM,2024,105-113,217.0,-6.5
CLE @ LAL,Dec 31 9:00 PM,2024,122-110,228.0,4.5
MEM @ PHX,Dec 31 9:00 PM,2024,117-112,238.5,-5.5
ORL @ DET,Jan 1 7:00 PM,2024,96-105,212.0,-2.0
CHI @ WAS,Jan 1 7:00 PM,2024,107-125,242.0,6.5
NOP @ MIA,Jan 1 7:30 PM,2024,108-119,220.5,-9.0
UTA @ NYK,Jan 1 7:30 PM,2024,103-119,227.5,-12.0
BKN @ TOR,Jan 1 7:30 PM,2024,113-130,218.0,1.0
DAL @ HOU,Jan 1 8:00 PM,2024,99-110,220.5,-4.5
ATL @ DEN,Jan 1 9:00 PM,2024,120-139,247.0,-8.5
PHI @ SAC,Jan 1 10:00 PM,2024,107-113,221.0,-6.5
IND @ MIA,Jan 2 7:30 PM,2024,128-115,225.5,-2.0
BOS @ MIN,Jan 2 7:30 PM,2024,118-115,215.5,2.5
BKN @ MIL,Jan 2 8:00 PM,2024,113-110,223.5,-12.0
LAC @ OKC,Jan 2 8:00 PM,2024,98-116,215.5,-12.0
PHI @ GSW,Jan 2 10:00 PM,2024,105-139,219.5,-4.0
POR @ LAL,Jan 2 10:30 PM,2024,106-114,224.5,-6.5
CHA @ DET,Jan 3 7:00 PM,2024,94-98,215.0,-7.5
ORL @ TOR,Jan 3 7:30 PM,2024,106-97,215.0,2.0
BOS @ HOU,Jan 3 8:00 PM,2024,109-86,221.0,4.0
WAS @ NOP,Jan 3 8:00 PM,2024,120-132,233.0,-7.5
NYK @ OKC,Jan 3 8:00 PM,2024,107-117,225.0,-4.0
CLE @ DAL,Jan 3 8:30 PM,2024,134-122,226.5,9.0
SAS @ DEN,Jan 3 9:00 PM,2024,113-110,238.5,-6.0
MEM @ SAC,Jan 3 10:00 PM,2024,133-138,242.5,-3.5
ATL @ LAL,Jan 3 10:30 PM,2024,102-119,235.0,-2.5
PHI @ BKN,Jan 4 6:00 PM,2024,123-94,211.5,9.0
MIN @ DET,Jan 4 7:00 PM,2024,105-119,216.5,6.5
PHX @ IND,Jan 4 7:00 PM,2024,108-126,234.5,-2.5
NYK @ CHI,Jan 4 8:00 PM,2024,126-139,238.0,5.5
UTA @ MIA,Jan 4 8:00 PM,2024,136-100,225.0,-8.5
POR @ MIL,Jan 4 8:00 PM,2024,105-102,228.0,-12.0
DEN @ SAS,Jan 4 8:00 PM,2024,122-111,236.5,3.0
MEM @ GSW,Jan 4 8:30 PM,2024,113-121,230.0,-3.0
ATL @ LAC,Jan 4 10:30 PM,2024,105-131,230.0,-7.0
BOS @ OKC,Jan 5 3:30 PM,2024,92-105,225.0,-1.0
CHA @ CLE,Jan 5 6:00 PM,2024,105-115,231.5,-16.0
NOP @ WAS,Jan 5 6:00 PM,2024,110-98,231.5,5.5
UTA @ ORL,Jan 5 6:30 PM,2024,105-92,209.0,-9.0
LAL @ HOU,Jan 5 7:00 PM,2024,115-119,217.0,-4.5
SAC @ GSW,Jan 5 8:30 PM,2024,129-99,225.0,-3.0
POR @ DET,Jan 6 7:00 PM,2024,115-118,224.0,-6.0
PHX @ PHI,Jan 6 7:00 PM,2024,109-99,222.5,2.0
IND @ BKN,Jan 6 7:30 PM,2024,113-99,221.5,11.0
ORL @ NYK,Jan 6 7:30 PM,2024,103-94,206.5,-10.5
MIL @ TOR,Jan 6 7:30 PM,2024,128-104,231.0,6.0
SAS @ CHI,Jan 6 8:00 PM,2024,110-114,236.0,3.0
DAL @ MEM,Jan 6 8:00 PM,2024,104-119,231.5,-4.5
LAC @ MIN,Jan 6 8:00 PM,2024,106-108,214.5,-2.5
MIA @ SAC,Jan 6 10:00 PM,2024,118-123,219.0,-4.0
PHX @ CHA,Jan 7 7:00 PM,2024,104-115,225.5,4.5
HOU @ WAS,Jan 7 7:00 PM,2024,135-112,222.5,13.5
LAL @ DAL,Jan 7 7:30 PM,2024,97-118,218.0,6.5
MIN @ NOP,Jan 7 8:00 PM,2024,104-97,222.0,4.0
ATL @ UTA,Jan 7 9:00 PM,2024,124-121,239.0,5.5
BOS @ DEN,Jan 7 10:00 PM,2024,118-106,231.0,10.5
MIA @ GSW,Jan 7 10:00 PM,2024,114-98,217.0,-9.0
OKC @ CLE,Jan 8 7:00 PM,2024,122-129,231.0,-3.0
CHI @ IND,Jan 8 7:00 PM,2024,113-129,246.0,-5.0
WAS @ PHI,Jan 8 7:00 PM,2024,103-109,222.0,-10.5
DET @ BKN,Jan 8 7:30 PM,2024,113-98,211.5,9.5
TOR @ NYK,Jan 8 7:30 PM,2024,98-112,233.0,-12.0
POR @ NOP,Jan 8 8:00 PM,2024,119-100,223.5,-2.0
LAC @ DEN,Jan 8 9:00 PM,2024,103-126,224.0,3.5
SAS @ MIL,Jan 8 9:30 PM,2024,105-121,226.5,-4.5
TOR @ CLE,Jan 9 7:00 PM,2024,126-132,234.5,-13.5
GSW @ DET,Jan 9 7:00 PM,2024,107-104,222.0,2.5
MIN @ ORL,Jan 9 7:00 PM,2024,104-89,199.0,5.5
POR @ DAL,Jan 9 7:30 PM,2024,111-117,220.0,-7.5
HOU @ MEM,Jan 9 8:00 PM,2024,119-115,234.5,-3.0
ATL @ PHX,Jan 9 9:00 PM,2024,115-123,238.5,-6.0
MIA @ UTA,Jan 9 9:00 PM,2024,97-92,222.0,5.5
GSW @ IND,Jan 10 7:00 PM,2024,96-108,222.5,-11.0
MIL @ ORL,Jan 10 7:00 PM,2024,109-106,212.0,6.0
NOP @ PHI,Jan 10 7:00 PM,2024,123-115,219.5,-7.0
SAC @ BOS,Jan 10 7:30 PM,2024,114-97,225.5,-12.0
OKC @ NYK,Jan 10 7:30 PM,2024,126-101,225.0,2.5
WAS @ CHI,Jan 10 8:00 PM,2024,105-138,244.0,-10.0
BKN @ DEN,Jan 10 9:00 PM,2024,105-124,224.5,-14.5
UTA @ PHX,Jan 11 5:00 PM,2024,106-114,229.0,-10.5
TOR @ DET,Jan 11 7:00 PM,2024,114-123,226.0,-5.0
MEM @ MIN,Jan 11 8:00 PM,2024,127-125,233.0,-2.0
MIA @ POR,Jan 11 10:00 PM,2024,119-98,219.5,4.5
DEN @ DAL,Jan 12 3:00 PM,2024,112-101,232.0,5.5
MIL @ NYK,Jan 12 3:00 PM,2024,106-140,228.0,-5.0
SAC @ CHI,Jan 12 3:30 PM,2024,124-119,238.5,5.0
NOP @ BOS,Jan 12 6:00 PM,2024,119-120,230.5,-15.0
IND @ CLE,Jan 12 6:00 PM,2024,108-93,239.0,-9.0
PHI @ ORL,Jan 12 6:00 PM,2024,99-104,208.5,2.0
OKC @ WAS,Jan 12 6:00 PM,2024,136-95,230.5,15.5
BKN @ UTA,Jan 12 8:00 PM,2024,111-112,213.0,-3.0
CHA @ PHX,Jan 12 9:00 PM,2024,113-120,227.0,-7.0
MIN @ WAS,Jan 13 7:00 PM,2024,120-106,223.5,14.5
DET @ NYK,Jan 13 7:30 PM,2024,124-119,224.5,-8.5
GSW @ TOR,Jan 13 7:30 PM,2024,101-104,229.5,5.0
MEM @ HOU,Jan 13 8:00 PM,2024,118-120,236.0,-2.5
MIA @ LAC,Jan 13 10:30 PM,2024,98-109,216.0,-8.5
SAS @ LAL,Jan 13 10:30 PM,2024,126-102,220.5,-4.0
CLE @ IND,Jan 14 7:00 PM,2024,127-117,231.0,8.0
OKC @ PHI,Jan 14 7:00 PM,2024,118-102,215.0,16.0
PHX @ ATL,Jan 14 7:30 PM,2024,117-122,238.0,2.5
NOP @ CHI,Jan 14 8:00 PM,2024,119-113,243.0,-1.5
SAC @ MIL,Jan 14 8:00 PM,2024,115-130,227.0,-2.0
DEN @ DAL,Jan 14 9:30 PM,2024,118-99,235.5,2.5
BKN @ POR,Jan 14 10:00 PM,2024,132-114,219.5,-3.5
NYK @ PHI,Jan 15 7:00 PM,2024,125-119,220.0,5.5
BOS @ TOR,Jan 15 7:30 PM,2024,97-110,228.5,14.0
ATL @ CHI,Jan 15 8:00 PM,2024,110-94,235.5,-6.0
ORL @ MIL,Jan 15 8:00 PM,2024,93-122,212.5,-6.5
DAL @ NOP,Jan 15 8:00 PM,2024,116-119,221.5,-1.0
MEM @ SAS,Jan 15 8:00 PM,2024,129-115,240.0,2.5
HOU @ DEN,Jan 15 9:00 PM,2024,128-108,224.0,5.5
CHA @ UTA,Jan 15 9:00 PM,2024,117-112,222.5,5.5
GSW @ MIN,Jan 15 9:30 PM,2024,116-115,217.0,-7.0
MIA @ LAL,Jan 15 10:00 PM,2024,108-117,214.5,-4.5
BKN @ LAC,Jan 15 10:30 PM,2024,67-126,213.0,-15.5
IND @ DET,Jan 16 7:00 PM,2024,111-100,229.0,1.5
PHX @ WAS,Jan 16 7:00 PM,2024,130-123,231.5,11.5
CLE @ OKC,Jan 16 7:30 PM,2024,114-134,233.0,-2.5
LAC @ POR,Jan 16 10:00 PM,2024,118-89,220.5,7.0
HOU @ SAC,Jan 16 10:00 PM,2024,127-132,225.0,-4.5
ORL @ BOS,Jan 17 7:00 PM,2024,94-121,213.5,-14.5
MIN @ NYK,Jan 17 7:30 PM,2024,116-99,215.5,-3.0
CHA @ CHI,Jan 17 8:00 PM,2024,125-123,235.5,-4.5
DEN @ MIA,Jan 17 8:00 PM,2024,133-113,229.0,3.5
TOR @ MIL,Jan 17 8:00 PM,2024,112-130,233.5,-11.0
UTA @ NOP,Jan 17 8:00 PM,2024,123-136,232.0,-12.0
OKC @ DAL,Jan 17 8:30 PM,2024,98-106,221.0,2.5
MEM @ SAS,Jan 17 9:30 PM,2024,140-112,236.5,1.0
BKN @ LAL,Jan 17 10:30 PM,2024,101-102,215.5,-9.5
PHX @ DET,Jan 18 4:00 PM,2024,125-121,227.5,1.0
ATL @ BOS,Jan 18 7:00 PM,2024,119-115,237.5,-9.5
PHI @ IND,Jan 18 7:00 PM,2024,102-115,225.0,-10.5
WAS @ GSW,Jan 18 8:30 PM,2024,114-122,231.0,-14.0
CLE @ MIN,Jan 18 9:00 PM,2024,124-117,227.5,5.0
HOU @ POR,Jan 18 10:00 PM,2024,125-103,223.5,10.5
SAS @ MIA,Jan 19 3:00 PM,2024,107-128,219.5,-3.0
DEN @ ORL,Jan 19 6:00 PM,2024,113-100,221.0,7.5
PHI @ MIL,Jan 19 7:00 PM,2024,109-123,225.5,-13.0
BKN @ OKC,Jan 19 7:00 PM,2024,101-127,217.5,-16.5
LAL @ LAC,Jan 19 9:00 PM,2024,102-116,217.0,-4.5
CHI @ POR,Jan 19 9:00 PM,2024,102-113,236.5,4.5
WAS @ SAC,Jan 19 9:00 PM,2024,100-123,237.5,-17.5
DAL @ CHA,Jan 20 12:00 PM,2024,105-110,224.0,4.0
DET @ HOU,Jan 20 2:00 PM,2024,107-96,224.0,-8.0
MIN @ MEM,Jan 20 2:30 PM,2024,106-108,235.0,-5.0
ATL @ NYK,Jan 20 3:00 PM,2024,110-119,239.0,-7.5
PHX @ CLE,Jan 20 3:30 PM,2024,92-118,239.0,-8.0
