Game,Tipoff,Season,Score,Over_Under,Home_Line
NOP @ PHI,Dec 13 7:00 PM,2019,109-116,222.5,-7.0
IND @ ATL,Dec 13 7:30 PM,2019,110-100,225.0,6.0
CHA @ CHI,Dec 13 8:00 PM,2019,83-73,213.5,-7.0
MIL @ MEM,Dec 13 8:00 PM,2019,127-114,229.0,12.5
GSW @ UTA,Dec 13 9:00 PM,2019,106-114,211.5,-13.5
LAC @ MIN,Dec 13 9:30 PM,2019,124-117,228.0,4.5
NYK @ SAC,Dec 13 10:00 PM,2019,103-101,210.0,-8.5
SAS @ PHX,Dec 14 5:00 PM,2019,121-119,221.0,2.0
BKN @ TOR,Dec 14 7:30 PM,2019,102-110,218.5,-7.0
LAC @ CHI,Dec 14 8:00 PM,2019,106-109,214.0,3.5
WAS @ MEM,Dec 14 8:00 PM,2019,111-128,237.0,-1.5
MIA @ DAL,Dec 14 8:30 PM,2019,122-118,216.0,-8.5
CLE @ MIL,Dec 14 8:30 PM,2019,108-125,223.0,-14.5
OKC @ DEN,Dec 14 9:00 PM,2019,102-110,204.0,-5.5
DET @ HOU,Dec 14 9:00 PM,2019,115-107,225.5,-7.5
ORL @ NOP,Dec 15 3:30 PM,2019,130-119,216.5,0.0
CHA @ IND,Dec 15 5:00 PM,2019,85-107,210.0,-11.5
LAL @ ATL,Dec 15 6:00 PM,2019,101-96,229.5,12.0
PHI @ BKN,Dec 15 6:00 PM,2019,89-109,220.0,4.0
NYK @ DEN,Dec 15 8:00 PM,2019,105-111,208.5,-10.0
SAC @ GSW,Dec 15 8:30 PM,2019,100-79,209.5,4.5
WAS @ DET,Dec 16 7:00 PM,2019,133-119,231.5,-2.5
CLE @ TOR,Dec 16 7:30 PM,2019,113-133,216.5,-12.0
SAS @ HOU,Dec 16 8:00 PM,2019,107-109,232.5,-10.0
MIA @ MEM,Dec 16 8:00 PM,2019,111-118,217.0,3.0
DAL @ MIL,Dec 16 8:00 PM,2019,120-116,227.0,-10.5
CHI @ OKC,Dec 16 8:00 PM,2019,106-109,208.5,-5.5
POR @ PHX,Dec 16 9:00 PM,2019,111-110,227.0,2.5
SAC @ CHA,Dec 17 7:00 PM,2019,102-110,208.0,5.0
LAL @ IND,Dec 17 7:00 PM,2019,102-105,213.0,1.0
ATL @ NYK,Dec 17 7:30 PM,2019,120-143,225.0,-2.0
BKN @ NOP,Dec 17 8:00 PM,2019,108-101,228.5,2.0
ORL @ UTA,Dec 17 9:00 PM,2019,102-109,207.5,-6.5
PHX @ LAC,Dec 17 10:30 PM,2019,99-120,225.0,-14.0
CHA @ CLE,Dec 18 7:00 PM,2019,98-100,211.5,-3.0
TOR @ DET,Dec 18 7:00 PM,2019,112-99,217.5,2.0
MIA @ PHI,Dec 18 7:00 PM,2019,108-104,208.5,-8.0
CHI @ WAS,Dec 18 7:00 PM,2019,110-109,229.5,-1.0
NOP @ MIN,Dec 18 8:00 PM,2019,107-99,230.0,-3.5
MEM @ OKC,Dec 18 8:00 PM,2019,122-126,219.5,-6.5
ORL @ DEN,Dec 18 9:00 PM,2019,104-113,204.5,-9.0
BOS @ DAL,Dec 18 9:30 PM,2019,109-103,216.0,1.5
GSW @ POR,Dec 18 10:00 PM,2019,112-122,221.5,-9.0
UTA @ ATL,Dec 19 7:30 PM,2019,111-106,224.5,6.5
LAL @ MIL,Dec 19 8:00 PM,2019,104-111,227.0,-3.5
BKN @ SAS,Dec 19 8:30 PM,2019,105-118,219.5,-4.0
HOU @ LAC,Dec 19 10:30 PM,2019,122-117,236.0,-5.0
MEM @ CLE,Dec 20 7:00 PM,2019,107-114,222.5,2.5
SAC @ IND,Dec 20 7:00 PM,2019,105-119,209.5,-5.0
DET @ BOS,Dec 20 7:30 PM,2019,93-114,211.0,-9.0
WAS @ TOR,Dec 20 7:30 PM,2019,118-122,229.5,-6.5
NYK @ MIA,Dec 20 8:00 PM,2019,114-129,216.5,-9.0
PHX @ OKC,Dec 20 8:00 PM,2019,108-126,224.5,-3.0
DAL @ PHI,Dec 20 8:00 PM,2019,117-98,212.0,-8.5
MIN @ DEN,Dec 20 9:00 PM,2019,100-109,215.5,-10.5
ORL @ POR,Dec 20 10:00 PM,2019,103-118,218.5,-3.5
NOP @ GSW,Dec 20 10:30 PM,2019,102-106,221.5,2.0
UTA @ CHA,Dec 21 5:00 PM,2019,114-107,208.0,7.0
ATL @ BKN,Dec 21 6:00 PM,2019,112-122,231.5,-7.5
CHI @ DET,Dec 21 7:00 PM,2019,119-107,209.0,1.5
WAS @ PHI,Dec 21 7:00 PM,2019,108-125,227.5,-12.5
MIL @ NYK,Dec 21 7:30 PM,2019,123-102,226.5,12.5
SAC @ MEM,Dec 21 8:00 PM,2019,115-119,222.0,2.0
LAC @ SAS,Dec 21 8:30 PM,2019,134-109,226.0,7.0
HOU @ PHX,Dec 21 9:00 PM,2019,139-125,234.0,8.5
MIN @ POR,Dec 21 10:00 PM,2019,106-113,228.0,-7.0
DAL @ TOR,Dec 22 3:30 PM,2019,107-110,218.5,-1.5
CHA @ BOS,Dec 22 6:00 PM,2019,93-119,209.0,-12.5
IND @ MIL,Dec 22 7:00 PM,2019,89-117,220.5,-8.0
LAC @ OKC,Dec 22 7:00 PM,2019,112-118,223.5,1.0
DEN @ LAL,Dec 22 9:30 PM,2019,128-104,208.5,-2.5
ATL @ CLE,Dec 23 7:00 PM,2019,118-121,229.5,2.0
PHI @ DET,Dec 23 7:00 PM,2019,125-109,215.0,6.5
TOR @ IND,Dec 23 7:00 PM,2019,115-120,210.5,-5.5
WAS @ NYK,Dec 23 7:00 PM,2019,121-115,227.5,-3.5
CHI @ ORL,Dec 23 7:00 PM,2019,95-103,206.0,-5.0
UTA @ MIA,Dec 23 7:30 PM,2019,104-107,213.5,-4.5
SAS @ MEM,Dec 23 8:00 PM,2019,145-115,228.5,1.0
DEN @ PHX,Dec 23 9:00 PM,2019,113-111,218.5,2.5
NOP @ POR,Dec 23 10:00 PM,2019,102-94,230.0,-5.5
HOU @ SAC,Dec 23 10:00 PM,2019,113-104,230.0,6.0
MIN @ GSW,Dec 23 10:30 PM,2019,104-113,221.5,1.5
BOS @ TOR,Dec 25 12:00 PM,2019,118-102,214.0,4.0
MIL @ PHI,Dec 25 2:30 PM,2019,109-121,221.0,3.0
HOU @ GSW,Dec 25 5:00 PM,2019,104-116,229.5,11.0
LAC @ LAL,Dec 25 8:00 PM,2019,111-106,223.0,2.0
NOP @ DEN,Dec 25 10:30 PM,2019,112-100,216.0,-8.5
WAS @ DET,Dec 26 7:00 PM,2019,102-132,228.5,-6.5
NYK @ BKN,Dec 26 7:30 PM,2019,94-82,226.0,-7.0
SAS @ DAL,Dec 26 8:00 PM,2019,98-102,226.5,-8.0
MEM @ OKC,Dec 26 8:00 PM,2019,110-97,224.0,-6.0
MIN @ SAC,Dec 26 10:00 PM,2019,105-104,220.0,-7.0
POR @ UTA,Dec 26 10:30 PM,2019,115-121,221.5,-5.5
CLE @ BOS,Dec 27 4:00 PM,2019,117-129,215.5,-14.0
OKC @ CHA,Dec 27 7:00 PM,2019,104-102,207.5,1.0
PHI @ ORL,Dec 27 7:00 PM,2019,97-98,210.0,4.0
MIL @ ATL,Dec 27 7:30 PM,2019,112-86,235.5,7.0
IND @ MIA,Dec 27 8:00 PM,2019,112-113,211.0,-5.0
PHX @ GSW,Dec 27 10:30 PM,2019,96-105,225.0,3.5
MEM @ DEN,Dec 28 5:00 PM,2019,110-119,219.0,-9.0
TOR @ BOS,Dec 28 7:00 PM,2019,113-97,217.0,-7.0
IND @ NOP,Dec 28 7:00 PM,2019,98-120,218.0,1.0
ATL @ CHI,Dec 28 8:00 PM,2019,81-116,216.5,-9.5
BKN @ HOU,Dec 28 8:00 PM,2019,98-108,234.5,-9.0
PHI @ MIA,Dec 28 8:00 PM,2019,116-117,212.0,-1.5
CLE @ MIN,Dec 28 8:00 PM,2019,94-88,217.0,-6.5
NYK @ WAS,Dec 28 8:00 PM,2019,107-100,227.5,3.5
DAL @ GSW,Dec 28 8:30 PM,2019,141-121,217.5,10.5
ORL @ MIL,Dec 28 8:30 PM,2019,100-111,216.5,-6.0
DET @ SAS,Dec 28 8:30 PM,2019,109-136,221.0,-5.0
PHX @ SAC,Dec 28 9:00 PM,2019,112-110,217.0,-2.5
LAL @ POR,Dec 28 10:00 PM,2019,128-120,223.5,5.0
UTA @ LAC,Dec 28 10:30 PM,2019,120-107,221.5,-7.5
OKC @ TOR,Dec 29 6:00 PM,2019,98-97,209.5,-5.0
SAC @ DEN,Dec 29 8:00 PM,2019,115-120,208.5,-7.5
CHA @ MEM,Dec 29 8:00 PM,2019,104-117,219.5,-2.5
HOU @ NOP,Dec 29 8:00 PM,2019,112-127,223.0,1.5
DAL @ LAL,Dec 29 9:30 PM,2019,95-108,224.5,-5.0
ATL @ ORL,Dec 30 7:00 PM,2019,101-93,209.0,-10.5
MIA @ WAS,Dec 30 7:00 PM,2019,105-123,224.0,11.0
MIL @ CHI,Dec 30 8:00 PM,2019,123-102,220.0,8.5
BKN @ MIN,Dec 30 8:00 PM,2019,115-122,216.5,4.5
DET @ UTA,Dec 30 9:00 PM,2019,81-104,217.5,-9.5
PHX @ POR,Dec 30 10:00 PM,2019,122-116,232.5,-4.0
BOS @ CHA,Dec 31 3:00 PM,2019,109-92,210.5,7.5
PHI @ IND,Dec 31 3:00 PM,2019,97-115,212.0,1.5
LAC @ SAC,Dec 31 5:00 PM,2019,105-87,220.0,6.5
DEN @ HOU,Dec 31 7:00 PM,2019,104-130,225.0,-6.0
GSW @ SAS,Dec 31 7:00 PM,2019,113-117,217.0,-11.0
CLE @ TOR,Dec 31 7:00 PM,2019,97-117,218.5,-8.0
DAL @ OKC,Dec 31 8:00 PM,2019,101-106,217.0,2.5
ORL @ WAS,Jan 1 6:00 PM,2019,122-101,222.5,3.5
POR @ NYK,Jan 1 7:30 PM,2019,93-117,225.5,4.0
MIN @ MIL,Jan 1 8:00 PM,2019,104-106,220.5,-18.0
PHX @ LAL,Jan 1 10:30 PM,2019,107-117,225.5,-11.0
CHA @ CLE,Jan 2 7:00 PM,2019,109-106,212.0,-2.0
DEN @ IND,Jan 2 7:00 PM,2019,124-116,208.5,1.0
TOR @ MIA,Jan 2 7:30 PM,2019,76-84,214.0,-5.5
UTA @ CHI,Jan 2 8:00 PM,2019,102-98,208.5,3.5
GSW @ MIN,Jan 2 8:00 PM,2019,84-99,211.5,-3.0
BKN @ DAL,Jan 2 8:30 PM,2019,111-123,223.0,-8.0
OKC @ SAS,Jan 2 8:30 PM,2019,109-103,217.0,-2.5
MEM @ SAC,Jan 2 10:00 PM,2019,123-128,224.0,-4.5
DET @ LAC,Jan 2 10:30 PM,2019,112-126,223.5,-12.5
ATL @ BOS,Jan 3 7:00 PM,2019,106-109,224.5,-10.5
MIA @ ORL,Jan 3 7:00 PM,2019,85-105,206.0,-1.0
POR @ WAS,Jan 3 7:00 PM,2019,122-103,232.5,7.0
PHI @ HOU,Jan 3 8:00 PM,2019,108-118,228.0,-4.5
NYK @ PHX,Jan 3 9:00 PM,2019,112-120,224.0,-7.0
NOP @ LAL,Jan 3 10:30 PM,2019,113-123,225.5,-10.0
MEM @ LAC,Jan 4 3:30 PM,2019,140-114,231.0,-10.0
TOR @ BKN,Jan 4 6:00 PM,2019,121-102,216.5,-2.0
UTA @ ORL,Jan 4 7:00 PM,2019,109-96,206.0,4.0
IND @ ATL,Jan 4 7:30 PM,2019,111-116,220.5,7.0
OKC @ CLE,Jan 4 7:30 PM,2019,121-106,213.5,6.0
BOS @ CHI,Jan 4 8:00 PM,2019,111-104,208.5,-1.0
DEN @ WAS,Jan 4 8:00 PM,2019,114-128,221.0,13.0
CHA @ DAL,Jan 4 8:30 PM,2019,123-120,217.5,-11.5
DET @ GSW,Jan 4 8:30 PM,2019,111-104,213.0,3.0
SAS @ MIL,Jan 4 8:30 PM,2019,118-127,228.5,-12.0
NOP @ SAC,Jan 4 10:00 PM,2019,117-115,225.5,-2.5
NYK @ LAC,Jan 5 3:30 PM,2019,132-135,220.5,-9.5
POR @ MIA,Jan 5 6:00 PM,2019,111-122,215.5,-5.0
MIN @ CLE,Jan 5 7:30 PM,2019,118-103,217.5,6.0
MEM @ PHX,Jan 5 8:00 PM,2019,121-114,235.5,-7.0
DET @ LAL,Jan 5 10:00 PM,2019,99-106,220.0,-14.5
IND @ CHA,Jan 6 7:00 PM,2019,115-104,209.5,6.0
BKN @ ORL,Jan 6 7:00 PM,2019,89-101,212.5,-4.5
OKC @ PHI,Jan 6 7:00 PM,2019,113-120,210.5,-7.5
BOS @ WAS,Jan 6 7:00 PM,2019,94-99,225.0,9.0
DEN @ ATL,Jan 6 7:30 PM,2019,123-115,224.0,7.0
UTA @ NOP,Jan 6 8:00 PM,2019,128-126,221.5,4.0
CHI @ DAL,Jan 6 8:30 PM,2019,110-118,217.5,-8.0
MIL @ SAS,Jan 6 8:30 PM,2019,104-126,228.5,8.0
GSW @ SAC,Jan 6 10:00 PM,2019,98-111,213.0,-10.0
DET @ CLE,Jan 7 7:00 PM,2019,115-113,219.5,3.5
POR @ TOR,Jan 7 7:00 PM,2019,101-99,221.0,-2.5
OKC @ BKN,Jan 7 7:30 PM,2019,111-103,217.0,1.0
MIN @ MEM,Jan 7 8:00 PM,2019,112-119,228.0,-4.5
SAC @ PHX,Jan 7 9:00 PM,2019,114-103,226.5,-6.5
NYK @ LAL,Jan 7 10:30 PM,2019,87-117,222.0,-13.0
SAS @ BOS,Jan 8 7:00 PM,2019,129-114,220.5,-7.0
TOR @ CHA,Jan 8 7:00 PM,2019,112-110,207.0,2.5
MIA @ IND,Jan 8 7:00 PM,2019,122-108,210.0,1.5
WAS @ ORL,Jan 8 7:00 PM,2019,89-123,218.5,-9.5
HOU @ ATL,Jan 8 7:30 PM,2019,122-115,237.0,7.5
DEN @ DAL,Jan 8 7:30 PM,2019,107-106,221.0,-4.0
CHI @ NOP,Jan 8 8:00 PM,2019,108-123,224.5,-3.5
NYK @ UTA,Jan 8 9:00 PM,2019,104-128,213.5,-14.0
MIL @ GSW,Jan 8 10:00 PM,2019,107-98,217.5,13.5
CLE @ DET,Jan 9 7:00 PM,2019,115-112,220.5,-7.5
BOS @ PHI,Jan 9 7:00 PM,2019,98-109,218.0,-2.5
POR @ MIN,Jan 9 8:00 PM,2019,102-116,224.5,3.0
HOU @ OKC,Jan 9 9:30 PM,2019,92-113,227.5,3.5
ATL @ WAS,Jan 10 7:00 PM,2019,101-111,238.5,1.5
NOP @ NYK,Jan 10 7:15 PM,2019,123-111,226.0,4.5
MIA @ BKN,Jan 10 7:30 PM,2019,113-117,218.0,4.0
IND @ CHI,Jan 10 8:00 PM,2019,116-105,213.0,1.0
SAS @ MEM,Jan 10 8:00 PM,2019,121-134,231.0,-1.0
ORL @ PHX,Jan 10 9:00 PM,2019,94-98,217.5,-4.5
CHA @ UTA,Jan 10 9:00 PM,2019,92-109,210.0,-12.0
LAL @ DAL,Jan 10 9:45 PM,2019,129-114,223.0,-2.5
MIL @ SAC,Jan 10 10:00 PM,2019,127-106,224.0,9.5
GSW @ LAC,Jan 10 10:30 PM,2019,100-109,218.0,-14.5
MIN @ HOU,Jan 11 5:00 PM,2019,109-139,232.0,-10.0
NOP @ BOS,Jan 11 7:00 PM,2019,105-140,223.5,-11.5
CHI @ DET,Jan 11 7:00 PM,2019,108-99,215.5,-4.0
LAL @ OKC,Jan 11 8:00 PM,2019,125-110,214.5,1.0
PHI @ DAL,Jan 11 8:30 PM,2019,91-109,222.5,-2.5
CLE @ DEN,Jan 11 9:00 PM,2019,111-103,216.5,-12.5
MIL @ POR,Jan 11 10:00 PM,2019,122-101,232.0,7.5
MIA @ NYK,Jan 12 3:30 PM,2019,121-124,216.0,7.5
UTA @ WAS,Jan 12 3:30 PM,2019,127-116,225.0,6.0
ATL @ BKN,Jan 12 6:00 PM,2019,86-108,226.0,-9.0
GSW @ MEM,Jan 12 6:00 PM,2019,102-122,226.0,-6.5
SAS @ TOR,Jan 12 6:00 PM,2019,105-104,220.0,-5.0
LAC @ DEN,Jan 12 8:00 PM,2019,104-114,221.0,-1.5
CHA @ PHX,Jan 12 8:00 PM,2019,92-100,217.0,-8.5
NOP @ DET,Jan 13 7:00 PM,2019,117-110,221.5,-5.0
PHI @ IND,Jan 13 7:00 PM,2019,95-101,215.0,-3.5
CHI @ BOS,Jan 13 7:30 PM,2019,101-113,216.5,-9.5
OKC @ MIN,Jan 13 8:00 PM,2019,117-104,218.0,2.0
CHA @ POR,Jan 13 10:00 PM,2019,112-115,215.5,-9.0
ORL @ SAC,Jan 13 10:00 PM,2019,114-112,211.5,-1.0
CLE @ LAL,Jan 13 10:30 PM,2019,99-128,222.0,-14.0
PHX @ ATL,Jan 14 7:30 PM,2019,110-123,230.5,1.5
UTA @ BKN,Jan 14 7:30 PM,2019,118-107,222.5,3.0
HOU @ MEM,Jan 14 8:00 PM,2019,110-121,240.5,4.5
NYK @ MIL,Jan 14 8:00 PM,2019,102-128,230.0,-16.5
DAL @ GSW,Jan 14 10:30 PM,2019,124-97,224.0,8.0
CLE @ LAC,Jan 14 10:30 PM,2019,103-128,224.5,-16.0
DET @ BOS,Jan 15 7:00 PM,2019,116-103,218.5,-9.5
BKN @ PHI,Jan 15 7:00 PM,2019,106-117,221.5,-6.5
SAS @ MIA,Jan 15 7:30 PM,2019,100-106,219.5,-5.0
WAS @ CHI,Jan 15 8:00 PM,2019,106-115,229.5,-4.0
IND @ MIN,Jan 15 8:00 PM,2019,104-99,218.0,4.5
TOR @ OKC,Jan 15 8:00 PM,2019,130-121,212.5,-1.0
CHA @ DEN,Jan 15 9:00 PM,2019,86-100,209.5,-11.5
POR @ HOU,Jan 15 9:30 PM,2019,117-107,236.5,-8.5
DAL @ SAC,Jan 15 10:00 PM,2019,127-123,225.5,4.0
ORL @ LAL,Jan 15 10:30 PM,2019,119-118,209.5,-10.0
PHX @ NYK,Jan 16 7:30 PM,2019,121-98,227.5,2.0
BOS @ MIL,Jan 16 8:00 PM,2019,123-128,227.5,-11.0
UTA @ NOP,Jan 16 8:00 PM,2019,132-138,225.0,5.5
DEN @ GSW,Jan 16 10:30 PM,2019,134-131,213.0,3.0
ORL @ LAC,Jan 16 10:30 PM,2019,95-122,217.0,-10.0
MIN @ IND,Jan 17 7:00 PM,2019,114-116,217.5,-7.0
CHI @ PHI,Jan 17 7:00 PM,2019,89-100,213.5,-8.0
WAS @ TOR,Jan 17 7:00 PM,2019,111-140,230.5,-10.5
CLE @ MEM,Jan 17 8:00 PM,2019,109-113,230.0,-9.0
MIA @ OKC,Jan 17 8:00 PM,2019,115-108,216.5,1.0
ATL @ SAS,Jan 17 8:30 PM,2019,121-120,230.5,-9.0
POR @ DAL,Jan 17 9:30 PM,2019,112-120,228.0,-7.5
LAC @ NOP,Jan 18 3:30 PM,2019,133-130,236.0,5.5
MIL @ BKN,Jan 18 6:00 PM,2019,117-97,236.5,10.5
PHX @ BOS,Jan 18 7:00 PM,2019,123-119,220.0,-4.0
DET @ ATL,Jan 18 7:30 PM,2019,136-103,227.5,1.5
PHI @ NYK,Jan 18 7:30 PM,2019,90-87,218.5,4.0
CLE @ CHI,Jan 18 8:00 PM,2019,116-118,215.0,-7.5
TOR @ MIN,Jan 18 8:00 PM,2019,122-112,224.0,4.0
ORL @ GSW,Jan 18 8:30 PM,2019,95-109,214.0,6.0
LAL @ HOU,Jan 18 8:30 PM,2019,124-115,235.0,-3.5
POR @ OKC,Jan 18 9:00 PM,2019,106-119,215.5,-6.5
SAC @ UTA,Jan 18 9:00 PM,2019,101-123,223.0,-9.0
MIA @ SAS,Jan 19 3:00 PM,2019,102-107,222.5,1.5
IND @ DEN,Jan 19 8:00 PM,2019,115-107,213.5,1.0
DET @ WAS,Jan 20 2:00 PM,2019,100-106,232.5,-1.0
TOR @ ATL,Jan 20 2:30 PM,2019,122-117,231.0,9.0
PHI @ BKN,Jan 20 3:00 PM,2019,117-111,218.0,3.0
ORL @ CHA,Jan 20 5:00 PM,2019,106-83,206.0,3.5
NYK @ CLE,Jan 20 5:00 PM,2019,106-86,222.0,1.5
OKC @ HOU,Jan 20 5:00 PM,2019,112-107,230.5,-7.5
NOP @ MEM,Jan 20 5:00 PM,2019,126-116,242.0,-3.0
SAC @ MIA,Jan 20 5:00 PM,2019,113-118,221.0,-3.5
CHI @ MIL,Jan 20 5:00 PM,2019,98-111,225.5,-15.5
LAL @ BOS,Jan 20 7:30 PM,2019,107-139,226.5,2.5
DEN @ MIN,Jan 20 8:00 PM,2019,107-100,221.0,-3.5
SAS @ PHX,Jan 20 9:00 PM,2019,120-118,230.0,-4.5
IND @ UTA,Jan 20 9:00 PM,2019,88-118,215.5,-7.5
GSW @ POR,Jan 20 10:00 PM,2019,124-129,222.0,-7.5
LAC @ DAL,Jan 21 8:30 PM,2019,110-107,231.5,-2.5
SAC @ DET,Jan 22 7:00 PM,2019,106-127,222.0,2.0
OKC @ ORL,Jan 22 7:00 PM,2019,120-114,210.5,-2.5
PHI @ TOR,Jan 22 7:00 PM,2019,95-107,215.0,-6.0
LAC @ ATL,Jan 22 7:30 PM,2019,95-102,228.5,4.5
MEM @ BOS,Jan 22 7:30 PM,2019,95-119,232.5,-7.0
WAS @ MIA,Jan 22 7:30 PM,2019,129-134,229.0,-10.0
LAL @ NYK,Jan 22 7:30 PM,2019,100-92,223.5,11.5
MIN @ CHI,Jan 22 8:00 PM,2019,110-117,219.0,1.0
DEN @ HOU,Jan 22 8:00 PM,2019,105-121,227.0,-10.0
IND @ PHX,Jan 22 9:00 PM,2019,112-87,221.5,1.0
SAS @ NOP,Jan 22 9:30 PM,2019,121-117,236.5,-3.5
UTA @ GSW,Jan 22 10:00 PM,2019,129-96,220.5,9.0
WAS @ CLE,Jan 23 7:00 PM,2019,124-112,230.5,-2.5
LAL @ BKN,Jan 23 8:00 PM,2019,128-113,232.0,5.0
DAL @ POR,Jan 23 10:30 PM,2019,133-125,227.0,5.5
MIL @ CHA,Jan 24 3:00 PM,2019,116-103,219.5,14.5
MEM @ DET,Jan 24 7:00 PM,2019,125-112,231.5,1.5
BOS @ ORL,Jan 24 7:00 PM,2019,109-98,213.0,-3.0
TOR @ NYK,Jan 24 7:30 PM,2019,118-112,218.0,8.5
SAC @ CHI,Jan 24 8:00 PM,2019,98-81,217.5,-1.5
LAC @ MIA,Jan 24 8:00 PM,2019,122-117,219.0,2.0
HOU @ MIN,Jan 24 8:00 PM,2019,131-124,234.5,5.5
DEN @ NOP,Jan 24 8:00 PM,2019,113-106,229.5,-4.0
ATL @ OKC,Jan 24 8:00 PM,2019,111-140,231.0,-8.0
PHX @ SAS,Jan 24 8:30 PM,2019,103-99,225.5,-5.0
IND @ GSW,Jan 24 10:30 PM,2019,129-118,216.5,6.5
DAL @ UTA,Jan 25 5:00 PM,2019,107-112,227.0,-5.0
BKN @ DET,Jan 25 7:00 PM,2019,121-111,228.5,2.5
CHI @ CLE,Jan 25 8:00 PM,2019,118-106,210.5,-1.0
OKC @ MIN,Jan 25 8:00 PM,2019,113-104,225.5,1.0
LAL @ PHI,Jan 25 8:30 PM,2019,91-108,217.5,4.5
HOU @ DEN,Jan 26 3:30 PM,2019,110-117,225.5,-2.5
TOR @ SAS,Jan 26 4:00 PM,2019,110-106,220.5,3.5
WAS @ ATL,Jan 26 6:00 PM,2019,133-152,241.5,-1.0
PHX @ MEM,Jan 26 6:00 PM,2019,109-114,229.5,-2.0
BOS @ NOP,Jan 26 6:00 PM,2019,108-123,233.0,-1.5
BKN @ NYK,Jan 26 6:00 PM,2019,97-110,219.0,1.5
LAC @ ORL,Jan 26 6:00 PM,2019,112-97,217.5,3.0
IND @ POR,Jan 26 9:00 PM,2019,129-139,221.0,-3.0
CLE @ DET,Jan 27 7:00 PM,2019,115-100,214.0,-6.5
ORL @ MIA,Jan 27 7:30 PM,2019,92-113,207.5,-6.5
SAS @ CHI,Jan 27 8:00 PM,2019,109-110,213.0,1.5
SAC @ MIN,Jan 27 8:00 PM,2019,133-129,224.5,-3.0
DAL @ OKC,Jan 27 8:00 PM,2019,107-97,223.0,5.0
HOU @ UTA,Jan 27 9:00 PM,2019,126-117,220.5,-14.0
NYK @ CHA,Jan 28 7:00 PM,2019,92-97,208.5,1.5
GSW @ PHI,Jan 28 7:00 PM,2019,104-115,215.5,-13.5
NOP @ CLE,Jan 28 7:30 PM,2019,125-111,232.0,8.5
ATL @ TOR,Jan 28 7:30 PM,2019,114-130,234.5,-13.0
DEN @ MEM,Jan 28 8:00 PM,2019,96-104,223.5,1.0
BOS @ MIA,Jan 28 8:00 PM,2019,109-101,218.5,-1.5
WAS @ MIL,Jan 28 8:00 PM,2019,131-151,241.0,-11.5
PHX @ DAL,Jan 28 8:30 PM,2019,133-104,228.0,-7.0
CHI @ IND,Jan 29 7:00 PM,2019,106-115,215.0,-8.5
DET @ BKN,Jan 29 7:30 PM,2019,115-125,225.5,-5.5
MEM @ NYK,Jan 29 7:30 PM,2019,127-106,222.0,2.0
UTA @ SAS,Jan 29 8:30 PM,2019,120-127,222.0,5.0
HOU @ POR,Jan 29 10:00 PM,2019,112-125,242.5,5.0
OKC @ SAC,Jan 29 10:00 PM,2019,120-100,219.0,2.5
TOR @ CLE,Jan 30 7:00 PM,2019,115-109,223.5,9.5
CHA @ WAS,Jan 30 7:00 PM,2019,107-121,227.0,-4.0
PHI @ ATL,Jan 30 7:30 PM,2019,117-127,228.5,6.0
GSW @ BOS,Jan 30 8:00 PM,2019,104-119,224.5,-13.0
UTA @ DEN,Jan 30 10:30 PM,2019,100-106,215.5,3.0
SAC @ LAC,Jan 30 10:30 PM,2019,124-103,224.0,-14.0
TOR @ DET,Jan 31 7:00 PM,2019,105-92,222.5,4.0
CHI @ BKN,Jan 31 7:30 PM,2019,118-133,219.0,-5.5
DAL @ HOU,Jan 31 7:30 PM,2019,121-128,238.0,-8.0
MEM @ NOP,Jan 31 8:00 PM,2019,111-139,242.0,-7.5
DEN @ MIL,Jan 31 9:00 PM,2019,127-115,226.0,-13.0
OKC @ PHX,Jan 31 9:00 PM,2019,111-107,223.5,1.0
POR @ LAL,Jan 31 10:30 PM,2019,127-119,232.0,-13.0
MIN @ LAC,Feb 1 3:30 PM,2019,106-118,230.5,-10.5
NYK @ IND,Feb 1 7:00 PM,2019,92-85,212.5,-11.0
MIA @ ORL,Feb 1 7:00 PM,2019,102-89,209.5,2.5
GSW @ CLE,Feb 1 8:00 PM,2019,131-112,224.0,-2.0
BKN @ WAS,Feb 1 8:00 PM,2019,107-113,243.0,1.5
PHI @ BOS,Feb 1 8:30 PM,2019,95-116,212.5,1.5
ATL @ DAL,Feb 1 8:30 PM,2019,100-123,236.0,-4.5
CHA @ SAS,Feb 1 9:00 PM,2019,90-114,214.5,-8.0
LAL @ SAC,Feb 1 10:00 PM,2019,129-113,226.5,7.0
UTA @ POR,Feb 1 10:30 PM,2019,107-124,227.5,6.5
DEN @ DET,Feb 2 12:30 PM,2019,123-128,211.5,2.5
NOP @ HOU,Feb 2 2:00 PM,2019,109-117,251.0,-5.0
PHX @ MIL,Feb 2 2:00 PM,2019,108-129,233.5,-12.5
CHI @ TOR,Feb 2 3:00 PM,2019,102-129,215.5,-10.0
ORL @ CHA,Feb 3 7:00 PM,2019,112-100,203.5,5.0
NYK @ CLE,Feb 3 7:00 PM,2019,139-134,216.5,2.5
DAL @ IND,Feb 3 7:00 PM,2019,112-103,212.5,-5.5
GSW @ WAS,Feb 3 7:00 PM,2019,125-117,234.5,-6.5
BOS @ ATL,Feb 3 7:30 PM,2019,123-115,232.0,6.0
PHX @ BKN,Feb 3 7:30 PM,2019,97-119,224.5,-2.0
