name,pos,age
Kelly Oubre Jr.,SF,30.0
Walker Kessler,C,24.0
Anfernee Simons,SG,26.0
Brice Sensabaugh,SF,22.0
Devin Vassell,SG,25.0
Ivica Zubac,C,28.0
Ajay Mitchell,SG,23.0
P.J. Washington,PF,27.0
Santi Aldama,PF,25.0
Keegan Murray,PF,25.0
Quentin Grimes,SG,25.0
Tim Hardaway Jr.,SG,33.0
Aaron Nesmith,SF,26.0
De'Andre Hunter,SF,28.0
Scoot Henderson,PG,21.0
Bobby Portis,PF,30.0
Jalen Suggs,PG,24.0
Zach Edey,C,23.0
Naz Reid,C,26.0
Cam Thomas,SG,24.0
Ace Bailey,SF,19.0
Cedric Coward,SG,22.0
Reed Sheppard,SG,21.0
Tobias Harris,PF,33.0
John Collins,PF,28.0
Jordan Poole,PG,26.0
Tre Jones,PG,26.0
Brandin Podziemski,SG,22.0
Collin Gillespie,PG,26.0
Kyle Kuzma,PF,30.0
Jaylon Tyson,SG,23.0
Jeremiah Fears,PG,19.0
Keldon Johnson,SF,26.0
De'Anthony Melton,PG,27.0
Sam Merrill,SG,29.0
Toumani Camara,PF,25.0
Miles McBride,SG,25.0
Brandon Williams,PG,26.0
Malik Monk,SG,27.0
Max Strus,SF,29.0
Jaylen Wells,SG,22.0
Max Christie,SG,22.0
Donte DiVincenzo,SG,29.0
Deandre Ayton,C,27.0
Donovan Clingan,C,21.0
Noah Clowney,PF,21.0
Tre Johnson,SG,19.0
Josh Hart,SF,30.0
Moses Moody,SG,23.0
Jonathan Kuminga,PF,23.0
GG Jackson II,PF,21.0
Maxime Raynaud,C,22.0
Julian Reese,PF,22.0
Wendell Carter Jr.,C,26.0
Cameron Johnson,SF,29.0
Duncan Robinson,SF,31.0
Myles Turner,C,29.0
Nic Claxton,C,26.0
Klay Thompson,SF,35.0
Isaiah Collier,PG,21.0
Dyson Daniels,SG,22.0
Christian Braun,SG,24.0
Mark Williams,C,24.0
Bilal Coulibaly,SG,21.0
Dylan Harper,SG,19.0
Jarace Walker,PF,22.0
Scotty Pippen Jr.,PG,25.0
Derik Queen,C,21.0
Julian Champagnie,SF,24.0
Rudy Gobert,C,33.0
Rui Hachimura,PF,27.0
Cam Spencer,SG,25.0
Kel'el Ware,C,21.0
Dennis Schröder,PG,32.0
Pelle Larsson,SG,24.0
Caleb Love,SG,24.0
Sandro Mamukelashvili,C,26.0
Alondes Williams,SG,26.0
Kyle Filipowski,C,22.0
Isaiah Joe,SG,26.0
