,Unnamed: 0,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
396,396,Underdog,player_rebounds_assists,Pascal Siakam,Over,10.5,-137
397,397,Underdog,player_rebounds_assists,Pascal Siakam,Under,10.5,-137
398,398,Underdog,player_rebounds_assists,Chet Holmgren,Over,9.5,-137
399,399,Underdog,player_rebounds_assists,Chet Holmgren,Under,9.5,-137
400,400,Underdog,player_rebounds_assists,Andrew Nembhard,Over,8.5,-137
401,401,Underdog,player_rebounds_assists,Andrew Nembhard,Under,8.5,-137
402,402,Underdog,player_rebounds_assists,Cason Wallace,Over,4.5,-137
403,403,Underdog,player_rebounds_assists,Cason Wallace,Under,4.5,-137
404,404,DraftKings Pick6,player_blocks_steals,Pascal Siakam,Over,1.5,-137
405,405,DraftKings Pick6,player_blocks_steals,Pascal Siakam,Under,1.5,-137
406,406,DraftKings Pick6,player_blocks_steals,Andrew Nembhard,Over,1.5,-137
407,407,DraftKings Pick6,player_blocks_steals,Andrew Nembhard,Under,1.5,-137
408,408,DraftKings Pick6,player_blocks_steals,Shai Gilgeous-Alexander,Over,2.5,-137
409,409,DraftKings Pick6,player_blocks_steals,Shai Gilgeous-Alexander,Under,2.5,-137
410,410,DraftKings Pick6,player_blocks_steals,Cason Wallace,Over,1.5,-137
411,411,DraftKings Pick6,player_blocks_steals,Cason Wallace,Under,1.5,-137
412,412,DraftKings Pick6,player_blocks_steals,Luguentz Dort,Over,1.5,-137
413,413,DraftKings Pick6,player_blocks_steals,Luguentz Dort,Under,1.5,-137
414,414,DraftKings Pick6,player_blocks_steals,Myles Turner,Over,2.5,-137
415,415,DraftKings Pick6,player_blocks_steals,Myles Turner,Under,2.5,-137
