PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
Jayson Tatum,player_points,PTS,26.5,26,Karl-Anthony Towns,player_points,PTS,21.5,21,UNDER/UNDER,-17.66,0.2745,0.2708
Jayson Tatum,player_points,PTS,26.5,26,Anthony Edwards,player_points,PTS,26.5,23,UNDER/UNDER,1.98,0.3399,0.3366
Jayson Tatum,player_points,PTS,26.5,26,Naz Reid,player_points,PTS,12.0,12,UNDER/UNDER,-22.18,0.2594,0.2557
Jayson Tatum,player_points,PTS,26.5,26,Anthony Davis,player_points,PTS,24.5,23,UNDER/UNDER,-9.25,0.3025,0.299
Jayson Tatum,player_points,PTS,26.5,26,Nickeil Alexander-Walker,player_points,PTS,5.5,8,UNDER/OVER,6.7,0.3557,0.3524
Jayson Tatum,player_points,PTS,26.5,26,Anthony Edwards,player_points,PTS,0.5,23,UNDER/OVER,55.94,0.5198,0.5174
Jayson Tatum,player_points,PTS,26.5,26,Rui Hachimura,player_points,PTS,12.0,12,UNDER/UNDER,-21.04,0.2632,0.2595
Jayson Tatum,player_points,PTS,26.5,26,Jaden McDaniels,player_points,PTS,9.0,10,UNDER/OVER,-10.5,0.2983,0.2948
Jayson Tatum,player_points,PTS,26.5,26,Austin Reaves,player_points,PTS,14.5,15,UNDER/OVER,-13.37,0.2888,0.2852
Jayson Tatum,player_points,PTS,26.5,26,Mike Conley,player_points,PTS,10.0,11,UNDER/OVER,-11.25,0.2958,0.2923
Jayson Tatum,player_points,PTS,26.5,26,D'Angelo Russell,player_points,PTS,15.5,18,UNDER/OVER,-4.75,0.3175,0.3141
Jayson Tatum,player_points,PTS,26.5,26,Rudy Gobert,player_points,PTS,12.5,13,UNDER/OVER,-14.31,0.2856,0.2821
Jayson Tatum,player_points,PTS,26.5,26,LeBron James,player_points,PTS,24.5,25,UNDER/OVER,-18.55,0.2715,0.2679
Jayson Tatum,player_points,PTS,26.5,26,D'Angelo Russell,player_points,PTS,16.0,18,UNDER/OVER,-8.18,0.3061,0.3026
Jayson Tatum,player_points,PTS,26.5,26,Rudy Gobert,player_points,PTS,13.0,13,UNDER/OVER,-20.68,0.2644,0.2607
Jayson Tatum,player_points,PTS,26.5,26,Anthony Davis,player_points,PTS,25.0,23,UNDER/UNDER,-4.62,0.3179,0.3145
Jayson Tatum,player_points,PTS,26.5,26,Austin Reaves,player_points,PTS,15.5,15,UNDER/UNDER,-17.53,0.2749,0.2713
Jayson Tatum,player_points,PTS,26.5,26,Jaxson Hayes,player_points,PTS,4.5,3,UNDER/UNDER,2.13,0.3404,0.3371
Jayson Tatum,player_points,PTS,26.5,26,Naz Reid,player_points,PTS,11.5,12,UNDER/OVER,-15.59,0.2814,0.2778
Jayson Tatum,player_points,PTS,26.5,26,Gabe Vincent,player_points,PTS,3.5,2,UNDER/UNDER,7.81,0.3594,0.3562
Jayson Tatum,player_points,PTS,26.5,26,Jaden McDaniels,player_points,PTS,9.5,10,UNDER/OVER,-16.32,0.2789,0.2753
Jaylen Brown,player_points,PTS,23.5,22,Naz Reid,player_points,PTS,12.0,12,UNDER/OVER,-13.58,0.2881,0.2845
Jaylen Brown,player_points,PTS,23.5,22,Karl-Anthony Towns,player_points,PTS,21.5,21,UNDER/UNDER,-10.28,0.2991,0.2956
Jaylen Brown,player_points,PTS,23.5,22,Anthony Edwards,player_points,PTS,26.5,23,UNDER/UNDER,9.6,0.3653,0.3622
Jaylen Brown,player_points,PTS,23.5,22,Anthony Davis,player_points,PTS,24.5,23,UNDER/UNDER,0.07,0.3336,0.3302
Jaylen Brown,player_points,PTS,23.5,22,Anthony Edwards,player_points,PTS,0.5,23,UNDER/OVER,68.87,0.5629,0.5607
Jaylen Brown,player_points,PTS,23.5,22,Nickeil Alexander-Walker,player_points,PTS,5.5,8,UNDER/OVER,17.72,0.3924,0.3894
Jaylen Brown,player_points,PTS,23.5,22,Rui Hachimura,player_points,PTS,12.0,12,UNDER/OVER,-13.43,0.2886,0.285
Jaylen Brown,player_points,PTS,23.5,22,Jaden McDaniels,player_points,PTS,9.0,10,UNDER/OVER,-3.47,0.3218,0.3184
Jaylen Brown,player_points,PTS,23.5,22,Austin Reaves,player_points,PTS,14.5,15,UNDER/OVER,-9.42,0.3019,0.2984
Jaylen Brown,player_points,PTS,23.5,22,Mike Conley,player_points,PTS,10.0,11,UNDER/OVER,-1.9,0.327,0.3236
Jaylen Brown,player_points,PTS,23.5,22,D'Angelo Russell,player_points,PTS,15.5,18,UNDER/OVER,4.42,0.3481,0.3448
Jaylen Brown,player_points,PTS,23.5,22,Rudy Gobert,player_points,PTS,12.5,13,UNDER/OVER,-8.39,0.3054,0.3019
Jaylen Brown,player_points,PTS,23.5,22,LeBron James,player_points,PTS,24.5,25,UNDER/OVER,-6.55,0.3115,0.3081
Jaylen Brown,player_points,PTS,23.5,22,D'Angelo Russell,player_points,PTS,16.0,18,UNDER/OVER,1.07,0.3369,0.3336
Jaylen Brown,player_points,PTS,23.5,22,Rudy Gobert,player_points,PTS,13.0,13,UNDER/OVER,-13.28,0.2891,0.2855
Jaylen Brown,player_points,PTS,23.5,22,Anthony Davis,player_points,PTS,25.0,23,UNDER/UNDER,3.49,0.345,0.3417
Jaylen Brown,player_points,PTS,23.5,22,Austin Reaves,player_points,PTS,15.5,15,UNDER/UNDER,-8.62,0.3046,0.3011
Jaylen Brown,player_points,PTS,23.5,22,Jaxson Hayes,player_points,PTS,4.5,3,UNDER/UNDER,11.36,0.3712,0.368
Jaylen Brown,player_points,PTS,23.5,22,Naz Reid,player_points,PTS,11.5,12,UNDER/OVER,-8.31,0.3056,0.3022
Jaylen Brown,player_points,PTS,23.5,22,Gabe Vincent,player_points,PTS,3.5,2,UNDER/UNDER,16.02,0.3867,0.3837
Derrick White,player_points,PTS,14.5,14,Karl-Anthony Towns,player_points,PTS,21.5,21,UNDER/UNDER,-17.8,0.274,0.2704
Jaylen Brown,player_points,PTS,23.5,22,Jaden McDaniels,player_points,PTS,9.5,10,UNDER/OVER,-9.77,0.3008,0.2973
Derrick White,player_points,PTS,14.5,14,Naz Reid,player_points,PTS,12.0,12,UNDER/OVER,-20.06,0.2665,0.2628
Derrick White,player_points,PTS,14.5,14,Anthony Edwards,player_points,PTS,26.5,23,UNDER/UNDER,0.92,0.3364,0.3331
Derrick White,player_points,PTS,14.5,14,Anthony Davis,player_points,PTS,24.5,23,UNDER/UNDER,-10.73,0.2976,0.294
Derrick White,player_points,PTS,14.5,14,Anthony Edwards,player_points,PTS,0.5,23,UNDER/OVER,55.86,0.5195,0.5171
Derrick White,player_points,PTS,14.5,14,Nickeil Alexander-Walker,player_points,PTS,5.5,8,UNDER/OVER,6.23,0.3541,0.3509
Derrick White,player_points,PTS,14.5,14,Rui Hachimura,player_points,PTS,12.0,12,UNDER/UNDER,-19.28,0.2691,0.2654
Derrick White,player_points,PTS,14.5,14,Austin Reaves,player_points,PTS,14.5,15,UNDER/OVER,-17.21,0.276,0.2724
Derrick White,player_points,PTS,14.5,14,Jaden McDaniels,player_points,PTS,9.0,10,UNDER/OVER,-11.81,0.294,0.2904
Derrick White,player_points,PTS,14.5,14,Mike Conley,player_points,PTS,10.0,11,UNDER/OVER,-11.89,0.2937,0.2902
Derrick White,player_points,PTS,14.5,14,D'Angelo Russell,player_points,PTS,15.5,18,UNDER/OVER,-3.26,0.3225,0.3191
Derrick White,player_points,PTS,14.5,14,Rudy Gobert,player_points,PTS,12.5,13,UNDER/OVER,-14.46,0.2851,0.2816
Derrick White,player_points,PTS,14.5,14,D'Angelo Russell,player_points,PTS,16.0,18,UNDER/OVER,-7.57,0.3081,0.3046
Derrick White,player_points,PTS,14.5,14,LeBron James,player_points,PTS,24.5,25,UNDER/OVER,-16.49,0.2784,0.2747
Derrick White,player_points,PTS,14.5,14,Anthony Davis,player_points,PTS,25.0,23,UNDER/UNDER,-6.51,0.3116,0.3082
Derrick White,player_points,PTS,14.5,14,Rudy Gobert,player_points,PTS,13.0,13,UNDER/OVER,-19.52,0.2683,0.2646
Derrick White,player_points,PTS,14.5,14,Austin Reaves,player_points,PTS,15.5,15,UNDER/UNDER,-17.12,0.2763,0.2727
