,PLAYER 1,CATEGORY 1,PLAYER 1 LINE,PLAYER 2,CATEGORY 2,PLAYER 2 LINE,TYPE,EV,PROBABILITY,KELLY CRITERION
2284,Chet Holmgren,PTS,15.5,Obi Toppin,REB+AST,6.0,OVER/UNDER,7.82,0.3594,0.3562
2285,Chet Holmgren,PTS,15.5,Pascal Siakam,REB+AST,10.5,OVER/UNDER,8.47,0.3616,0.3584
2286,Chet Holmgren,PTS,15.5,Tyrese Haliburton,REB+AST,14.0,OVER/OVER,-2.35,0.3255,0.3221
2287,Chet Holmgren,PTS,15.5,Shai Gilgeous-Alexander,REB+AST,12.5,OVER/UNDER,-15.33,0.2822,0.2786
2288,Chet Holmgren,PTS,15.5,Alex Caruso,REB+AST,6.5,OVER/UNDER,13.04,0.3768,0.3737
2289,Chet Holmgren,PTS,15.5,Isaiah Hartenstein,REB+AST,8.5,OVER/OVER,1.09,0.337,0.3337
2290,Chet Holmgren,PTS,15.5,Cason Wallace,REB+AST,4.5,OVER/OVER,2.27,0.3409,0.3376
2291,Chet Holmgren,PTS,15.5,Luguentz Dort,REB+AST,4.5,OVER/UNDER,-18.22,0.2726,0.269
2292,Obi Toppin,PTS,9.0,Myles Turner,REB+AST,6.5,UNDER/UNDER,-18.34,0.2722,0.2686
2293,Obi Toppin,PTS,9.0,T.J. McConnell,REB+AST,6.0,UNDER/OVER,1.4,0.338,0.3347
2294,Obi Toppin,PTS,9.0,Jalen Williams,REB+AST,10.5,UNDER/OVER,-16.13,0.2796,0.276
2295,Obi Toppin,PTS,9.0,Andrew Nembhard,REB+AST,8.0,UNDER/OVER,-20.26,0.2658,0.2621
2296,Obi Toppin,PTS,9.0,Aaron Nesmith,REB+AST,5.5,UNDER/OVER,-3.94,0.3202,0.3168
2297,Obi Toppin,PTS,9.0,Chet Holmgren,REB+AST,10.0,UNDER/UNDER,-12.56,0.2915,0.288
2298,Obi Toppin,PTS,9.0,Pascal Siakam,REB+AST,10.5,UNDER/UNDER,3.3,0.3443,0.341
2299,Obi Toppin,PTS,9.0,Tyrese Haliburton,REB+AST,14.0,UNDER/OVER,-8.72,0.3043,0.3008
2300,Obi Toppin,PTS,9.0,Shai Gilgeous-Alexander,REB+AST,12.5,UNDER/UNDER,-19.34,0.2689,0.2652
2301,Obi Toppin,PTS,9.0,Alex Caruso,REB+AST,6.5,UNDER/UNDER,7.5,0.3583,0.3551
2302,Obi Toppin,PTS,9.0,Isaiah Hartenstein,REB+AST,8.5,UNDER/OVER,-3.62,0.3213,0.3179
2303,Obi Toppin,PTS,9.0,Cason Wallace,REB+AST,4.5,UNDER/OVER,-3.08,0.3231,0.3197
2304,Obi Toppin,PTS,9.0,Luguentz Dort,REB+AST,4.5,UNDER/UNDER,-18.6,0.2713,0.2677
2305,Cason Wallace,PTS,5.5,Myles Turner,REB+AST,6.5,UNDER/UNDER,-20.07,0.2664,0.2627
2306,Cason Wallace,PTS,5.5,T.J. McConnell,REB+AST,6.0,UNDER/OVER,-0.53,0.3316,0.3283
2307,Cason Wallace,PTS,5.5,Jalen Williams,REB+AST,10.5,UNDER/OVER,-14.6,0.2847,0.2811
2308,Cason Wallace,PTS,5.5,Andrew Nembhard,REB+AST,8.0,UNDER/OVER,-19.68,0.2677,0.264
2309,Cason Wallace,PTS,5.5,Aaron Nesmith,REB+AST,5.5,UNDER/OVER,-6.32,0.3123,0.3089
2310,Cason Wallace,PTS,5.5,Chet Holmgren,REB+AST,10.0,UNDER/UNDER,-12.09,0.293,0.2895
2311,Cason Wallace,PTS,5.5,Obi Toppin,REB+AST,6.0,UNDER/UNDER,1.88,0.3396,0.3363
2312,Cason Wallace,PTS,5.5,Pascal Siakam,REB+AST,10.5,UNDER/UNDER,5.1,0.3503,0.3471
2313,Cason Wallace,PTS,5.5,Tyrese Haliburton,REB+AST,14.0,UNDER/OVER,-6.94,0.3102,0.3068
2314,Cason Wallace,PTS,5.5,Shai Gilgeous-Alexander,REB+AST,12.5,UNDER/UNDER,-20.87,0.2638,0.2601
2315,Cason Wallace,PTS,5.5,Alex Caruso,REB+AST,6.5,UNDER/UNDER,6.95,0.3565,0.3533
2316,Cason Wallace,PTS,5.5,Isaiah Hartenstein,REB+AST,8.5,UNDER/OVER,-4.37,0.3188,0.3154
2317,Cason Wallace,PTS,5.5,Luguentz Dort,REB+AST,4.5,UNDER/UNDER,-22.7,0.2577,0.254
2318,Pascal Siakam,PTS,19.5,Myles Turner,REB+AST,6.5,OVER/UNDER,-12.55,0.2915,0.288
2319,Pascal Siakam,PTS,19.5,T.J. McConnell,REB+AST,6.0,OVER/OVER,8.5,0.3617,0.3585
2320,Pascal Siakam,PTS,19.5,Jalen Williams,REB+AST,10.5,OVER/OVER,-7.68,0.3077,0.3042
2321,Pascal Siakam,PTS,19.5,Andrew Nembhard,REB+AST,8.0,OVER/OVER,-9.94,0.3002,0.2967
2322,Pascal Siakam,PTS,19.5,Aaron Nesmith,REB+AST,5.5,OVER/OVER,3.08,0.3436,0.3403
2323,Pascal Siakam,PTS,19.5,Chet Holmgren,REB+AST,10.0,OVER/UNDER,-6.17,0.3128,0.3094
2324,Pascal Siakam,PTS,19.5,Obi Toppin,REB+AST,6.0,OVER/UNDER,14.06,0.3802,0.3771
2325,Pascal Siakam,PTS,19.5,Tyrese Haliburton,REB+AST,14.0,OVER/OVER,3.96,0.3465,0.3432
2326,Pascal Siakam,PTS,19.5,Shai Gilgeous-Alexander,REB+AST,12.5,OVER/UNDER,-14.26,0.2858,0.2822
2327,Pascal Siakam,PTS,19.5,Alex Caruso,REB+AST,6.5,OVER/UNDER,13.24,0.3775,0.3744
2328,Pascal Siakam,PTS,19.5,Isaiah Hartenstein,REB+AST,8.5,OVER/OVER,3.63,0.3454,0.3421
2329,Pascal Siakam,PTS,19.5,Cason Wallace,REB+AST,4.5,OVER/OVER,5.69,0.3523,0.3491
2330,Pascal Siakam,PTS,19.5,Luguentz Dort,REB+AST,4.5,OVER/UNDER,-14.25,0.2858,0.2822
2331,Tyrese Haliburton,PTS,18.5,Myles Turner,REB+AST,6.5,UNDER/UNDER,-21.32,0.2623,0.2586
2332,Tyrese Haliburton,PTS,18.5,T.J. McConnell,REB+AST,6.0,OVER/OVER,0.88,0.3363,0.333
2333,Tyrese Haliburton,PTS,18.5,Jalen Williams,REB+AST,10.5,OVER/OVER,-14.45,0.2852,0.2816
2334,Tyrese Haliburton,PTS,18.5,Andrew Nembhard,REB+AST,8.0,OVER/OVER,-20.54,0.2649,0.2612
2335,Tyrese Haliburton,PTS,18.5,Aaron Nesmith,REB+AST,5.5,OVER/OVER,-7.06,0.3098,0.3063
2336,Tyrese Haliburton,PTS,18.5,Chet Holmgren,REB+AST,10.0,OVER/UNDER,-14.43,0.2852,0.2816
2337,Tyrese Haliburton,PTS,18.5,Obi Toppin,REB+AST,6.0,OVER/UNDER,1.12,0.3371,0.3338
2338,Tyrese Haliburton,PTS,18.5,Pascal Siakam,REB+AST,10.5,OVER/UNDER,3.69,0.3456,0.3423
2339,Tyrese Haliburton,PTS,18.5,Shai Gilgeous-Alexander,REB+AST,12.5,OVER/UNDER,-22.04,0.2599,0.2562
2340,Tyrese Haliburton,PTS,18.5,Alex Caruso,REB+AST,6.5,OVER/UNDER,4.67,0.3489,0.3456
2341,Tyrese Haliburton,PTS,18.5,Isaiah Hartenstein,REB+AST,8.5,OVER/OVER,-3.72,0.3209,0.3175
2342,Tyrese Haliburton,PTS,18.5,Cason Wallace,REB+AST,4.5,OVER/OVER,-3.86,0.3205,0.3171
2343,Tyrese Haliburton,PTS,18.5,Luguentz Dort,REB+AST,4.5,OVER/UNDER,-22.86,0.2571,0.2534
2344,Shai Gilgeous-Alexander,PTS,33.5,Myles Turner,REB+AST,6.5,UNDER/UNDER,4.33,0.3478,0.3445
2345,Shai Gilgeous-Alexander,PTS,33.5,T.J. McConnell,REB+AST,6.0,UNDER/OVER,28.63,0.4288,0.4259
2346,Shai Gilgeous-Alexander,PTS,33.5,Jalen Williams,REB+AST,10.5,UNDER/OVER,14.03,0.3801,0.377
2347,Shai Gilgeous-Alexander,PTS,33.5,Andrew Nembhard,REB+AST,8.0,UNDER/OVER,4.23,0.3474,0.3441
2348,Shai Gilgeous-Alexander,PTS,33.5,Aaron Nesmith,REB+AST,5.5,UNDER/OVER,23.86,0.4129,0.41
2349,Shai Gilgeous-Alexander,PTS,33.5,Chet Holmgren,REB+AST,10.0,UNDER/UNDER,14.96,0.3832,0.3801
2350,Shai Gilgeous-Alexander,PTS,33.5,Obi Toppin,REB+AST,6.0,UNDER/UNDER,31.96,0.4399,0.4371
2351,Shai Gilgeous-Alexander,PTS,33.5,Pascal Siakam,REB+AST,10.5,UNDER/UNDER,34.84,0.4495,0.4467
2352,Shai Gilgeous-Alexander,PTS,33.5,Tyrese Haliburton,REB+AST,14.0,UNDER/OVER,22.02,0.4067,0.4037
2353,Shai Gilgeous-Alexander,PTS,33.5,Alex Caruso,REB+AST,6.5,UNDER/UNDER,39.07,0.4636,0.4609
2354,Shai Gilgeous-Alexander,PTS,33.5,Isaiah Hartenstein,REB+AST,8.5,UNDER/OVER,25.62,0.4187,0.4158
2355,Shai Gilgeous-Alexander,PTS,33.5,Cason Wallace,REB+AST,4.5,UNDER/OVER,24.03,0.4134,0.4105
2356,Shai Gilgeous-Alexander,PTS,33.5,Luguentz Dort,REB+AST,4.5,UNDER/UNDER,3.93,0.3464,0.3431
2357,Alex Caruso,PTS,9.5,Myles Turner,REB+AST,6.5,OVER/UNDER,-22.61,0.258,0.2543
2358,Alex Caruso,PTS,9.5,T.J. McConnell,REB+AST,6.0,UNDER/OVER,-2.69,0.3244,0.321
2359,Alex Caruso,PTS,9.5,Jalen Williams,REB+AST,10.5,OVER/OVER,-16.14,0.2795,0.2759
2360,Alex Caruso,PTS,9.5,Andrew Nembhard,REB+AST,8.0,UNDER/OVER,-21.07,0.2631,0.2594
2361,Alex Caruso,PTS,9.5,Aaron Nesmith,REB+AST,5.5,OVER/OVER,-7.91,0.307,0.3035
2362,Alex Caruso,PTS,9.5,Chet Holmgren,REB+AST,10.0,OVER/UNDER,-13.55,0.2882,0.2846
2363,Alex Caruso,PTS,9.5,Obi Toppin,REB+AST,6.0,UNDER/UNDER,0.48,0.3349,0.3316
2364,Alex Caruso,PTS,9.5,Pascal Siakam,REB+AST,10.5,UNDER/UNDER,2.84,0.3428,0.3395
2365,Alex Caruso,PTS,9.5,Tyrese Haliburton,REB+AST,14.0,OVER/OVER,-8.09,0.3064,0.3029
2366,Alex Caruso,PTS,9.5,Shai Gilgeous-Alexander,REB+AST,12.5,UNDER/UNDER,-22.21,0.2593,0.2556
2367,Alex Caruso,PTS,9.5,Isaiah Hartenstein,REB+AST,8.5,UNDER/OVER,-6.35,0.3122,0.3088
2368,Alex Caruso,PTS,9.5,Cason Wallace,REB+AST,4.5,UNDER/OVER,-6.09,0.313,0.3096
2369,Alex Caruso,PTS,9.5,Luguentz Dort,REB+AST,4.5,UNDER/UNDER,-22.64,0.2579,0.2542
2370,Isaiah Hartenstein,PTS,6.0,Myles Turner,REB+AST,6.5,OVER/UNDER,17.18,0.3906,0.3876
2371,Isaiah Hartenstein,PTS,6.0,T.J. McConnell,REB+AST,6.0,OVER/OVER,46.12,0.4871,0.4845
2372,Isaiah Hartenstein,PTS,6.0,Jalen Williams,REB+AST,10.5,OVER/OVER,24.27,0.4142,0.4113
2373,Isaiah Hartenstein,PTS,6.0,Andrew Nembhard,REB+AST,8.0,OVER/OVER,18.13,0.3938,0.3908
2374,Isaiah Hartenstein,PTS,6.0,Aaron Nesmith,REB+AST,5.5,OVER/OVER,38.52,0.4617,0.459
2375,Isaiah Hartenstein,PTS,6.0,Chet Holmgren,REB+AST,10.0,OVER/UNDER,25.22,0.4174,0.4145
2376,Isaiah Hartenstein,PTS,6.0,Obi Toppin,REB+AST,6.0,OVER/UNDER,49.98,0.4999,0.4974
2377,Isaiah Hartenstein,PTS,6.0,Pascal Siakam,REB+AST,10.5,OVER/UNDER,48.46,0.4949,0.4924
2378,Isaiah Hartenstein,PTS,6.0,Tyrese Haliburton,REB+AST,14.0,OVER/OVER,34.69,0.449,0.4462
2379,Isaiah Hartenstein,PTS,6.0,Shai Gilgeous-Alexander,REB+AST,12.5,OVER/UNDER,15.52,0.3851,0.382
2380,Isaiah Hartenstein,PTS,6.0,Alex Caruso,REB+AST,6.5,OVER/UNDER,54.68,0.5156,0.5132
2381,Isaiah Hartenstein,PTS,6.0,Cason Wallace,REB+AST,4.5,OVER/OVER,41.66,0.4722,0.4696
2382,Isaiah Hartenstein,PTS,6.0,Luguentz Dort,REB+AST,4.5,OVER/UNDER,14.8,0.3827,0.3796
2383,Ben Sheppard,PTS,2.5,Myles Turner,REB+AST,6.5,OVER/UNDER,-7.63,0.3079,0.3044
2384,Ben Sheppard,PTS,2.5,T.J. McConnell,REB+AST,6.0,OVER/OVER,17.53,0.3918,0.3888
2385,Ben Sheppard,PTS,2.5,Jalen Williams,REB+AST,10.5,OVER/OVER,-1.57,0.3281,0.3247
2386,Ben Sheppard,PTS,2.5,Andrew Nembhard,REB+AST,8.0,OVER/OVER,-6.39,0.312,0.3086
2387,Ben Sheppard,PTS,2.5,Aaron Nesmith,REB+AST,5.5,OVER/OVER,10.02,0.3667,0.3635
2388,Ben Sheppard,PTS,2.5,Chet Holmgren,REB+AST,10.0,OVER/UNDER,0.76,0.3359,0.3326
2389,Ben Sheppard,PTS,2.5,Obi Toppin,REB+AST,6.0,OVER/UNDER,16.63,0.3888,0.3857
2390,Ben Sheppard,PTS,2.5,Pascal Siakam,REB+AST,10.5,OVER/UNDER,21.3,0.4043,0.4013
2391,Ben Sheppard,PTS,2.5,Tyrese Haliburton,REB+AST,14.0,OVER/OVER,5.58,0.3519,0.3487
2392,Ben Sheppard,PTS,2.5,Shai Gilgeous-Alexander,REB+AST,12.5,OVER/UNDER,-8.13,0.3062,0.3027
2393,Ben Sheppard,PTS,2.5,Alex Caruso,REB+AST,6.5,OVER/UNDER,22.66,0.4089,0.4059
2394,Ben Sheppard,PTS,2.5,Isaiah Hartenstein,REB+AST,8.5,OVER/OVER,10.59,0.3686,0.3654
2395,Ben Sheppard,PTS,2.5,Cason Wallace,REB+AST,4.5,OVER/OVER,10.56,0.3685,0.3653
2396,Ben Sheppard,PTS,2.5,Luguentz Dort,REB+AST,4.5,OVER/UNDER,-9.92,0.3003,0.2968
2397,Isaiah Joe,PTS,2.5,T.J. McConnell,TOV,1.5,OVER/OVER,18.46,0.3949,0.3919
2398,Isaiah Joe,PTS,2.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,22.73,0.4091,0.4061
2399,Myles Turner,PTS,13.5,T.J. McConnell,TOV,1.5,OVER/OVER,-3.39,0.322,0.3186
2400,Myles Turner,PTS,13.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,-0.67,0.3311,0.3278
2401,T.J. McConnell,PTS,7.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,-0.05,0.3332,0.3299
2402,Luguentz Dort,PTS,8.5,T.J. McConnell,TOV,1.5,UNDER/OVER,-14.62,0.2846,0.281
2403,Luguentz Dort,PTS,8.5,Tyrese Haliburton,TOV,2.5,UNDER/UNDER,-12.6,0.2913,0.2878
2404,Aaron Wiggins,PTS,5.5,T.J. McConnell,TOV,1.5,OVER/OVER,-12.52,0.2916,0.2881
2405,Aaron Wiggins,PTS,5.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,-7.51,0.3083,0.3048
2406,Jalen Williams,PTS,21.5,T.J. McConnell,TOV,1.5,UNDER/OVER,-9.83,0.3006,0.2971
2407,Jalen Williams,PTS,21.5,Tyrese Haliburton,TOV,2.5,UNDER/UNDER,-7.78,0.3074,0.3039
2408,Andrew Nembhard,PTS,10.5,T.J. McConnell,TOV,1.5,OVER/OVER,3.98,0.3466,0.3433
2409,Andrew Nembhard,PTS,10.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,9.87,0.3662,0.363
2410,Aaron Nesmith,PTS,11.5,T.J. McConnell,TOV,1.5,OVER/OVER,-0.33,0.3322,0.3289
2411,Aaron Nesmith,PTS,11.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,3.24,0.3441,0.3408
2412,Bennedict Mathurin,PTS,10.5,T.J. McConnell,TOV,1.5,OVER/OVER,-15.28,0.2824,0.2788
2413,Bennedict Mathurin,PTS,10.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,-12.37,0.2921,0.2886
2414,Chet Holmgren,PTS,15.5,T.J. McConnell,TOV,1.5,OVER/OVER,-11.19,0.296,0.2925
2415,Chet Holmgren,PTS,15.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,-8.1,0.3063,0.3028
2416,Obi Toppin,PTS,9.0,T.J. McConnell,TOV,1.5,UNDER/OVER,-17.05,0.2765,0.2729
2417,Obi Toppin,PTS,9.0,Tyrese Haliburton,TOV,2.5,UNDER/UNDER,-13.66,0.2878,0.2842
2418,Cason Wallace,PTS,5.5,T.J. McConnell,TOV,1.5,UNDER/OVER,-19.47,0.2684,0.2647
2419,Cason Wallace,PTS,5.5,Tyrese Haliburton,TOV,2.5,UNDER/UNDER,-14.55,0.2848,0.2812
2420,Pascal Siakam,PTS,19.5,T.J. McConnell,TOV,1.5,OVER/OVER,-10.13,0.2996,0.2961
2421,Pascal Siakam,PTS,19.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,-5.27,0.3158,0.3124
2422,Tyrese Haliburton,PTS,18.5,T.J. McConnell,TOV,1.5,OVER/OVER,-16.73,0.2776,0.274
2423,Shai Gilgeous-Alexander,PTS,33.5,T.J. McConnell,TOV,1.5,UNDER/OVER,7.17,0.3572,0.354
2424,Shai Gilgeous-Alexander,PTS,33.5,Tyrese Haliburton,TOV,2.5,UNDER/UNDER,14.46,0.3815,0.3784
2425,Alex Caruso,PTS,9.5,T.J. McConnell,TOV,1.5,UNDER/OVER,-19.49,0.2684,0.2647
2426,Alex Caruso,PTS,9.5,Tyrese Haliburton,TOV,2.5,UNDER/UNDER,-17.13,0.2762,0.2726
2427,Isaiah Hartenstein,PTS,6.0,T.J. McConnell,TOV,1.5,OVER/OVER,21.32,0.4044,0.4014
2428,Isaiah Hartenstein,PTS,6.0,Tyrese Haliburton,TOV,2.5,OVER/UNDER,24.01,0.4134,0.4105
2429,Ben Sheppard,PTS,2.5,T.J. McConnell,TOV,1.5,OVER/OVER,-5.15,0.3162,0.3128
2430,Ben Sheppard,PTS,2.5,Tyrese Haliburton,TOV,2.5,OVER/UNDER,0.78,0.3359,0.3326
2431,Myles Turner,REB,5.0,Luguentz Dort,REB,3.5,UNDER/OVER,-22.71,0.2576,0.2539
2432,Myles Turner,REB,5.0,Jalen Williams,REB,5.5,UNDER/OVER,-19.16,0.2695,0.2658
2433,Myles Turner,REB,5.0,Andrew Nembhard,REB,3.5,UNDER/UNDER,-18.19,0.2727,0.2691
2434,Myles Turner,REB,5.0,Aaron Nesmith,REB,4.5,UNDER/OVER,-6.76,0.3108,0.3074
2435,Myles Turner,REB,5.0,Chet Holmgren,REB,8.5,UNDER/UNDER,-21.18,0.2627,0.259
2436,Myles Turner,REB,5.0,Obi Toppin,REB,4.5,UNDER/UNDER,-0.74,0.3309,0.3276
2437,Myles Turner,REB,5.0,Tyrese Haliburton,REB,5.0,UNDER/OVER,-3.47,0.3218,0.3184
2438,Myles Turner,REB,5.0,Shai Gilgeous-Alexander,REB,5.5,UNDER/OVER,-18.08,0.2731,0.2695
2439,Myles Turner,REB,5.0,Alex Caruso,REB,3.5,UNDER/UNDER,1.17,0.3372,0.3339
2440,Myles Turner,REB,5.0,Isaiah Hartenstein,REB,7.0,UNDER/OVER,-8.66,0.3045,0.301
2441,Myles Turner,REB,5.0,Pascal Siakam,REB,7.5,UNDER/UNDER,17.45,0.3915,0.3885
2442,Myles Turner,REB,5.0,Cason Wallace,REB,2.5,UNDER/OVER,-11.24,0.2959,0.2924
2443,Luguentz Dort,REB,3.5,Jalen Williams,REB,5.5,OVER/OVER,-20.62,0.2646,0.2609
2444,Luguentz Dort,REB,3.5,Andrew Nembhard,REB,3.5,OVER/UNDER,-18.98,0.2701,0.2665
2445,Luguentz Dort,REB,3.5,Aaron Nesmith,REB,4.5,OVER/OVER,-5.55,0.3148,0.3114
2446,Luguentz Dort,REB,3.5,Chet Holmgren,REB,8.5,OVER/UNDER,-22.42,0.2586,0.2549
2447,Luguentz Dort,REB,3.5,Obi Toppin,REB,4.5,OVER/UNDER,-1.64,0.3279,0.3245
2448,Luguentz Dort,REB,3.5,Tyrese Haliburton,REB,5.0,OVER/OVER,-5.18,0.3161,0.3127
2449,Luguentz Dort,REB,3.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-18.46,0.2718,0.2682
2450,Luguentz Dort,REB,3.5,Alex Caruso,REB,3.5,UNDER/UNDER,0.35,0.3345,0.3312
2451,Luguentz Dort,REB,3.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,-8.33,0.3056,0.3021
2452,Luguentz Dort,REB,3.5,Pascal Siakam,REB,7.5,OVER/UNDER,14.11,0.3804,0.3773
2453,Luguentz Dort,REB,3.5,Cason Wallace,REB,2.5,UNDER/OVER,-13.45,0.2885,0.2849
2454,Jalen Williams,REB,5.5,Andrew Nembhard,REB,3.5,OVER/UNDER,-15.23,0.2826,0.279
2455,Jalen Williams,REB,5.5,Aaron Nesmith,REB,4.5,OVER/OVER,-3.46,0.3218,0.3184
2456,Jalen Williams,REB,5.5,Chet Holmgren,REB,8.5,OVER/UNDER,-19.92,0.2669,0.2632
2457,Jalen Williams,REB,5.5,Obi Toppin,REB,4.5,OVER/UNDER,1.02,0.3367,0.3334
2458,Jalen Williams,REB,5.5,Tyrese Haliburton,REB,5.0,OVER/OVER,-0.99,0.33,0.3266
2459,Jalen Williams,REB,5.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-16.94,0.2769,0.2733
2460,Jalen Williams,REB,5.5,Alex Caruso,REB,3.5,OVER/UNDER,5.93,0.3531,0.3499
2461,Jalen Williams,REB,5.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,-5.07,0.3164,0.313
2462,Jalen Williams,REB,5.5,Pascal Siakam,REB,7.5,OVER/UNDER,20.34,0.4011,0.3981
2463,Jalen Williams,REB,5.5,Cason Wallace,REB,2.5,OVER/OVER,-8.04,0.3065,0.303
2464,Andrew Nembhard,REB,3.5,Aaron Nesmith,REB,4.5,UNDER/OVER,0.2,0.334,0.3307
2465,Andrew Nembhard,REB,3.5,Chet Holmgren,REB,8.5,UNDER/UNDER,-17.84,0.2739,0.2703
2466,Andrew Nembhard,REB,3.5,Obi Toppin,REB,4.5,UNDER/UNDER,4.99,0.35,0.3467
2467,Andrew Nembhard,REB,3.5,Tyrese Haliburton,REB,5.0,UNDER/OVER,-0.65,0.3312,0.3279
2468,Andrew Nembhard,REB,3.5,Shai Gilgeous-Alexander,REB,5.5,UNDER/OVER,-13.79,0.2874,0.2838
2469,Andrew Nembhard,REB,3.5,Alex Caruso,REB,3.5,UNDER/UNDER,7.92,0.3597,0.3565
2470,Andrew Nembhard,REB,3.5,Isaiah Hartenstein,REB,7.0,UNDER/OVER,-4.99,0.3167,0.3133
2471,Andrew Nembhard,REB,3.5,Pascal Siakam,REB,7.5,UNDER/UNDER,21.94,0.4065,0.4035
2472,Andrew Nembhard,REB,3.5,Cason Wallace,REB,2.5,UNDER/OVER,-7.05,0.3098,0.3063
2473,Aaron Nesmith,REB,4.5,Chet Holmgren,REB,8.5,OVER/UNDER,-2.53,0.3249,0.3215
2474,Aaron Nesmith,REB,4.5,Obi Toppin,REB,4.5,OVER/UNDER,23.14,0.4105,0.4076
2475,Aaron Nesmith,REB,4.5,Tyrese Haliburton,REB,5.0,OVER/OVER,17.32,0.3911,0.3881
2476,Aaron Nesmith,REB,4.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-0.81,0.3306,0.3273
2477,Aaron Nesmith,REB,4.5,Alex Caruso,REB,3.5,OVER/UNDER,23.9,0.413,0.4101
2478,Aaron Nesmith,REB,4.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,12.19,0.374,0.3709
2479,Aaron Nesmith,REB,4.5,Pascal Siakam,REB,7.5,OVER/UNDER,41.07,0.4702,0.4676
2480,Aaron Nesmith,REB,4.5,Cason Wallace,REB,2.5,OVER/OVER,10.43,0.3681,0.3649
2481,Chet Holmgren,REB,8.5,Obi Toppin,REB,4.5,UNDER/UNDER,0.77,0.3359,0.3326
2482,Chet Holmgren,REB,8.5,Tyrese Haliburton,REB,5.0,UNDER/OVER,-3.63,0.3212,0.3178
2483,Chet Holmgren,REB,8.5,Shai Gilgeous-Alexander,REB,5.5,UNDER/OVER,-17.39,0.2754,0.2718
2484,Chet Holmgren,REB,8.5,Alex Caruso,REB,3.5,UNDER/UNDER,4.32,0.3477,0.3444
2485,Chet Holmgren,REB,8.5,Isaiah Hartenstein,REB,7.0,UNDER/OVER,-7.56,0.3081,0.3046
2486,Chet Holmgren,REB,8.5,Pascal Siakam,REB,7.5,UNDER/UNDER,18.85,0.3962,0.3932
2487,Chet Holmgren,REB,8.5,Cason Wallace,REB,2.5,UNDER/OVER,-8.81,0.304,0.3005
2488,Obi Toppin,REB,4.5,Tyrese Haliburton,REB,5.0,UNDER/OVER,21.94,0.4065,0.4035
2489,Obi Toppin,REB,4.5,Shai Gilgeous-Alexander,REB,5.5,UNDER/OVER,4.53,0.3484,0.3451
2490,Obi Toppin,REB,4.5,Alex Caruso,REB,3.5,UNDER/UNDER,30.57,0.4352,0.4324
2491,Obi Toppin,REB,4.5,Isaiah Hartenstein,REB,7.0,UNDER/OVER,16.04,0.3868,0.3837
2492,Obi Toppin,REB,4.5,Pascal Siakam,REB,7.5,UNDER/UNDER,48.81,0.496,0.4935
2493,Obi Toppin,REB,4.5,Cason Wallace,REB,2.5,UNDER/OVER,11.94,0.3731,0.37
2494,Tyrese Haliburton,REB,5.0,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-2.22,0.3259,0.3225
2495,Tyrese Haliburton,REB,5.0,Alex Caruso,REB,3.5,OVER/UNDER,25.58,0.4186,0.4157
2496,Tyrese Haliburton,REB,5.0,Isaiah Hartenstein,REB,7.0,OVER/OVER,13.37,0.3779,0.3748
2497,Tyrese Haliburton,REB,5.0,Pascal Siakam,REB,7.5,OVER/UNDER,39.23,0.4641,0.4614
2498,Tyrese Haliburton,REB,5.0,Cason Wallace,REB,2.5,OVER/OVER,10.5,0.3683,0.3651
2499,Shai Gilgeous-Alexander,REB,5.5,Alex Caruso,REB,3.5,OVER/UNDER,5.41,0.3514,0.3482
2500,Shai Gilgeous-Alexander,REB,5.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,-4.33,0.3189,0.3155
2501,Shai Gilgeous-Alexander,REB,5.5,Pascal Siakam,REB,7.5,OVER/UNDER,20.44,0.4015,0.3985
2502,Shai Gilgeous-Alexander,REB,5.5,Cason Wallace,REB,2.5,OVER/OVER,-7.47,0.3084,0.3049
2503,Alex Caruso,REB,3.5,Isaiah Hartenstein,REB,7.0,UNDER/OVER,17.42,0.3914,0.3884
2504,Alex Caruso,REB,3.5,Pascal Siakam,REB,7.5,UNDER/UNDER,51.61,0.5054,0.5029
2505,Alex Caruso,REB,3.5,Cason Wallace,REB,2.5,UNDER/OVER,15.63,0.3854,0.3823
2506,Isaiah Hartenstein,REB,7.0,Pascal Siakam,REB,7.5,OVER/UNDER,38.04,0.4601,0.4574
2507,Isaiah Hartenstein,REB,7.0,Cason Wallace,REB,2.5,OVER/OVER,4.61,0.3487,0.3454
