BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
FanDuel,player_points,Dearica Hamby,Over,15.5,104,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Dearica Hamby,Under,15.5,-135,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Rae Burrell,Over,15.5,102,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Rae Burrell,Under,15.5,-132,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Azzi Fudd,Over,14.5,-118,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Azzi Fudd,Under,14.5,-110,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Arike Ogunbowale,Over,13.5,-104,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Arike Ogunbowale,Under,13.5,-125,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Jessica Shepard,Over,16.5,104,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Jessica Shepard,Under,16.5,-135,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Paige Bueckers,Over,22.5,100,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Paige Bueckers,Under,22.5,-130,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Cameron Brink,Over,8.5,-114,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Cameron Brink,Under,8.5,-114,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Erica Wheeler,Over,10.5,104,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Erica Wheeler,Under,10.5,-135,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Ariel Atkins,Over,11.5,104,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Ariel Atkins,Under,11.5,-135,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Nneka Ogwumike,Over,17.5,-114,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Nneka Ogwumike,Under,17.5,-114,2026-07-19,2026-07-19T07:59:00Z,2026-07-19 01:00:05
FanDuel,player_points,Jordin Canada,Over,12.5,-104,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Jordin Canada,Under,12.5,-125,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Kamilla Cardoso,Over,12.5,-130,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Kamilla Cardoso,Under,12.5,100,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Allisha Gray,Over,18.5,-130,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Allisha Gray,Under,18.5,100,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Natasha Cloud,Over,11.5,-102,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Natasha Cloud,Under,11.5,-128,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Angel Reese,Over,16.5,-128,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Angel Reese,Under,16.5,-102,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Gabriela Jaquez,Over,8.5,-102,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Gabriela Jaquez,Under,8.5,-128,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Rhyne Howard,Over,18.5,-108,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Rhyne Howard,Under,18.5,-120,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Naz Hillmon,Over,10.5,100,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Naz Hillmon,Under,10.5,-130,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Sydney Taylor,Over,15.5,104,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Sydney Taylor,Under,15.5,-135,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Azura Stevens,Over,11.5,-118,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Azura Stevens,Under,11.5,-110,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Brionna Jones,Over,6.5,-110,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Brionna Jones,Under,6.5,-118,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Courtney Vandersloot,Over,7.5,-128,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Courtney Vandersloot,Under,7.5,-102,2026-07-19,2026-07-19T07:59:54Z,2026-07-19 01:00:05
FanDuel,player_points,Kahleah Copper,Over,20.5,-122,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Kahleah Copper,Under,20.5,-106,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Leïla Lacan,Over,13.5,-128,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Leïla Lacan,Under,13.5,-102,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Natasha Mack,Over,7.5,-104,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Natasha Mack,Under,7.5,-125,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,DeWanna Bonner,Over,9.5,-114,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,DeWanna Bonner,Under,9.5,-114,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Olivia Nelson-Ododa,Over,10.5,-106,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Olivia Nelson-Ododa,Under,10.5,-122,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Charlisse Leger-Walker,Over,7.5,-132,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Charlisse Leger-Walker,Under,7.5,102,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Brittney Griner,Over,12.5,-122,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Brittney Griner,Under,12.5,-106,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Monique Akoa Makani,Over,9.5,-130,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Monique Akoa Makani,Under,9.5,100,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Diamond Miller,Over,8.5,-122,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Diamond Miller,Under,8.5,-106,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Alyssa Thomas,Over,14.5,-106,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Alyssa Thomas,Under,14.5,-122,2026-07-19,2026-07-19T07:58:47Z,2026-07-19 01:00:05
FanDuel,player_points,Jonquel Jones,Over,13.5,-128,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Jonquel Jones,Under,13.5,-102,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Breanna Stewart,Over,20.5,-122,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Breanna Stewart,Under,20.5,-106,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Pauline Astier,Over,8.5,-125,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Pauline Astier,Under,8.5,-104,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Sabrina Ionescu,Over,16.5,100,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Sabrina Ionescu,Under,16.5,-130,2026-07-21,2026-07-19T07:59:44Z,2026-07-19 01:00:05
FanDuel,player_points,Chelsea Gray,Over,11.5,-130,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Chelsea Gray,Under,11.5,100,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Jackie Young,Over,16.5,100,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Jackie Young,Under,16.5,-130,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Marina Mabrey,Over,21.5,-114,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Marina Mabrey,Under,21.5,-114,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,NaLyssa Smith,Over,11.5,102,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,NaLyssa Smith,Under,11.5,-132,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,A'ja Wilson,Over,26.5,-106,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,A'ja Wilson,Under,26.5,-122,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Isabelle Harrison,Over,10.5,-114,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Isabelle Harrison,Under,10.5,-114,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Laura Juskaite,Over,8.5,-125,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Laura Juskaite,Under,8.5,-104,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Maria Conde,Over,9.5,-122,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Maria Conde,Under,9.5,-106,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Julie Allemand,Over,7.5,-114,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Julie Allemand,Under,7.5,-114,2026-07-21,2026-07-19T07:58:58Z,2026-07-19 01:00:05
FanDuel,player_points,Janelle Salaun,Over,10.5,-110,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Janelle Salaun,Under,10.5,-118,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Gabby Williams,Over,13.5,-113,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Gabby Williams,Under,13.5,-115,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Sonia Citron,Over,14.5,106,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Sonia Citron,Under,14.5,-138,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Kayla Thornton,Over,7.5,-130,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Kayla Thornton,Under,7.5,100,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Veronica Burton,Over,11.5,106,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Veronica Burton,Under,11.5,-138,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Shakira Austin,Over,13.5,-118,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Shakira Austin,Under,13.5,-110,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Kiki Iriafen,Over,12.5,-122,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Kiki Iriafen,Under,12.5,-106,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Michaela Onyenwere,Over,8.5,102,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Michaela Onyenwere,Under,8.5,-132,2026-07-21,2026-07-19T07:59:24Z,2026-07-19 01:00:05
FanDuel,player_points,Natisha Hiedeman,Over,15.5,100,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Natisha Hiedeman,Under,15.5,-130,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Flau'jae Johnson,Over,13.5,-113,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Flau'jae Johnson,Under,13.5,-115,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Natasha Howard,Over,16.5,-122,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Natasha Howard,Under,16.5,-106,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Kayla McBride,Over,18.5,-115,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Kayla McBride,Under,18.5,-113,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Nia Coffey,Over,8.5,-106,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Nia Coffey,Under,8.5,-122,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Jade Melbourne,Over,8.5,-113,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Jade Melbourne,Under,8.5,-115,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
FanDuel,player_points,Olivia Miles,Over,17.5,-106,2026-07-21,2026-07-19T07:59:29Z,2026-07-19 01:00:05
