BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
PrizePicks,player_points,Ariel Atkins,Over,10.5,-137,2026-07-22,2026-07-21T17:37:20Z,2026-07-21 10:38:13
PrizePicks,player_points,Alyssa Thomas,Over,13.5,-137,2026-07-22,2026-07-21T17:37:20Z,2026-07-21 10:38:13
PrizePicks,player_points,Dearica Hamby,Over,14.5,-137,2026-07-22,2026-07-21T17:37:20Z,2026-07-21 10:38:13
PrizePicks,player_points,Rae Burrell,Over,14.5,-137,2026-07-22,2026-07-21T17:37:20Z,2026-07-21 10:38:13
PrizePicks,player_turnovers,Natasha Howard,Over,2.5,-137,2026-07-22,2026-07-21T17:37:51Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Arike Ogunbowale,Over,23.5,-137,2026-07-23,2026-07-21T17:37:51Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Kelsey Mitchell,Over,26.5,-137,2026-07-23,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Caitlin Clark,Over,30.5,-137,2026-07-23,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Aliyah Boston,Over,24.5,-137,2026-07-23,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Leïla Lacan,Over,19.5,-137,2026-07-23,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Olivia Nelson-Ododa,Over,20.5,-137,2026-07-23,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Brittney Griner,Over,22.5,-137,2026-07-23,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Kiki Iriafen,Over,25.5,-137,2026-07-22,2026-07-21T17:37:56Z,2026-07-21 10:38:13
Underdog,player_points_rebounds_assists,Alyssa Thomas,Over,29.5,-137,2026-07-22,2026-07-21T17:37:41Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Carla Leite,Over,22.5,-137,2026-07-23,2026-07-21T17:37:51Z,2026-07-21 10:38:13
Betr DFS,player_points_rebounds_assists,Bridget Carleton,Over,19.5,-137,2026-07-23,2026-07-21T17:37:51Z,2026-07-21 10:38:13
Underdog,player_rebounds_assists,Olivia Miles,Over,11.5,-137,2026-07-22,2026-07-21T17:38:15Z,2026-07-21 10:38:13
Underdog,player_rebounds_assists,Dominique Malonga,Over,11.5,-137,2026-07-22,2026-07-21T17:38:15Z,2026-07-21 10:38:13
Underdog,player_rebounds_assists,Awa Fam,Over,8.5,-137,2026-07-22,2026-07-21T17:38:15Z,2026-07-21 10:38:13
Underdog,player_rebounds_assists,Dearica Hamby,Over,9.5,-137,2026-07-22,2026-07-21T17:37:41Z,2026-07-21 10:38:13
Betr DFS,player_rebounds_assists,Carla Leite,Over,8.5,-137,2026-07-23,2026-07-21T17:37:51Z,2026-07-21 10:38:13
PrizePicks,player_points,Natasha Howard,Over,14.5,-137,2026-07-22,2026-07-21T17:37:51Z,2026-07-21 10:38:13
PrizePicks,player_points,Natisha Hiedeman,Over,14.5,-137,2026-07-22,2026-07-21T17:37:51Z,2026-07-21 10:38:13
PrizePicks,player_points,Courtney Williams,Over,15.5,-137,2026-07-22,2026-07-21T17:37:51Z,2026-07-21 10:38:13
PrizePicks,player_points,Dominique Malonga,Over,16.5,-137,2026-07-22,2026-07-21T17:37:51Z,2026-07-21 10:38:13
