BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
PrizePicks,player_points,Shai Gilgeous-Alexander,Over,25.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Shai Gilgeous-Alexander,Under,25.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Austin Reaves,Over,23.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Austin Reaves,Under,23.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Ajay Mitchell,Over,22.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Ajay Mitchell,Under,22.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,LeBron James,Over,20.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,LeBron James,Under,20.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Luke Kennard,Over,11.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Luke Kennard,Under,11.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Deandre Ayton,Over,6.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Deandre Ayton,Under,6.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Alex Caruso,Over,3.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Alex Caruso,Under,3.5,-137,2026-05-08,2026-05-08T02:42:51Z,2026-05-07 19:42:57
PrizePicks,player_points,Joel Embiid,Over,26.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Joel Embiid,Under,26.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Jalen Brunson,Over,26.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Jalen Brunson,Under,26.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Tyrese Maxey,Over,25.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Tyrese Maxey,Under,25.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Karl-Anthony Towns,Over,20.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Karl-Anthony Towns,Under,20.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Paul George,Over,16.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,Paul George,Under,16.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,OG Anunoby,Over,15.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
PrizePicks,player_points,OG Anunoby,Under,15.5,-137,2026-05-08,2026-05-08T02:42:31Z,2026-05-07 19:42:57
