BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
DraftKings,player_points,Marina Mabrey,Over,23.5,-108,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Marina Mabrey,Under,23.5,-122,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Sonia Citron,Over,17.5,-127,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Sonia Citron,Under,17.5,-105,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Kiki Iriafen,Over,14.5,-124,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Kiki Iriafen,Under,14.5,-107,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Shakira Austin,Over,14.5,-119,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Shakira Austin,Under,14.5,-111,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Isabelle Harrison,Over,12.5,-127,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Isabelle Harrison,Under,12.5,-104,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Nyara Sabally,Over,10.5,-116,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Nyara Sabally,Under,10.5,-114,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Maria Conde,Over,10.5,-108,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Maria Conde,Under,10.5,-123,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Laura Juskaite,Over,9.5,-107,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Laura Juskaite,Under,9.5,-124,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Michaela Onyenwere,Over,9.5,-104,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Michaela Onyenwere,Under,9.5,-127,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Julie Allemand,Over,7.5,-103,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Julie Allemand,Under,7.5,-129,2026-07-14,2026-07-14T20:38:40Z,2026-07-14 13:39:15
DraftKings,player_points,Dominique Malonga,Over,16.5,-123,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Dominique Malonga,Under,16.5,-108,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Natisha Hiedeman,Over,15.5,-118,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Natisha Hiedeman,Under,15.5,-112,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Kamilla Cardoso,Over,15.5,-109,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Kamilla Cardoso,Under,15.5,-121,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Sydney Taylor,Over,15.5,-104,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Sydney Taylor,Under,15.5,-127,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Flau'jae Johnson,Over,12.5,-131,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Flau'jae Johnson,Under,12.5,-101,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Azura Stevens,Over,12.5,-120,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
DraftKings,player_points,Azura Stevens,Under,12.5,-110,2026-07-15,2026-07-14T20:38:57Z,2026-07-14 13:39:15
