BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
PrizePicks,player_points,Marina Mabrey,Over,22.5,-137,2026-07-21,2026-07-21T01:25:37Z,2026-07-20 18:28:15
PrizePicks,player_points,A'ja Wilson,Over,28.5,-137,2026-07-21,2026-07-21T01:25:37Z,2026-07-20 18:28:15
PrizePicks,player_points,Jessica Shepard,Over,13.5,-137,2026-07-21,2026-07-21T01:25:52Z,2026-07-20 18:28:15
PrizePicks,player_points,Azzi Fudd,Over,18.5,-137,2026-07-21,2026-07-21T01:25:52Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Azzi Fudd,Over,20.5,-137,2026-07-21,2026-07-21T01:27:50Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Breanna Stewart,Over,41.5,-137,2026-07-21,2026-07-21T01:27:50Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Jessica Shepard,Over,32.5,-137,2026-07-21,2026-07-21T01:27:50Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Arike Ogunbowale,Over,26.5,-137,2026-07-21,2026-07-21T01:27:50Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Jonquel Jones,Over,24.5,-137,2026-07-21,2026-07-21T01:27:50Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Sabrina Ionescu,Over,19.5,-137,2026-07-21,2026-07-21T01:27:50Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Dominique Malonga,Over,28.5,-137,2026-07-21,2026-07-21T01:27:40Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Nia Coffey,Over,14.5,-137,2026-07-21,2026-07-21T01:27:40Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Kayla McBride,Over,23.5,-137,2026-07-21,2026-07-21T01:27:40Z,2026-07-20 18:28:15
DraftKings Pick6,player_points_rebounds_assists,Jackie Young,Over,38.5,-137,2026-07-21,2026-07-21T01:25:54Z,2026-07-20 18:28:15
PrizePicks,player_turnovers,Veronica Burton,Over,1.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_turnovers,Kiki Iriafen,Over,1.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_turnovers,Gabby Williams,Over,1.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_turnovers,Kayla McBride,Over,1.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_turnovers,Flau'jae Johnson,Over,2.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
Underdog,player_rebounds_assists,Caitlin Clark,Over,11.5,-137,2026-07-23,2026-07-21T01:27:40Z,2026-07-20 18:28:15
PrizePicks,player_points,Flau'jae Johnson,Over,13.0,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Laura Juskaite,Over,8.5,-137,2026-07-21,2026-07-21T01:25:37Z,2026-07-20 18:28:15
PrizePicks,player_points,Natisha Hiedeman,Over,15.0,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Courtney Williams,Over,15.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Natasha Howard,Over,15.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Dominique Malonga,Over,16.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Kayla McBride,Over,17.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Olivia Miles,Over,17.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_points,Julie Allemand,Over,5.5,-137,2026-07-21,2026-07-21T01:25:37Z,2026-07-20 18:28:15
PrizePicks,player_points,Jackie Young,Over,19.5,-137,2026-07-21,2026-07-21T01:25:37Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Kayla McBride,Over,5.5,-137,2026-07-21,2026-07-21T01:28:01Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Courtney Williams,Over,9.5,-137,2026-07-21,2026-07-21T01:28:01Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Natasha Howard,Over,11.5,-137,2026-07-21,2026-07-21T01:28:01Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Caitlin Clark,Over,11.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Nneka Ogwumike,Over,17.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Kahleah Copper,Over,20.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Kiah Stokes,Over,3.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Kayla Thornton,Over,7.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Michaela Onyenwere,Over,8.0,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Janelle Salaun,Over,10.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Veronica Burton,Over,11.0,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Kiki Iriafen,Over,12.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
Underdog,player_rebounds_assists,Kiki Iriafen,Over,10.5,-137,2026-07-21,2026-07-21T01:27:40Z,2026-07-20 18:28:15
Underdog,player_rebounds_assists,Dominique Malonga,Over,11.5,-137,2026-07-21,2026-07-21T01:27:33Z,2026-07-20 18:28:15
Underdog,player_rebounds_assists,Flau'jae Johnson,Over,8.5,-137,2026-07-21,2026-07-21T01:27:33Z,2026-07-20 18:28:15
Underdog,player_rebounds_assists,Natasha Howard,Over,11.5,-137,2026-07-21,2026-07-21T01:27:33Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Veronica Burton,Over,9.0,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Kiki Iriafen,Over,10.5,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Shakira Austin,Over,12.0,-137,2026-07-21,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Natasha Mack,Over,7.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Cameron Brink,Over,8.0,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,DeWanna Bonner,Over,9.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Erica Wheeler,Over,10.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Ariel Atkins,Over,10.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Alyssa Thomas,Over,13.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Dearica Hamby,Over,14.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_points,Rae Burrell,Over,14.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Kiki Iriafen,Over,10.5,-137,2026-07-21,2026-07-21T01:28:00Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Sonia Citron,Over,6.5,-137,2026-07-21,2026-07-21T01:28:00Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Flau'jae Johnson,Over,8.5,-137,2026-07-21,2026-07-21T01:28:01Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Dominique Malonga,Over,11.5,-137,2026-07-21,2026-07-21T01:28:01Z,2026-07-20 18:28:15
Betr DFS,player_rebounds_assists,Olivia Miles,Over,10.5,-137,2026-07-21,2026-07-21T01:28:01Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Olivia Miles,Over,10.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Dominique Malonga,Over,11.5,-137,2026-07-21,2026-07-21T01:25:14Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Marina Mabrey,Over,8.5,-137,2026-07-21,2026-07-21T01:25:37Z,2026-07-20 18:28:15
PrizePicks,player_points,Monique Billings,Over,7.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Sophie Cunningham,Over,8.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Olivia Nelson-Ododa,Over,10.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Leïla Lacan,Over,12.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Brittney Griner,Over,13.0,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Aliyah Boston,Over,14.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Caitlin Clark,Over,18.5,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_points,Kelsey Mitchell,Over,22.0,-137,2026-07-23,2026-07-21T01:25:47Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Dearica Hamby,Over,10.0,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Nneka Ogwumike,Over,11.5,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
PrizePicks,player_rebounds_assists,Alyssa Thomas,Over,16.0,-137,2026-07-22,2026-07-21T01:25:17Z,2026-07-20 18:28:15
